sex,ageband_at_study_entry,Dose,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,80+,1,Pfizer,1,0,0,0,0,0,0,0,175437.92,0,0,173853.32,0,0,172297.09,0,0,172297.09,0,0,172297.09
0,80+,1,Pfizer,2,0,0,0,0,0,0,0,176587.58,0,0,174982.24,0,0,173405.82,0,0,173405.82,0,0,173405.82
0,80+,1,Pfizer,3,0,0,0,0,0,0,0,191659.06,0,0,189769.47,0,0,187916.77,0,0,187916.77,0,0,187916.77
0,80+,2,Pfizer,1,0,0,0,0,0,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84
0,80+,2,Pfizer,2,0,0,0,0,0,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89
0,80+,2,Pfizer,3,0,0,0,0,0,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89
0,80+,2,Pfizer,4,0,0,0,0,0,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89
0,80+,2,Pfizer,5,0,0,0,0,0,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89
0,80+,2,Pfizer,6,0,0,0,0,0,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,209217.89
0,80+,2,Pfizer,7,0,0,0,0,0,0,0,212183.18,0,0,212183.18,0,0,212183.18,0,0,212183.18,0,0,212183.18
0,80+,2,Pfizer,8,0,0,0,0,0,0,0,220157.39,0,0,220157.39,0,0,220157.39,0,0,220157.39,0,0,220157.39
0,80+,2,Pfizer,9,0,0,0,0,0,0,0,261623.93,0,0,261623.93,0,0,261623.93,0,0,261623.93,0,0,261623.93
0,80+,2,Pfizer,10,0,0,0,0,0,0,0,355504.81,0,0,355504.81,0,0,355504.81,0,0,355504.81,0,0,355504.81
0,80+,2,Pfizer,11,0,0,0,0,0,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02
0,80+,2,Pfizer,12,0,0,0,0,0,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78
1,50-59,0,,0,1,0,0,0,0,510.15,12.92,2842.36,0,0,1881.48,0,0,1881.48,0,0,1881.48,0,0,1881.48
1,60-69,0,,0,1,0,0,0,0,595.32,15.07,3316.89,0,0,2195.83,0,0,2195.83,0,0,2195.83,0,0,2195.83
1,60-69,1,Pfizer,1,0,0,0,0,0,0,0,243646.15,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58
1,60-69,1,Pfizer,2,0,0,0,0,0,0,0,242331.51,0,0,239318.51,0,0,239318.51,0,0,239318.51,0,0,239318.51
1,60-69,1,Pfizer,3,0,0,0,0,0,0,0,268399.05,0,0,264707.9,0,0,264707.9,0,0,264707.9,0,0,264707.9
1,60-69,2,Pfizer,1,0,0,0,0,0,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1
1,60-69,2,Pfizer,2,0,0,0,0,0,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77
1,60-69,2,Pfizer,3,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,60-69,2,Pfizer,4,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,60-69,2,Pfizer,5,0,0,0,0,0,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17
1,5-11,0,,0,0,0,0,0,0,0,0,6715.33,0,0,6715.33,0,0,6715.33,0,0,6715.33,0,0,6715.33
0,70-79,0,,0,1,1,1,1,1,778.62,19.71,4338.19,778.62,19.71,4338.19,778.62,19.71,4338.19,778.62,19.71,4338.19,778.62,19.71,4338.19
0,30-39,0,,0,2,0,0,0,0,1509.8,182.84,5453.9,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43
0,40-49,2,Pfizer,1,0,0,0,0,0,0,0,983476.8,0,0,983476.8,0,0,935668.9,0,0,935668.9,0,0,935668.9
0,40-49,2,Pfizer,2,0,0,0,0,0,0,0,1113523.32,0,0,1113523.32,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52
0,40-49,2,Pfizer,3,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,2,Pfizer,4,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,2,Pfizer,5,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,2,Pfizer,6,0,0,0,0,0,0,0,1171620.19,0,0,1171620.19,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08
0,40-49,2,Pfizer,7,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1132238,0,0,1132238,0,0,1132238
0,40-49,2,Pfizer,8,0,0,0,0,0,0,0,1247558.54,0,0,1247558.54,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,40-49,2,Pfizer,9,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,40-49,2,Pfizer,10,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,40-49,2,Pfizer,11,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,40-49,2,Pfizer,12,0,0,0,0,0,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63
0,40-49,2,Pfizer,13,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
0,40-49,2,Pfizer,14,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
0,40-49,2,Pfizer,15,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
0,40-49,2,Pfizer,16,0,0,0,0,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88
0,40-49,2,Pfizer,17,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,40-49,2,Pfizer,18,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,40-49,2,Pfizer,19,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,40-49,2,Pfizer,20,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16
0,40-49,2,Pfizer,21,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
0,5-11,0,,0,1,0,0,0,0,2347.82,59.44,13081.2,0,0,8630.31,0,0,8630.31,0,0,8630.31,0,0,8630.31
1,70-79,1,AstraZeneca,1,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,70-79,1,AstraZeneca,2,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,70-79,1,AstraZeneca,3,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,70-79,1,AstraZeneca,4,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,70-79,1,AstraZeneca,5,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,70-79,1,AstraZeneca,6,0,0,0,0,0,0,0,561401.34,0,0,545491.18,0,0,545491.18,0,0,545491.18,0,0,545491.18
1,70-79,1,AstraZeneca,7,0,0,0,0,0,0,0,566119,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,70-79,1,AstraZeneca,8,0,0,0,0,0,0,0,566119,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,70-79,1,AstraZeneca,9,0,0,0,0,0,0,0,601501.44,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
1,70-79,1,AstraZeneca,10,0,0,0,0,0,0,0,663725.72,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53
1,70-79,1,AstraZeneca,11,0,0,0,0,0,0,0,690955.5,0,0,667011.5,0,0,667011.5,0,0,667011.5,0,0,667011.5
1,70-79,1,AstraZeneca,12,0,0,0,0,0,0,0,792566.6,0,0,761222.16,0,0,761222.16,0,0,761222.16,0,0,761222.16
1,70-79,2,AstraZeneca,1,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
1,70-79,2,AstraZeneca,2,0,0,0,0,0,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49
1,60-69,1,Pfizer,4,0,0,0,0,0,0,0,453657.65,0,0,443211.59,0,0,443211.59,0,0,443211.59,0,0,443211.59
1,60-69,1,Pfizer,5,0,0,0,0,0,0,0,606920.37,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22
1,60-69,1,Pfizer,6,0,0,0,0,0,0,0,1334022.99,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54
1,70-79,1,AstraZeneca,13,0,0,0,0,0,0,0,5614013.42,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
0,60-69,0,,0,2,2,1,0,0,1085.92,131.51,3922.73,1085.92,131.51,3922.73,542.95,13.75,3025.1,0,0,1996.48,0,0,1996.48
0,60-69,1,Moderna,1,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,60-69,1,Moderna,2,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,60-69,1,Moderna,3,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,60-69,1,Moderna,4,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
0,60-69,1,Moderna,5,0,0,0,0,0,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85
0,60-69,2,Moderna,1,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
0,60-69,2,Moderna,2,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
0,60-69,2,Moderna,3,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
0,60-69,2,Moderna,4,0,0,0,0,0,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29
0,60-69,2,Moderna,5,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,60-69,2,Moderna,6,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,60-69,2,Moderna,7,0,0,0,0,0,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48
0,60-69,2,Moderna,8,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
0,60-69,2,Moderna,9,0,0,0,0,0,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49
0,60-69,2,Moderna,10,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
0,70-79,1,AstraZeneca,1,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,2,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,3,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,4,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,5,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,6,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,7,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,8,0,0,0,0,0,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53,0,0,506527.53
0,70-79,1,AstraZeneca,9,0,0,0,0,0,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05
0,70-79,1,AstraZeneca,10,0,0,0,0,0,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77
0,70-79,1,AstraZeneca,11,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
0,70-79,1,AstraZeneca,12,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
0,70-79,2,AstraZeneca,1,0,0,0,0,0,0,0,1181897.56,0,0,1181897.56,0,0,1181897.56,0,0,1181897.56,0,0,1181897.56
1,30-39,1,Moderna,2,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
1,30-39,1,Moderna,3,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,30-39,1,Moderna,4,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,30-39,2,Moderna,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,30-39,2,Moderna,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,30-39,2,Moderna,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,30-39,2,Moderna,4,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,30-39,1,Pfizer,1,0,0,0,0,0,0,0,874911.18,0,0,874911.18,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,30-39,1,Pfizer,2,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54
1,30-39,1,Pfizer,3,0,0,0,0,0,0,0,1727388.74,0,0,1727388.74,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18
0,18-24,0,,0,0,0,0,0,0,0,0,8451.66,0,0,8451.66,0,0,8451.66,0,0,8451.66,0,0,8451.66
0,80+,1,Pfizer,4,0,0,0,0,0,0,0,712890.59,0,0,687430.21,0,0,663725.72,0,0,663725.72,0,0,663725.72
0,80+,1,Pfizer,5,0,0,0,0,0,0,0,1203002.88,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,80+,1,Pfizer,6,0,0,0,0,0,0,0,1203002.88,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,80+,1,Pfizer,7,0,0,0,0,0,0,0,1308119.63,0,0,1224875.66,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5
0,80+,1,Pfizer,8,0,0,0,0,0,0,0,1448777.66,0,0,1347363.22,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96
0,80+,1,Pfizer,9,0,0,0,0,0,0,0,1513891.26,0,0,1403503.35,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63
0,60-69,1,Pfizer,1,0,0,0,0,0,0,0,264188.87,0,0,264188.87,0,0,257130.39,0,0,257130.39,0,0,257130.39
0,60-69,1,Pfizer,2,0,0,0,0,0,0,0,268934.77,0,0,268934.77,0,0,261623.93,0,0,261623.93,0,0,261623.93
0,60-69,1,Pfizer,3,0,0,0,0,0,0,0,281286.68,0,0,281286.68,0,0,273298.83,0,0,273298.83,0,0,273298.83
0,60-69,1,Pfizer,4,0,0,0,0,0,0,0,476100.08,0,0,476100.08,0,0,453657.65,0,0,453657.65,0,0,453657.65
0,60-69,1,Pfizer,5,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,694517.12,0,0,694517.12,0,0,694517.12
1,50-59,1,Pfizer,1,0,0,0,0,0,0,0,258115.56,0,0,258115.56,0,0,258115.56,0,0,258115.56,0,0,258115.56
1,50-59,1,Pfizer,2,0,0,0,0,0,0,0,329428.66,0,0,329428.66,0,0,329428.66,0,0,329428.66,0,0,329428.66
1,50-59,1,Pfizer,3,0,0,0,0,0,0,0,443211.59,0,0,443211.59,0,0,443211.59,0,0,443211.59,0,0,443211.59
1,50-59,1,Pfizer,4,0,0,0,0,0,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66,0,0,698115.66
1,50-59,1,Pfizer,5,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
1,50-59,1,Pfizer,6,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
1,18-24,0,,0,0,0,0,0,0,0,0,7088.4,0,0,7088.4,0,0,7088.4,0,0,7088.4,0,0,7088.4
1,25-29,1,Moderna,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,25-29,1,Moderna,2,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
0,0-4,0,,0,0,0,0,0,0,0,0,22988.62,0,0,22988.62,0,0,22988.62,0,0,22988.62,0,0,22988.62
1,80+,0,,0,1,1,1,1,1,1068.92,27.06,5955.64,1068.92,27.06,5955.64,1068.92,27.06,5955.64,1068.92,27.06,5955.64,1068.92,27.06,5955.64
1,80+,1,Pfizer,1,0,0,0,0,0,0,0,278957.19,0,0,274972.09,0,0,274972.09,0,0,274972.09,0,0,274972.09
1,80+,1,Pfizer,2,0,0,0,0,0,0,0,279535.94,0,0,275534.4,0,0,275534.4,0,0,275534.4,0,0,275534.4
1,80+,1,Pfizer,3,0,0,0,0,0,0,0,333505.75,0,0,327825.6,0,0,327825.6,0,0,327825.6,0,0,327825.6
1,80+,2,Pfizer,1,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,2,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,3,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,4,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,5,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,6,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,80+,2,Pfizer,7,0,0,0,0,0,0,0,330236.08,0,0,330236.08,0,0,330236.08,0,0,330236.08,0,0,330236.08
1,80+,2,Pfizer,8,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
1,80+,2,Pfizer,9,0,0,0,0,0,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77
1,80+,2,Pfizer,10,0,0,0,0,0,0,0,559071.88,0,0,559071.88,0,0,559071.88,0,0,559071.88,0,0,559071.88
1,80+,2,Pfizer,11,0,0,0,0,0,0,0,761222.16,0,0,761222.16,0,0,761222.16,0,0,761222.16,0,0,761222.16
0,70-79,1,Pfizer,1,0,0,0,0,0,0,0,384960.92,0,0,377412.67,0,0,377412.67,0,0,377412.67,0,0,377412.67
0,70-79,1,Pfizer,2,0,0,0,0,0,0,0,384960.92,0,0,377412.67,0,0,377412.67,0,0,377412.67,0,0,377412.67
0,70-79,1,Pfizer,3,0,0,0,0,0,0,0,413301.6,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58
0,70-79,1,Pfizer,4,0,0,0,0,0,0,0,1069335.89,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61
0,70-79,1,Pfizer,5,0,0,0,0,0,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2,0,0,1585133.2
1,50-59,1,AstraZeneca,1,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
1,50-59,1,AstraZeneca,2,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
1,50-59,1,AstraZeneca,3,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
1,50-59,1,AstraZeneca,4,0,0,0,0,0,0,0,1151592.5,0,0,1151592.5,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
1,50-59,1,AstraZeneca,5,0,0,0,0,0,0,0,1347363.22,0,0,1347363.22,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96
1,50-59,1,AstraZeneca,6,0,0,0,0,0,0,0,1585133.2,0,0,1585133.2,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
1,50-59,1,AstraZeneca,7,0,0,0,0,0,0,0,1871337.81,0,0,1871337.81,0,0,1705523.06,0,0,1705523.06,0,0,1705523.06
1,50-59,1,AstraZeneca,8,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
1,50-59,1,AstraZeneca,9,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
1,50-59,1,AstraZeneca,10,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
1,50-59,1,AstraZeneca,11,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
1,50-59,1,AstraZeneca,12,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
