Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,0,1,1,0,0,0,0,0,13857.48,0,0,14399.52,0,0,13857.48,0,0,14399.52,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,14399.52,0,0,14399.52,0,0,14399.52,0,0,14399.52,0,0,14399.52,0,0,14399.52,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,0,0,13857.48,4007.13,101.45,22326.31,4007.13,101.45,22326.31,0,0,13857.48,35767.91,13126.19,77851.69,0,0,13857.48,0,0,13857.48,3756.56,95.11,20930.19,0,0,13857.48,4007.13,101.45,22326.31,4007.13,101.45,22326.31
0,0,0,1,COVCKD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,52467.42,14662.79,371.23,81695.81,15018.5,380.24,83677.74,0,0,51289.05,0,0,59591.47,0,0,59750.03,0,0,59750.03,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,31830.07,3854.77,114981.14,31830.07,3854.77,114981.14,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,14064.3,356.08,78361.29,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,51289.05,0,0,52467.42,14402.6,364.64,80246.17,14402.6,364.64,80246.17,0,0,51289.05,31983.36,809.75,178199.89,0,0,51289.05,0,0,51289.05,13903.69,352.01,77466.42,0,0,51289.05,14402.6,364.64,80246.17,14402.6,364.64,80246.17
0,0,0,1,COVCOPD,0,0,0,1,1,1,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,5829.71,0,0,5923.52,0,0,5829.71,1600.57,40.52,8917.8,1626.22,41.17,9060.74,1626.22,41.17,9060.74,0,0,5829.71,3308.57,400.68,11951.71,8203.81,2663.75,19144.95,8203.81,2663.75,19144.95,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5829.71,0,0,5923,0,0,5923,0,0,5829.71,14883,5983.74,30664.66,0,0,5829.71,0,0,5829.71,3160.7,382.77,11417.52,0,0,5829.71,0,0,5923,0,0,5923
0,0,0,1,COVDIAB,0,0,1,6,0,1,0,2,4,4,0,0,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,4,0,0,0,1,1,1,0,0,4530.78,0,0,4530.78,1241.25,31.43,6915.8,8668.22,3181.08,18867.07,0,0,4530.78,1234.79,31.26,6879.79,0,0,4587.24,2519.31,305.1,9100.62,5183.61,1412.36,13272.1,5183.61,1412.36,13272.1,0,0,4530.78,0,0,4530.78,0,0,4530.78,1230.71,31.16,6857.08,2459.43,297.85,8884.31,2459.43,297.85,8884.31,1229.47,31.13,6850.15,1229.47,31.13,6850.15,0,0,4530.78,0,0,4530.78,0,0,4530.78,0,0,4530.78,0,0,4530.78,0,0,4530.78,1229.47,31.13,6850.15,0,0,4530.78,1229.18,31.12,6848.54,1229.18,31.12,6848.54,0,0,4587.24,0,0,4596.47,0,0,4530.78,0,0,4530.78,0,0,4530.78,29658.95,15325.21,51808.22,0,0,4530.78,0,0,4530.78,4912.91,1338.6,12578.99,0,0,4645.12,0,0,4530.78,0,0,4645.12
0,0,0,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01,46117.42,1167.59,256949.84,46117.42,1167.59,256949.84,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,34199.44,865.85,190547.07,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,89085.37,2255.45,496351.89,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68,0,0,122710.68
0,0,0,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,,,0,,,0,0,0,22456053.68,0,0,22456053.68,,,0,,,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,,,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
0,0,0,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,116693.29,2954.42,650173.4,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03,0,0,368132.03
0,0,0,1,CV,0,0,0,3,2,2,1,5,8,8,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,0,7,1,1,2,1,1,2,0,0,2171.45,0,0,2171.45,0,0,2171.45,1844.91,380.47,5391.62,1206.74,146.14,4359.16,1207.92,146.28,4363.41,598,15.14,3331.82,3098.6,1006.11,7231.09,5020.27,2167.4,9891.94,5020.27,2167.4,9891.94,0,0,2197.37,0,0,2197.37,0,0,2197.37,596.26,15.1,3322.14,1775.73,366.2,5189.44,2368.37,645.3,6063.97,588.93,14.91,3281.32,588.93,14.91,3281.32,0,0,2171.45,0,0,2171.45,0,0,2171.45,0,0,2171.45,0,0,2171.45,0,0,2171.45,1178.43,142.71,4256.91,0,0,2171.45,0,0,2171.45,0,0,2171.45,0,0,2197.37,0,0,2199.49,593,15.01,3303.96,593,15.01,3303.96,0,0,2171.45,36034.38,23538.85,52798.71,0,0,2171.45,0,0,2171.45,4120.53,1656.67,8489.87,605.25,15.32,3372.24,593,15.01,3303.96,1219.7,147.71,4405.96
0,0,0,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,1,1,0,0,1,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7944.83,0,0,7947.64,0,0,7947.64,0,0,7776.99,0,0,8120.07,0,0,8123.01,0,0,8123.01,0,0,7944.83,0,0,7944.83,0,0,7944.83,0,0,7944.83,2146.13,54.34,11957.48,2146.13,54.34,11957.48,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,2111.88,53.47,11766.65,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,0,0,7776.99,2184.9,55.32,12173.49,2184.9,55.32,12173.49,0,0,7776.99,17001.02,5520.19,39674.72,0,0,7776.99,0,0,7776.99,4216.45,510.63,15231.27,0,0,7776.99,2184.9,55.32,12173.49,2184.9,55.32,12173.49
0,0,0,1,any_risk_factors,0,0,1,6,2,3,1,5,10,10,0,0,0,1,3,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,36,0,0,9,1,1,2,1,1,2,0,0,1330.26,0,0,1335.08,361.73,9.16,2015.41,2263.24,830.57,4926.13,732.17,88.67,2644.85,1100,226.85,3214.66,364.1,9.22,2028.63,1860.2,604,4341.08,3763.95,1804.96,6922.04,3763.95,1804.96,6922.04,0,0,1339.94,0,0,1339.94,0,0,1339.94,363.45,9.2,2025.04,1085.5,223.86,3172.3,1447.61,394.42,3706.46,360.72,9.13,2009.8,360.72,9.13,2009.8,0,0,1330.26,0,0,1330.26,0,0,1330.26,0,0,1330.26,0,0,1330.26,0,0,1330.26,721.65,87.4,2606.86,0,0,1330.26,360.69,9.13,2009.66,360.69,9.13,2009.66,0,0,1339.94,0,0,1340.73,362.79,9.19,2021.34,362.79,9.19,2021.34,0,0,1330.26,23254.87,16287.42,32194.54,0,0,1330.26,0,0,1330.26,3245.51,1484.06,6160.99,366.78,9.29,2043.54,362.79,9.19,2021.34,738.06,89.38,2666.12
0,0,0,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,0,1,1,0,0,0,0,0,6042.26,0,0,6143.09,0,0,6042.26,0,0,6143.09,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6143.09,0,0,6143.09,0,0,6143.09,0,0,6143.09,0,0,6143.09,0,0,6143.09,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,0,0,6042.26,1683.88,42.63,9381.97,1683.88,42.63,9381.97,0,0,6042.26,22950.85,10494.59,43567.86,0,0,6042.26,0,0,6042.26,1637.97,41.47,9126.16,0,0,6042.26,1683.88,42.63,9381.97,1683.88,42.63,9381.97
