monday_week,A_duplicated_records,B_missing_date,C_date_before_start_vax,D_distance_btw_1_2_doses,E_distance_btw_2_3_doses,F_dose_after_3,G_dose_after_2,H_dose_not_in_persons,I_birth_date_absurd,J_no_observation_period,K_death_before_study_entry,L_no_observation_period_including_study_start,M_insufficient_run_in,N_death_before_vax,O_exit_spell_before_vax,P_study_end_before_vax,N
2021-03-22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,107
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44
2021-03-29,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,203
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99
2021-04-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-04-05,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,203
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105
2021-04-12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,158
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65
2021-04-19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,183
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94
2021-04-26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-26,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,200
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97
2021-05-03,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-03,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,221
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,12
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106
2021-05-10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,300
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,13
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,17
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122
2021-05-17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-17,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,246
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107
2021-05-24,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,310
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,23
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132
2021-05-31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,273
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,22
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,131
2021-06-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-06-07,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-06-07,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,313
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,24
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113
2021-06-14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-06-14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2021-06-14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,304
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107
2021-06-21,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,332
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,9
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,18
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120
=======
2021-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2
2021-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4
2021-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
2021-02-22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2021-02-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,65
2021-02-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2
2021-02-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2
2021-02-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4
2021-02-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
2021-03-01,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,98
2021-03-01,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3
2021-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3
2021-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5
2021-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
2021-03-08,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4
2021-03-08,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,111
2021-03-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3
2021-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5
2021-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42
2021-03-15,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2
2021-03-15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,85
2021-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5
2021-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
2021-03-22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,107
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7
2021-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42
2021-03-29,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,200
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,93
2021-04-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-04-05,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,11
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,203
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,7
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10
2021-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101
2021-04-12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,159
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61
2021-04-19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,184
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,8
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8
2021-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88
2021-04-26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-04-26,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,204
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,10
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13
2021-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87
2021-05-03,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-03,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,215
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,11
2021-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103
2021-05-10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,302
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,10
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16
2021-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,112
2021-05-17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-17,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,240
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20
2021-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101
2021-05-24,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,300
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,22
2021-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126
2021-05-31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-05-31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,275
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,8
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21
2021-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126
2021-06-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-06-07,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-06-07,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,318
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21
2021-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105
2021-06-14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-06-14,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2021-06-14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,301
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,8
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,17
2021-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103
2021-06-21,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,12
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,332
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,18
2021-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,108
>>>>>>> a2bd58d4164d12b33695c48ea45fe56349d60f07
2021-06-28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-06-28,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,119
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2
<<<<<<< HEAD
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52
=======
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9
2021-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48
>>>>>>> a2bd58d4164d12b33695c48ea45fe56349d60f07
