sex,Dose,type_vax,week,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,2020-03-16,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,98204.32,0,0,100250.24,0,0,98204.32,0,0,101305.51,0,0,101305.51,0,0,102383.22,0,0,98707.93,0,0,102383.22,0,0,104608.95,0,0,104608.95,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,99730.81,26660.58,674.99,148543.27,26660.58,674.99,148543.27,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,100250.24,0,0,102383.22,0,0,99216.73,0,0,99216.73,0,0,98204.32,0,0,186874.23,0,0,98204.32,0,0,98204.32,0,0,98204.32,0,0,100775.11,0,0,99216.73,0,0,101841.51
0,0,0,2020-03-23,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98275.95,0,0,100324.89,0,0,98275.95,0,0,101381.73,0,0,101381.73,0,0,102461.08,0,0,98780.29,0,0,102461.08,0,0,104690.23,0,0,104690.23,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,99804.68,0,0,98780.29,0,0,98780.29,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,100324.89,0,0,102461.08,0,0,99289.85,0,0,99289.85,0,0,98275.95,50799.72,1286.14,283037.93,0,0,98275.95,0,0,98275.95,0,0,98275.95,0,0,100850.54,0,0,99289.85,0,0,101918.55
0,0,0,2020-03-30,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98707.93,0,0,100775.11,0,0,98707.93,0,0,101841.51,0,0,101841.51,0,0,102930.73,0,0,99216.73,0,0,102930.73,0,0,105180.58,0,0,105180.58,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,100250.24,0,0,99216.73,0,0,99216.73,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,100775.11,0,0,102930.73,0,0,99730.81,0,0,99730.81,0,0,98707.93,0,0,188706.33,0,0,98707.93,0,0,98707.93,0,0,98707.93,0,0,101305.51,0,0,99730.81,0,0,102383.22
0,0,0,2020-04-06,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98780.29,0,0,100850.54,0,0,98780.29,0,0,101918.55,0,0,101918.55,0,0,103009.42,0,0,99289.85,0,0,103009.42,0,0,105262.75,0,0,105262.75,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,100324.89,0,0,99289.85,0,0,99289.85,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,100850.54,0,0,103009.42,0,0,99804.68,0,0,99804.68,0,0,98780.29,0,0,188706.33,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,101381.73,0,0,99804.68,0,0,102461.08
0,0,0,2020-04-13,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99363.07,0,0,101458.07,0,0,99363.07,0,0,102539.06,0,0,102539.06,0,0,103643.32,0,0,99878.67,0,0,103643.32,0,0,105924.78,0,0,105924.78,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,100926.08,0,0,99878.67,0,0,99878.67,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,101458.07,0,0,103643.32,0,0,100399.64,0,0,100399.64,0,0,99363.07,0,0,188706.33,0,0,99363.07,0,0,99363.07,0,0,99363.07,0,0,101995.7,0,0,100399.64,0,0,103088.23
0,0,0,2020-04-20,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99730.81,0,0,101841.51,0,0,99730.81,0,0,102930.73,0,0,102930.73,0,0,104043.49,0,0,100250.24,0,0,104043.49,0,0,106342.8,0,0,106342.8,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,101305.51,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,101841.51,0,0,104043.49,0,0,100775.11,0,0,100775.11,0,0,99730.81,0,0,188706.33,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,102383.22,0,0,100775.11,0,0,103484.12
0,0,0,2020-04-27,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99730.81,0,0,101841.51,0,0,99730.81,0,0,102930.73,0,0,102930.73,0,0,104043.49,0,0,100250.24,0,0,104043.49,0,0,106342.8,0,0,106342.8,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,101305.51,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,101841.51,0,0,104043.49,0,0,100775.11,0,0,100775.11,0,0,99730.81,0,0,188706.33,0,0,99730.81,0,0,99730.81,0,0,99730.81,0,0,102383.22,0,0,100775.11,0,0,103484.12
0,0,0,2020-05-04,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99804.68,0,0,101918.55,0,0,99804.68,0,0,103009.42,0,0,103009.42,0,0,104123.9,0,0,100324.89,0,0,104123.9,0,0,106426.79,0,0,106426.79,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,101305.51,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,101918.55,0,0,104123.9,0,0,100850.54,0,0,100850.54,0,0,99804.68,0,0,188706.33,0,0,99804.68,0,0,99804.68,27055.56,684.99,150743.91,0,0,102461.08,0,0,100850.54,0,0,103563.66
0,0,0,2020-05-11,CV,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,100549.49,0,0,102695.37,0,0,100549.49,0,0,103803.02,28182.87,713.53,157024.9,28490.64,721.32,158739.68,0,0,101077.51,0,0,104934.83,0,0,107274.14,0,0,107274.14,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,101611.1,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,102695.37,0,0,104934.83,27566.04,697.91,153588.13,27566.04,697.91,153588.13,0,0,100549.49,0,0,188706.33,0,0,100549.49,0,0,100549.49,0,0,100549.49,0,0,103246.22,27566.04,697.91,153588.13,28313.95,716.85,157755.25
0,0,0,2020-05-18,CV,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,100775.11,0,0,102930.73,0,0,100775.11,28335.92,717.4,157877.64,28490.64,721.32,158739.68,28805.21,729.28,160492.33,27586.86,698.44,153704.14,28647.06,725.28,159611.2,0,0,107530.98,0,0,107530.98,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,101841.51,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,102930.73,0,0,105180.58,0,0,102383.22,0,0,102383.22,0,0,100775.11,103032.44,12477.71,372188.6,0,0,100775.11,0,0,100775.11,0,0,100775.11,28182.87,713.53,157024.9,0,0,102383.22,28647.06,725.28,159611.2
0,0,0,2020-05-25,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100775.11,0,0,102930.73,0,0,100775.11,0,0,104608.95,0,0,105180.58,0,0,106342.8,0,0,101841.51,0,0,105758.49,0,0,107530.98,0,0,107530.98,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,101841.51,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,102930.73,0,0,105180.58,0,0,102383.22,0,0,102383.22,0,0,100775.11,52629.68,1332.47,293233.83,0,0,100775.11,0,0,100775.11,0,0,100775.11,0,0,104043.49,0,0,102383.22,0,0,105758.49
