Dose,type_vax,week_fup,sex,ageband_at_study_entry,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,0,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4,0,0,6415.4
0,0,0,0,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52,0,0,6305.52
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86,0,0,2937.86
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6,0,0,2914.6
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71,0,0,2891.71
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98,0,0,2846.98
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62,0,0,2803.62
0,0,0,0,30-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43,0,0,2782.43
0,0,0,0,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,593.87,15.04,3308.85,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2193.3,591.34,14.97,3294.71,591.34,14.97,3294.71,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,1218.43,147.56,4401.4,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31,0,0,2180.31
0,0,0,0,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,573.4,14.52,3194.78,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2117.6,571.03,14.46,3181.59,571.03,14.46,3181.59,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,1764.49,363.88,5156.6,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49,0,0,2105.49
0,0,0,0,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2070.67,0,0,2047.63,0,0,2047.63,0,0,2047.63,557.57,14.12,3106.6,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2059.09,555.34,14.06,3094.13,555.34,14.06,3094.13,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,1734.44,357.68,5068.77,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63,0,0,2047.63
