sex,month,year,Ageband,at_risk_at_study_entry,Persontime,Persontime_ADEM_broad,Persontime_ACUASEARTHRITIS_broad,Persontime_DM1_narrow,Persontime_DM1_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_ARR_narrow,Persontime_ARR_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_broad,Persontime_PERICARD_narrow,Persontime_PERICARD_broad,Persontime_AKI_narrow,Persontime_AKI_broad,Persontime_MENINGOENC_narrow,Persontime_MENINGOENC_broad,Persontime_ARD_narrow,Persontime_ARD_broad,Persontime_CHILBLAIN_narrow,Persontime_CHILBLAIN_broad,Persontime_MIS_broad,Persontime_Hemostroke_narrow,Persontime_Hemostroke_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_MIS_KD_narrow,Persontime_MIS_KD_broad,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,April,2020,70-79,1,1680,1680,1650,1680,1650,1680,1680,1680,1650,1560,1560,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1650,1650,1680,1680,1680,660,1680,1680,1680,1650,1680,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,1680,1680,0,0,0,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,86369.44,0,0,86369.44,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,81658.38,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,204145.94,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,81658.38
0,May,2020,70-79,0,1395,1395,1395,1395,1395,1395,1395,1395,1395,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,992,1395,1395,1395,1395,1395,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,135822.91,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18
0,May,2020,70-79,1,1736,1736,1705,1736,1705,1736,1736,1736,1705,1612,1612,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1721,1721,1736,682,1736,1736,1736,1705,1721,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,83583.33,0,0,83583.33,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,21223.13,537.32,118247.69,21223.13,537.32,118247.69,0,0,77613.09,0,0,197560.59,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,21223.13,537.32,118247.69,21612.43,547.18,120416.73
0,June,2020,70-79,0,1350,1350,1350,1350,1350,1350,1350,1343,1343,1320,1320,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,960,1350,1350,1350,1343,1350,1343,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1350,1350,1350,0,0,0,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,27196.57,688.56,151529.62,27196.57,688.56,151529.62,0,0,102072.97,0,0,102072.97,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,140350.34,0,0,99804.68,0,0,99804.68,0,0,99804.68,27196.57,688.56,151529.62,0,0,99804.68,27196.57,688.56,151529.62
0,June,2020,70-79,1,1680,1680,1650,1680,1650,1680,1680,1680,1650,1560,1560,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1650,1650,1650,1650,1680,639,1680,1680,1680,1650,1650,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1680,1680,1680,0,0,0,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,86369.44,0,0,86369.44,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,81658.38,0,0,81658.38,0,0,81658.38,0,0,80200.19,57159.62,1447.16,318473.04,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,81658.38,0,0,83170.57
0,July,2020,70-79,0,1395,1395,1395,1395,1395,1395,1395,1364,1364,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,992,1395,1395,1395,1364,1395,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,135822.91,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,98780.29
0,July,2020,70-79,1,1736,1736,1705,1736,1698,1736,1736,1736,1705,1612,1612,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1705,1705,1736,651,1736,1736,1736,1705,1705,1674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,21510.6,544.6,119849.4,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,83583.33,0,0,83583.33,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,77613.09,0,0,206968.24,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,80487.65
0,August,2020,70-79,0,1395,1395,1374,1395,1395,1395,1395,1364,1364,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,992,1395,1395,1395,1364,1395,1364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,26582.97,673.02,148110.83,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,135822.91,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,98780.29
0,August,2020,70-79,1,1736,1736,1705,1736,1674,1736,1736,1736,1705,1612,1612,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1705,1705,1736,651,1736,1736,1736,1705,1705,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,80487.65,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,83583.33,0,0,83583.33,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,77613.09,0,0,206968.24,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,80487.65
0,September,2020,70-79,0,1350,1350,1320,1350,1350,1350,1350,1320,1320,1320,1320,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,958,1350,1350,1350,1320,1350,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1350,1350,1350,0,0,0,0,0,99804.68,0,0,102072.97,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,102072.97,0,0,102072.97,0,0,102072.97,0,0,102072.97,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,38126.3,965.27,212426.17,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,102072.97,0,0,99804.68,0,0,102072.97
0,September,2020,70-79,1,1680,1680,1650,1680,1620,1657,1657,1665,1635,1560,1560,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1650,1650,1650,1650,1680,630,1680,1680,1680,1635,1650,1605,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1680,1680,1680,0,0,0,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,83170.57,22042.85,558.08,122814.89,22042.85,558.08,122814.89,21936.94,555.4,122224.79,22339.45,565.59,124467.45,0,0,86369.44,0,0,86369.44,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,81658.38,0,0,81658.38,0,0,81658.38,0,0,80200.19,0,0,213867.18,0,0,80200.19,0,0,80200.19,0,0,80200.19,22339.45,565.59,124467.45,0,0,81658.38,22757.01,576.16,126793.94
0,October,2020,70-79,0,1395,1395,1364,1395,1395,1395,1395,1364,1364,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,961,1395,1395,1395,1364,1395,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,140204.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,98780.29
0,October,2020,70-79,1,1736,1736,1705,1736,1674,1705,1705,1705,1674,1589,1589,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1705,1705,1736,641,1736,1736,1736,1674,1705,1643,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,80487.65,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,80487.65,22986.15,581.96,128070.66,22986.15,581.96,128070.66,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,77613.09,56981.28,1442.64,317479.37,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,80487.65,0,0,79024.24,0,0,82006.28
0,November,2020,70-79,0,1350,1350,1320,1350,1350,1350,1350,1320,1320,1320,1320,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,880,1350,1350,1350,1320,1350,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1350,1350,1350,0,0,0,0,0,99804.68,0,0,102072.97,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,102072.97,0,0,102072.97,0,0,102072.97,0,0,102072.97,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,99804.68,83011.36,10053.06,299865.59,0,0,99804.68,0,0,99804.68,0,0,99804.68,0,0,102072.97,0,0,99804.68,0,0,102072.97
0,November,2020,70-79,1,1680,1680,1650,1680,1620,1650,1650,1650,1620,1530,1530,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1650,1650,1649,1649,1680,600,1680,1680,1680,1620,1649,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1680,1680,1680,0,0,0,0,0,80200.19,0,0,81658.38,0,0,80200.19,0,0,83170.57,0,0,81658.38,0,0,81658.38,0,0,81658.38,0,0,83170.57,0,0,88062.96,0,0,88062.96,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,81658.38,0,0,81658.38,22149.79,560.78,123410.72,22149.79,560.78,123410.72,0,0,80200.19,0,0,224560.54,0,0,80200.19,0,0,80200.19,0,0,80200.19,0,0,83170.57,22149.79,560.78,123410.72,22986.15,581.96,128070.66
0,December,2020,70-79,0,1395,1395,1364,1395,1395,1395,1395,1364,1364,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,819,1395,1395,1395,1364,1395,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,222985.35,72402.74,520373.42,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,98780.29
0,December,2020,70-79,1,1736,1736,1705,1736,1674,1705,1705,1705,1674,1581,1581,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1674,1674,1736,605,1736,1736,1736,1674,1674,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,80487.65,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,80487.65,0,0,85222.22,0,0,85222.22,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,80487.65,0,0,80487.65,0,0,77613.09,120743.8,14622.63,436168.13,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,80487.65,0,0,80487.65,0,0,83583.33
0,January,2021,70-79,0,1395,1395,1364,1395,1395,1395,1395,1364,1364,1364,1364,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,703,1395,1395,1395,1364,1395,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1395,1395,1395,0,0,0,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,98780.29,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,103911.81,12584.2,375365.17,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98780.29,0,0,96585.18,0,0,98780.29
0,January,2021,70-79,1,1736,1736,1705,1736,1674,1705,1705,1705,1674,1581,1581,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1705,1705,1674,1674,1736,558,1736,1736,1736,1674,1674,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,1736,1736,0,0,0,0,0,77613.09,0,0,79024.24,0,0,77613.09,0,0,80487.65,0,0,79024.24,0,0,79024.24,0,0,79024.24,0,0,80487.65,0,0,85222.22,0,0,85222.22,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,79024.24,0,0,79024.24,0,0,80487.65,0,0,80487.65,0,0,77613.09,0,0,241462.94,0,0,77613.09,0,0,77613.09,0,0,77613.09,0,0,80487.65,0,0,80487.65,0,0,83583.33
