Dose,sex,ageband_at_study_entry,type_vax,week_fup,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,year,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
2,1,60-69,Pfizer,3,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,60-69,Pfizer,4,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,60-69,Pfizer,5,1,0,1,0,0,0,0,0,0,1,2021,5,5,5,5,5,5,0,0,0,0,0
0,1,5-11,,0,0,0,0,0,0,0,0,0,0,0,2020,18234,18234,18234,18234,18234,18234,0,0,0,0,0
0,0,70-79,,0,1,0,0,0,0,0,0,0,0,1,2020,11577,11561,11561,11561,11561,11561,1,1,1,1,1
0,0,70-79,,0,1,0,0,0,0,0,0,0,0,1,2021,3717,3717,3717,3717,3717,3717,0,0,0,0,0
0,0,30-39,,0,0,0,0,0,0,0,0,0,0,0,2020,45132,45092,45132,45132,45132,45132,2,0,0,0,0
2,0,40-49,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,122,115,115,122,122,122,0,0,0,0,0
2,0,40-49,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,114,107,107,114,114,114,0,0,0,0,0
2,0,40-49,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,112,105,105,112,112,112,0,0,0,0,0
2,0,40-49,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,112,105,105,112,112,112,0,0,0,0,0
2,0,40-49,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,112,105,105,112,112,112,0,0,0,0,0
2,0,40-49,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,108,101,101,108,108,108,0,0,0,0,0
2,0,40-49,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,105,98,98,105,105,105,0,0,0,0,0
2,0,40-49,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,98,94,94,98,98,98,0,0,0,0,0
2,0,40-49,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
2,0,40-49,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
2,0,40-49,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,91,91,91,91,91,91,0,0,0,0,0
2,0,40-49,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,92,92,92,92,92,92,0,0,0,0,0
2,0,40-49,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,84,84,84,84,84,84,0,0,0,0,0
2,0,40-49,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,84,84,84,84,84,84,0,0,0,0,0
2,0,40-49,Pfizer,15,0,0,0,0,0,0,0,0,0,0,2021,84,84,84,84,84,84,0,0,0,0,0
2,0,40-49,Pfizer,16,0,0,0,0,0,0,0,0,0,0,2021,75,75,75,75,75,75,0,0,0,0,0
2,0,40-49,Pfizer,17,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,40-49,Pfizer,18,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,40-49,Pfizer,19,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,0,0,0,2021,54,54,54,54,54,54,0,0,0,0,0
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
0,1,5-11,,0,0,0,0,0,0,0,0,0,0,0,2021,7766,7766,7766,7766,7766,7766,0,0,0,0,0
0,0,5-11,,0,0,0,0,0,0,0,0,0,0,0,2020,14148,14093,14148,14148,14148,14148,1,0,0,0,0
0,0,5-11,,0,0,0,0,0,0,0,0,0,0,0,2021,6074,5893,6074,6074,6074,6074,0,0,0,0,0
0,1,60-69,,0,1,0,0,0,0,0,0,0,0,1,2020,8349,8349,8349,8349,8349,8349,0,0,0,0,0
0,1,60-69,,0,1,0,0,0,0,0,0,0,0,1,2021,2944,2944,2944,2944,2944,2944,0,0,0,0,0
0,1,70-79,,0,0,0,0,0,0,0,0,0,0,0,2020,19297,19297,19297,19297,19297,19297,0,0,0,0,0
0,1,70-79,,0,0,0,0,0,0,0,0,0,0,0,2021,5385,5385,5385,5385,5385,5385,0,0,0,0,0
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,147,147,147,147,147,147,0,0,0,0,0
1,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,147,147,147,147,147,147,0,0,0,0,0
1,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,147,147,147,147,147,147,0,0,0,0,0
1,1,70-79,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,147,147,147,147,147,147,0,0,0,0,0
1,1,70-79,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,147,147,147,147,147,147,0,0,0,0,0
1,1,70-79,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,142,142,142,142,142,142,0,0,0,0,0
1,1,70-79,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,70-79,AstraZeneca,8,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,70-79,AstraZeneca,9,0,0,0,0,0,0,0,0,0,0,2021,135,135,135,135,135,135,0,0,0,0,0
1,1,70-79,AstraZeneca,10,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,1,70-79,AstraZeneca,11,0,0,0,0,0,0,0,0,0,0,2021,122,122,122,122,122,122,0,0,0,0,0
1,1,70-79,AstraZeneca,12,0,0,0,0,0,0,0,0,0,0,2021,107,107,107,107,107,107,0,0,0,0,0
2,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,78,78,78,78,78,78,0,0,0,0,0
2,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,43,43,43,43,43,43,0,0,0,0,0
0,1,60-69,,0,0,0,0,0,0,0,0,0,1,1,2020,1464,1464,1464,1464,1464,1464,0,0,0,0,0
0,1,60-69,,0,0,0,0,0,0,0,0,0,1,1,2021,562,562,562,562,562,562,0,0,0,0,0
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Pfizer,4,0,0,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Pfizer,5,0,0,0,0,0,0,0,0,1,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,60-69,Pfizer,6,0,0,0,0,0,0,0,0,1,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,70-79,AstraZeneca,13,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
0,0,60-69,,0,0,0,0,0,0,0,0,0,0,0,2020,47715,47500,47500,47500,47715,47715,1,1,1,0,0
0,0,60-69,,0,0,0,0,0,0,0,0,0,0,0,2021,14625,14233,14456,14528,14625,14625,3,1,0,0,0
1,0,60-69,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
1,0,60-69,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
1,0,60-69,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,56,56,56,56,56,56,0,0,0,0,0
1,0,60-69,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,51,51,51,51,51,51,0,0,0,0,0
1,0,60-69,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,16,16,16,16,16,16,0,0,0,0,0
2,0,60-69,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,51,51,51,51,51,51,0,0,0,0,0
2,0,60-69,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,49,49,49,49,49,49,0,0,0,0,0
2,0,60-69,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,50,50,50,50,50,50,0,0,0,0,0
2,0,60-69,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,41,41,41,41,41,41,0,0,0,0,0
2,0,60-69,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,0,60-69,Moderna,6,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,0,60-69,Moderna,7,0,0,0,0,0,0,0,0,0,0,2021,31,31,31,31,31,31,0,0,0,0,0
2,0,60-69,Moderna,8,0,0,0,0,0,0,0,0,0,0,2021,26,26,26,26,26,26,0,0,0,0,0
2,0,60-69,Moderna,9,0,0,0,0,0,0,0,0,0,0,2021,18,18,18,18,18,18,0,0,0,0,0
2,0,60-69,Moderna,10,0,0,0,0,0,0,0,0,0,0,2021,4,4,4,4,4,4,0,0,0,0,0
0,0,70-79,,0,0,0,0,0,0,0,0,0,0,0,2020,19617,19617,19617,19617,19617,19617,0,0,0,0,0
0,0,70-79,,0,0,0,0,0,0,0,0,0,0,0,2021,5745,5745,5745,5745,5745,5745,0,0,0,0,0
1,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,8,0,0,0,0,0,0,0,0,0,0,2021,161,161,161,161,161,161,0,0,0,0,0
1,0,70-79,AstraZeneca,9,0,0,0,0,0,0,0,0,0,0,2021,145,145,145,145,145,145,0,0,0,0,0
1,0,70-79,AstraZeneca,10,0,0,0,0,0,0,0,0,0,0,2021,134,134,134,134,134,134,0,0,0,0,0
1,0,70-79,AstraZeneca,11,0,0,0,0,0,0,0,0,0,0,2021,126,126,126,126,126,126,0,0,0,0,0
1,0,70-79,AstraZeneca,12,0,0,0,0,0,0,0,0,0,0,2021,106,106,106,106,106,106,0,0,0,0,0
2,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,59,59,59,59,59,59,0,0,0,0,0
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,36,36,36,36,36,36,0,0,0,0,0
1,1,30-39,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,30-39,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,9,9,9,9,9,9,0,0,0,0,0
2,1,30-39,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,30-39,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,30-39,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,30-39,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,11,11,11,11,11,11,0,0,0,0,0
1,1,30-39,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,154,147,147,154,154,154,0,0,0,0,0
1,1,30-39,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,124,117,117,124,124,124,0,0,0,0,0
1,1,30-39,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,76,71,71,76,76,76,0,0,0,0,0
0,0,18-24,,0,0,0,0,0,0,0,0,0,0,0,2020,15576,15576,15576,15576,15576,15576,0,0,0,0,0
0,0,18-24,,0,0,0,0,0,0,0,0,0,0,0,2021,5742,5391,5742,5742,5742,5742,2,0,0,0,0
1,0,80+,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,89,89,89,89,89,89,0,0,0,0,0
0,0,80+,,0,0,0,0,0,0,0,0,0,1,1,2020,251,251,251,251,251,251,0,0,0,0,0
0,0,40-49,,0,0,0,0,0,0,1,0,0,0,1,2020,1808,1808,1808,1808,1808,1808,0,0,0,0,0
0,0,40-49,,0,0,0,0,0,0,1,0,0,0,1,2021,646,646,646,646,646,646,0,0,0,0,0
1,0,80+,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,56,56,56,56,56,56,0,0,0,0,0
1,0,80+,Pfizer,6,1,0,0,0,0,0,0,0,0,1,2021,56,56,56,56,56,56,0,0,0,0,0
1,0,80+,Pfizer,7,1,0,0,0,0,0,0,0,0,1,2021,51,51,51,51,51,51,0,0,0,0,0
1,0,80+,Pfizer,8,1,0,0,0,0,0,0,0,0,1,2021,49,49,49,49,49,49,0,0,0,0,0
1,0,80+,Pfizer,9,1,0,0,0,0,0,0,0,0,1,2021,47,47,47,47,47,47,0,0,0,0,0
0,0,60-69,,0,1,0,0,0,0,0,0,0,0,1,2020,8792,8792,8792,8792,8792,8792,0,0,0,0,0
0,0,60-69,,0,1,0,0,0,0,0,0,0,0,1,2021,3191,3191,3191,3191,3191,3191,0,0,0,0,0
1,0,60-69,Pfizer,1,1,0,0,0,0,0,0,0,0,1,2021,98,98,98,98,98,98,0,0,0,0,0
1,0,60-69,Pfizer,2,1,0,0,0,0,0,0,0,0,1,2021,98,98,98,98,98,98,0,0,0,0,0
1,0,60-69,Pfizer,3,1,0,0,0,0,0,0,0,0,1,2021,93,93,93,93,93,93,0,0,0,0,0
1,0,60-69,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,54,54,54,54,54,54,0,0,0,0,0
1,0,60-69,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,30,30,30,30,30,30,0,0,0,0,0
0,1,70-79,,0,0,0,0,0,0,1,0,0,0,1,2020,3792,3678,3678,3678,3678,3678,2,2,2,2,2
0,1,70-79,,0,0,0,0,0,0,1,0,0,0,1,2021,999,992,992,992,992,992,0,0,0,0,0
1,1,70-79,AstraZeneca,1,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,2,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,3,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,4,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,5,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,6,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,7,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,8,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,9,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,10,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,11,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,70-79,AstraZeneca,12,0,0,0,0,0,1,0,0,0,1,2021,8,8,8,8,8,8,0,0,0,0,0
2,1,70-79,AstraZeneca,1,0,0,0,0,0,1,0,0,0,1,2021,4,4,4,4,4,4,0,0,0,0,0
0,1,50-59,,0,1,0,0,0,0,0,0,0,0,1,2020,2928,2928,2928,2928,2928,2928,0,0,0,0,0
0,1,50-59,,0,1,0,0,0,0,0,0,0,0,1,2021,1232,1075,1075,1232,1232,1232,1,1,0,0,0
1,1,50-59,Pfizer,1,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,50-59,Pfizer,2,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,50-59,Pfizer,3,1,0,0,0,0,0,0,0,0,1,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,50-59,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,17,17,17,17,17,17,0,0,0,0,0
1,1,50-59,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,50-59,Pfizer,6,1,0,0,0,0,0,0,0,0,1,2021,5,5,5,5,5,5,0,0,0,0,0
0,0,30-39,,0,0,0,0,0,0,0,0,0,0,0,2021,17971,17249,17803,17971,17971,17971,3,1,0,0,0
0,1,60-69,,0,0,0,0,0,0,0,0,0,0,0,2020,37361,37355,37361,37361,37361,37361,1,0,0,0,0
0,1,18-24,,0,0,0,0,0,0,0,0,0,0,0,2020,17345,17345,17345,17345,17345,17345,0,0,0,0,0
1,1,25-29,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,25-29,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,11,11,11,11,11,11,0,0,0,0,0
0,0,0-4,,0,0,0,0,0,0,0,0,0,0,0,2020,5861,5861,5861,5861,5861,5861,0,0,0,0,0
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,445,445,445,445,445,445,0,0,0,0,0
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,351,351,351,351,351,351,0,0,0,0,0
0,1,80+,,0,0,0,1,0,0,0,0,0,0,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,80+,,0,0,0,1,0,0,0,0,0,0,1,2021,150,150,150,150,150,150,0,0,0,0,0
1,1,80+,Pfizer,1,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
