Dose,sex,ageband_at_study_entry,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,1,70-79,Pfizer,1,0,0,0,0,0,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18
1,1,70-79,Pfizer,2,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,1,70-79,Pfizer,3,0,0,0,0,0,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88,0,0,2010989.88
0,0,50-59,,0,0,0,0,0,0,0,0,413301.6,0,0,413301.6,0,0,413301.6,0,0,413301.6,0,0,413301.6
0,1,30-39,,0,3,1,0,0,0,2915.78,601.3,8521.15,965.91,24.45,5381.72,0,0,3561.25,0,0,3561.25,0,0,3561.25
1,1,30-39,Moderna,1,0,0,0,0,0,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71
0,1,40-49,,0,2,0,0,0,0,1370.93,166.03,4952.27,0,0,2527.08,0,0,2527.08,0,0,2527.08,0,0,2527.08
0,1,25-29,,0,1,0,0,0,0,2098.66,53.13,11692.96,0,0,7726.15,0,0,7726.15,0,0,7726.15,0,0,7726.15
0,0,80+,,0,1,0,0,0,0,2305.14,58.36,12843.44,0,0,8470.79,0,0,8470.79,0,0,8470.79,0,0,8470.79
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,549944.17,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,612437.83,0,0,593552.08,0,0,593552.08,0,0,593552.08,0,0,593552.08
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62
0,0,80+,,0,0,0,0,0,0,0,0,7123.63,0,0,7123.63,0,0,7123.63,0,0,7123.63,0,0,7123.63
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54,0,0,469464.54
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
2,0,80+,Pfizer,10,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
2,0,80+,Pfizer,11,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13
2,0,80+,Pfizer,12,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
0,1,50-59,,0,1,0,0,0,0,583.13,14.76,3249,0,0,2150.59,0,0,2150.59,0,0,2150.59,0,0,2150.59
0,1,60-69,,0,0,0,0,0,0,0,0,92033.01,0,0,92033.01,0,0,92033.01,0,0,92033.01,0,0,92033.01
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
2,1,60-69,Pfizer,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,3,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,4,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,5,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
0,1,5-11,,0,0,0,0,0,0,0,0,7389.29,0,0,7389.29,0,0,7389.29,0,0,7389.29,0,0,7389.29
0,0,70-79,,0,1,1,1,1,1,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65
0,0,30-39,,0,2,0,0,0,0,1620.02,196.19,5852.07,0,0,2985.38,0,0,2985.38,0,0,2985.38,0,0,2985.38
2,0,40-49,Pfizer,1,0,0,0,0,0,0,0,1171620.19,0,0,1171620.19,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08
2,0,40-49,Pfizer,2,0,0,0,0,0,0,0,1259217.96,0,0,1259217.96,0,0,1181897.56,0,0,1181897.56,0,0,1181897.56
2,0,40-49,Pfizer,3,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
2,0,40-49,Pfizer,4,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
2,0,40-49,Pfizer,5,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
2,0,40-49,Pfizer,6,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1247558.54,0,0,1247558.54,0,0,1247558.54
2,0,40-49,Pfizer,7,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
2,0,40-49,Pfizer,8,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,0,40-49,Pfizer,9,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,10,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,11,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,12,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
2,0,40-49,Pfizer,13,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
2,0,40-49,Pfizer,14,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
2,0,40-49,Pfizer,15,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
2,0,40-49,Pfizer,16,0,0,0,0,0,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29,0,0,1796484.29
2,0,40-49,Pfizer,17,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
2,0,40-49,Pfizer,18,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
2,0,40-49,Pfizer,19,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,5-11,,0,1,0,0,0,0,2591.71,65.62,14440.1,0,0,9523.35,0,0,9523.35,0,0,9523.35,0,0,9523.35
0,1,60-69,,0,0,0,0,0,0,0,0,16138.02,0,0,16138.02,0,0,16138.02,0,0,16138.02,0,0,16138.02
0,1,70-79,,0,0,0,0,0,0,0,0,6982.24,0,0,6982.24,0,0,6982.24,0,0,6982.24,0,0,6982.24
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
1,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
1,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
1,1,70-79,AstraZeneca,4,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
1,1,70-79,AstraZeneca,5,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
1,1,70-79,AstraZeneca,6,0,0,0,0,0,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34
1,1,70-79,AstraZeneca,7,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,8,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,9,0,0,0,0,0,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83
1,1,70-79,AstraZeneca,10,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
1,1,70-79,AstraZeneca,11,0,0,0,0,0,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08
1,1,70-79,AstraZeneca,12,0,0,0,0,0,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96,0,0,1259217.96
2,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74
2,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84
0,1,60-69,,0,0,0,0,0,0,0,0,92033.01,0,0,92033.01,0,0,92033.01,0,0,92033.01,0,0,92033.01
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,60-69,Pfizer,4,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,60-69,Pfizer,5,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,60-69,Pfizer,6,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,70-79,AstraZeneca,13,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,0,60-69,,0,1,1,1,0,0,768.95,19.47,4284.3,768.95,19.47,4284.3,768.95,19.47,4284.3,0,0,2823.77,0,0,2823.77
1,0,60-69,Moderna,1,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,0,60-69,Moderna,2,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,0,60-69,Moderna,3,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,0,60-69,Moderna,4,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
1,0,60-69,Moderna,5,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
2,0,60-69,Moderna,1,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
2,0,60-69,Moderna,2,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
2,0,60-69,Moderna,3,0,0,0,0,0,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44
2,0,60-69,Moderna,4,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
2,0,60-69,Moderna,5,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,0,60-69,Moderna,6,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,0,60-69,Moderna,7,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
2,0,60-69,Moderna,8,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
2,0,60-69,Moderna,9,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
2,0,60-69,Moderna,10,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,0,70-79,,0,0,0,0,0,0,0,0,6868.34,0,0,6868.34,0,0,6868.34,0,0,6868.34,0,0,6868.34
1,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,2,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,3,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,4,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,5,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,6,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,7,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,8,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,70-79,AstraZeneca,9,0,0,0,0,0,0,0,929216.01,0,0,929216.01,0,0,929216.01,0,0,929216.01,0,0,929216.01
1,0,70-79,AstraZeneca,10,0,0,0,0,0,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94,0,0,1005494.94
1,0,70-79,AstraZeneca,11,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
1,0,70-79,AstraZeneca,12,0,0,0,0,0,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38,0,0,1271097.38
2,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48,0,0,2283666.48
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
1,1,30-39,Moderna,3,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,30-39,Moderna,4,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
2,1,30-39,Moderna,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,4,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,1,30-39,Pfizer,1,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,874911.18,0,0,874911.18,0,0,874911.18
1,1,30-39,Pfizer,2,0,0,0,0,0,0,0,1151592.5,0,0,1151592.5,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
1,1,30-39,Pfizer,3,0,0,0,0,0,0,0,1897694.68,0,0,1897694.68,0,0,1772846.34,0,0,1772846.34,0,0,1772846.34
0,0,18-24,,0,0,0,0,0,0,0,0,8650.25,0,0,8650.25,0,0,8650.25,0,0,8650.25,0,0,8650.25
1,0,80+,Pfizer,4,0,0,0,0,0,0,0,1513891.26,0,0,1513891.26,0,0,1513891.26,0,0,1513891.26,0,0,1513891.26
0,0,80+,,0,0,0,0,0,0,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1
0,0,40-49,,0,0,0,0,0,0,0,0,74522.3,0,0,74522.3,0,0,74522.3,0,0,74522.3,0,0,74522.3
1,0,80+,Pfizer,5,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,0,80+,Pfizer,6,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75,0,0,2406005.75
1,0,80+,Pfizer,7,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
1,0,80+,Pfizer,8,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
1,0,80+,Pfizer,9,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
0,0,60-69,,0,0,0,0,0,0,0,0,15324.88,0,0,15324.88,0,0,15324.88,0,0,15324.88,0,0,15324.88
1,0,60-69,Pfizer,1,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
1,0,60-69,Pfizer,2,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
1,0,60-69,Pfizer,3,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
1,0,60-69,Pfizer,4,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
1,0,60-69,Pfizer,5,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,1,70-79,,0,2,2,2,2,2,19861.34,2405.3,71745.98,19861.34,2405.3,71745.98,19861.34,2405.3,71745.98,19861.34,2405.3,71745.98,19861.34,2405.3,71745.98
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,4,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,5,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,6,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,7,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,8,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,9,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,10,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,11,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,12,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
2,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,1,50-59,,0,0,0,0,0,0,0,0,46016.5,0,0,46016.5,0,0,46016.5,0,0,46016.5,0,0,46016.5
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
