sex,ageband_at_study_entry,Dose,type_vax,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,week,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
0,50-59,0,,1,0,0,0,0,0,0,0,1,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-05-18,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,1,1,2020-05-18,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-05-18,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,0,0,0,0,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-05-18,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,1,0,0,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,1,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,1,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,1,1,0,1,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,1,1,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-05-18,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,0,0,0,0,1,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-05-18,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,1,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,1,0,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,0,0,0,0,1,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,,0,1,0,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,1,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,0,1,2020-05-18,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,1,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-05-18,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,1,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,1,0,0,0,0,0,0,1,2020-05-18,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,1211,1211,1211,1211,1211,1211,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,1205,1202,1202,1205,1205,1205,1,1,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,231,231,231,231,231,231,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,735,735,735,735,735,735,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,1043,1043,1043,1043,1043,1043,0,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,343,343,343,343,343,343,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,301,301,301,301,301,301,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,364,364,364,364,364,364,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,1204,1204,1204,1204,1204,1204,0,0,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,357,357,357,357,357,357,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,224,224,224,224,224,224,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,273,273,273,273,273,273,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,161,161,161,161,161,161,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,378,378,378,378,378,378,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,934,933,933,933,934,934,1,1,1,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,378,378,378,378,378,378,0,0,0,0,0
0,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,294,294,294,294,294,294,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,168,168,168,168,168,168,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,70,70,70,70,70,70,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,56,56,56,56,56,56,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,861,861,861,861,861,861,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,728,728,728,728,728,728,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,329,329,329,329,329,329,0,0,0,0,0
0,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,119,119,119,119,119,119,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,1,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,399,392,399,399,399,399,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,321,321,321,321,321,321,0,0,0,0,0
1,0-4,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,161,161,161,161,161,161,0,0,0,0,0
1,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,189,189,189,189,189,189,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,1,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,77,77,77,77,77,77,0,0,0,0,0
0,25-29,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,12-17,0,,0,0,0,0,0,0,0,0,0,0,2020-05-25,343,343,343,343,343,343,0,0,0,0,0
1,80+,0,,1,0,1,0,1,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,98,98,98,98,98,98,0,0,0,0,0
0,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,56,56,56,56,56,56,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,77,77,77,77,77,77,0,0,0,0,0
1,80+,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,84,84,84,84,84,84,0,0,0,0,0
1,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
1,40-49,0,,0,1,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,25-29,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,42,42,42,42,42,42,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,49,49,49,49,49,49,0,0,0,0,0
0,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,60-69,0,,0,1,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,182,182,182,182,182,182,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,70,70,70,70,70,70,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,80+,0,,0,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,42,42,42,42,42,42,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,70-79,0,,1,1,0,0,1,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,1,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
1,80+,0,,1,1,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,0,0,1,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,70,70,70,70,70,70,0,0,0,0,0
0,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,30-39,0,,1,1,0,1,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,60-69,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,56,56,56,56,56,56,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,80+,0,,1,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,40-49,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
1,80+,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,1,1,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
0,30-39,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,56,56,56,56,56,56,0,0,0,0,0
1,40-49,0,,1,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,1,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,35,35,35,35,35,35,0,0,0,0,0
0,80+,0,,1,1,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,5-11,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,1,0,0,1,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,18-24,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,0-4,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,5-11,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,50-59,0,,1,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,42,42,42,42,42,42,0,0,0,0,0
0,60-69,0,,1,0,1,0,0,0,0,0,1,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,50-59,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,18-24,0,,1,0,0,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,1,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,0,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,0,0,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,1,0,0,0,0,0,1,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,0,1,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,1,0,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,12-17,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,1,1,0,1,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,60-69,0,,0,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,1,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,80+,0,,0,0,0,0,1,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,1,0,1,0,0,0,0,0,1,1,2020-05-25,28,28,28,28,28,28,0,0,0,0,0
1,70-79,0,,1,1,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,12-17,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,40-49,0,,0,0,1,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,60-69,0,,1,1,0,0,0,0,0,0,1,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
0,40-49,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,25-29,0,,0,1,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,0,0,0,0,1,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,0,1,2020-05-25,21,21,21,21,21,21,0,0,0,0,0
1,50-59,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,0,0,1,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,80+,0,,1,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,1,0,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,80+,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,14,14,14,14,14,14,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,18-24,0,,0,0,0,0,0,0,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,1,0,0,1,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,30-39,0,,1,0,0,0,0,1,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,70-79,0,,1,1,1,0,0,0,0,0,0,1,2020-05-25,7,7,7,7,7,7,0,0,0,0,0
0,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,1207,1206,1207,1207,1207,1207,2,0,0,0,0
0,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,1189,1182,1182,1189,1189,1189,0,0,0,0,0
1,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-06-01,228,228,228,228,228,228,0,0,0,0,0
0,50-59,0,,0,1,0,0,0,0,0,0,1,1,2020-06-01,7,7,7,7,7,7,0,0,0,0,0
1,30-39,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,735,735,735,735,735,735,0,0,0,0,0
1,40-49,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,1043,1043,1043,1043,1043,1043,0,0,0,0,0
1,25-29,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,343,343,343,343,343,343,0,0,0,0,0
0,80+,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,298,298,298,298,298,298,0,0,0,0,0
0,80+,0,,1,0,0,0,0,0,0,0,0,1,2020-06-01,364,364,364,364,364,364,0,0,0,0,0
1,50-59,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,1204,1204,1204,1204,1204,1204,0,0,0,0,0
1,60-69,0,,1,0,1,0,0,0,0,0,0,1,2020-06-01,28,28,28,28,28,28,0,0,0,0,0
1,5-11,0,,0,0,0,0,0,0,0,0,0,0,2020-06-01,357,357,357,357,357,357,0,0,0,0,0
0,70-79,0,,1,0,0,0,0,0,0,0,0,1,2020-06-01,224,224,224,224,224,224,0,0,0,0,0
