sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,April,2021,50-59,Pfizer,0,461,461,461,461,461,461,461,461,461,461,461,461,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68
0,June,2021,40-49,Pfizer,0,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21,0,0,127591.21
0,March,2021,60-69,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,April,2021,60-69,Moderna,0,211,211,211,211,211,211,211,211,211,211,211,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77
0,May,2021,60-69,Moderna,0,370,370,370,370,370,370,370,370,370,370,370,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22,0,0,364152.22
0,June,2021,60-69,Moderna,0,420,420,420,420,420,420,420,420,420,420,420,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
0,March,2021,70-79,AstraZeneca,0,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
0,April,2021,70-79,AstraZeneca,0,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14,0,0,132745.14
0,May,2021,70-79,AstraZeneca,0,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44
0,June,2021,70-79,AstraZeneca,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21
0,May,2021,60-69,Pfizer,0,712,712,712,712,712,712,712,712,712,712,712,712,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41,0,0,189236.41
0,June,2021,60-69,Pfizer,0,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72,0,0,67638.72
0,May,2021,70-79,Pfizer,0,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99
0,June,2021,70-79,Pfizer,0,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67,0,0,88700.67
0,April,2021,70-79,Pfizer,0,148,148,148,148,148,148,148,148,148,148,148,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55,0,0,910380.55
0,February,2021,80+,Pfizer,0,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,May,2021,60-69,AstraZeneca,0,525,525,525,525,525,525,525,525,525,525,525,525,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61,0,0,256640.61
0,June,2021,60-69,AstraZeneca,0,839,839,839,839,839,839,839,839,839,839,839,839,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56,0,0,160591.56
0,February,2021,25-29,Pfizer,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,March,2021,25-29,Pfizer,0,92,92,92,92,92,92,92,92,92,92,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
0,April,2021,25-29,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,May,2021,25-29,Pfizer,0,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
0,June,2021,25-29,Pfizer,0,144,144,144,144,144,144,144,144,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9
0,January,2021,60-69,Pfizer,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
0,February,2021,60-69,Pfizer,0,187,187,187,187,187,187,187,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09,0,0,720515.09
0,March,2021,60-69,Pfizer,0,271,271,271,271,271,271,271,271,271,271,271,271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182
0,April,2021,60-69,Pfizer,0,313,313,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48
0,June,2021,30-39,Pfizer,0,487,487,487,487,487,487,487,487,487,487,487,487,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96
0,June,2021,60-69,J&J,0,251,251,251,251,251,251,251,251,251,251,251,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1,0,0,536798.1
0,June,2021,30-39,Moderna,0,212,212,212,212,212,212,212,212,212,212,212,212,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69
0,March,2021,30-39,Moderna,0,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
0,April,2021,30-39,Moderna,0,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,May,2021,30-39,Moderna,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,June,2021,50-59,Moderna,0,577,577,577,577,577,577,577,577,577,577,577,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82,0,0,233511.82
0,May,2021,18-24,Moderna,0,49,49,49,49,49,49,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
0,June,2021,18-24,Moderna,0,94,94,94,94,94,94,94,94,94,94,94,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13
0,February,2021,40-49,AstraZeneca,0,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
0,March,2021,40-49,AstraZeneca,0,172,172,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71
0,April,2021,40-49,AstraZeneca,0,229,229,229,229,229,229,229,229,229,229,229,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22
0,May,2021,40-49,AstraZeneca,0,273,273,273,273,273,273,273,273,273,273,273,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64
0,June,2021,40-49,AstraZeneca,0,313,313,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48
0,June,2021,18-24,Pfizer,0,182,182,182,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
0,January,2021,40-49,Pfizer,0,138,138,138,138,138,138,138,138,138,138,138,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16
0,February,2021,40-49,Pfizer,0,263,263,263,263,263,263,263,263,263,263,263,263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41,0,0,512305.41
0,March,2021,40-49,Pfizer,0,384,384,384,384,384,384,384,384,384,384,384,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84,0,0,350875.84
0,April,2021,40-49,Pfizer,0,390,390,390,390,390,390,390,390,390,390,390,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75,0,0,345477.75
0,May,2021,40-49,Pfizer,0,497,497,497,497,497,497,497,497,497,497,497,497,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24,0,0,271099.24
0,February,2021,30-39,AstraZeneca,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
0,April,2021,40-49,Moderna,0,54,54,54,54,54,54,54,54,54,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
0,May,2021,40-49,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
0,June,2021,40-49,Moderna,0,182,182,182,182,182,182,182,182,182,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
0,February,2021,50-59,AstraZeneca,0,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
0,March,2021,50-59,AstraZeneca,0,279,279,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89
0,April,2021,50-59,AstraZeneca,0,325,325,325,325,325,325,325,325,325,325,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3
0,May,2021,50-59,AstraZeneca,0,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56,0,0,374267.56
0,June,2021,50-59,AstraZeneca,0,448,448,448,448,448,448,448,448,448,448,448,448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
0,March,2021,40-49,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
0,April,2021,40-49,Moderna,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
