sex,ageband_at_1_jan_2021,type_vax_1,history_covid,year,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,60-69,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32,0,0,417140.32
1,25-29,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28,0,0,358341.28
1,60-69,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
0,30-39,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36
0,50-59,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87,0,0,149540.87
0,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04
0,40-49,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07,0,0,131450.07
0,18-24,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7
0,30-39,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64
1,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31
0,40-49,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89
0,50-59,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17,0,0,92475.17
1,12-17,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04
0,40-49,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33
0,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68,0,0,774346.68
1,40-49,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34,0,0,161554.34
0,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07
0,70-79,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
0,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72,0,0,683940.72
1,50-59,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159829.56,0,0,159829.56,0,0,159829.56,0,0,159829.56,0,0,159829.56,0,0,159829.56,0,0,164513.21,0,0,159829.56,0,0,159829.56,0,0,159829.56,0,0,164513.21,0,0,159829.56
0,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53,0,0,852761.53
0,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42
1,18-24,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32
1,40-49,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9
1,30-39,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64,0,0,163713.64
1,40-49,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83,0,0,226828.83
1,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43
0,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46,0,0,211185.46
0,25-29,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13,0,0,495354.13
0,40-49,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
1,30-39,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5
0,12-17,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
1,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
1,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42
0,40-49,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18
0,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
0,60-69,J&J,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,25-29,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
1,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32,0,0,1952700.32
0,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
0,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
1,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
1,18-24,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,50-59,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
