sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,60-69,2020-05,5909,5909,5909,5909,5909,5909,5909,5909,5909,5909,5909,5909,5909,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-06,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-07,5710,5710,5710,5710,5710,5710,5710,5710,5710,5710,5710,5710,5710,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-08,5657,5657,5657,5657,5657,5657,5657,5657,5657,5657,5657,5657,5657,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-09,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,5281,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-10,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,5340,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-11,5127,5127,5127,5127,5127,5127,5127,5127,5127,5127,5127,5127,5127,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-12,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,5161,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-01,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-02,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,4254,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-03,4411,4411,4411,4411,4411,4411,4411,4411,4411,4411,4411,4411,4411,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-03,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,3958,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-01,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-02,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-03,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-04,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-05,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-06,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-07,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-08,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-09,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-10,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-11,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2020-12,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-01,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-02,986,986,986,986,986,986,986,986,986,986,986,986,986,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-03,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-04,947,947,947,947,947,947,947,947,947,947,947,947,947,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-05,902,902,902,902,902,902,902,902,902,902,902,902,902,0,0,0,0,0,0,0,0,0,0,0,0
0,18-24,2021-06,684,684,684,684,684,684,684,684,684,684,684,684,684,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-04,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-05,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-01,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-02,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-03,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-04,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,1770,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-05,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-06,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-07,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,1736,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-08,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-09,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-10,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-11,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-12,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-01,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-02,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-03,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-04,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-05,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-06,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-06,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-07,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,3839,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-08,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-09,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-10,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,3782,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-11,3631,3631,3631,3631,3631,3631,3631,3631,3631,3631,3631,3631,3631,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-12,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-01,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-02,3013,3013,3013,3013,3013,3013,3013,3013,3013,3013,3013,3013,3013,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-03,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-04,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-05,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-06,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-06,968,968,968,968,968,968,968,968,968,968,968,968,968,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-01,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-02,348,348,348,348,348,348,348,348,348,348,348,348,348,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-03,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-04,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-05,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-06,360,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-07,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-08,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-09,332,332,332,332,332,332,332,332,332,332,332,332,332,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-10,327,327,327,327,327,327,327,327,327,327,327,327,327,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-04,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,2554,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-05,1051,1051,1051,1051,1041,1051,1041,1051,1051,1051,1051,1051,1051,0,0,0,1,0,1,0,0,0,0,0,0
0,0-4,2020-11,227,227,227,227,227,227,227,227,227,227,227,227,227,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2020-12,217,217,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-01,217,217,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-02,196,196,196,196,196,196,196,196,196,196,196,196,196,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-03,217,217,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-04,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-05,217,217,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,0,0
0,0-4,2021-06,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-06,366,366,366,366,336,366,336,366,366,366,366,366,366,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-01,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-02,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-03,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-04,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,1491,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-05,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-06,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,0,0,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-07,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,0,0,0,0,0,0,0,0,0,0,0,0
