DAP,AESI,Month in 2020,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,Ischstroke_narrow,July,527,0,0,255666.65,total
TEST,Ischstroke_narrow,August,527,0,0,255666.65,total
TEST,Ischstroke_narrow,September,510,0,0,264188.87,total
TEST,Ischstroke_narrow,October,527,0,0,255666.65,total
TEST,Ischstroke_narrow,November,510,0,0,264188.87,total
TEST,Ischstroke_narrow,December,527,0,0,255666.65,total
TEST,VTE_narrow,January,527,0,0,255666.65,total
TEST,VTE_narrow,February,493,0,0,273298.83,total
TEST,VTE_narrow,March,527,0,0,255666.65,total
TEST,VTE_narrow,April,510,0,0,264188.87,total
TEST,VTE_narrow,May,527,0,0,255666.65,total
TEST,VTE_narrow,June,510,0,0,264188.87,total
TEST,VTE_narrow,July,527,0,0,255666.65,total
TEST,VTE_narrow,August,527,0,0,255666.65,total
TEST,VTE_narrow,September,510,0,0,264188.87,total
TEST,VTE_narrow,October,527,0,0,255666.65,total
TEST,VTE_narrow,November,510,0,0,264188.87,total
TEST,VTE_narrow,December,527,0,0,255666.65,total
TEST,MIS_KD_narrow,January,527,0,0,255666.65,total
TEST,MIS_KD_narrow,February,493,0,0,273298.83,total
TEST,MIS_KD_narrow,March,527,0,0,255666.65,total
TEST,MIS_KD_narrow,April,510,0,0,264188.87,total
TEST,MIS_KD_narrow,May,527,0,0,255666.65,total
TEST,MIS_KD_narrow,June,510,0,0,264188.87,total
TEST,MIS_KD_narrow,July,527,0,0,255666.65,total
TEST,MIS_KD_narrow,August,527,0,0,255666.65,total
TEST,MIS_KD_narrow,September,510,0,0,264188.87,total
TEST,MIS_KD_narrow,October,527,0,0,255666.65,total
TEST,MIS_KD_narrow,November,510,0,0,264188.87,total
TEST,MIS_KD_narrow,December,527,0,0,255666.65,total
TEST,ArterialNoTP,January,527,0,0,255666.65,total
TEST,ArterialNoTP,February,493,0,0,273298.83,total
TEST,ArterialNoTP,March,527,0,0,255666.65,total
TEST,ArterialNoTP,April,510,0,0,264188.87,total
TEST,ArterialNoTP,May,527,0,0,255666.65,total
TEST,ArterialNoTP,June,510,0,0,264188.87,total
TEST,ArterialNoTP,July,527,0,0,255666.65,total
TEST,ArterialNoTP,August,527,0,0,255666.65,total
TEST,ArterialNoTP,September,510,0,0,264188.87,total
TEST,ArterialNoTP,October,527,0,0,255666.65,total
TEST,ArterialNoTP,November,510,0,0,264188.87,total
TEST,ArterialNoTP,December,527,0,0,255666.65,total
TEST,VTENoTP,January,527,0,0,255666.65,total
TEST,VTENoTP,February,493,0,0,273298.83,total
TEST,VTENoTP,March,527,0,0,255666.65,total
TEST,VTENoTP,April,510,0,0,264188.87,total
TEST,VTENoTP,May,527,0,0,255666.65,total
TEST,VTENoTP,June,510,0,0,264188.87,total
TEST,VTENoTP,July,527,0,0,255666.65,total
TEST,VTENoTP,August,527,0,0,255666.65,total
TEST,VTENoTP,September,510,0,0,264188.87,total
TEST,VTENoTP,October,527,0,0,255666.65,total
TEST,VTENoTP,November,510,0,0,264188.87,total
TEST,VTENoTP,December,527,0,0,255666.65,total
TEST,ArterialVTENoTP,January,527,0,0,255666.65,total
TEST,ArterialVTENoTP,February,493,0,0,273298.83,total
TEST,ArterialVTENoTP,March,527,0,0,255666.65,total
TEST,ArterialVTENoTP,April,510,0,0,264188.87,total
TEST,ArterialVTENoTP,May,527,0,0,255666.65,total
TEST,ArterialVTENoTP,June,510,0,0,264188.87,total
TEST,ArterialVTENoTP,July,527,0,0,255666.65,total
TEST,ArterialVTENoTP,August,527,0,0,255666.65,total
TEST,ArterialVTENoTP,September,510,0,0,264188.87,total
TEST,ArterialVTENoTP,October,527,0,0,255666.65,total
TEST,ArterialVTENoTP,November,510,0,0,264188.87,total
TEST,ArterialVTENoTP,December,527,0,0,255666.65,total
