datasource,week,vx_manufacturer,dose,riskfactor,AESI,Numerator,IR,lb,ub
TEST,20200824,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20200831,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20200907,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20200914,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20200921,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20200928,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,447628.98
TEST,20201005,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,458286.81
TEST,20201012,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,463011.42
TEST,20201019,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,469464.54
TEST,20201026,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,469464.54
TEST,20201102,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,469464.54
TEST,20201109,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,477788.38
TEST,20201116,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,481201.15
TEST,20201123,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,482925.89
TEST,20201130,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20201207,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20201214,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20201221,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20201228,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20210104,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20210111,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20210118,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20210125,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,493539.64
TEST,20210201,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,500878.52
TEST,20210208,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,506527.53
TEST,20210215,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,506527.53
TEST,20210222,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,506527.53
TEST,20210301,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,506527.53
TEST,20210308,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,512305.41
TEST,20210315,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,520217.46
TEST,20210322,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,520217.46
TEST,20210329,none,no_dose,CV,ACUASEARTHRITIS_broad,0,0,0,536798.1
TEST,20210329,Pfizer,1,CV,ACUASEARTHRITIS_broad,0,0,0,44912107.35
TEST,20200106,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200113,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200120,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200127,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200203,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200210,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200217,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200224,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200302,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200309,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200316,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200323,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200330,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200406,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200413,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200420,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200427,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200504,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200511,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200518,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200525,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200601,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200608,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200615,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200622,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200629,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200706,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200713,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200720,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200727,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200803,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200810,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200817,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200824,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200831,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200907,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200914,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200921,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20200928,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201005,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201012,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201019,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201026,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201102,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201109,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201116,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201123,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201130,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201207,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201214,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201221,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20201228,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210104,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210111,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210118,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210125,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210201,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210208,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210215,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210222,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210301,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210308,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210315,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210322,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3208007.67
TEST,20210329,none,no_dose,COVCANCER,ACUASEARTHRITIS_broad,0,0,0,3641522.22
TEST,20200106,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200113,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200120,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200127,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200203,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200210,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200217,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200224,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200302,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200309,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200316,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200323,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200330,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200406,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200413,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200420,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1374860.43
TEST,20200427,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1418277.07
TEST,20200504,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200511,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200518,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200525,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200601,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200608,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200615,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200622,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200629,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200706,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200713,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200720,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200727,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200803,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200810,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200817,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200824,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200831,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200907,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200914,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200921,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20200928,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201005,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201012,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201019,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201026,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201102,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201109,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201116,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201123,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201130,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201207,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201214,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201221,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20201228,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210104,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210111,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210118,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210125,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210201,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210208,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210215,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210222,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210301,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1480618.92
TEST,20210308,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1513891.26
TEST,20210315,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1604003.83
TEST,20210322,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1604003.83
TEST,20210329,none,no_dose,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,1604003.83
TEST,20210308,Pfizer,1,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,67368161.03
TEST,20210315,Pfizer,1,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210322,Pfizer,1,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210329,Pfizer,1,COVCOPD,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200106,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200113,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200120,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200127,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200203,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200210,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200217,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200224,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200302,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200309,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200316,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200323,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200330,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200406,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200413,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200420,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200427,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200504,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200511,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200518,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200525,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200601,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200608,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200615,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200622,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200629,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200706,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200713,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200720,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200727,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200803,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200810,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200817,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200824,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200831,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200907,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200914,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200921,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200928,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201005,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201012,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201019,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201026,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201102,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201109,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201116,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201123,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201130,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201207,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201214,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201221,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20201228,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210104,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210111,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210118,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210125,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210201,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210208,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210215,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210222,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210301,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210308,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210315,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210322,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20210329,none,no_dose,COVHIV,ACUASEARTHRITIS_broad,0,0,0,19248046.01
TEST,20200106,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200113,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200120,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200127,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200203,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200210,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200217,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200224,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200302,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200309,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200316,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200323,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200330,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200406,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200413,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200420,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200427,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200504,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200511,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200518,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200525,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
TEST,20200601,none,no_dose,COVCKD,ACUASEARTHRITIS_broad,0,0,0,9624023
