datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,AESI,Numerator,IR,lb,ub,ageband
TEST,5,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,60150.14,70-79
TEST,5,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,76511.26,60-69
TEST,5,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,119659.26,50-59
TEST,5,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,177284.63,40-49
TEST,5,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,990708.25,30-39
TEST,5,AstraZeneca,1,1990+,ADEM_broad,0,0,0,1020729.71,<30
TEST,5,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,5,AstraZeneca,1,<1960,ADEM_broad,0,0,0,33675.66,60+
TEST,5,AstraZeneca,1,>1960,ADEM_broad,0,0,0,62551.68,
TEST,5,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,21890.55,all_birth_cohorts
TEST,6,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,50218.53,70-79
TEST,6,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,65058.58,60-69
TEST,6,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,104204.43,50-59
TEST,6,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,152072.6,40-49
TEST,6,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,858193.13,30-39
TEST,6,AstraZeneca,1,1990+,ADEM_broad,0,0,0,910380.55,<30
TEST,6,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,6,AstraZeneca,1,<1960,ADEM_broad,0,0,0,28341.67,60+
TEST,6,AstraZeneca,1,>1960,ADEM_broad,0,0,0,54241.68,
TEST,6,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,18615.13,all_birth_cohorts
TEST,7,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,43129.42,70-79
TEST,7,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,57604.24,60-69
TEST,7,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,93501.96,50-59
TEST,7,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,134467.39,40-49
TEST,7,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,756945.63,30-39
TEST,7,AstraZeneca,1,1990+,ADEM_broad,0,0,0,831705.69,<30
TEST,7,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,7,AstraZeneca,1,<1960,ADEM_broad,0,0,0,24663.43,60+
TEST,7,AstraZeneca,1,>1960,ADEM_broad,0,0,0,48414.06,
TEST,7,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,16339.6,all_birth_cohorts
TEST,8,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,37794.2,70-79
TEST,8,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,53615.73,60-69
TEST,8,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,85601.22,50-59
TEST,8,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,121713.03,40-49
TEST,8,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,677066.95,30-39
TEST,8,AstraZeneca,1,1990+,ADEM_broad,0,0,0,778822.67,<30
TEST,8,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,8,AstraZeneca,1,<1960,ADEM_broad,0,0,0,22167.87,60+
TEST,8,AstraZeneca,1,>1960,ADEM_broad,0,0,0,44132.43,
TEST,8,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,14755.92,all_birth_cohorts
TEST,9,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,33938.62,70-79
TEST,9,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,50690.87,60-69
TEST,9,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,78931.65,50-59
TEST,9,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,111168.58,40-49
TEST,9,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,612437.83,30-39
TEST,9,AstraZeneca,1,1990+,ADEM_broad,0,0,0,748535.12,<30
TEST,9,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,9,AstraZeneca,1,<1960,ADEM_broad,0,0,0,20328.35,60+
TEST,9,AstraZeneca,1,>1960,ADEM_broad,0,0,0,40595.46,
TEST,9,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,13545.42,all_birth_cohorts
TEST,10,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,31038.08,70-79
TEST,10,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,48518.66,60-69
TEST,10,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,73226.26,50-59
TEST,10,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,102305.48,40-49
TEST,10,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,559071.88,30-39
TEST,10,AstraZeneca,1,1990+,ADEM_broad,0,0,0,720515.09,<30
TEST,10,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,10,AstraZeneca,1,<1960,ADEM_broad,0,0,0,18928.96,60+
TEST,10,AstraZeneca,1,>1960,ADEM_broad,0,0,0,37583.35,
TEST,10,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,12588.65,all_birth_cohorts
TEST,11,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,28722.3,70-79
TEST,11,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,46653.85,60-69
TEST,11,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,68290.08,50-59
TEST,11,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,94751.28,40-49
TEST,11,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,514260.77,30-39
TEST,11,AstraZeneca,1,1990+,ADEM_broad,0,0,0,694517.12,<30
TEST,11,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,11,AstraZeneca,1,<1960,ADEM_broad,0,0,0,17777.59,60+
TEST,11,AstraZeneca,1,>1960,ADEM_broad,0,0,0,34987.36,
TEST,11,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,11787.95,all_birth_cohorts
TEST,12,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,27033.77,70-79
TEST,12,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45289.52,60-69
TEST,12,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,64374.74,50-59
TEST,12,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,88525.84,40-49
TEST,12,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,477788.38,30-39
TEST,12,AstraZeneca,1,1990+,ADEM_broad,0,0,0,670329.96,<30
TEST,12,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,12,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16928.8,60+
TEST,12,AstraZeneca,1,>1960,ADEM_broad,0,0,0,32878.56,
TEST,12,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,11174.95,all_birth_cohorts
TEST,13,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26791.87,70-79
TEST,13,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,13,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,63108.35,50-59
TEST,13,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,86926.66,40-49
TEST,13,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,13,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,13,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,13,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16802.14,60+
TEST,13,AstraZeneca,1,>1960,ADEM_broad,0,0,0,32264.44,
TEST,13,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,11048.49,all_birth_cohorts
TEST,14,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,14,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,14,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,62493.66,50-59
TEST,14,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,86148.54,40-49
TEST,14,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,14,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,14,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,14,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,14,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31996.28,
TEST,14,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,11015.07,all_birth_cohorts
TEST,15,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,15,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,15,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,61890.82,50-59
TEST,15,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,85384.23,40-49
TEST,15,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,15,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,15,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,15,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,15,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31732.53,
TEST,15,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10983.64,all_birth_cohorts
TEST,16,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,16,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,16,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,61327.41,50-59
TEST,16,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,84633.37,40-49
TEST,16,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,16,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,16,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,16,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,16,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31480.45,
TEST,16,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10953.28,all_birth_cohorts
TEST,17,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,17,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,17,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,61049.53,50-59
TEST,17,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,83895.59,40-49
TEST,17,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,17,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,17,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,17,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,17,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31304.91,
TEST,17,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10931.95,all_birth_cohorts
TEST,18,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,18,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,18,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,60856.51,50-59
TEST,18,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,83376.44,40-49
TEST,18,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,18,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,18,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,18,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,18,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31181.75,
TEST,18,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10916.9,all_birth_cohorts
TEST,19,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,19,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,19,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,60664.71,50-59
TEST,19,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,83119.26,40-49
TEST,19,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,19,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,19,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,19,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,19,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31095.39,
TEST,19,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10906.29,all_birth_cohorts
TEST,20,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,26781.22,70-79
TEST,20,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,45062.32,60-69
TEST,20,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,60555.65,50-59
TEST,20,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,83119.26,40-49
TEST,20,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,471106.02,30-39
TEST,20,AstraZeneca,1,1990+,ADEM_broad,0,0,0,657250.35,<30
TEST,20,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,20,AstraZeneca,1,<1960,ADEM_broad,0,0,0,16797.95,60+
TEST,20,AstraZeneca,1,>1960,ADEM_broad,0,0,0,31066.71,
TEST,20,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,10902.76,all_birth_cohorts
TEST,1,Moderna,1,1940-1949,ADEM_broad,0,0,0,1374860.43,70-79
TEST,1,Moderna,1,1950-1959,ADEM_broad,0,0,0,663725.72,60-69
TEST,1,Moderna,1,1960-1969,ADEM_broad,0,0,0,583274.12,50-59
TEST,1,Moderna,1,1970-1979,ADEM_broad,0,0,0,1203002.88,40-49
TEST,1,Moderna,1,1980-1989,ADEM_broad,0,0,0,1044467.61,30-39
TEST,1,Moderna,1,1990+,ADEM_broad,0,0,0,1749822.36,<30
TEST,1,Moderna,1,<1940,ADEM_broad,0,0,0,19248046.01,80+
TEST,1,Moderna,1,<1960,ADEM_broad,0,0,0,437455.59,60+
TEST,1,Moderna,1,>1960,ADEM_broad,0,0,0,245421.35,
TEST,1,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,157218.58,all_birth_cohorts
TEST,2,Moderna,1,1940-1949,ADEM_broad,0,0,0,698115.66,70-79
TEST,2,Moderna,1,1950-1959,ADEM_broad,0,0,0,331862.86,60-69
TEST,2,Moderna,1,1960-1969,ADEM_broad,0,0,0,291637.06,50-59
TEST,2,Moderna,1,1970-1979,ADEM_broad,0,0,0,601501.44,40-49
TEST,2,Moderna,1,1980-1989,ADEM_broad,0,0,0,598828.1,30-39
TEST,2,Moderna,1,1990+,ADEM_broad,0,0,0,929216.01,<30
TEST,2,Moderna,1,<1940,ADEM_broad,0,0,0,9624023,80+
TEST,2,Moderna,1,<1960,ADEM_broad,0,0,0,219798.24,60+
TEST,2,Moderna,1,>1960,ADEM_broad,0,0,0,127591.21,
TEST,2,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,80728.77,all_birth_cohorts
TEST,3,Moderna,1,1940-1949,ADEM_broad,0,0,0,474423.67,70-79
TEST,3,Moderna,1,1950-1959,ADEM_broad,0,0,0,222337.17,60-69
TEST,3,Moderna,1,1960-1969,ADEM_broad,0,0,0,194424.71,50-59
TEST,3,Moderna,1,1970-1979,ADEM_broad,0,0,0,405832.3,40-49
TEST,3,Moderna,1,1980-1989,ADEM_broad,0,0,0,506527.53,30-39
TEST,3,Moderna,1,1990+,ADEM_broad,0,0,0,716682.56,<30
TEST,3,Moderna,1,<1940,ADEM_broad,0,0,0,6416015.34,80+
TEST,3,Moderna,1,<1960,ADEM_broad,0,0,0,147899.37,60+
TEST,3,Moderna,1,>1960,ADEM_broad,0,0,0,91099.61,
TEST,3,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,56375.03,all_birth_cohorts
TEST,4,Moderna,1,1940-1949,ADEM_broad,0,0,0,364152.22,70-79
TEST,4,Moderna,1,1950-1959,ADEM_broad,0,0,0,171202.44,60-69
TEST,4,Moderna,1,1960-1969,ADEM_broad,0,0,0,148879.91,50-59
TEST,4,Moderna,1,1970-1979,ADEM_broad,0,0,0,333505.75,40-49
TEST,4,Moderna,1,1980-1989,ADEM_broad,0,0,0,477788.38,30-39
TEST,4,Moderna,1,1990+,ADEM_broad,0,0,0,590948.78,<30
TEST,4,Moderna,1,<1940,ADEM_broad,0,0,0,4812011.5,80+
TEST,4,Moderna,1,<1960,ADEM_broad,0,0,0,113701.54,60+
TEST,4,Moderna,1,>1960,ADEM_broad,0,0,0,74071.64,
TEST,4,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,44852.3,all_birth_cohorts
TEST,5,Moderna,1,1940-1949,ADEM_broad,0,0,0,339386.2,70-79
TEST,5,Moderna,1,1950-1959,ADEM_broad,0,0,0,156488.18,60-69
TEST,5,Moderna,1,1960-1969,ADEM_broad,0,0,0,130558.45,50-59
TEST,5,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,5,Moderna,1,1980-1989,ADEM_broad,0,0,0,466215.65,30-39
TEST,5,Moderna,1,1990+,ADEM_broad,0,0,0,554470.46,<30
TEST,5,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,5,Moderna,1,<1960,ADEM_broad,0,0,0,104527.79,60+
TEST,5,Moderna,1,>1960,ADEM_broad,0,0,0,68186.4,
TEST,5,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,41266.87,all_birth_cohorts
TEST,6,Moderna,1,1940-1949,ADEM_broad,0,0,0,322335.7,70-79
TEST,6,Moderna,1,1950-1959,ADEM_broad,0,0,0,147737.2,60-69
TEST,6,Moderna,1,1960-1969,ADEM_broad,0,0,0,122710.68,50-59
TEST,6,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,6,Moderna,1,1980-1989,ADEM_broad,0,0,0,455190.28,30-39
TEST,6,Moderna,1,1990+,ADEM_broad,0,0,0,538945.29,<30
TEST,6,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,6,Moderna,1,<1960,ADEM_broad,0,0,0,98998.03,60+
TEST,6,Moderna,1,>1960,ADEM_broad,0,0,0,65533.23,
TEST,6,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,39431.17,all_birth_cohorts
TEST,7,Moderna,1,1940-1949,ADEM_broad,0,0,0,307617.17,70-79
TEST,7,Moderna,1,1950-1959,ADEM_broad,0,0,0,144566.87,60-69
TEST,7,Moderna,1,1960-1969,ADEM_broad,0,0,0,120300.29,50-59
TEST,7,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,7,Moderna,1,1980-1989,ADEM_broad,0,0,0,444674.33,30-39
TEST,7,Moderna,1,1990+,ADEM_broad,0,0,0,524265.84,<30
TEST,7,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,7,Moderna,1,<1960,ADEM_broad,0,0,0,96171.54,60+
TEST,7,Moderna,1,>1960,ADEM_broad,0,0,0,64405.51,
TEST,7,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,38573.24,all_birth_cohorts
TEST,8,Moderna,1,1940-1949,ADEM_broad,0,0,0,302099.38,70-79
TEST,8,Moderna,1,1950-1959,ADEM_broad,0,0,0,142427.4,60-69
TEST,8,Moderna,1,1960-1969,ADEM_broad,0,0,0,118086.17,50-59
TEST,8,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,8,Moderna,1,1980-1989,ADEM_broad,0,0,0,434633.3,30-39
TEST,8,Moderna,1,1990+,ADEM_broad,0,0,0,510364.86,<30
TEST,8,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,8,Moderna,1,<1960,ADEM_broad,0,0,0,94684.7,60+
TEST,8,Moderna,1,>1960,ADEM_broad,0,0,0,63345.71,
TEST,8,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,37953.89,all_birth_cohorts
TEST,9,Moderna,1,1940-1949,ADEM_broad,0,0,0,297431.17,70-79
TEST,9,Moderna,1,1950-1959,ADEM_broad,0,0,0,140350.34,60-69
TEST,9,Moderna,1,1960-1969,ADEM_broad,0,0,0,115952.08,50-59
TEST,9,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,9,Moderna,1,1980-1989,ADEM_broad,0,0,0,427734.36,30-39
TEST,9,Moderna,1,1990+,ADEM_broad,0,0,0,497182,<30
TEST,9,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,9,Moderna,1,<1960,ADEM_broad,0,0,0,93307.7,60+
TEST,9,Moderna,1,>1960,ADEM_broad,0,0,0,62377.93,
TEST,9,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,37385.22,all_birth_cohorts
TEST,10,Moderna,1,1940-1949,ADEM_broad,0,0,0,296123.78,70-79
TEST,10,Moderna,1,1950-1959,ADEM_broad,0,0,0,138903.42,60-69
TEST,10,Moderna,1,1960-1969,ADEM_broad,0,0,0,114377.18,50-59
TEST,10,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,10,Moderna,1,1980-1989,ADEM_broad,0,0,0,427734.36,30-39
TEST,10,Moderna,1,1990+,ADEM_broad,0,0,0,484663.03,<30
TEST,10,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,10,Moderna,1,<1960,ADEM_broad,0,0,0,92538.68,60+
TEST,10,Moderna,1,>1960,ADEM_broad,0,0,0,61720.72,
TEST,10,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,37025.64,all_birth_cohorts
TEST,11,Moderna,1,1940-1949,ADEM_broad,0,0,0,296123.78,70-79
TEST,11,Moderna,1,1950-1959,ADEM_broad,0,0,0,137908.21,60-69
TEST,11,Moderna,1,1960-1969,ADEM_broad,0,0,0,113033.83,50-59
TEST,11,Moderna,1,1970-1979,ADEM_broad,0,0,0,327029.91,40-49
TEST,11,Moderna,1,1980-1989,ADEM_broad,0,0,0,427734.36,30-39
TEST,11,Moderna,1,1990+,ADEM_broad,0,0,0,472759.02,<30
TEST,11,Moderna,1,<1940,ADEM_broad,0,0,0,4346332.97,80+
TEST,11,Moderna,1,<1960,ADEM_broad,0,0,0,92095.91,60+
TEST,11,Moderna,1,>1960,ADEM_broad,0,0,0,61132.63,
TEST,11,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,36742.93,all_birth_cohorts
