datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,10,Pfizer,2,1970-1979,L1,0,0,0,384960.92,40-49
TEST,11,Pfizer,2,1970-1979,L1,0,0,0,384960.92,40-49
TEST,12,Pfizer,2,1970-1979,L1,0,0,0,390540.06,40-49
TEST,13,Pfizer,2,1970-1979,L1,0,0,0,408291.89,40-49
TEST,14,Pfizer,2,1970-1979,L1,0,0,0,412037.68,40-49
TEST,15,Pfizer,2,1970-1979,L1,0,0,0,426380.77,40-49
TEST,16,Pfizer,2,1970-1979,L1,0,0,0,489950.26,40-49
TEST,17,Pfizer,2,1970-1979,L1,0,0,0,694517.12,40-49
TEST,18,Pfizer,2,1970-1979,L1,0,0,0,826603.2,40-49
TEST,19,Pfizer,2,1970-1979,L1,0,0,0,836871.57,40-49
TEST,20,Pfizer,2,1970-1979,L1,0,0,0,847398.25,40-49
TEST,21,Pfizer,2,1970-1979,L1,0,0,0,1077890.58,40-49
TEST,22,Pfizer,2,1970-1979,L1,0,0,0,2641888.67,40-49
TEST,1,Pfizer,2,1950-1959,L1,0,0,0,137626.48,60-69
TEST,2,Pfizer,2,1950-1959,L1,0,0,0,166136.03,60-69
TEST,3,Pfizer,2,1950-1959,L1,0,0,0,170336.69,60-69
TEST,4,Pfizer,2,1950-1959,L1,0,0,0,172517.7,60-69
TEST,5,Pfizer,2,1950-1959,L1,0,0,0,208247.79,60-69
TEST,6,Pfizer,2,1950-1959,L1,0,0,0,291007.18,60-69
TEST,7,Pfizer,2,1950-1959,L1,0,0,0,375310.09,60-69
TEST,8,Pfizer,2,1950-1959,L1,0,0,0,512305.41,60-69
TEST,9,Pfizer,2,1950-1959,L1,0,0,0,561401.34,60-69
TEST,10,Pfizer,2,1950-1959,L1,0,0,0,570916.62,60-69
TEST,11,Pfizer,2,1950-1959,L1,0,0,0,596178.42,60-69
TEST,12,Pfizer,2,1950-1959,L1,0,0,0,601501.44,60-69
TEST,13,Pfizer,2,1950-1959,L1,0,0,0,601501.44,60-69
TEST,14,Pfizer,2,1950-1959,L1,0,0,0,601501.44,60-69
TEST,15,Pfizer,2,1950-1959,L1,0,0,0,604198.75,60-69
TEST,16,Pfizer,2,1950-1959,L1,0,0,0,657250.35,60-69
TEST,17,Pfizer,2,1950-1959,L1,0,0,0,792566.6,60-69
TEST,18,Pfizer,2,1950-1959,L1,0,0,0,1052627.52,60-69
TEST,19,Pfizer,2,1950-1959,L1,0,0,0,1132238,60-69
TEST,20,Pfizer,2,1950-1959,L1,0,0,0,1132238,60-69
TEST,21,Pfizer,2,1950-1959,L1,0,0,0,1347363.22,60-69
TEST,0,none,no_dose,1980-1989,L1,10,1335.11,640.24,2455.32,30-39
TEST,1,Moderna,1,1980-1989,L1,0,0,0,271099.24,30-39
TEST,0,none,no_dose,<1940,L1,8,1195.13,515.97,2354.88,80+
TEST,1,Pfizer,1,<1940,L1,0,0,0,37572.87,80+
TEST,2,Pfizer,1,<1940,L1,0,0,0,37879.2,80+
TEST,3,Pfizer,1,<1940,L1,0,0,0,42719.19,80+
TEST,1,Pfizer,2,<1940,L1,0,0,0,43198.56,80+
TEST,2,Pfizer,2,<1940,L1,0,0,0,43254.04,80+
TEST,3,Pfizer,2,<1940,L1,0,0,0,43295.73,80+
TEST,4,Pfizer,2,<1940,L1,0,0,0,43351.45,80+
TEST,5,Pfizer,2,<1940,L1,0,0,0,43351.45,80+
TEST,6,Pfizer,2,<1940,L1,0,0,0,43561.69,80+
TEST,7,Pfizer,2,<1940,L1,0,0,0,44496.8,80+
TEST,8,Pfizer,2,<1940,L1,0,0,0,47492.54,80+
TEST,9,Pfizer,2,<1940,L1,0,0,0,56970.96,80+
TEST,10,Pfizer,2,<1940,L1,0,0,0,76079.23,80+
TEST,11,Pfizer,2,<1940,L1,0,0,0,106091.59,80+
TEST,12,Pfizer,2,<1940,L1,0,0,0,136097.3,80+
TEST,13,Pfizer,2,<1940,L1,0,0,0,176125.91,80+
TEST,14,Pfizer,2,<1940,L1,0,0,0,381689.3,80+
TEST,4,Pfizer,1,<1940,L1,0,0,0,155047.55,80+
TEST,15,Pfizer,2,<1940,L1,0,0,0,1086583.24,80+
TEST,16,Pfizer,2,<1940,L1,0,0,0,1924804.6,80+
TEST,17,Pfizer,2,<1940,L1,0,0,0,2138671.78,80+
TEST,18,Pfizer,2,<1940,L1,0,0,0,2138671.78,80+
TEST,19,Pfizer,2,<1940,L1,0,0,0,2138671.78,80+
TEST,20,Pfizer,2,<1940,L1,0,0,0,2138671.78,80+
TEST,21,Pfizer,2,<1940,L1,0,0,0,2245605.37,80+
TEST,2,Moderna,1,1980-1989,L1,0,0,0,340243.24,30-39
TEST,1,Pfizer,1,1990+,L1,0,0,0,107702.9,<30
TEST,1,Moderna,1,1970-1979,L1,0,0,0,380611.08,40-49
TEST,2,Moderna,1,1970-1979,L1,0,0,0,409532.89,40-49
TEST,3,Moderna,1,1970-1979,L1,0,0,0,467834.45,40-49
TEST,4,Moderna,1,1970-1979,L1,0,0,0,806804.32,40-49
TEST,1,AstraZeneca,1,1980-1989,L1,0,0,0,677066.95,30-39
TEST,2,AstraZeneca,1,1980-1989,L1,0,0,0,698115.66,30-39
TEST,3,AstraZeneca,1,1980-1989,L1,0,0,0,712890.59,30-39
TEST,4,AstraZeneca,1,1980-1989,L1,0,0,0,712890.59,30-39
TEST,5,AstraZeneca,1,1980-1989,L1,0,0,0,748535.12,30-39
TEST,4,Pfizer,1,1940-1949,L1,0,0,0,183065.65,70-79
TEST,5,Pfizer,1,1940-1949,L1,0,0,0,283059.5,70-79
TEST,6,Pfizer,1,1940-1949,L1,0,0,0,450623.15,70-79
TEST,1,Pfizer,2,1940-1949,L1,0,0,0,88235.97,70-79
TEST,2,Pfizer,2,1940-1949,L1,0,0,0,92033.01,70-79
TEST,3,Pfizer,2,1940-1949,L1,0,0,0,92411.74,70-79
TEST,4,Pfizer,2,1940-1949,L1,0,0,0,93307.7,70-79
TEST,5,Pfizer,2,1940-1949,L1,0,0,0,102461.08,70-79
TEST,6,Pfizer,2,1940-1949,L1,0,0,0,122599.02,70-79
TEST,7,Pfizer,2,1940-1949,L1,0,0,0,142578.12,70-79
TEST,8,Pfizer,2,1940-1949,L1,0,0,0,263156.88,70-79
TEST,9,Pfizer,2,1940-1949,L1,0,0,0,484663.03,70-79
TEST,1,Moderna,1,1990+,L1,0,0,0,495354.13,<30
TEST,2,Moderna,1,1990+,L1,0,0,0,606920.37,<30
TEST,1,AstraZeneca,1,1950-1959,L1,0,0,0,124180.94,60-69
TEST,2,AstraZeneca,1,1950-1959,L1,0,0,0,124410.27,60-69
TEST,3,AstraZeneca,1,1950-1959,L1,0,0,0,124987.31,60-69
TEST,4,AstraZeneca,1,1950-1959,L1,0,0,0,125569.73,60-69
TEST,5,AstraZeneca,1,1950-1959,L1,0,0,0,131321.95,60-69
TEST,6,AstraZeneca,1,1950-1959,L1,0,0,0,141085.15,60-69
TEST,7,AstraZeneca,1,1950-1959,L1,0,0,0,169907.09,60-69
TEST,2,AstraZeneca,2,1940-1949,L1,0,0,0,388289.11,70-79
TEST,1,Moderna,1,1940-1949,L1,0,0,0,401000.96,70-79
TEST,2,Moderna,1,1940-1949,L1,0,0,0,401000.96,70-79
TEST,3,Moderna,1,1940-1949,L1,0,0,0,401000.96,70-79
TEST,4,Moderna,1,1940-1949,L1,0,0,0,441758.43,70-79
TEST,5,Moderna,1,1940-1949,L1,0,0,0,1236113.05,70-79
TEST,6,Moderna,1,1940-1949,L1,0,0,0,2105255.03,70-79
TEST,7,Moderna,1,1940-1949,L1,0,0,0,2449751.31,70-79
TEST,8,Moderna,1,1940-1949,L1,0,0,0,3454777.49,70-79
TEST,1,UKN,1,1960-1969,L1,0,0,0,409532.89,50-59
TEST,2,UKN,1,1960-1969,L1,0,0,0,409532.89,50-59
TEST,3,UKN,1,1960-1969,L1,0,0,0,455190.28,50-59
TEST,4,UKN,1,1960-1969,L1,0,0,0,612437.83,50-59
TEST,5,UKN,1,1960-1969,L1,0,0,0,1464525.24,50-59
TEST,6,UKN,1,1960-1969,L1,0,0,0,10364332.47,50-59
TEST,5,Pfizer,1,1950-1959,L1,0,0,0,119659.26,60-69
TEST,6,Pfizer,1,1950-1959,L1,0,0,0,254219.48,60-69
TEST,3,AstraZeneca,2,1940-1949,L1,0,0,0,2283666.48,70-79
TEST,2,Pfizer,2,1960-1969,L1,1,68656.02,1738.22,382526.83,50-59
TEST,3,Pfizer,2,1960-1969,L1,0,0,0,260108.73,50-59
TEST,4,Pfizer,2,1960-1969,L1,0,0,0,261623.93,50-59
TEST,5,Pfizer,2,1960-1969,L1,0,0,0,294827.84,50-59
TEST,6,Pfizer,2,1960-1969,L1,0,0,0,330236.08,50-59
TEST,13,AstraZeneca,1,1940-1949,L1,0,0,0,787931.71,70-79
TEST,1,Moderna,1,1950-1959,L1,0,0,0,287284.27,60-69
TEST,2,Moderna,1,1950-1959,L1,0,0,0,287284.27,60-69
TEST,3,Moderna,1,1950-1959,L1,0,0,0,289133.74,60-69
TEST,4,Moderna,1,1950-1959,L1,0,0,0,317026.64,60-69
TEST,5,Moderna,1,1950-1959,L1,0,0,0,761222.16,60-69
TEST,1,Moderna,2,1950-1959,L1,0,0,0,371174.44,60-69
TEST,2,Moderna,2,1950-1959,L1,0,0,0,423699.13,60-69
TEST,3,Moderna,2,1950-1959,L1,0,0,0,427734.36,60-69
TEST,4,Moderna,2,1950-1959,L1,0,0,0,474423.67,60-69
TEST,5,Moderna,2,1950-1959,L1,0,0,0,554470.46,60-69
TEST,6,Moderna,2,1950-1959,L1,0,0,0,609666.62,60-69
TEST,7,Moderna,2,1950-1959,L1,0,0,0,654059.82,60-69
TEST,8,Moderna,2,1950-1959,L1,0,0,0,852761.53,60-69
TEST,9,Moderna,2,1950-1959,L1,0,0,0,1036433.25,60-69
TEST,10,Moderna,2,1950-1959,L1,0,0,0,1897694.68,60-69
TEST,5,Pfizer,1,<1940,L1,0,0,0,278380.83,80+
TEST,6,Pfizer,1,<1940,L1,0,0,0,284253.84,80+
TEST,7,Pfizer,1,<1940,L1,0,0,0,307617.17,80+
TEST,8,Pfizer,1,<1940,L1,0,0,0,325450.05,80+
TEST,9,Pfizer,1,<1940,L1,0,0,0,351791.96,80+
TEST,10,Pfizer,1,<1940,L1,0,0,0,402197.98,80+
TEST,11,Pfizer,1,<1940,L1,0,0,0,499023.42,80+
TEST,2,Pfizer,1,1990+,L1,0,0,0,158700.03,<30
TEST,3,Pfizer,1,1990+,L1,0,0,0,255666.65,<30
TEST,8,AstraZeneca,1,1950-1959,L1,0,0,0,283655.41,60-69
TEST,9,AstraZeneca,1,1950-1959,L1,0,0,0,344594.17,60-69
TEST,10,AstraZeneca,1,1950-1959,L1,0,0,0,401000.96,60-69
TEST,11,AstraZeneca,1,1950-1959,L1,0,0,0,452135.31,60-69
TEST,12,AstraZeneca,1,1950-1959,L1,0,0,0,609666.62,60-69
TEST,1,AstraZeneca,2,1950-1959,L1,0,0,0,1020729.71,60-69
TEST,3,Moderna,1,1980-1989,L1,0,0,0,536798.1,30-39
TEST,4,Moderna,1,1980-1989,L1,0,0,0,1334022.99,30-39
TEST,1,Moderna,2,1980-1989,L1,0,0,0,2406005.75,30-39
TEST,2,Moderna,2,1980-1989,L1,0,0,0,2406005.75,30-39
TEST,3,Moderna,2,1980-1989,L1,0,0,0,2406005.75,30-39
TEST,4,Moderna,2,1980-1989,L1,0,0,0,2994140.49,30-39
TEST,1,Pfizer,1,1980-1989,L1,0,0,0,116958.61,30-39
TEST,2,Pfizer,1,1980-1989,L1,0,0,0,140937.58,30-39
TEST,3,Pfizer,1,1980-1989,L1,0,0,0,214890.47,30-39
TEST,1,Pfizer,2,1980-1989,L1,0,0,0,488175.08,30-39
TEST,2,Pfizer,2,1980-1989,L1,0,0,0,543291.62,30-39
TEST,3,Pfizer,2,1980-1989,L1,0,0,0,578267.48,30-39
TEST,4,Pfizer,2,1980-1989,L1,0,0,0,604198.75,30-39
TEST,5,Pfizer,2,1980-1989,L1,0,0,0,629608.98,30-39
TEST,6,Pfizer,2,1980-1989,L1,0,0,0,654059.82,30-39
TEST,7,Pfizer,2,1980-1989,L1,0,0,0,724388.83,30-39
TEST,8,Pfizer,2,1980-1989,L1,0,0,0,783350.71,30-39
TEST,9,Pfizer,2,1980-1989,L1,0,0,0,836871.57,30-39
TEST,10,Pfizer,2,1980-1989,L1,0,0,0,836871.57,30-39
TEST,11,Pfizer,2,1980-1989,L1,0,0,0,869266.59,30-39
TEST,12,Pfizer,2,1980-1989,L1,0,0,0,874911.18,30-39
TEST,13,Pfizer,2,1980-1989,L1,0,0,0,874911.18,30-39
TEST,14,Pfizer,2,1980-1989,L1,0,0,0,935668.9,30-39
TEST,15,Pfizer,2,1980-1989,L1,0,0,0,969326.06,30-39
TEST,16,Pfizer,2,1980-1989,L1,0,0,0,1044467.61,30-39
TEST,17,Pfizer,2,1980-1989,L1,0,0,0,1623329.18,30-39
TEST,18,Pfizer,2,1980-1989,L1,0,0,0,1924804.6,30-39
TEST,19,Pfizer,2,1980-1989,L1,0,0,0,1924804.6,30-39
TEST,20,Pfizer,2,1980-1989,L1,0,0,0,1952700.32,30-39
TEST,21,Pfizer,2,1980-1989,L1,0,0,0,2173166.48,30-39
TEST,22,Pfizer,2,1980-1989,L1,0,0,0,4210510.06,30-39
TEST,7,Pfizer,2,1960-1969,L1,0,0,0,357390.77,50-59
TEST,8,Pfizer,2,1960-1969,L1,0,0,0,384960.92,50-59
TEST,9,Pfizer,2,1960-1969,L1,0,0,0,392817.27,50-59
TEST,10,Pfizer,2,1960-1969,L1,0,0,0,401000.96,50-59
TEST,11,Pfizer,2,1960-1969,L1,0,0,0,404613.58,50-59
TEST,12,Pfizer,2,1960-1969,L1,0,0,0,409532.89,50-59
TEST,13,Pfizer,2,1960-1969,L1,0,0,0,413301.6,50-59
TEST,14,Pfizer,2,1960-1969,L1,0,0,0,427734.36,50-59
TEST,15,Pfizer,2,1960-1969,L1,0,0,0,443211.59,50-59
TEST,16,Pfizer,2,1960-1969,L1,0,0,0,504630.42,50-59
TEST,17,Pfizer,2,1960-1969,L1,0,0,0,709138.54,50-59
TEST,18,Pfizer,2,1960-1969,L1,0,0,0,929216.01,50-59
TEST,19,Pfizer,2,1960-1969,L1,0,0,0,1069335.89,50-59
TEST,20,Pfizer,2,1960-1969,L1,0,0,0,1069335.89,50-59
TEST,21,Pfizer,2,1960-1969,L1,0,0,0,1236113.05,50-59
TEST,22,Pfizer,2,1960-1969,L1,0,0,0,2105255.03,50-59
TEST,1,AstraZeneca,1,1960-1969,L1,0,0,0,206968.24,50-59
TEST,2,AstraZeneca,1,1960-1969,L1,0,0,0,208247.79,50-59
TEST,3,AstraZeneca,1,1960-1969,L1,0,0,0,209217.89,50-59
TEST,4,AstraZeneca,1,1960-1969,L1,0,0,0,210197.07,50-59
TEST,5,AstraZeneca,1,1960-1969,L1,0,0,0,229143.4,50-59
TEST,6,AstraZeneca,1,1960-1969,L1,0,0,0,271645.81,50-59
TEST,7,AstraZeneca,1,1960-1969,L1,0,0,0,300080.9,50-59
TEST,8,AstraZeneca,1,1960-1969,L1,0,0,0,326238.07,50-59
TEST,9,AstraZeneca,1,1960-1969,L1,0,0,0,326238.07,50-59
TEST,10,AstraZeneca,1,1960-1969,L1,0,0,0,332682.28,50-59
TEST,11,AstraZeneca,1,1960-1969,L1,0,0,0,337685.02,50-59
TEST,12,AstraZeneca,1,1960-1969,L1,0,0,0,375310.09,50-59
TEST,13,AstraZeneca,1,1960-1969,L1,0,0,0,1403503.35,50-59
TEST,1,AstraZeneca,2,1960-1969,L1,0,0,0,426380.77,50-59
TEST,2,AstraZeneca,2,1960-1969,L1,0,0,0,427734.36,50-59
TEST,3,AstraZeneca,2,1960-1969,L1,0,0,0,427734.36,50-59
TEST,4,AstraZeneca,2,1960-1969,L1,0,0,0,464608.01,50-59
TEST,5,AstraZeneca,2,1960-1969,L1,0,0,0,601501.44,50-59
TEST,6,AstraZeneca,2,1960-1969,L1,0,0,0,1224875.66,50-59
TEST,6,Moderna,1,1950-1959,L1,0,0,0,1069335.89,60-69
TEST,7,Moderna,1,1950-1959,L1,0,0,0,3545692.69,60-69
TEST,12,Pfizer,1,<1940,L1,0,0,0,632564.89,80+
TEST,14,AstraZeneca,1,1960-1969,L1,0,0,0,2749720.86,50-59
TEST,15,AstraZeneca,1,1960-1969,L1,0,0,0,2749720.86,50-59
TEST,16,AstraZeneca,1,1960-1969,L1,0,0,0,2749720.86,50-59
TEST,17,AstraZeneca,1,1960-1969,L1,0,0,0,3742675.61,50-59
TEST,3,Moderna,1,1990+,L1,0,0,0,898242.15,<30
TEST,4,Moderna,1,1990+,L1,0,0,0,1028521.54,<30
TEST,5,Moderna,1,1990+,L1,0,0,0,4990234.15,<30
TEST,6,Moderna,1,1990+,L1,0,0,0,19248046.01,<30
TEST,7,Moderna,1,1990+,L1,0,0,0,19248046.01,<30
TEST,8,Moderna,1,1990+,L1,0,0,0,44912107.35,<30
TEST,4,Pfizer,1,1980-1989,L1,0,0,0,436039.88,30-39
TEST,5,Pfizer,1,1980-1989,L1,0,0,0,922851.52,30-39
TEST,1,UKN,1,1940-1949,L1,0,0,0,1480618.92,70-79
TEST,2,UKN,1,1940-1949,L1,0,0,0,1566701.42,70-79
TEST,3,UKN,1,1940-1949,L1,0,0,0,1604003.83,70-79
TEST,4,UKN,1,1940-1949,L1,0,0,0,1684204.03,70-79
TEST,7,Pfizer,1,1950-1959,L1,0,0,0,1705523.06,60-69
TEST,1,AstraZeneca,1,1970-1979,L1,0,0,0,260108.73,40-49
TEST,2,AstraZeneca,1,1970-1979,L1,0,0,0,260108.73,40-49
TEST,3,AstraZeneca,1,1970-1979,L1,0,0,0,260108.73,40-49
TEST,4,AstraZeneca,1,1970-1979,L1,0,0,0,263156.88,40-49
TEST,5,AstraZeneca,1,1970-1979,L1,0,0,0,272194.59,40-49
TEST,6,AstraZeneca,1,1970-1979,L1,0,0,0,283059.5,40-49
TEST,7,AstraZeneca,1,1970-1979,L1,0,0,0,292269.68,40-49
TEST,8,AstraZeneca,1,1970-1979,L1,0,0,0,304145.2,40-49
TEST,9,AstraZeneca,1,1970-1979,L1,0,0,0,308321.1,40-49
TEST,10,AstraZeneca,1,1970-1979,L1,0,0,0,310452.35,40-49
TEST,11,AstraZeneca,1,1970-1979,L1,0,0,0,315541.74,40-49
TEST,12,AstraZeneca,1,1970-1979,L1,0,0,0,346365.87,40-49
TEST,1,AstraZeneca,2,1970-1979,L1,0,0,0,433235.76,40-49
TEST,2,AstraZeneca,2,1970-1979,L1,0,0,0,437455.59,40-49
TEST,3,AstraZeneca,2,1970-1979,L1,0,0,0,443211.59,40-49
TEST,4,AstraZeneca,2,1970-1979,L1,0,0,0,464608.01,40-49
TEST,5,AstraZeneca,2,1970-1979,L1,0,0,0,493539.64,40-49
TEST,6,AstraZeneca,2,1970-1979,L1,0,0,0,618056.52,40-49
TEST,1,Moderna,1,1960-1969,L1,0,0,0,196122.74,50-59
TEST,2,Moderna,1,1960-1969,L1,0,0,0,197850.69,50-59
TEST,3,Moderna,1,1960-1969,L1,0,0,0,200500.48,50-59
TEST,4,Moderna,1,1960-1969,L1,0,0,0,215578.12,50-59
TEST,5,Moderna,1,1960-1969,L1,0,0,0,380611.08,50-59
TEST,6,Moderna,1,1960-1969,L1,0,0,0,852761.53,50-59
TEST,7,Moderna,1,1960-1969,L1,0,0,0,3962833,50-59
TEST,8,Moderna,1,1960-1969,L1,0,0,0,4812011.5,50-59
TEST,9,Moderna,1,1960-1969,L1,0,0,0,4812011.5,50-59
TEST,10,Moderna,1,1960-1969,L1,0,0,0,5858100.96,50-59
TEST,11,Moderna,1,1960-1969,L1,0,0,0,8421020.13,50-59
TEST,12,Moderna,1,1960-1969,L1,0,0,0,9624023,50-59
TEST,13,Moderna,1,1960-1969,L1,0,0,0,13473632.21,50-59
TEST,14,Moderna,1,1960-1969,L1,0,0,0,19248046.01,50-59
TEST,15,Moderna,1,1960-1969,L1,0,0,0,22456053.68,50-59
TEST,1,UKN,1,1950-1959,L1,0,0,0,449121.07,60-69
TEST,2,UKN,1,1950-1959,L1,0,0,0,477788.38,60-69
TEST,3,UKN,1,1950-1959,L1,0,0,0,578267.48,60-69
TEST,4,UKN,1,1950-1959,L1,0,0,0,765547.28,60-69
TEST,5,UKN,1,1950-1959,L1,0,0,0,898242.15,60-69
TEST,2,AstraZeneca,2,1950-1959,L1,0,0,0,1643125.88,60-69
TEST,3,AstraZeneca,2,1950-1959,L1,0,0,0,1897694.68,60-69
TEST,4,AstraZeneca,2,1950-1959,L1,0,0,0,3286251.76,60-69
TEST,4,Pfizer,1,1990+,L1,0,0,0,618056.52,<30
TEST,5,Pfizer,1,1990+,L1,0,0,0,1028521.54,<30
TEST,6,Pfizer,1,1990+,L1,1,507291.67,12843.51,2826448.26,<30
TEST,7,Pfizer,1,1990+,L1,0,0,0,3849609.2,<30
TEST,8,Pfizer,1,1990+,L1,0,0,0,4812011.5,<30
TEST,9,Pfizer,1,1990+,L1,0,0,0,5389452.88,<30
TEST,10,Pfizer,1,1990+,L1,0,0,0,6416015.34,<30
TEST,11,Pfizer,1,1990+,L1,0,0,0,6416015.34,<30
TEST,12,Pfizer,1,1990+,L1,0,0,0,6416015.34,<30
TEST,13,Pfizer,1,1990+,L1,0,0,0,6416015.34,<30
TEST,14,Pfizer,1,1990+,L1,0,0,0,6736816.1,<30
TEST,15,Pfizer,1,1990+,L1,0,0,0,9624023,<30
TEST,16,Pfizer,1,1990+,L1,0,0,0,9624023,<30
TEST,17,Pfizer,1,1990+,L1,0,0,0,9624023,<30
TEST,18,Pfizer,1,1990+,L1,0,0,0,11228026.84,<30
TEST,6,UKN,1,1950-1959,L1,0,0,0,1005494.94,60-69
TEST,13,AstraZeneca,1,1970-1979,L1,0,0,0,1013055.05,40-49
TEST,1,Moderna,2,1960-1969,L1,0,0,0,583274.12,50-59
TEST,2,Moderna,2,1960-1969,L1,0,0,0,604198.75,50-59
TEST,3,Moderna,2,1960-1969,L1,0,0,0,620904.71,50-59
TEST,4,Moderna,2,1960-1969,L1,0,0,0,705425.77,50-59
TEST,5,Moderna,2,1960-1969,L1,0,0,0,892293.52,50-59
TEST,6,Moderna,2,1960-1969,L1,0,0,0,935668.9,50-59
TEST,7,Moderna,2,1960-1969,L1,0,0,0,962402.3,50-59
TEST,8,Moderna,2,1960-1969,L1,0,0,0,1104396.08,50-59
TEST,9,Moderna,2,1960-1969,L1,0,0,0,1320944.33,50-59
TEST,10,Moderna,2,1960-1969,L1,0,0,0,1924804.6,50-59
TEST,11,Moderna,2,1960-1969,L1,0,0,0,2323040.04,50-59
TEST,1,AstraZeneca,2,1990+,L1,0,0,0,1480618.92,<30
TEST,2,AstraZeneca,2,1990+,L1,0,0,0,1480618.92,<30
TEST,3,AstraZeneca,2,1990+,L1,0,0,0,1497070.25,<30
TEST,4,AstraZeneca,2,1990+,L1,0,0,0,1772846.34,<30
