datasource,week_since_vaccination,vx_manufacturer,dose,birth_cohort,AESI,Numerator,IR,lb,ub,ageband
TEST,12,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,21379.93,50-59
TEST,12,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,23588.29,40-49
TEST,12,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,65027.18,30-39
TEST,12,AstraZeneca,1,1990+,ADEM_broad,0,0,0,80104.83,<30
TEST,12,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,12,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4389.95,60+
TEST,12,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8544.92,
TEST,12,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2900.05,all_birth_cohorts
TEST,13,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6166.14,70-79
TEST,13,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,13,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,21036.12,50-59
TEST,13,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,23043.67,40-49
TEST,13,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,64129.62,30-39
TEST,13,AstraZeneca,1,1990+,ADEM_broad,0,0,0,79210.07,<30
TEST,13,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,13,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4360.54,60+
TEST,13,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8392.69,
TEST,13,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2869.6,all_birth_cohorts
TEST,14,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6161.35,70-79
TEST,14,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,14,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20853.79,50-59
TEST,14,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,22728.8,40-49
TEST,14,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,63705.12,30-39
TEST,14,AstraZeneca,1,1990+,ADEM_broad,0,0,0,78885.43,<30
TEST,14,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,14,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4358.14,60+
TEST,14,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8310.9,
TEST,14,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2858.94,all_birth_cohorts
TEST,15,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,15,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,15,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20674.59,50-59
TEST,15,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,22489.79,40-49
TEST,15,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,63286.2,30-39
TEST,15,AstraZeneca,1,1990+,ADEM_broad,0,0,0,78563.45,<30
TEST,15,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,15,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,15,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8239.75,
TEST,15,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2850.36,all_birth_cohorts
TEST,16,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,16,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,16,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20501.57,50-59
TEST,16,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,22285.2,40-49
TEST,16,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,62872.76,30-39
TEST,16,AstraZeneca,1,1990+,ADEM_broad,0,0,0,78244.09,<30
TEST,16,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,16,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,16,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8174.26,
TEST,16,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2842.48,all_birth_cohorts
TEST,17,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,17,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,17,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20389.88,50-59
TEST,17,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,22124.19,40-49
TEST,17,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,62493.66,30-39
TEST,17,AstraZeneca,1,1990+,ADEM_broad,0,0,0,77927.31,<30
TEST,17,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,17,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,17,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8124.97,
TEST,17,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2836.49,all_birth_cohorts
TEST,18,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,18,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,18,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20303.85,50-59
TEST,18,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,22030.14,40-49
TEST,18,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,62406.82,30-39
TEST,18,AstraZeneca,1,1990+,ADEM_broad,0,0,0,77657.82,<30
TEST,18,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,18,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,18,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8094.22,
TEST,18,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2832.74,all_birth_cohorts
TEST,19,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,19,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,19,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20239.8,50-59
TEST,19,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,21990.59,40-49
TEST,19,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,62406.82,30-39
TEST,19,AstraZeneca,1,1990+,ADEM_broad,0,0,0,77657.82,<30
TEST,19,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,19,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,19,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8078.69,
TEST,19,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2830.83,all_birth_cohorts
TEST,20,AstraZeneca,1,1940-1949,ADEM_broad,0,0,0,6160.78,70-79
TEST,20,AstraZeneca,1,1950-1959,ADEM_broad,0,0,0,14891.28,60-69
TEST,20,AstraZeneca,1,1960-1969,ADEM_broad,0,0,0,20215.5,50-59
TEST,20,AstraZeneca,1,1970-1979,ADEM_broad,0,0,0,21990.59,40-49
TEST,20,AstraZeneca,1,1980-1989,ADEM_broad,0,0,0,62406.82,30-39
TEST,20,AstraZeneca,1,1990+,ADEM_broad,0,0,0,77657.82,<30
TEST,20,AstraZeneca,1,<1940,ADEM_broad,0,0,0,0,80+
TEST,20,AstraZeneca,1,<1960,ADEM_broad,0,0,0,4357.86,60+
TEST,20,AstraZeneca,1,>1960,ADEM_broad,0,0,0,8074.81,
TEST,20,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2830.36,all_birth_cohorts
TEST,1,Moderna,1,1940-1949,ADEM_broad,0,0,0,392817.27,70-79
TEST,1,Moderna,1,1950-1959,ADEM_broad,0,0,0,278957.19,60-69
TEST,1,Moderna,1,1960-1969,ADEM_broad,0,0,0,196122.74,50-59
TEST,1,Moderna,1,1970-1979,ADEM_broad,0,0,0,373230.81,40-49
TEST,1,Moderna,1,1980-1989,ADEM_broad,0,0,0,267333.97,30-39
TEST,1,Moderna,1,1990+,ADEM_broad,0,0,0,495354.13,<30
TEST,1,Moderna,1,<1940,ADEM_broad,0,0,0,9624023,80+
TEST,1,Moderna,1,<1960,ADEM_broad,0,0,0,160400.38,60+
TEST,1,Moderna,1,>1960,ADEM_broad,0,0,0,73868.6,
TEST,1,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,50576.7,all_birth_cohorts
TEST,2,Moderna,1,1940-1949,ADEM_broad,0,0,0,196408.63,70-79
TEST,2,Moderna,1,1950-1959,ADEM_broad,0,0,0,139478.59,60-69
TEST,2,Moderna,1,1960-1969,ADEM_broad,0,0,0,98491.46,50-59
TEST,2,Moderna,1,1970-1979,ADEM_broad,0,0,0,193308.93,40-49
TEST,2,Moderna,1,1980-1989,ADEM_broad,0,0,0,148879.91,30-39
TEST,2,Moderna,1,1990+,ADEM_broad,0,0,0,272745.59,<30
TEST,2,Moderna,1,<1940,ADEM_broad,0,0,0,4812011.5,80+
TEST,2,Moderna,1,<1960,ADEM_broad,0,0,0,80200.19,60+
TEST,2,Moderna,1,>1960,ADEM_broad,0,0,0,38896.17,
TEST,2,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,26192.91,all_birth_cohorts
TEST,3,Moderna,1,1940-1949,ADEM_broad,0,0,0,130939.09,70-79
TEST,3,Moderna,1,1950-1959,ADEM_broad,0,0,0,93178.65,60-69
TEST,3,Moderna,1,1960-1969,ADEM_broad,0,0,0,66047.22,50-59
TEST,3,Moderna,1,1970-1979,ADEM_broad,0,0,0,135822.91,40-49
TEST,3,Moderna,1,1980-1989,ADEM_broad,0,0,0,116553.91,30-39
TEST,3,Moderna,1,1990+,ADEM_broad,0,0,0,209217.89,<30
TEST,3,Moderna,1,<1940,ADEM_broad,0,0,0,3208007.67,80+
TEST,3,Moderna,1,<1960,ADEM_broad,0,0,0,53530.52,60+
TEST,3,Moderna,1,>1960,ADEM_broad,0,0,0,27884.17,
TEST,3,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,18333.97,all_birth_cohorts
TEST,4,Moderna,1,1940-1949,ADEM_broad,0,0,0,100474.51,70-79
TEST,4,Moderna,1,1950-1959,ADEM_broad,0,0,0,71478.15,60-69
TEST,4,Moderna,1,1960-1969,ADEM_broad,0,0,0,50557.72,50-59
TEST,4,Moderna,1,1970-1979,ADEM_broad,0,0,0,115554.31,40-49
TEST,4,Moderna,1,1980-1989,ADEM_broad,0,0,0,107188.8,30-39
TEST,4,Moderna,1,1990+,ADEM_broad,0,0,0,173853.32,<30
TEST,4,Moderna,1,<1940,ADEM_broad,0,0,0,2406005.75,80+
TEST,4,Moderna,1,<1960,ADEM_broad,0,0,0,41053.11,60+
TEST,4,Moderna,1,>1960,ADEM_broad,0,0,0,22980.78,
TEST,4,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,14733.33,all_birth_cohorts
TEST,5,Moderna,1,1940-1949,ADEM_broad,0,0,0,92475.17,70-79
TEST,5,Moderna,1,1950-1959,ADEM_broad,0,0,0,64901.89,60-69
TEST,5,Moderna,1,1960-1969,ADEM_broad,0,0,0,44629.45,50-59
TEST,5,Moderna,1,1970-1979,ADEM_broad,0,0,0,113033.83,40-49
TEST,5,Moderna,1,1980-1989,ADEM_broad,0,0,0,105427.48,30-39
TEST,5,Moderna,1,1990+,ADEM_broad,0,0,0,168000.4,<30
TEST,5,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,5,Moderna,1,<1960,ADEM_broad,0,0,0,37468.39,60+
TEST,5,Moderna,1,>1960,ADEM_broad,0,0,0,21417.31,
TEST,5,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,13627.62,all_birth_cohorts
TEST,6,Moderna,1,1940-1949,ADEM_broad,0,0,0,88178.22,70-79
TEST,6,Moderna,1,1950-1959,ADEM_broad,0,0,0,60801.59,60-69
TEST,6,Moderna,1,1960-1969,ADEM_broad,0,0,0,42409.92,50-59
TEST,6,Moderna,1,1970-1979,ADEM_broad,0,0,0,112373.91,40-49
TEST,6,Moderna,1,1980-1989,ADEM_broad,0,0,0,103723.11,30-39
TEST,6,Moderna,1,1990+,ADEM_broad,0,0,0,166546.75,<30
TEST,6,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,6,Moderna,1,<1960,ADEM_broad,0,0,0,35391.73,60+
TEST,6,Moderna,1,>1960,ADEM_broad,0,0,0,20779.82,
TEST,6,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,13092.64,all_birth_cohorts
TEST,7,Moderna,1,1940-1949,ADEM_broad,0,0,0,84739.83,70-79
TEST,7,Moderna,1,1950-1959,ADEM_broad,0,0,0,59591.47,60-69
TEST,7,Moderna,1,1960-1969,ADEM_broad,0,0,0,42039.41,50-59
TEST,7,Moderna,1,1970-1979,ADEM_broad,0,0,0,111721.66,40-49
TEST,7,Moderna,1,1980-1989,ADEM_broad,0,0,0,102072.97,30-39
TEST,7,Moderna,1,1990+,ADEM_broad,0,0,0,165118.04,<30
TEST,7,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,7,Moderna,1,<1960,ADEM_broad,0,0,0,34424.2,60+
TEST,7,Moderna,1,>1960,ADEM_broad,0,0,0,20579.86,
TEST,7,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,12879.87,all_birth_cohorts
TEST,8,Moderna,1,1940-1949,ADEM_broad,0,0,0,82357.17,70-79
TEST,8,Moderna,1,1950-1959,ADEM_broad,0,0,0,58862.53,60-69
TEST,8,Moderna,1,1960-1969,ADEM_broad,0,0,0,41765.75,50-59
TEST,8,Moderna,1,1970-1979,ADEM_broad,0,0,0,111076.93,40-49
TEST,8,Moderna,1,1980-1989,ADEM_broad,0,0,0,100624.59,30-39
TEST,8,Moderna,1,1990+,ADEM_broad,0,0,0,164513.21,<30
TEST,8,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,8,Moderna,1,<1960,ADEM_broad,0,0,0,33785.44,60+
TEST,8,Moderna,1,>1960,ADEM_broad,0,0,0,20423.88,
TEST,8,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,12728.99,all_birth_cohorts
TEST,9,Moderna,1,1940-1949,ADEM_broad,0,0,0,80632.15,70-79
TEST,9,Moderna,1,1950-1959,ADEM_broad,0,0,0,58151.2,60-69
TEST,9,Moderna,1,1960-1969,ADEM_broad,0,0,0,41495.63,50-59
TEST,9,Moderna,1,1970-1979,ADEM_broad,0,0,0,110439.61,40-49
TEST,9,Moderna,1,1980-1989,ADEM_broad,0,0,0,99730.81,30-39
TEST,9,Moderna,1,1990+,ADEM_broad,0,0,0,164513.21,<30
TEST,9,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,9,Moderna,1,<1960,ADEM_broad,0,0,0,33260.02,60+
TEST,9,Moderna,1,>1960,ADEM_broad,0,0,0,20300.79,
TEST,9,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,12606.32,all_birth_cohorts
TEST,10,Moderna,1,1940-1949,ADEM_broad,0,0,0,79210.07,70-79
TEST,10,Moderna,1,1950-1959,ADEM_broad,0,0,0,57628.88,60-69
TEST,10,Moderna,1,1960-1969,ADEM_broad,0,0,0,41292.16,50-59
TEST,10,Moderna,1,1970-1979,ADEM_broad,0,0,0,109809.55,40-49
TEST,10,Moderna,1,1980-1989,ADEM_broad,0,0,0,99216.73,30-39
TEST,10,Moderna,1,1990+,ADEM_broad,0,0,0,164513.21,<30
TEST,10,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,10,Moderna,1,<1960,ADEM_broad,0,0,0,32846.49,60+
TEST,10,Moderna,1,>1960,ADEM_broad,0,0,0,20209.44,
TEST,10,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,12511.5,all_birth_cohorts
TEST,11,Moderna,1,1940-1949,ADEM_broad,0,0,0,77927.31,70-79
TEST,11,Moderna,1,1950-1959,ADEM_broad,0,0,0,57285.85,60-69
TEST,11,Moderna,1,1960-1969,ADEM_broad,0,0,0,41115.75,50-59
TEST,11,Moderna,1,1970-1979,ADEM_broad,0,0,0,109186.65,40-49
TEST,11,Moderna,1,1980-1989,ADEM_broad,0,0,0,98707.93,30-39
TEST,11,Moderna,1,1990+,ADEM_broad,0,0,0,164513.21,<30
TEST,11,Moderna,1,<1940,ADEM_broad,0,0,0,2138671.78,80+
TEST,11,Moderna,1,<1960,ADEM_broad,0,0,0,32513.59,60+
TEST,11,Moderna,1,>1960,ADEM_broad,0,0,0,20124.92,
TEST,11,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,12430.7,all_birth_cohorts
