datasource,week,vx_manufacturer,dose,birth_cohort,COVID,Numerator,IR,lb,ub,ageband
TEST,20200525,none,no_dose,1950-1959,L1,1,5599.42,141.76,31197.96,60-69
TEST,20200525,none,no_dose,1980-1989,L1,1,6921.55,175.24,38564.39,30-39
TEST,20200525,none,no_dose,<1940,L1,1,7704.07,195.05,42924.34,80+
TEST,20200601,none,no_dose,1960-1969,L1,2,8419.78,1019.67,30415.14,50-59
TEST,20200601,none,no_dose,1990+,L1,0,0,0,12556.97,<30
TEST,20200601,none,no_dose,1940-1949,L1,0,0,0,24772.26,70-79
TEST,20200601,none,no_dose,1970-1979,L1,0,0,0,16656.73,40-49
TEST,20200601,none,no_dose,1950-1959,L1,0,0,0,20693.64,60-69
TEST,20200601,none,no_dose,1980-1989,L1,0,0,0,25561.81,30-39
TEST,20200601,none,no_dose,<1940,L1,1,7712.2,195.26,42969.65,80+
TEST,20200608,none,no_dose,1960-1969,L1,0,0,0,15572.85,50-59
TEST,20200608,none,no_dose,1990+,L1,0,0,0,12579.25,<30
TEST,20200608,none,no_dose,1940-1949,L1,0,0,0,24772.26,70-79
TEST,20200608,none,no_dose,1970-1979,L1,0,0,0,16700.09,40-49
TEST,20200608,none,no_dose,1950-1959,L1,0,0,0,20715.92,60-69
TEST,20200608,none,no_dose,1980-1989,L1,0,0,0,25561.81,30-39
TEST,20200608,none,no_dose,<1940,L1,0,0,0,28515.62,80+
TEST,20200615,none,no_dose,1960-1969,L1,0,0,0,15580.06,50-59
TEST,20200615,none,no_dose,1990+,L1,0,0,0,12596.89,<30
TEST,20200615,none,no_dose,1940-1949,L1,0,0,0,24781.37,70-79
TEST,20200615,none,no_dose,1970-1979,L1,0,0,0,16735.35,40-49
TEST,20200615,none,no_dose,1950-1959,L1,0,0,0,20735.04,60-69
TEST,20200615,none,no_dose,1980-1989,L1,0,0,0,25561.81,30-39
TEST,20200615,none,no_dose,<1940,L1,0,0,0,28557.93,80+
TEST,20200622,none,no_dose,1960-1969,L1,0,0,0,15585.46,50-59
TEST,20200622,none,no_dose,1990+,L1,0,0,0,12606.32,<30
TEST,20200622,none,no_dose,1940-1949,L1,0,0,0,24817.89,70-79
TEST,20200622,none,no_dose,1970-1979,L1,0,0,0,16752,40-49
TEST,20200622,none,no_dose,1950-1959,L1,1,5626.16,142.44,31346.93,60-69
TEST,20200622,none,no_dose,1980-1989,L1,0,0,0,25586.08,30-39
TEST,20200622,none,no_dose,<1940,L1,0,0,0,28752.95,80+
TEST,20200629,none,no_dose,1960-1969,L1,0,0,0,15601.7,50-59
TEST,20200629,none,no_dose,1990+,L1,0,0,0,12627.58,<30
TEST,20200629,none,no_dose,1940-1949,L1,0,0,0,24900.45,70-79
TEST,20200629,none,no_dose,1970-1979,L1,0,0,0,16760.33,40-49
TEST,20200629,none,no_dose,1950-1959,L1,0,0,0,20792.64,60-69
TEST,20200629,none,no_dose,1980-1989,L1,0,0,0,25595.81,30-39
TEST,20200629,none,no_dose,<1940,L1,0,0,0,28839.11,80+
TEST,20200706,none,no_dose,1960-1969,L1,0,0,0,15621.6,50-59
TEST,20200706,none,no_dose,1990+,L1,0,0,0,12634.69,<30
TEST,20200706,none,no_dose,1940-1949,L1,0,0,0,24965.04,70-79
TEST,20200706,none,no_dose,1970-1979,L1,0,0,0,16774.94,40-49
TEST,20200706,none,no_dose,1950-1959,L1,0,0,0,20834.44,60-69
TEST,20200706,none,no_dose,1980-1989,L1,0,0,0,25600.67,30-39
TEST,20200706,none,no_dose,<1940,L1,0,0,0,28938.21,80+
TEST,20200713,none,no_dose,1960-1969,L1,0,0,0,15636.11,50-59
TEST,20200713,none,no_dose,1990+,L1,0,0,0,12648.92,<30
TEST,20200713,none,no_dose,1940-1949,L1,0,0,0,25020.67,70-79
TEST,20200713,none,no_dose,1970-1979,L1,0,0,0,16804.23,40-49
TEST,20200713,none,no_dose,1950-1959,L1,0,0,0,20863.48,60-69
TEST,20200713,none,no_dose,1980-1989,L1,0,0,0,25708.13,30-39
TEST,20200713,none,no_dose,<1940,L1,0,0,0,29056.79,80+
TEST,20200720,none,no_dose,1960-1969,L1,0,0,0,15659.73,50-59
TEST,20200720,none,no_dose,1990+,L1,0,0,0,12671.52,<30
TEST,20200720,none,no_dose,1940-1949,L1,0,0,0,25085.89,70-79
TEST,20200720,none,no_dose,1970-1979,L1,0,0,0,16810.52,40-49
TEST,20200720,none,no_dose,1950-1959,L1,0,0,0,20921.79,60-69
TEST,20200720,none,no_dose,1980-1989,L1,1,6987.76,176.91,38933.28,30-39
TEST,20200720,none,no_dose,<1940,L1,0,0,0,29119.59,80+
TEST,20200727,none,no_dose,1960-1969,L1,1,4248.58,107.56,23671.55,50-59
TEST,20200727,none,no_dose,1990+,L1,0,0,0,12687.04,<30
TEST,20200727,none,no_dose,1940-1949,L1,0,0,0,25128,70-79
TEST,20200727,none,no_dose,1970-1979,L1,0,0,0,16825.22,40-49
TEST,20200727,none,no_dose,1950-1959,L1,0,0,0,20970.63,60-69
TEST,20200727,none,no_dose,1980-1989,L1,0,0,0,25801.67,30-39
TEST,20200727,none,no_dose,<1940,L1,0,0,0,29239.65,80+
TEST,20200803,none,no_dose,1960-1969,L1,0,0,0,15681.6,50-59
TEST,20200803,none,no_dose,1990+,L1,0,0,0,12707.38,<30
TEST,20200803,none,no_dose,1940-1949,L1,0,0,0,25128,70-79
TEST,20200803,none,no_dose,1970-1979,L1,0,0,0,16863.12,40-49
TEST,20200803,none,no_dose,1950-1959,L1,0,0,0,20990.24,60-69
TEST,20200803,none,no_dose,1980-1989,L1,0,0,0,25885.94,30-39
TEST,20200803,none,no_dose,<1940,L1,0,0,0,29284.14,80+
TEST,20200810,none,no_dose,1960-1969,L1,0,0,0,15694.39,50-59
TEST,20200810,none,no_dose,1990+,L1,0,0,0,12741.02,<30
TEST,20200810,none,no_dose,1940-1949,L1,0,0,0,25132.68,70-79
TEST,20200810,none,no_dose,1970-1979,L1,0,0,0,16882.14,40-49
TEST,20200810,none,no_dose,1950-1959,L1,0,0,0,21026.27,60-69
TEST,20200810,none,no_dose,1980-1989,L1,0,0,0,25960.76,30-39
TEST,20200810,none,no_dose,<1940,L1,0,0,0,29360.72,80+
TEST,20200817,none,no_dose,1960-1969,L1,0,0,0,15712.69,50-59
TEST,20200817,none,no_dose,1990+,L1,0,0,0,12779.69,<30
TEST,20200817,none,no_dose,1940-1949,L1,0,0,0,25226.8,70-79
TEST,20200817,none,no_dose,1970-1979,L1,0,0,0,16928.8,40-49
TEST,20200817,none,no_dose,1950-1959,L1,0,0,0,21045.97,60-69
TEST,20200817,none,no_dose,1980-1989,L1,0,0,0,26010.87,30-39
TEST,20200817,none,no_dose,<1940,L1,0,0,0,29508.61,80+
TEST,20200824,none,no_dose,1960-1969,L1,0,0,0,15743.9,50-59
TEST,20200824,none,no_dose,1990+,L1,0,0,0,12803.98,<30
TEST,20200824,none,no_dose,1940-1949,L1,0,0,0,25226.8,70-79
TEST,20200824,none,no_dose,1970-1979,L1,0,0,0,16945.83,40-49
TEST,20200824,none,no_dose,1950-1959,L1,0,0,0,21095.4,60-69
TEST,20200824,none,no_dose,1980-1989,L1,0,0,0,26081.36,30-39
TEST,20200824,none,no_dose,<1940,L1,0,0,0,29612.38,80+
TEST,20200831,none,no_dose,1960-1969,L1,0,0,0,15786.33,50-59
TEST,20200831,none,no_dose,1990+,L1,0,0,0,12845.49,<30
TEST,20200831,none,no_dose,1940-1949,L1,0,0,0,25240.97,70-79
TEST,20200831,none,no_dose,1970-1979,L1,0,0,0,16997.14,40-49
TEST,20200831,none,no_dose,1950-1959,L1,0,0,0,21184.96,60-69
TEST,20200831,none,no_dose,1980-1989,L1,0,0,0,26152.24,30-39
TEST,20200831,none,no_dose,<1940,L1,0,0,0,29625.4,80+
TEST,20200907,none,no_dose,1960-1969,L1,0,0,0,15801.14,50-59
TEST,20200907,none,no_dose,1990+,L1,0,0,0,12886.03,<30
TEST,20200907,none,no_dose,1940-1949,L1,0,0,0,25259.9,70-79
TEST,20200907,none,no_dose,1970-1979,L1,0,0,0,17037.98,40-49
TEST,20200907,none,no_dose,1950-1959,L1,0,0,0,21255.14,60-69
TEST,20200907,none,no_dose,1980-1989,L1,0,0,0,26152.24,30-39
TEST,20200907,none,no_dose,<1940,L1,0,0,0,29697.23,80+
TEST,20200914,none,no_dose,1960-1969,L1,0,0,0,15821.55,50-59
TEST,20200914,none,no_dose,1990+,L1,1,3501.58,88.65,19509.57,<30
TEST,20200914,none,no_dose,1940-1949,L1,0,0,0,25269.38,70-79
TEST,20200914,none,no_dose,1970-1979,L1,0,0,0,17087.68,40-49
TEST,20200914,none,no_dose,1950-1959,L1,0,0,0,21315.67,60-69
TEST,20200914,none,no_dose,1980-1989,L1,0,0,0,26177.64,30-39
TEST,20200914,none,no_dose,<1940,L1,0,0,0,29749.68,80+
TEST,20200921,none,no_dose,1960-1969,L1,0,0,0,15855.06,50-59
TEST,20200921,none,no_dose,1990+,L1,1,3507.3,88.8,19541.41,<30
TEST,20200921,none,no_dose,1940-1949,L1,1,6877.24,174.12,38317.51,70-79
TEST,20200921,none,no_dose,1970-1979,L1,1,4635.15,117.35,25825.42,40-49
TEST,20200921,none,no_dose,1950-1959,L1,0,0,0,21339.3,60-69
TEST,20200921,none,no_dose,1980-1989,L1,0,0,0,26269.51,30-39
TEST,20200921,none,no_dose,<1940,L1,0,0,0,29762.83,80+
TEST,20200928,none,no_dose,1960-1969,L1,0,0,0,15886.84,50-59
TEST,20200928,none,no_dose,1990+,L1,0,0,0,12994.15,<30
TEST,20200928,none,no_dose,1940-1949,L1,0,0,0,25393.2,70-79
TEST,20200928,none,no_dose,1970-1979,L1,0,0,0,17131.13,40-49
TEST,20200928,none,no_dose,1950-1959,L1,0,0,0,21369.76,60-69
TEST,20200928,none,no_dose,1980-1989,L1,0,0,0,26372.35,30-39
TEST,20200928,none,no_dose,<1940,L1,0,0,0,29888.27,80+
TEST,20201005,none,no_dose,1960-1969,L1,0,0,0,15945.13,50-59
TEST,20201005,none,no_dose,1990+,L1,0,0,0,13028.07,<30
TEST,20201005,none,no_dose,1940-1949,L1,0,0,0,25426.75,70-79
TEST,20201005,none,no_dose,1970-1979,L1,0,0,0,17150.75,40-49
TEST,20201005,none,no_dose,1950-1959,L1,0,0,0,21393.51,60-69
TEST,20201005,none,no_dose,1980-1989,L1,0,0,0,26439.62,30-39
TEST,20201005,none,no_dose,<1940,L1,0,0,0,29974.71,80+
TEST,20201012,none,no_dose,1960-1969,L1,0,0,0,15977.27,50-59
TEST,20201012,none,no_dose,1990+,L1,0,0,0,13109.2,<30
TEST,20201012,none,no_dose,1940-1949,L1,0,0,0,25494.1,70-79
TEST,20201012,none,no_dose,1970-1979,L1,0,0,0,17157.31,40-49
TEST,20201012,none,no_dose,1950-1959,L1,0,0,0,21410.51,60-69
TEST,20201012,none,no_dose,1980-1989,L1,0,0,0,26475.99,30-39
TEST,20201012,none,no_dose,<1940,L1,0,0,0,30075.07,80+
TEST,20201019,none,no_dose,1960-1969,L1,0,0,0,16015.25,50-59
TEST,20201019,none,no_dose,1990+,L1,0,0,0,13156.56,<30
TEST,20201019,none,no_dose,1940-1949,L1,0,0,0,25503.75,70-79
TEST,20201019,none,no_dose,1970-1979,L1,0,0,0,17176.99,40-49
TEST,20201019,none,no_dose,1950-1959,L1,0,0,0,21454.83,60-69
TEST,20201019,none,no_dose,1980-1989,L1,1,7187.13,181.96,40044.13,30-39
TEST,20201019,none,no_dose,<1940,L1,0,0,0,30162.6,80+
TEST,20201026,none,no_dose,1960-1969,L1,1,4352.88,110.21,24252.68,50-59
TEST,20201026,none,no_dose,1990+,L1,2,7161.06,867.24,25868.22,<30
TEST,20201026,none,no_dose,1940-1949,L1,0,0,0,25556.97,70-79
TEST,20201026,none,no_dose,1970-1979,L1,0,0,0,17194.53,40-49
TEST,20201026,none,no_dose,1950-1959,L1,0,0,0,21482.19,60-69
TEST,20201026,none,no_dose,1980-1989,L1,0,0,0,26622.47,30-39
TEST,20201026,none,no_dose,<1940,L1,1,8193.14,207.43,45649.23,80+
TEST,20201102,none,no_dose,1960-1969,L1,0,0,0,16091.76,50-59
TEST,20201102,none,no_dose,1990+,L1,1,3597.81,91.09,20045.73,<30
TEST,20201102,none,no_dose,1940-1949,L1,0,0,0,25620.14,70-79
TEST,20201102,none,no_dose,1970-1979,L1,2,9375,1135.36,33865.72,40-49
TEST,20201102,none,no_dose,1950-1959,L1,0,0,0,21502.76,60-69
TEST,20201102,none,no_dose,1980-1989,L1,0,0,0,26659.34,30-39
TEST,20201102,none,no_dose,<1940,L1,2,16456.41,1992.95,59446.21,80+
TEST,20201109,none,no_dose,1960-1969,L1,0,0,0,16145.75,50-59
TEST,20201109,none,no_dose,1990+,L1,0,0,0,13332.31,<30
TEST,20201109,none,no_dose,1940-1949,L1,0,0,0,25668.95,70-79
TEST,20201109,none,no_dose,1970-1979,L1,1,4706.22,119.15,26221.4,40-49
TEST,20201109,none,no_dose,1950-1959,L1,0,0,0,21547.47,60-69
TEST,20201109,none,no_dose,1980-1989,L1,0,0,0,26669.9,30-39
TEST,20201109,none,no_dose,<1940,L1,0,0,0,30504.03,80+
TEST,20201116,none,no_dose,1960-1969,L1,0,0,0,16180.66,50-59
TEST,20201116,none,no_dose,1990+,L1,0,0,0,13415.94,<30
TEST,20201116,none,no_dose,1940-1949,L1,0,0,0,25713.04,70-79
TEST,20201116,none,no_dose,1970-1979,L1,0,0,0,17403.3,40-49
TEST,20201116,none,no_dose,1950-1959,L1,0,0,0,21557.81,60-69
TEST,20201116,none,no_dose,1980-1989,L1,1,7262.88,183.88,40466.15,30-39
TEST,20201116,none,no_dose,<1940,L1,1,8280.44,209.64,46135.63,80+
TEST,20201123,none,no_dose,1960-1969,L1,2,8799.08,1065.61,31785.32,50-59
TEST,20201123,none,no_dose,1990+,L1,4,14595.4,3976.76,37370.03,<30
TEST,20201123,none,no_dose,1940-1949,L1,0,0,0,25772.06,70-79
TEST,20201123,none,no_dose,1970-1979,L1,1,4737.35,119.94,26394.85,40-49
TEST,20201123,none,no_dose,1950-1959,L1,2,11721.76,1419.56,42343.02,60-69
TEST,20201123,none,no_dose,1980-1989,L1,2,14618.77,1770.4,52808.03,30-39
TEST,20201123,none,no_dose,<1940,L1,0,0,0,30635.82,80+
TEST,20201130,none,no_dose,1960-1969,L1,0,0,0,16309.93,50-59
TEST,20201130,none,no_dose,1990+,L1,3,10992.68,2266.95,32125.27,<30
TEST,20201130,none,no_dose,1940-1949,L1,0,0,0,25871.03,70-79
TEST,20201130,none,no_dose,1970-1979,L1,1,4749.06,120.24,26460.05,40-49
TEST,20201130,none,no_dose,1950-1959,L1,0,0,0,21651.35,60-69
TEST,20201130,none,no_dose,1980-1989,L1,0,0,0,27082.68,30-39
TEST,20201130,none,no_dose,<1940,L1,0,0,0,30698.64,80+
TEST,20201207,none,no_dose,1960-1969,L1,4,17749.97,4836.27,45446.97,50-59
TEST,20201207,none,no_dose,1990+,L1,1,3681.21,93.2,20510.41,<30
TEST,20201207,none,no_dose,1940-1949,L1,1,7028.09,177.94,39158.03,70-79
TEST,20201207,none,no_dose,1970-1979,L1,4,19068.13,5195.42,48821.98,40-49
TEST,20201207,none,no_dose,1950-1959,L1,1,5877.86,148.81,32749.32,60-69
TEST,20201207,none,no_dose,1980-1989,L1,1,7362.43,186.4,41020.82,30-39
TEST,20201207,none,no_dose,<1940,L1,1,8344.76,211.27,46494.01,80+
TEST,20201214,none,no_dose,1960-1969,L1,3,13366.06,2756.4,39061.31,50-59
TEST,20201214,none,no_dose,1990+,L1,3,11076.01,2284.14,32368.81,<30
TEST,20201214,none,no_dose,1940-1949,L1,0,0,0,25955.75,70-79
TEST,20201214,none,no_dose,1970-1979,L1,5,24010.65,7796.19,56032.85,40-49
TEST,20201214,none,no_dose,1950-1959,L1,2,11782.26,1426.89,42561.57,60-69
TEST,20201214,none,no_dose,1980-1989,L1,0,0,0,27302.19,30-39
TEST,20201214,none,no_dose,<1940,L1,1,8390.76,212.44,46750.35,80+
TEST,20201221,none,no_dose,1960-1969,L1,3,13439.84,2771.62,39276.91,50-59
TEST,20201221,none,no_dose,1990+,L1,4,14844.54,4044.64,38007.93,<30
TEST,20201221,none,no_dose,1940-1949,L1,0,0,0,25975.77,70-79
TEST,20201221,none,no_dose,1970-1979,L1,3,14474.9,2985.07,42301.8,40-49
TEST,20201221,none,no_dose,1950-1959,L1,3,17742.07,3658.84,51849.85,60-69
TEST,20201221,none,no_dose,1980-1989,L1,1,7425.29,187.99,41371.07,30-39
TEST,20201221,none,no_dose,<1940,L1,0,0,0,31052.39,80+
