datasource,week_since_vaccination,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,0,none,no_dose,80+,L2,0,0,0,10599.14
TEST,0,none,no_dose,70-79,L2,0,0,0,8562.84
TEST,0,none,no_dose,25-29,L2,0,0,0,28317.85
TEST,0,none,no_dose,60-69,L2,1,2006.98,50.81,11182.17
TEST,0,none,no_dose,50-59,L2,2,2952.83,357.6,10666.63
TEST,0,none,no_dose,12-17,L2,0,0,0,17161.68
TEST,0,none,no_dose,30-39,L2,0,0,0,8979.43
TEST,1,Pfizer,1,40-49,L2,0,0,0,6416015.34
TEST,2,Pfizer,1,40-49,L2,0,0,0,7091385.37
TEST,3,Pfizer,1,40-49,L2,0,0,0,11228026.84
TEST,0,none,no_dose,5-11,L2,0,0,0,19375.37
TEST,1,Pfizer,1,50-59,L2,0,0,0,3849609.2
TEST,1,Pfizer,1,80+,L2,0,0,0,5858100.96
TEST,2,Pfizer,1,50-59,L2,0,0,0,4812011.5
TEST,3,Pfizer,1,50-59,L2,0,0,0,4812011.5
TEST,4,Pfizer,1,50-59,L2,0,0,0,5614013.42
TEST,1,Pfizer,2,50-59,L2,0,0,0,19248046.01
TEST,2,Pfizer,2,50-59,L2,0,0,0,22456053.68
TEST,5,Pfizer,1,50-59,L2,0,0,0,14970702.45
TEST,2,Pfizer,1,80+,L2,0,0,0,13473632.21
TEST,0,none,no_dose,0-4,L2,0,0,0,97212.35
TEST,1,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,2,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,3,Pfizer,1,30-39,L2,0,0,0,9624023
TEST,4,Pfizer,1,30-39,L2,0,0,0,8982421.47
TEST,1,AstraZeneca,1,40-49,L2,0,0,0,19248046.01
TEST,2,AstraZeneca,1,40-49,L2,0,0,0,19248046.01
TEST,3,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,4,Pfizer,1,80+,L2,0,0,0,19248046.01
TEST,5,Pfizer,1,80+,L2,0,0,0,26947264.41
TEST,1,AstraZeneca,1,70-79,L2,0,0,0,16842040.26
TEST,4,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,5,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,6,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,7,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,8,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,9,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,10,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,11,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,12,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,13,Pfizer,1,40-49,L2,0,0,0,19248046.01
TEST,14,Pfizer,1,40-49,L2,0,0,0,44912107.35
TEST,5,Pfizer,1,30-39,L2,0,0,0,19248046.01
TEST,6,Pfizer,1,30-39,L2,0,0,0,33684080.52
TEST,1,Pfizer,2,30-39,L2,0,0,0,19248046.01
TEST,2,Pfizer,2,30-39,L2,0,0,0,19248046.01
TEST,3,Pfizer,2,30-39,L2,0,0,0,19248046.01
TEST,4,Pfizer,2,30-39,L2,0,0,0,33684080.52
TEST,0,none,no_dose,all_birth_cohorts,L2,3,808.15,166.66,2361.75
TEST,1,Pfizer,1,all_birth_cohorts,L2,0,0,0,1448777.66
TEST,2,Pfizer,1,all_birth_cohorts,L2,0,0,0,1897694.68
TEST,3,Pfizer,1,all_birth_cohorts,L2,0,0,0,2208792.16
TEST,4,Pfizer,1,all_birth_cohorts,L2,0,0,0,2542194.76
TEST,1,Pfizer,2,all_birth_cohorts,L2,0,0,0,9624023
TEST,2,Pfizer,2,all_birth_cohorts,L2,0,0,0,10364332.47
TEST,5,Pfizer,1,all_birth_cohorts,L2,0,0,0,4812011.5
TEST,1,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,8982421.47
TEST,2,AstraZeneca,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,6,Pfizer,1,all_birth_cohorts,L2,0,0,0,12248756.55
TEST,7,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,8,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,9,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,10,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,11,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,12,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,13,Pfizer,1,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,14,Pfizer,1,all_birth_cohorts,L2,0,0,0,44912107.35
TEST,3,Pfizer,2,all_birth_cohorts,L2,0,0,0,19248046.01
TEST,4,Pfizer,2,all_birth_cohorts,L2,0,0,0,33684080.52
TEST,0,none,no_dose,0-59,L2,2,821.32,99.47,2966.9
TEST,1,Pfizer,1,0-59,L2,0,0,0,1924804.6
TEST,2,Pfizer,1,0-59,L2,0,0,0,2208792.16
TEST,3,Pfizer,1,0-59,L2,0,0,0,2495117.08
TEST,4,Pfizer,1,0-59,L2,0,0,0,2929050.48
TEST,1,Pfizer,2,0-59,L2,0,0,0,9624023
TEST,2,Pfizer,2,0-59,L2,0,0,0,10364332.47
TEST,5,Pfizer,1,0-59,L2,0,0,0,5858100.96
TEST,1,AstraZeneca,1,0-59,L2,0,0,0,19248046.01
TEST,2,AstraZeneca,1,0-59,L2,0,0,0,19248046.01
TEST,6,Pfizer,1,0-59,L2,0,0,0,12248756.55
TEST,7,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,8,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,9,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,10,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,11,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,12,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,13,Pfizer,1,0-59,L2,0,0,0,19248046.01
TEST,14,Pfizer,1,0-59,L2,0,0,0,44912107.35
TEST,3,Pfizer,2,0-59,L2,0,0,0,19248046.01
TEST,4,Pfizer,2,0-59,L2,0,0,0,33684080.52
TEST,0,none,no_dose,60+,L2,1,783.03,19.82,4362.74
TEST,1,Pfizer,1,60+,L2,0,0,0,5858100.96
TEST,2,Pfizer,1,60+,L2,0,0,0,13473632.21
TEST,3,Pfizer,1,60+,L2,0,0,0,19248046.01
TEST,4,Pfizer,1,60+,L2,0,0,0,19248046.01
TEST,5,Pfizer,1,60+,L2,0,0,0,26947264.41
TEST,1,AstraZeneca,1,60+,L2,0,0,0,16842040.26
TEST,0,none,no_dose,18-24,L3,0,0,0,17864.8
TEST,0,none,no_dose,40-49,L3,0,0,0,6506.8
TEST,0,none,no_dose,80+,L3,0,0,0,10599.14
TEST,0,none,no_dose,70-79,L3,0,0,0,8562.84
TEST,0,none,no_dose,25-29,L3,0,0,0,28317.85
TEST,0,none,no_dose,60-69,L3,1,2006.98,50.81,11182.17
TEST,0,none,no_dose,50-59,L3,2,2952.83,357.6,10666.63
TEST,0,none,no_dose,12-17,L3,0,0,0,17161.68
TEST,0,none,no_dose,30-39,L3,0,0,0,8979.43
TEST,1,Pfizer,1,40-49,L3,0,0,0,6416015.34
TEST,2,Pfizer,1,40-49,L3,0,0,0,7091385.37
TEST,3,Pfizer,1,40-49,L3,0,0,0,11228026.84
TEST,0,none,no_dose,5-11,L3,0,0,0,19375.37
TEST,1,Pfizer,1,50-59,L3,0,0,0,3849609.2
TEST,1,Pfizer,1,80+,L3,0,0,0,5858100.96
TEST,2,Pfizer,1,50-59,L3,0,0,0,4812011.5
TEST,3,Pfizer,1,50-59,L3,0,0,0,4812011.5
TEST,4,Pfizer,1,50-59,L3,0,0,0,5614013.42
TEST,1,Pfizer,2,50-59,L3,0,0,0,19248046.01
TEST,2,Pfizer,2,50-59,L3,0,0,0,22456053.68
TEST,5,Pfizer,1,50-59,L3,0,0,0,14970702.45
TEST,2,Pfizer,1,80+,L3,0,0,0,13473632.21
TEST,0,none,no_dose,0-4,L3,0,0,0,97212.35
TEST,1,Pfizer,1,30-39,L3,0,0,0,9624023
TEST,2,Pfizer,1,30-39,L3,0,0,0,9624023
TEST,3,Pfizer,1,30-39,L3,0,0,0,9624023
TEST,4,Pfizer,1,30-39,L3,0,0,0,8982421.47
TEST,1,AstraZeneca,1,40-49,L3,0,0,0,19248046.01
TEST,2,AstraZeneca,1,40-49,L3,0,0,0,19248046.01
TEST,3,Pfizer,1,80+,L3,0,0,0,19248046.01
TEST,4,Pfizer,1,80+,L3,0,0,0,19248046.01
TEST,5,Pfizer,1,80+,L3,0,0,0,26947264.41
TEST,1,AstraZeneca,1,70-79,L3,0,0,0,16842040.26
TEST,4,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,5,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,6,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,7,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,8,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,9,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,10,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,11,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,12,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,13,Pfizer,1,40-49,L3,0,0,0,19248046.01
TEST,14,Pfizer,1,40-49,L3,0,0,0,44912107.35
TEST,5,Pfizer,1,30-39,L3,0,0,0,19248046.01
TEST,6,Pfizer,1,30-39,L3,0,0,0,33684080.52
TEST,1,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,2,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,3,Pfizer,2,30-39,L3,0,0,0,19248046.01
TEST,4,Pfizer,2,30-39,L3,0,0,0,33684080.52
TEST,0,none,no_dose,all_birth_cohorts,L3,3,808.15,166.66,2361.75
TEST,1,Pfizer,1,all_birth_cohorts,L3,0,0,0,1448777.66
TEST,2,Pfizer,1,all_birth_cohorts,L3,0,0,0,1897694.68
TEST,3,Pfizer,1,all_birth_cohorts,L3,0,0,0,2208792.16
TEST,4,Pfizer,1,all_birth_cohorts,L3,0,0,0,2542194.76
TEST,1,Pfizer,2,all_birth_cohorts,L3,0,0,0,9624023
TEST,2,Pfizer,2,all_birth_cohorts,L3,0,0,0,10364332.47
TEST,5,Pfizer,1,all_birth_cohorts,L3,0,0,0,4812011.5
TEST,1,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,8982421.47
TEST,2,AstraZeneca,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,6,Pfizer,1,all_birth_cohorts,L3,0,0,0,12248756.55
TEST,7,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,8,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,9,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,10,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,11,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,12,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,13,Pfizer,1,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,14,Pfizer,1,all_birth_cohorts,L3,0,0,0,44912107.35
TEST,3,Pfizer,2,all_birth_cohorts,L3,0,0,0,19248046.01
TEST,4,Pfizer,2,all_birth_cohorts,L3,0,0,0,33684080.52
TEST,0,none,no_dose,0-59,L3,2,821.32,99.47,2966.9
TEST,1,Pfizer,1,0-59,L3,0,0,0,1924804.6
TEST,2,Pfizer,1,0-59,L3,0,0,0,2208792.16
TEST,3,Pfizer,1,0-59,L3,0,0,0,2495117.08
TEST,4,Pfizer,1,0-59,L3,0,0,0,2929050.48
TEST,1,Pfizer,2,0-59,L3,0,0,0,9624023
TEST,2,Pfizer,2,0-59,L3,0,0,0,10364332.47
TEST,5,Pfizer,1,0-59,L3,0,0,0,5858100.96
TEST,1,AstraZeneca,1,0-59,L3,0,0,0,19248046.01
TEST,2,AstraZeneca,1,0-59,L3,0,0,0,19248046.01
TEST,6,Pfizer,1,0-59,L3,0,0,0,12248756.55
TEST,7,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,8,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,9,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,10,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,11,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,12,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,13,Pfizer,1,0-59,L3,0,0,0,19248046.01
TEST,14,Pfizer,1,0-59,L3,0,0,0,44912107.35
TEST,3,Pfizer,2,0-59,L3,0,0,0,19248046.01
TEST,4,Pfizer,2,0-59,L3,0,0,0,33684080.52
TEST,0,none,no_dose,60+,L3,1,783.03,19.82,4362.74
TEST,1,Pfizer,1,60+,L3,0,0,0,5858100.96
TEST,2,Pfizer,1,60+,L3,0,0,0,13473632.21
TEST,3,Pfizer,1,60+,L3,0,0,0,19248046.01
TEST,4,Pfizer,1,60+,L3,0,0,0,19248046.01
TEST,5,Pfizer,1,60+,L3,0,0,0,26947264.41
TEST,1,AstraZeneca,1,60+,L3,0,0,0,16842040.26
TEST,0,none,no_dose,18-24,L4,0,0,0,17864.8
TEST,0,none,no_dose,40-49,L4,0,0,0,6506.8
TEST,0,none,no_dose,80+,L4,0,0,0,10599.14
TEST,0,none,no_dose,70-79,L4,0,0,0,8562.84
TEST,0,none,no_dose,25-29,L4,0,0,0,28317.85
TEST,0,none,no_dose,60-69,L4,0,0,0,7364.25
TEST,0,none,no_dose,50-59,L4,1,1463.4,37.05,8153.54
TEST,0,none,no_dose,12-17,L4,0,0,0,17161.68
TEST,0,none,no_dose,30-39,L4,0,0,0,8979.43
TEST,1,Pfizer,1,40-49,L4,0,0,0,6416015.34
TEST,2,Pfizer,1,40-49,L4,0,0,0,7091385.37
TEST,3,Pfizer,1,40-49,L4,0,0,0,11228026.84
TEST,0,none,no_dose,5-11,L4,0,0,0,19375.37
TEST,1,Pfizer,1,50-59,L4,0,0,0,3849609.2
TEST,1,Pfizer,1,80+,L4,0,0,0,5858100.96
TEST,2,Pfizer,1,50-59,L4,0,0,0,4812011.5
TEST,3,Pfizer,1,50-59,L4,0,0,0,4812011.5
TEST,4,Pfizer,1,50-59,L4,0,0,0,5614013.42
TEST,1,Pfizer,2,50-59,L4,0,0,0,19248046.01
TEST,2,Pfizer,2,50-59,L4,0,0,0,22456053.68
TEST,5,Pfizer,1,50-59,L4,0,0,0,14970702.45
TEST,2,Pfizer,1,80+,L4,0,0,0,13473632.21
TEST,0,none,no_dose,0-4,L4,0,0,0,97212.35
TEST,1,Pfizer,1,30-39,L4,0,0,0,9624023
TEST,2,Pfizer,1,30-39,L4,0,0,0,9624023
TEST,3,Pfizer,1,30-39,L4,0,0,0,9624023
TEST,4,Pfizer,1,30-39,L4,0,0,0,8982421.47
TEST,1,AstraZeneca,1,40-49,L4,0,0,0,19248046.01
TEST,2,AstraZeneca,1,40-49,L4,0,0,0,19248046.01
TEST,3,Pfizer,1,80+,L4,0,0,0,19248046.01
TEST,4,Pfizer,1,80+,L4,0,0,0,19248046.01
TEST,5,Pfizer,1,80+,L4,0,0,0,26947264.41
TEST,1,AstraZeneca,1,70-79,L4,0,0,0,16842040.26
TEST,4,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,5,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,6,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,7,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,8,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,9,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,10,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,11,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,12,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,13,Pfizer,1,40-49,L4,0,0,0,19248046.01
TEST,14,Pfizer,1,40-49,L4,0,0,0,44912107.35
TEST,5,Pfizer,1,30-39,L4,0,0,0,19248046.01
TEST,6,Pfizer,1,30-39,L4,0,0,0,33684080.52
TEST,1,Pfizer,2,30-39,L4,0,0,0,19248046.01
TEST,2,Pfizer,2,30-39,L4,0,0,0,19248046.01
TEST,3,Pfizer,2,30-39,L4,0,0,0,19248046.01
TEST,4,Pfizer,2,30-39,L4,0,0,0,33684080.52
TEST,0,none,no_dose,all_birth_cohorts,L4,1,268.75,6.8,1497.4
TEST,1,Pfizer,1,all_birth_cohorts,L4,0,0,0,1448777.66
TEST,2,Pfizer,1,all_birth_cohorts,L4,0,0,0,1897694.68
TEST,3,Pfizer,1,all_birth_cohorts,L4,0,0,0,2208792.16
TEST,4,Pfizer,1,all_birth_cohorts,L4,0,0,0,2542194.76
TEST,1,Pfizer,2,all_birth_cohorts,L4,0,0,0,9624023
TEST,2,Pfizer,2,all_birth_cohorts,L4,0,0,0,10364332.47
TEST,5,Pfizer,1,all_birth_cohorts,L4,0,0,0,4812011.5
TEST,1,AstraZeneca,1,all_birth_cohorts,L4,0,0,0,8982421.47
TEST,2,AstraZeneca,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,6,Pfizer,1,all_birth_cohorts,L4,0,0,0,12248756.55
TEST,7,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,8,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,9,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,10,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,11,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,12,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,13,Pfizer,1,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,14,Pfizer,1,all_birth_cohorts,L4,0,0,0,44912107.35
TEST,3,Pfizer,2,all_birth_cohorts,L4,0,0,0,19248046.01
TEST,4,Pfizer,2,all_birth_cohorts,L4,0,0,0,33684080.52
TEST,0,none,no_dose,0-59,L4,1,409.65,10.37,2282.41
TEST,1,Pfizer,1,0-59,L4,0,0,0,1924804.6
TEST,2,Pfizer,1,0-59,L4,0,0,0,2208792.16
TEST,3,Pfizer,1,0-59,L4,0,0,0,2495117.08
TEST,4,Pfizer,1,0-59,L4,0,0,0,2929050.48
TEST,1,Pfizer,2,0-59,L4,0,0,0,9624023
TEST,2,Pfizer,2,0-59,L4,0,0,0,10364332.47
TEST,5,Pfizer,1,0-59,L4,0,0,0,5858100.96
TEST,1,AstraZeneca,1,0-59,L4,0,0,0,19248046.01
TEST,2,AstraZeneca,1,0-59,L4,0,0,0,19248046.01
TEST,6,Pfizer,1,0-59,L4,0,0,0,12248756.55
TEST,7,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,8,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,9,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,10,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,11,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,12,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,13,Pfizer,1,0-59,L4,0,0,0,19248046.01
TEST,14,Pfizer,1,0-59,L4,0,0,0,44912107.35
TEST,3,Pfizer,2,0-59,L4,0,0,0,19248046.01
TEST,4,Pfizer,2,0-59,L4,0,0,0,33684080.52
TEST,0,none,no_dose,60+,L4,0,0,0,2882.49
TEST,1,Pfizer,1,60+,L4,0,0,0,5858100.96
TEST,2,Pfizer,1,60+,L4,0,0,0,13473632.21
TEST,3,Pfizer,1,60+,L4,0,0,0,19248046.01
TEST,4,Pfizer,1,60+,L4,0,0,0,19248046.01
TEST,5,Pfizer,1,60+,L4,0,0,0,26947264.41
TEST,1,AstraZeneca,1,60+,L4,0,0,0,16842040.26
TEST,0,none,no_dose,18-24,L5,0,0,0,17864.8
TEST,0,none,no_dose,40-49,L5,0,0,0,6506.8
TEST,0,none,no_dose,80+,L5,0,0,0,10599.14
TEST,0,none,no_dose,70-79,L5,0,0,0,8562.84
TEST,0,none,no_dose,25-29,L5,0,0,0,28317.85
TEST,0,none,no_dose,60-69,L5,0,0,0,7364.25
TEST,0,none,no_dose,50-59,L5,1,1463.4,37.05,8153.54
TEST,0,none,no_dose,12-17,L5,0,0,0,17161.68
TEST,0,none,no_dose,30-39,L5,0,0,0,8979.43
TEST,1,Pfizer,1,40-49,L5,0,0,0,6416015.34
TEST,2,Pfizer,1,40-49,L5,0,0,0,7091385.37
