datasource,week,vx_manufacturer,dose,riskfactor,percentage
TEST,20191230,Pfizer,1,CV,0
TEST,20191230,Pfizer,1,COVCANCER,0
TEST,20191230,Pfizer,1,COVCOPD,0
TEST,20191230,Pfizer,1,COVHIV,0
TEST,20191230,Pfizer,1,COVCKD,0
TEST,20191230,Pfizer,1,COVDIAB,0
TEST,20191230,Pfizer,1,COVOBES,0
TEST,20191230,Pfizer,1,COVSICKLE,0
TEST,20191230,Pfizer,1,IMMUNOSUPPR,0
TEST,20191230,Pfizer,1,any_risk_factors,0
TEST,20191230,Pfizer,2,CV,0
TEST,20191230,Pfizer,2,COVCANCER,0
TEST,20191230,Pfizer,2,COVCOPD,0
TEST,20191230,Pfizer,2,COVHIV,0
TEST,20191230,Pfizer,2,COVCKD,0
TEST,20191230,Pfizer,2,COVDIAB,0
TEST,20191230,Pfizer,2,COVOBES,0
TEST,20191230,Pfizer,2,COVSICKLE,0
TEST,20191230,Pfizer,2,IMMUNOSUPPR,0
TEST,20191230,Pfizer,2,any_risk_factors,0
TEST,20191230,UKN,1,CV,0
TEST,20191230,UKN,1,COVCANCER,0
TEST,20191230,UKN,1,COVCOPD,0
TEST,20191230,UKN,1,COVHIV,0
TEST,20191230,UKN,1,COVCKD,0
TEST,20191230,UKN,1,COVDIAB,0
TEST,20191230,UKN,1,COVOBES,0
TEST,20191230,UKN,1,COVSICKLE,0
TEST,20191230,UKN,1,IMMUNOSUPPR,0
TEST,20191230,UKN,1,any_risk_factors,0
TEST,20191230,UKN,2,CV,0
TEST,20191230,UKN,2,COVCANCER,0
TEST,20191230,UKN,2,COVCOPD,0
TEST,20191230,UKN,2,COVHIV,0
TEST,20191230,UKN,2,COVCKD,0
TEST,20191230,UKN,2,COVDIAB,0
TEST,20191230,UKN,2,COVOBES,0
TEST,20191230,UKN,2,COVSICKLE,0
TEST,20191230,UKN,2,IMMUNOSUPPR,0
TEST,20191230,UKN,2,any_risk_factors,0
TEST,20200106,AstraZeneca,1,CV,0
TEST,20200106,AstraZeneca,1,COVCANCER,0
TEST,20200106,AstraZeneca,1,COVCOPD,0
TEST,20200106,AstraZeneca,1,COVHIV,0
TEST,20200106,AstraZeneca,1,COVCKD,0
TEST,20200106,AstraZeneca,1,COVDIAB,0
TEST,20200106,AstraZeneca,1,COVOBES,0
TEST,20200106,AstraZeneca,1,COVSICKLE,0
TEST,20200106,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200106,AstraZeneca,1,any_risk_factors,0
TEST,20200106,AstraZeneca,2,CV,0
TEST,20200106,AstraZeneca,2,COVCANCER,0
TEST,20200106,AstraZeneca,2,COVCOPD,0
TEST,20200106,AstraZeneca,2,COVHIV,0
TEST,20200106,AstraZeneca,2,COVCKD,0
TEST,20200106,AstraZeneca,2,COVDIAB,0
TEST,20200106,AstraZeneca,2,COVOBES,0
TEST,20200106,AstraZeneca,2,COVSICKLE,0
TEST,20200106,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200106,AstraZeneca,2,any_risk_factors,0
TEST,20200106,J&J,1,CV,0
TEST,20200106,J&J,1,COVCANCER,0
TEST,20200106,J&J,1,COVCOPD,0
TEST,20200106,J&J,1,COVHIV,0
TEST,20200106,J&J,1,COVCKD,0
TEST,20200106,J&J,1,COVDIAB,0
TEST,20200106,J&J,1,COVOBES,0
TEST,20200106,J&J,1,COVSICKLE,0
TEST,20200106,J&J,1,IMMUNOSUPPR,0
TEST,20200106,J&J,1,any_risk_factors,0
TEST,20200106,J&J,2,CV,0
TEST,20200106,J&J,2,COVCANCER,0
TEST,20200106,J&J,2,COVCOPD,0
TEST,20200106,J&J,2,COVHIV,0
TEST,20200106,J&J,2,COVCKD,0
TEST,20200106,J&J,2,COVDIAB,0
TEST,20200106,J&J,2,COVOBES,0
TEST,20200106,J&J,2,COVSICKLE,0
TEST,20200106,J&J,2,IMMUNOSUPPR,0
TEST,20200106,J&J,2,any_risk_factors,0
TEST,20200106,Moderna,1,CV,0
TEST,20200106,Moderna,1,COVCANCER,0
TEST,20200106,Moderna,1,COVCOPD,0
TEST,20200106,Moderna,1,COVHIV,0
TEST,20200106,Moderna,1,COVCKD,0
TEST,20200106,Moderna,1,COVDIAB,0
TEST,20200106,Moderna,1,COVOBES,0
TEST,20200106,Moderna,1,COVSICKLE,0
TEST,20200106,Moderna,1,IMMUNOSUPPR,0
TEST,20200106,Moderna,1,any_risk_factors,0
TEST,20200106,Moderna,2,CV,0
TEST,20200106,Moderna,2,COVCANCER,0
TEST,20200106,Moderna,2,COVCOPD,0
TEST,20200106,Moderna,2,COVHIV,0
TEST,20200106,Moderna,2,COVCKD,0
TEST,20200106,Moderna,2,COVDIAB,0
TEST,20200106,Moderna,2,COVOBES,0
TEST,20200106,Moderna,2,COVSICKLE,0
TEST,20200106,Moderna,2,IMMUNOSUPPR,0
TEST,20200106,Moderna,2,any_risk_factors,0
TEST,20200106,Pfizer,1,CV,0
TEST,20200106,Pfizer,1,COVCANCER,0
TEST,20200106,Pfizer,1,COVCOPD,0
TEST,20200106,Pfizer,1,COVHIV,0
TEST,20200106,Pfizer,1,COVCKD,0
TEST,20200106,Pfizer,1,COVDIAB,0
TEST,20200106,Pfizer,1,COVOBES,0
TEST,20200106,Pfizer,1,COVSICKLE,0
TEST,20200106,Pfizer,1,IMMUNOSUPPR,0
TEST,20200106,Pfizer,1,any_risk_factors,0
TEST,20200106,Pfizer,2,CV,0
TEST,20200106,Pfizer,2,COVCANCER,0
TEST,20200106,Pfizer,2,COVCOPD,0
TEST,20200106,Pfizer,2,COVHIV,0
TEST,20200106,Pfizer,2,COVCKD,0
TEST,20200106,Pfizer,2,COVDIAB,0
TEST,20200106,Pfizer,2,COVOBES,0
TEST,20200106,Pfizer,2,COVSICKLE,0
TEST,20200106,Pfizer,2,IMMUNOSUPPR,0
TEST,20200106,Pfizer,2,any_risk_factors,0
TEST,20200106,UKN,1,CV,0
TEST,20200106,UKN,1,COVCANCER,0
TEST,20200106,UKN,1,COVCOPD,0
TEST,20200106,UKN,1,COVHIV,0
TEST,20200106,UKN,1,COVCKD,0
TEST,20200106,UKN,1,COVDIAB,0
TEST,20200106,UKN,1,COVOBES,0
TEST,20200106,UKN,1,COVSICKLE,0
TEST,20200106,UKN,1,IMMUNOSUPPR,0
TEST,20200106,UKN,1,any_risk_factors,0
TEST,20200106,UKN,2,CV,0
TEST,20200106,UKN,2,COVCANCER,0
TEST,20200106,UKN,2,COVCOPD,0
TEST,20200106,UKN,2,COVHIV,0
TEST,20200106,UKN,2,COVCKD,0
TEST,20200106,UKN,2,COVDIAB,0
TEST,20200106,UKN,2,COVOBES,0
TEST,20200106,UKN,2,COVSICKLE,0
TEST,20200106,UKN,2,IMMUNOSUPPR,0
TEST,20200106,UKN,2,any_risk_factors,0
TEST,20200113,AstraZeneca,1,CV,0
TEST,20200113,AstraZeneca,1,COVCANCER,0
TEST,20200113,AstraZeneca,1,COVCOPD,0
TEST,20200113,AstraZeneca,1,COVHIV,0
TEST,20200113,AstraZeneca,1,COVCKD,0
TEST,20200113,AstraZeneca,1,COVDIAB,0
TEST,20200113,AstraZeneca,1,COVOBES,0
TEST,20200113,AstraZeneca,1,COVSICKLE,0
TEST,20200113,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200113,AstraZeneca,1,any_risk_factors,0
TEST,20200113,AstraZeneca,2,CV,0
TEST,20200113,AstraZeneca,2,COVCANCER,0
TEST,20200113,AstraZeneca,2,COVCOPD,0
TEST,20200113,AstraZeneca,2,COVHIV,0
TEST,20200113,AstraZeneca,2,COVCKD,0
TEST,20200113,AstraZeneca,2,COVDIAB,0
TEST,20200113,AstraZeneca,2,COVOBES,0
TEST,20200113,AstraZeneca,2,COVSICKLE,0
TEST,20200113,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200113,AstraZeneca,2,any_risk_factors,0
TEST,20200113,J&J,1,CV,0
TEST,20200113,J&J,1,COVCANCER,0
TEST,20200113,J&J,1,COVCOPD,0
TEST,20200113,J&J,1,COVHIV,0
TEST,20200113,J&J,1,COVCKD,0
TEST,20200113,J&J,1,COVDIAB,0
TEST,20200113,J&J,1,COVOBES,0
TEST,20200113,J&J,1,COVSICKLE,0
TEST,20200113,J&J,1,IMMUNOSUPPR,0
TEST,20200113,J&J,1,any_risk_factors,0
TEST,20200113,J&J,2,CV,0
TEST,20200113,J&J,2,COVCANCER,0
TEST,20200113,J&J,2,COVCOPD,0
TEST,20200113,J&J,2,COVHIV,0
TEST,20200113,J&J,2,COVCKD,0
TEST,20200113,J&J,2,COVDIAB,0
TEST,20200113,J&J,2,COVOBES,0
TEST,20200113,J&J,2,COVSICKLE,0
TEST,20200113,J&J,2,IMMUNOSUPPR,0
TEST,20200113,J&J,2,any_risk_factors,0
TEST,20200113,Moderna,1,CV,0
TEST,20200113,Moderna,1,COVCANCER,0
TEST,20200113,Moderna,1,COVCOPD,0
TEST,20200113,Moderna,1,COVHIV,0
TEST,20200113,Moderna,1,COVCKD,0
TEST,20200113,Moderna,1,COVDIAB,0
TEST,20200113,Moderna,1,COVOBES,0
TEST,20200113,Moderna,1,COVSICKLE,0
TEST,20200113,Moderna,1,IMMUNOSUPPR,0
TEST,20200113,Moderna,1,any_risk_factors,0
TEST,20200113,Moderna,2,CV,0
TEST,20200113,Moderna,2,COVCANCER,0
TEST,20200113,Moderna,2,COVCOPD,0
TEST,20200113,Moderna,2,COVHIV,0
TEST,20200113,Moderna,2,COVCKD,0
TEST,20200113,Moderna,2,COVDIAB,0
TEST,20200113,Moderna,2,COVOBES,0
TEST,20200113,Moderna,2,COVSICKLE,0
TEST,20200113,Moderna,2,IMMUNOSUPPR,0
TEST,20200113,Moderna,2,any_risk_factors,0
TEST,20200113,Pfizer,1,CV,0
TEST,20200113,Pfizer,1,COVCANCER,0
TEST,20200113,Pfizer,1,COVCOPD,0
TEST,20200113,Pfizer,1,COVHIV,0
TEST,20200113,Pfizer,1,COVCKD,0
TEST,20200113,Pfizer,1,COVDIAB,0
TEST,20200113,Pfizer,1,COVOBES,0
TEST,20200113,Pfizer,1,COVSICKLE,0
TEST,20200113,Pfizer,1,IMMUNOSUPPR,0
TEST,20200113,Pfizer,1,any_risk_factors,0
TEST,20200113,Pfizer,2,CV,0
TEST,20200113,Pfizer,2,COVCANCER,0
TEST,20200113,Pfizer,2,COVCOPD,0
TEST,20200113,Pfizer,2,COVHIV,0
TEST,20200113,Pfizer,2,COVCKD,0
TEST,20200113,Pfizer,2,COVDIAB,0
TEST,20200113,Pfizer,2,COVOBES,0
TEST,20200113,Pfizer,2,COVSICKLE,0
TEST,20200113,Pfizer,2,IMMUNOSUPPR,0
TEST,20200113,Pfizer,2,any_risk_factors,0
TEST,20200113,UKN,1,CV,0
TEST,20200113,UKN,1,COVCANCER,0
TEST,20200113,UKN,1,COVCOPD,0
TEST,20200113,UKN,1,COVHIV,0
TEST,20200113,UKN,1,COVCKD,0
TEST,20200113,UKN,1,COVDIAB,0
TEST,20200113,UKN,1,COVOBES,0
TEST,20200113,UKN,1,COVSICKLE,0
TEST,20200113,UKN,1,IMMUNOSUPPR,0
TEST,20200113,UKN,1,any_risk_factors,0
TEST,20200113,UKN,2,CV,0
TEST,20200113,UKN,2,COVCANCER,0
TEST,20200113,UKN,2,COVCOPD,0
TEST,20200113,UKN,2,COVHIV,0
TEST,20200113,UKN,2,COVCKD,0
TEST,20200113,UKN,2,COVDIAB,0
TEST,20200113,UKN,2,COVOBES,0
TEST,20200113,UKN,2,COVSICKLE,0
TEST,20200113,UKN,2,IMMUNOSUPPR,0
TEST,20200113,UKN,2,any_risk_factors,0
TEST,20200120,AstraZeneca,1,CV,0
TEST,20200120,AstraZeneca,1,COVCANCER,0
TEST,20200120,AstraZeneca,1,COVCOPD,0
TEST,20200120,AstraZeneca,1,COVHIV,0
TEST,20200120,AstraZeneca,1,COVCKD,0
TEST,20200120,AstraZeneca,1,COVDIAB,0
TEST,20200120,AstraZeneca,1,COVOBES,0
TEST,20200120,AstraZeneca,1,COVSICKLE,0
TEST,20200120,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200120,AstraZeneca,1,any_risk_factors,0
TEST,20200120,AstraZeneca,2,CV,0
TEST,20200120,AstraZeneca,2,COVCANCER,0
TEST,20200120,AstraZeneca,2,COVCOPD,0
TEST,20200120,AstraZeneca,2,COVHIV,0
TEST,20200120,AstraZeneca,2,COVCKD,0
TEST,20200120,AstraZeneca,2,COVDIAB,0
TEST,20200120,AstraZeneca,2,COVOBES,0
TEST,20200120,AstraZeneca,2,COVSICKLE,0
TEST,20200120,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200120,AstraZeneca,2,any_risk_factors,0
TEST,20200120,J&J,1,CV,0
TEST,20200120,J&J,1,COVCANCER,0
TEST,20200120,J&J,1,COVCOPD,0
TEST,20200120,J&J,1,COVHIV,0
TEST,20200120,J&J,1,COVCKD,0
TEST,20200120,J&J,1,COVDIAB,0
TEST,20200120,J&J,1,COVOBES,0
TEST,20200120,J&J,1,COVSICKLE,0
TEST,20200120,J&J,1,IMMUNOSUPPR,0
TEST,20200120,J&J,1,any_risk_factors,0
TEST,20200120,J&J,2,CV,0
TEST,20200120,J&J,2,COVCANCER,0
TEST,20200120,J&J,2,COVCOPD,0
TEST,20200120,J&J,2,COVHIV,0
TEST,20200120,J&J,2,COVCKD,0
TEST,20200120,J&J,2,COVDIAB,0
TEST,20200120,J&J,2,COVOBES,0
TEST,20200120,J&J,2,COVSICKLE,0
TEST,20200120,J&J,2,IMMUNOSUPPR,0
TEST,20200120,J&J,2,any_risk_factors,0
TEST,20200120,Moderna,1,CV,0
TEST,20200120,Moderna,1,COVCANCER,0
TEST,20200120,Moderna,1,COVCOPD,0
TEST,20200120,Moderna,1,COVHIV,0
TEST,20200120,Moderna,1,COVCKD,0
TEST,20200120,Moderna,1,COVDIAB,0
TEST,20200120,Moderna,1,COVOBES,0
TEST,20200120,Moderna,1,COVSICKLE,0
TEST,20200120,Moderna,1,IMMUNOSUPPR,0
TEST,20200120,Moderna,1,any_risk_factors,0
TEST,20200120,Moderna,2,CV,0
TEST,20200120,Moderna,2,COVCANCER,0
TEST,20200120,Moderna,2,COVCOPD,0
TEST,20200120,Moderna,2,COVHIV,0
TEST,20200120,Moderna,2,COVCKD,0
TEST,20200120,Moderna,2,COVDIAB,0
TEST,20200120,Moderna,2,COVOBES,0
TEST,20200120,Moderna,2,COVSICKLE,0
TEST,20200120,Moderna,2,IMMUNOSUPPR,0
TEST,20200120,Moderna,2,any_risk_factors,0
TEST,20200120,Pfizer,1,CV,0
TEST,20200120,Pfizer,1,COVCANCER,0
TEST,20200120,Pfizer,1,COVCOPD,0
TEST,20200120,Pfizer,1,COVHIV,0
TEST,20200120,Pfizer,1,COVCKD,0
TEST,20200120,Pfizer,1,COVDIAB,0
TEST,20200120,Pfizer,1,COVOBES,0
TEST,20200120,Pfizer,1,COVSICKLE,0
TEST,20200120,Pfizer,1,IMMUNOSUPPR,0
TEST,20200120,Pfizer,1,any_risk_factors,0
TEST,20200120,Pfizer,2,CV,0
TEST,20200120,Pfizer,2,COVCANCER,0
TEST,20200120,Pfizer,2,COVCOPD,0
TEST,20200120,Pfizer,2,COVHIV,0
TEST,20200120,Pfizer,2,COVCKD,0
TEST,20200120,Pfizer,2,COVDIAB,0
TEST,20200120,Pfizer,2,COVOBES,0
TEST,20200120,Pfizer,2,COVSICKLE,0
TEST,20200120,Pfizer,2,IMMUNOSUPPR,0
TEST,20200120,Pfizer,2,any_risk_factors,0
TEST,20200120,UKN,1,CV,0
TEST,20200120,UKN,1,COVCANCER,0
TEST,20200120,UKN,1,COVCOPD,0
TEST,20200120,UKN,1,COVHIV,0
TEST,20200120,UKN,1,COVCKD,0
TEST,20200120,UKN,1,COVDIAB,0
TEST,20200120,UKN,1,COVOBES,0
TEST,20200120,UKN,1,COVSICKLE,0
TEST,20200120,UKN,1,IMMUNOSUPPR,0
TEST,20200120,UKN,1,any_risk_factors,0
TEST,20200120,UKN,2,CV,0
TEST,20200120,UKN,2,COVCANCER,0
TEST,20200120,UKN,2,COVCOPD,0
TEST,20200120,UKN,2,COVHIV,0
TEST,20200120,UKN,2,COVCKD,0
TEST,20200120,UKN,2,COVDIAB,0
TEST,20200120,UKN,2,COVOBES,0
TEST,20200120,UKN,2,COVSICKLE,0
TEST,20200120,UKN,2,IMMUNOSUPPR,0
TEST,20200120,UKN,2,any_risk_factors,0
TEST,20200127,AstraZeneca,1,CV,0
TEST,20200127,AstraZeneca,1,COVCANCER,0
TEST,20200127,AstraZeneca,1,COVCOPD,0
TEST,20200127,AstraZeneca,1,COVHIV,0
TEST,20200127,AstraZeneca,1,COVCKD,0
TEST,20200127,AstraZeneca,1,COVDIAB,0
TEST,20200127,AstraZeneca,1,COVOBES,0
TEST,20200127,AstraZeneca,1,COVSICKLE,0
TEST,20200127,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200127,AstraZeneca,1,any_risk_factors,0
TEST,20200127,AstraZeneca,2,CV,0
TEST,20200127,AstraZeneca,2,COVCANCER,0
TEST,20200127,AstraZeneca,2,COVCOPD,0
TEST,20200127,AstraZeneca,2,COVHIV,0
TEST,20200127,AstraZeneca,2,COVCKD,0
TEST,20200127,AstraZeneca,2,COVDIAB,0
TEST,20200127,AstraZeneca,2,COVOBES,0
TEST,20200127,AstraZeneca,2,COVSICKLE,0
TEST,20200127,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200127,AstraZeneca,2,any_risk_factors,0
TEST,20200127,J&J,1,CV,0
TEST,20200127,J&J,1,COVCANCER,0
TEST,20200127,J&J,1,COVCOPD,0
TEST,20200127,J&J,1,COVHIV,0
TEST,20200127,J&J,1,COVCKD,0
TEST,20200127,J&J,1,COVDIAB,0
TEST,20200127,J&J,1,COVOBES,0
TEST,20200127,J&J,1,COVSICKLE,0
TEST,20200127,J&J,1,IMMUNOSUPPR,0
TEST,20200127,J&J,1,any_risk_factors,0
TEST,20200127,J&J,2,CV,0
TEST,20200127,J&J,2,COVCANCER,0
TEST,20200127,J&J,2,COVCOPD,0
TEST,20200127,J&J,2,COVHIV,0
TEST,20200127,J&J,2,COVCKD,0
TEST,20200127,J&J,2,COVDIAB,0
TEST,20200127,J&J,2,COVOBES,0
TEST,20200127,J&J,2,COVSICKLE,0
TEST,20200127,J&J,2,IMMUNOSUPPR,0
TEST,20200127,J&J,2,any_risk_factors,0
TEST,20200127,Moderna,1,CV,0
TEST,20200127,Moderna,1,COVCANCER,0
TEST,20200127,Moderna,1,COVCOPD,0
TEST,20200127,Moderna,1,COVHIV,0
TEST,20200127,Moderna,1,COVCKD,0
TEST,20200127,Moderna,1,COVDIAB,0
TEST,20200127,Moderna,1,COVOBES,0
TEST,20200127,Moderna,1,COVSICKLE,0
TEST,20200127,Moderna,1,IMMUNOSUPPR,0
TEST,20200127,Moderna,1,any_risk_factors,0
TEST,20200127,Moderna,2,CV,0
TEST,20200127,Moderna,2,COVCANCER,0
TEST,20200127,Moderna,2,COVCOPD,0
TEST,20200127,Moderna,2,COVHIV,0
TEST,20200127,Moderna,2,COVCKD,0
TEST,20200127,Moderna,2,COVDIAB,0
TEST,20200127,Moderna,2,COVOBES,0
TEST,20200127,Moderna,2,COVSICKLE,0
TEST,20200127,Moderna,2,IMMUNOSUPPR,0
TEST,20200127,Moderna,2,any_risk_factors,0
TEST,20200127,Pfizer,1,CV,0
TEST,20200127,Pfizer,1,COVCANCER,0
TEST,20200127,Pfizer,1,COVCOPD,0
TEST,20200127,Pfizer,1,COVHIV,0
TEST,20200127,Pfizer,1,COVCKD,0
TEST,20200127,Pfizer,1,COVDIAB,0
TEST,20200127,Pfizer,1,COVOBES,0
TEST,20200127,Pfizer,1,COVSICKLE,0
TEST,20200127,Pfizer,1,IMMUNOSUPPR,0
TEST,20200127,Pfizer,1,any_risk_factors,0
TEST,20200127,Pfizer,2,CV,0
TEST,20200127,Pfizer,2,COVCANCER,0
TEST,20200127,Pfizer,2,COVCOPD,0
TEST,20200127,Pfizer,2,COVHIV,0
TEST,20200127,Pfizer,2,COVCKD,0
TEST,20200127,Pfizer,2,COVDIAB,0
TEST,20200127,Pfizer,2,COVOBES,0
TEST,20200127,Pfizer,2,COVSICKLE,0
TEST,20200127,Pfizer,2,IMMUNOSUPPR,0
TEST,20200127,Pfizer,2,any_risk_factors,0
TEST,20200127,UKN,1,CV,0
TEST,20200127,UKN,1,COVCANCER,0
TEST,20200127,UKN,1,COVCOPD,0
TEST,20200127,UKN,1,COVHIV,0
TEST,20200127,UKN,1,COVCKD,0
TEST,20200127,UKN,1,COVDIAB,0
TEST,20200127,UKN,1,COVOBES,0
TEST,20200127,UKN,1,COVSICKLE,0
TEST,20200127,UKN,1,IMMUNOSUPPR,0
TEST,20200127,UKN,1,any_risk_factors,0
TEST,20200127,UKN,2,CV,0
TEST,20200127,UKN,2,COVCANCER,0
TEST,20200127,UKN,2,COVCOPD,0
TEST,20200127,UKN,2,COVHIV,0
TEST,20200127,UKN,2,COVCKD,0
TEST,20200127,UKN,2,COVDIAB,0
TEST,20200127,UKN,2,COVOBES,0
TEST,20200127,UKN,2,COVSICKLE,0
TEST,20200127,UKN,2,IMMUNOSUPPR,0
TEST,20200127,UKN,2,any_risk_factors,0
TEST,20200203,AstraZeneca,1,CV,0
TEST,20200203,AstraZeneca,1,COVCANCER,0
TEST,20200203,AstraZeneca,1,COVCOPD,0
TEST,20200203,AstraZeneca,1,COVHIV,0
TEST,20200203,AstraZeneca,1,COVCKD,0
TEST,20200203,AstraZeneca,1,COVDIAB,0
TEST,20200203,AstraZeneca,1,COVOBES,0
TEST,20200203,AstraZeneca,1,COVSICKLE,0
TEST,20200203,AstraZeneca,1,IMMUNOSUPPR,0
TEST,20200203,AstraZeneca,1,any_risk_factors,0
TEST,20200203,AstraZeneca,2,CV,0
TEST,20200203,AstraZeneca,2,COVCANCER,0
TEST,20200203,AstraZeneca,2,COVCOPD,0
TEST,20200203,AstraZeneca,2,COVHIV,0
TEST,20200203,AstraZeneca,2,COVCKD,0
TEST,20200203,AstraZeneca,2,COVDIAB,0
TEST,20200203,AstraZeneca,2,COVOBES,0
TEST,20200203,AstraZeneca,2,COVSICKLE,0
TEST,20200203,AstraZeneca,2,IMMUNOSUPPR,0
TEST,20200203,AstraZeneca,2,any_risk_factors,0
TEST,20200203,J&J,1,CV,0
TEST,20200203,J&J,1,COVCANCER,0
TEST,20200203,J&J,1,COVCOPD,0
TEST,20200203,J&J,1,COVHIV,0
TEST,20200203,J&J,1,COVCKD,0
TEST,20200203,J&J,1,COVDIAB,0
TEST,20200203,J&J,1,COVOBES,0
TEST,20200203,J&J,1,COVSICKLE,0
TEST,20200203,J&J,1,IMMUNOSUPPR,0
TEST,20200203,J&J,1,any_risk_factors,0
TEST,20200203,J&J,2,CV,0
TEST,20200203,J&J,2,COVCANCER,0
TEST,20200203,J&J,2,COVCOPD,0
TEST,20200203,J&J,2,COVHIV,0
TEST,20200203,J&J,2,COVCKD,0
TEST,20200203,J&J,2,COVDIAB,0
TEST,20200203,J&J,2,COVOBES,0
TEST,20200203,J&J,2,COVSICKLE,0
TEST,20200203,J&J,2,IMMUNOSUPPR,0
TEST,20200203,J&J,2,any_risk_factors,0
TEST,20200203,Moderna,1,CV,0
TEST,20200203,Moderna,1,COVCANCER,0
TEST,20200203,Moderna,1,COVCOPD,0
TEST,20200203,Moderna,1,COVHIV,0
TEST,20200203,Moderna,1,COVCKD,0
TEST,20200203,Moderna,1,COVDIAB,0
TEST,20200203,Moderna,1,COVOBES,0
TEST,20200203,Moderna,1,COVSICKLE,0
TEST,20200203,Moderna,1,IMMUNOSUPPR,0
TEST,20200203,Moderna,1,any_risk_factors,0
TEST,20200203,Moderna,2,CV,0
TEST,20200203,Moderna,2,COVCANCER,0
TEST,20200203,Moderna,2,COVCOPD,0
TEST,20200203,Moderna,2,COVHIV,0
TEST,20200203,Moderna,2,COVCKD,0
TEST,20200203,Moderna,2,COVDIAB,0
TEST,20200203,Moderna,2,COVOBES,0
TEST,20200203,Moderna,2,COVSICKLE,0
TEST,20200203,Moderna,2,IMMUNOSUPPR,0
TEST,20200203,Moderna,2,any_risk_factors,0
TEST,20200203,Pfizer,1,CV,0
TEST,20200203,Pfizer,1,COVCANCER,0
TEST,20200203,Pfizer,1,COVCOPD,0
TEST,20200203,Pfizer,1,COVHIV,0
TEST,20200203,Pfizer,1,COVCKD,0
TEST,20200203,Pfizer,1,COVDIAB,0
TEST,20200203,Pfizer,1,COVOBES,0
TEST,20200203,Pfizer,1,COVSICKLE,0
TEST,20200203,Pfizer,1,IMMUNOSUPPR,0
TEST,20200203,Pfizer,1,any_risk_factors,0
