datasource,week,vx_manufacturer,dose,riskfactor,COVID,Numerator,IR,lb,ub
TEST,20200914,none,no_dose,CV,L1,0,0,0,19089.87
TEST,20200921,none,no_dose,CV,L1,0,0,0,19135.96
TEST,20200928,none,no_dose,CV,L1,0,0,0,19185.01
TEST,20201005,none,no_dose,CV,L1,0,0,0,19212.37
TEST,20201012,none,no_dose,CV,L1,0,0,0,19267.31
TEST,20201019,none,no_dose,CV,L1,0,0,0,19328.12
TEST,20201026,none,no_dose,CV,L1,0,0,0,19380.94
TEST,20201102,none,no_dose,CV,L1,0,0,0,19389.31
TEST,20201109,none,no_dose,CV,L1,0,0,0,19434.06
TEST,20201116,none,no_dose,CV,L1,1,5277.42,133.61,29403.88
TEST,20201123,none,no_dose,CV,L1,1,5292.71,134,29489.1
TEST,20201130,none,no_dose,CV,L1,0,0,0,19580.92
TEST,20201207,none,no_dose,CV,L1,2,10636.28,1288.1,38421.92
TEST,20201214,none,no_dose,CV,L1,1,5332.12,135,29708.65
TEST,20201221,none,no_dose,CV,L1,0,0,0,19718.47
TEST,20201228,none,no_dose,CV,L1,2,10720.58,1298.31,38726.4
TEST,20210104,none,no_dose,CV,L1,2,10830.24,1311.59,39122.57
TEST,20210104,Pfizer,1,CV,L1,0,0,0,3545692.69
TEST,20210111,none,no_dose,CV,L1,2,10991.57,1331.13,39705.34
TEST,20210111,Pfizer,1,CV,L1,0,0,0,1295541.56
TEST,20210118,none,no_dose,CV,L1,2,11093.39,1343.46,40073.15
TEST,20210118,Pfizer,1,CV,L1,0,0,0,1044467.61
TEST,20210125,none,no_dose,CV,L1,0,0,0,20561.01
TEST,20210125,Pfizer,1,CV,L1,0,0,0,1347363.22
TEST,20210125,Pfizer,2,CV,L1,0,0,0,5182166.23
TEST,20210201,none,no_dose,CV,L1,2,11197.12,1356.02,40447.84
TEST,20210201,Pfizer,1,CV,L1,0,0,0,2283666.48
TEST,20210201,Pfizer,2,CV,L1,0,0,0,1924804.6
TEST,20210208,none,no_dose,CV,L1,3,16909.72,3487.19,49417.38
TEST,20210208,Pfizer,2,CV,L1,0,0,0,1283203.07
TEST,20210208,Pfizer,1,CV,L1,0,0,0,3742675.61
TEST,20210215,none,no_dose,CV,L1,1,5675.11,143.68,31619.68
TEST,20210215,Pfizer,2,CV,L1,0,0,0,1283203.07
TEST,20210215,AstraZeneca,1,CV,L1,0,0,0,67368161.03
TEST,20210215,Pfizer,1,CV,L1,0,0,0,2749720.86
TEST,20210222,none,no_dose,CV,L1,1,5724.92,144.94,31897.22
TEST,20210222,Pfizer,2,CV,L1,0,0,0,1283203.07
TEST,20210222,Pfizer,1,CV,L1,0,0,0,1897694.68
TEST,20210222,AstraZeneca,1,CV,L1,0,0,0,19248046.01
TEST,20210222,Moderna,1,CV,L1,0,0,0,22456053.68
TEST,20210301,none,no_dose,CV,L1,0,0,0,21564.71
TEST,20210301,Pfizer,2,CV,L1,0,0,0,1171620.19
TEST,20210301,Pfizer,1,CV,L1,0,0,0,783350.71
TEST,20210301,Moderna,1,CV,L1,0,0,0,13473632.21
TEST,20210301,AstraZeneca,1,CV,L1,0,0,0,19248046.01
TEST,20210308,none,no_dose,CV,L1,1,6096.64,154.35,33968.33
TEST,20210308,Pfizer,2,CV,L1,0,0,0,1044467.61
TEST,20210308,Pfizer,1,CV,L1,0,0,0,348155.87
TEST,20210308,Moderna,1,CV,L1,0,0,0,4646080.07
TEST,20210308,AstraZeneca,1,CV,L1,0,0,0,19248046.01
TEST,20210315,none,no_dose,CV,L1,0,0,0,23754.64
TEST,20210315,Pfizer,2,CV,L1,0,0,0,863694.37
TEST,20210315,Pfizer,1,CV,L1,0,0,0,219083.45
TEST,20210315,AstraZeneca,1,CV,L1,0,0,0,4646080.07
TEST,20210315,Moderna,1,CV,L1,0,0,0,2449751.31
TEST,20210322,none,no_dose,CV,L1,0,0,0,25016.03
TEST,20210322,Pfizer,2,CV,L1,0,0,0,532554.63
TEST,20210322,Pfizer,1,CV,L1,0,0,0,203222.21
TEST,20210322,AstraZeneca,1,CV,L1,0,0,0,1036433.25
TEST,20210322,Moderna,1,CV,L1,0,0,0,1684204.03
TEST,20210322,Moderna,2,CV,L1,0,0,0,26947264.41
TEST,20210329,none,no_dose,CV,L1,1,7492.31,189.69,41744.47
TEST,20210329,AstraZeneca,1,CV,L1,0,0,0,449121.07
TEST,20210329,Pfizer,2,CV,L1,0,0,0,292905.05
TEST,20210329,Pfizer,1,CV,L1,0,0,0,192755.83
TEST,20210329,Moderna,1,CV,L1,0,0,0,858193.13
TEST,20210329,Moderna,2,CV,L1,0,0,0,13473632.21
TEST,20210405,none,no_dose,CV,L1,0,0,0,32404.12
TEST,20210405,AstraZeneca,1,CV,L1,0,0,0,272745.59
TEST,20210405,Pfizer,2,CV,L1,0,0,0,196122.74
TEST,20210405,Pfizer,1,CV,L1,0,0,0,146771.59
TEST,20210405,Moderna,1,CV,L1,0,0,0,744399.57
TEST,20210405,Moderna,2,CV,L1,0,0,0,4346332.97
TEST,20210412,none,no_dose,CV,L1,0,0,0,38507.09
TEST,20210412,Pfizer,1,CV,L1,0,0,0,102227.86
TEST,20210412,AstraZeneca,1,CV,L1,0,0,0,240171.7
TEST,20210412,Pfizer,2,CV,L1,0,0,0,165727.33
TEST,20210412,Moderna,1,CV,L1,0,0,0,677066.95
TEST,20210412,Moderna,2,CV,L1,0,0,0,2323040.04
TEST,20210419,Pfizer,1,CV,L1,0,0,0,89585.32
TEST,20210419,none,no_dose,CV,L1,0,0,0,44867.24
TEST,20210419,AstraZeneca,1,CV,L1,0,0,0,228366.65
TEST,20210419,Pfizer,2,CV,L1,0,0,0,129429.7
TEST,20210419,Moderna,1,CV,L1,0,0,0,632564.89
TEST,20210419,Moderna,2,CV,L1,0,0,0,1513891.26
TEST,20210426,Pfizer,1,CV,L1,0,0,0,98707.93
TEST,20210426,none,no_dose,CV,L1,0,0,0,51211.07
TEST,20210426,AstraZeneca,1,CV,L1,0,0,0,220517.71
TEST,20210426,Pfizer,2,CV,L1,0,0,0,92033.01
TEST,20210426,Moderna,1,CV,L1,0,0,0,769921.84
TEST,20210426,UKN,1,CV,L1,0,0,0,4346332.97
TEST,20210426,Moderna,2,CV,L1,0,0,0,842102.01
TEST,20210503,Pfizer,1,CV,L1,0,0,0,119978.92
TEST,20210503,none,no_dose,CV,L1,0,0,0,60016.18
TEST,20210503,AstraZeneca,1,CV,L1,0,0,0,187655.04
TEST,20210503,Pfizer,2,CV,L1,0,0,0,70029.27
TEST,20210503,Moderna,1,CV,L1,0,0,0,802001.92
TEST,20210503,Moderna,2,CV,L1,0,0,0,663725.72
TEST,20210503,UKN,1,CV,L1,0,0,0,3208007.67
TEST,20210510,none,no_dose,CV,L1,0,0,0,68463.58
TEST,20210510,AstraZeneca,1,CV,L1,0,0,0,183814.9
TEST,20210510,Pfizer,2,CV,L1,0,0,0,58428.59
TEST,20210510,Pfizer,1,CV,L1,0,0,0,139623.13
TEST,20210510,Moderna,1,CV,L1,0,0,0,1005494.94
TEST,20210510,Moderna,2,CV,L1,0,0,0,530457.96
TEST,20210510,UKN,1,CV,L1,0,0,0,3208007.67
TEST,20210517,none,no_dose,CV,L1,0,0,0,77568.41
TEST,20210517,AstraZeneca,1,CV,L1,0,0,0,174982.24
TEST,20210517,Pfizer,2,CV,L1,0,0,0,53637.07
TEST,20210517,Pfizer,1,CV,L1,0,0,0,147252.81
TEST,20210517,Moderna,1,CV,L1,0,0,0,1086583.24
TEST,20210517,Moderna,2,CV,L1,0,0,0,476100.08
TEST,20210517,UKN,1,CV,L1,0,0,0,3208007.67
TEST,20210524,none,no_dose,CV,L1,0,0,0,87718.96
TEST,20210524,AstraZeneca,1,CV,L1,0,0,0,174077.94
TEST,20210524,Pfizer,2,CV,L1,0,0,0,50481.95
TEST,20210524,Pfizer,1,CV,L1,0,0,0,145346.63
TEST,20210524,Moderna,1,CV,L1,0,0,0,1192356.83
TEST,20210524,Moderna,2,CV,L1,0,0,0,436039.88
TEST,20210524,UKN,1,CV,L1,0,0,0,2749720.86
TEST,20200106,none,no_dose,COVCANCER,L1,0,0,0,115653.5
TEST,20200113,none,no_dose,COVCANCER,L1,0,0,0,116553.91
TEST,20200120,none,no_dose,COVCANCER,L1,0,0,0,116755.91
TEST,20200127,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200203,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200210,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200217,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200224,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200302,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200309,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200316,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200323,none,no_dose,COVCANCER,L1,0,0,0,117366.13
TEST,20200330,none,no_dose,COVCANCER,L1,0,0,0,117673.64
TEST,20200406,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200413,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200420,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200427,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200504,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200511,none,no_dose,COVCANCER,L1,0,0,0,118086.17
TEST,20200518,none,no_dose,COVCANCER,L1,0,0,0,118501.6
TEST,20200525,none,no_dose,COVCANCER,L1,0,0,0,119235.68
TEST,20200601,none,no_dose,COVCANCER,L1,0,0,0,120192.97
TEST,20200608,none,no_dose,COVCANCER,L1,0,0,0,120300.29
TEST,20200615,none,no_dose,COVCANCER,L1,0,0,0,120300.29
TEST,20200622,none,no_dose,COVCANCER,L1,1,32728.49,828.61,182351.5
TEST,20200629,none,no_dose,COVCANCER,L1,0,0,0,121823.08
TEST,20200706,none,no_dose,COVCANCER,L1,0,0,0,121823.08
TEST,20200713,none,no_dose,COVCANCER,L1,0,0,0,122376.31
TEST,20200720,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200727,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200803,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200810,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200817,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200824,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200831,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200907,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200914,none,no_dose,COVCANCER,L1,0,0,0,122599.02
TEST,20200921,none,no_dose,COVCANCER,L1,0,0,0,123046.87
TEST,20200928,none,no_dose,COVCANCER,L1,0,0,0,124525.25
TEST,20201005,none,no_dose,COVCANCER,L1,0,0,0,125219.63
TEST,20201012,none,no_dose,COVCANCER,L1,0,0,0,125804.22
TEST,20201019,none,no_dose,COVCANCER,L1,0,0,0,126631.88
TEST,20201026,none,no_dose,COVCANCER,L1,0,0,0,126631.88
TEST,20201102,none,no_dose,COVCANCER,L1,0,0,0,127470.5
TEST,20201109,none,no_dose,COVCANCER,L1,0,0,0,127470.5
TEST,20201116,none,no_dose,COVCANCER,L1,0,0,0,127591.21
TEST,20201123,none,no_dose,COVCANCER,L1,0,0,0,128442.63
TEST,20201130,none,no_dose,COVCANCER,L1,0,0,0,129181.52
TEST,20201207,none,no_dose,COVCANCER,L1,3,105665.38,21790.74,308799.08
TEST,20201214,none,no_dose,COVCANCER,L1,0,0,0,131835.93
TEST,20201221,none,no_dose,COVCANCER,L1,0,0,0,131835.93
TEST,20201228,none,no_dose,COVCANCER,L1,0,0,0,131835.93
TEST,20210104,none,no_dose,COVCANCER,L1,0,0,0,132094.43
TEST,20210104,Pfizer,1,COVCANCER,L1,0,0,0,67368161.03
TEST,20210111,none,no_dose,COVCANCER,L1,1,36235.12,917.39,201889.16
TEST,20210111,Pfizer,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210118,none,no_dose,COVCANCER,L1,0,0,0,134601.72
TEST,20210118,Pfizer,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210125,none,no_dose,COVCANCER,L1,0,0,0,134601.72
TEST,20210125,Pfizer,1,COVCANCER,L1,0,0,0,44912107.35
TEST,20210125,Pfizer,2,COVCANCER,L1,0,0,0,33684080.52
TEST,20210201,none,no_dose,COVCANCER,L1,0,0,0,134601.72
TEST,20210201,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210208,none,no_dose,COVCANCER,L1,1,36634.9,927.52,204116.62
TEST,20210208,AstraZeneca,1,COVCANCER,L1,0,0,0,134736322.06
TEST,20210208,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210215,none,no_dose,COVCANCER,L1,0,0,0,138475.15
TEST,20210215,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210215,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210222,none,no_dose,COVCANCER,L1,0,0,0,140204.29
TEST,20210222,Moderna,1,COVCANCER,L1,0,0,0,26947264.41
TEST,20210222,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210222,Pfizer,1,COVCANCER,L1,0,0,0,22456053.68
TEST,20210222,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210301,none,no_dose,COVCANCER,L1,0,0,0,142880.51
TEST,20210301,Moderna,1,COVCANCER,L1,0,0,0,14970702.45
TEST,20210301,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210301,Pfizer,1,COVCANCER,L1,0,0,0,9624023
TEST,20210301,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210308,none,no_dose,COVCANCER,L1,0,0,0,145660.89
TEST,20210308,Moderna,1,COVCANCER,L1,0,0,0,7091385.37
TEST,20210308,Pfizer,1,COVCANCER,L1,0,0,0,6124378.28
TEST,20210308,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210308,Pfizer,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210315,none,no_dose,COVCANCER,L1,0,0,0,156488.18
TEST,20210315,Moderna,1,COVCANCER,L1,0,0,0,4082918.85
TEST,20210315,Pfizer,1,COVCANCER,L1,0,0,0,2542194.76
TEST,20210315,AstraZeneca,1,COVCANCER,L1,0,0,0,7091385.37
TEST,20210315,Pfizer,2,COVCANCER,L1,0,0,0,11228026.84
TEST,20210322,none,no_dose,COVCANCER,L1,0,0,0,164915.94
TEST,20210322,Pfizer,1,COVCANCER,L1,0,0,0,2105255.03
TEST,20210322,Moderna,1,COVCANCER,L1,0,0,0,3641522.22
TEST,20210322,AstraZeneca,1,COVCANCER,L1,0,0,0,4990234.15
TEST,20210322,Moderna,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210322,Pfizer,2,COVCANCER,L1,0,0,0,6416015.34
TEST,20210329,none,no_dose,COVCANCER,L1,0,0,0,177987.22
TEST,20210329,Pfizer,1,COVCANCER,L1,0,0,0,1820761.11
TEST,20210329,Moderna,1,COVCANCER,L1,0,0,0,2138671.78
TEST,20210329,AstraZeneca,1,COVCANCER,L1,0,0,0,3454777.49
TEST,20210329,Pfizer,2,COVCANCER,L1,0,0,0,4082918.85
TEST,20210329,Moderna,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210405,none,no_dose,COVCANCER,L1,0,0,0,206018.84
TEST,20210405,Pfizer,1,COVCANCER,L1,0,0,0,1623329.18
TEST,20210405,Moderna,1,COVCANCER,L1,0,0,0,1347363.22
TEST,20210405,AstraZeneca,1,COVCANCER,L1,0,0,0,2542194.76
TEST,20210405,Pfizer,2,COVCANCER,L1,0,0,0,2245605.37
TEST,20210405,Moderna,2,COVCANCER,L1,0,0,0,7091385.37
TEST,20210412,Pfizer,1,COVCANCER,L1,0,0,0,1132238
TEST,20210412,none,no_dose,COVCANCER,L1,0,0,0,235141.92
TEST,20210412,Moderna,1,COVCANCER,L1,0,0,0,1320944.33
TEST,20210412,Moderna,2,COVCANCER,L1,0,0,0,4210510.06
TEST,20210412,AstraZeneca,1,COVCANCER,L1,0,0,0,2138671.78
TEST,20210412,Pfizer,2,COVCANCER,L1,0,0,0,1749822.36
TEST,20210419,Pfizer,1,COVCANCER,L1,0,0,0,797256.34
TEST,20210419,Pfizer,2,COVCANCER,L1,0,0,0,1448777.66
TEST,20210419,none,no_dose,COVCANCER,L1,0,0,0,273298.83
TEST,20210419,Moderna,2,COVCANCER,L1,0,0,0,2994140.49
TEST,20210419,Moderna,1,COVCANCER,L1,0,0,0,1308119.63
TEST,20210419,AstraZeneca,1,COVCANCER,L1,0,0,0,2138671.78
TEST,20210426,Pfizer,1,COVCANCER,L1,0,0,0,852761.53
TEST,20210426,Pfizer,2,COVCANCER,L1,0,0,0,1036433.25
TEST,20210426,none,no_dose,COVCANCER,L1,0,0,0,299414.05
TEST,20210426,Moderna,2,COVCANCER,L1,0,0,0,2105255.03
TEST,20210426,Moderna,1,COVCANCER,L1,0,0,0,1360972.95
TEST,20210426,AstraZeneca,1,COVCANCER,L1,0,0,0,2138671.78
TEST,20210426,UKN,1,COVCANCER,L1,0,0,0,67368161.03
TEST,20210503,Pfizer,2,COVCANCER,L1,0,0,0,744399.57
TEST,20210503,none,no_dose,COVCANCER,L1,0,0,0,336840.81
TEST,20210503,Moderna,1,COVCANCER,L1,0,0,0,1952700.32
TEST,20210503,Pfizer,1,COVCANCER,L1,0,0,0,1086583.24
TEST,20210503,Moderna,2,COVCANCER,L1,0,0,0,1213840.74
TEST,20210503,AstraZeneca,1,COVCANCER,L1,0,0,0,1981416.5
TEST,20210503,UKN,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210510,Pfizer,2,COVCANCER,L1,0,0,0,561401.34
TEST,20210510,Moderna,1,COVCANCER,L1,0,0,0,1749822.36
TEST,20210510,none,no_dose,COVCANCER,L1,0,0,0,421051.01
TEST,20210510,Moderna,2,COVCANCER,L1,0,0,0,1086583.24
TEST,20210510,AstraZeneca,1,COVCANCER,L1,0,0,0,1897694.68
TEST,20210510,Pfizer,1,COVCANCER,L1,0,0,0,1151592.5
TEST,20210510,UKN,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210510,AstraZeneca,2,COVCANCER,L1,0,0,0,44912107.35
TEST,20210517,Pfizer,2,COVCANCER,L1,0,0,0,522233.81
TEST,20210517,Moderna,1,COVCANCER,L1,0,0,0,2010989.88
TEST,20210517,none,no_dose,COVCANCER,L1,0,0,0,463011.42
TEST,20210517,Moderna,2,COVCANCER,L1,0,0,0,990708.25
TEST,20210517,AstraZeneca,1,COVCANCER,L1,0,0,0,1749822.36
TEST,20210517,Pfizer,1,COVCANCER,L1,0,0,0,1213840.74
TEST,20210517,UKN,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210517,AstraZeneca,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20210524,Pfizer,2,COVCANCER,L1,0,0,0,491738.4
TEST,20210524,Moderna,1,COVCANCER,L1,0,0,0,2406005.75
TEST,20210524,none,no_dose,COVCANCER,L1,0,0,0,522233.81
TEST,20210524,Pfizer,1,COVCANCER,L1,0,0,0,1069335.89
TEST,20210524,Moderna,2,COVCANCER,L1,0,0,0,916573.62
TEST,20210524,AstraZeneca,1,COVCANCER,L1,0,0,0,1749822.36
TEST,20210524,UKN,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210524,AstraZeneca,2,COVCANCER,L1,0,0,0,19248046.01
TEST,20200106,none,no_dose,COVCOPD,L1,0,0,0,52941.58
TEST,20200113,none,no_dose,COVCOPD,L1,0,0,0,53276.52
TEST,20200120,none,no_dose,COVCOPD,L1,0,0,0,53466.79
TEST,20200127,none,no_dose,COVCOPD,L1,0,0,0,53701.2
TEST,20200203,none,no_dose,COVCOPD,L1,0,0,0,53765.49
TEST,20200210,none,no_dose,COVCOPD,L1,0,0,0,53894.53
TEST,20200217,none,no_dose,COVCOPD,L1,0,0,0,53916.1
TEST,20200224,none,no_dose,COVCOPD,L1,0,0,0,53916.1
TEST,20200302,none,no_dose,COVCOPD,L1,0,0,0,54045.86
TEST,20200309,none,no_dose,COVCOPD,L1,0,0,0,54329.16
TEST,20200316,none,no_dose,COVCOPD,L1,0,0,0,54373.01
TEST,20200323,none,no_dose,COVCOPD,L1,0,0,0,54637.6
TEST,20200330,none,no_dose,COVCOPD,L1,0,0,0,54971.98
TEST,20200406,none,no_dose,COVCOPD,L1,0,0,0,55129.43
TEST,20200413,none,no_dose,COVCOPD,L1,0,0,0,55151.99
TEST,20200420,none,no_dose,COVCOPD,L1,0,0,0,55174.58
TEST,20200427,none,no_dose,COVCOPD,L1,0,0,0,55310.48
TEST,20200504,none,no_dose,COVCOPD,L1,0,0,0,55310.48
TEST,20200511,none,no_dose,COVCOPD,L1,0,0,0,55424.24
TEST,20200518,none,no_dose,COVCOPD,L1,0,0,0,55722.22
TEST,20200525,none,no_dose,COVCOPD,L1,0,0,0,55791.44
TEST,20200601,none,no_dose,COVCOPD,L1,1,15124.22,382.91,84266.78
TEST,20200608,none,no_dose,COVCOPD,L1,0,0,0,55953.62
TEST,20200615,none,no_dose,COVCOPD,L1,0,0,0,55953.62
TEST,20200622,none,no_dose,COVCOPD,L1,0,0,0,55976.87
TEST,20200629,none,no_dose,COVCOPD,L1,0,0,0,56116.75
TEST,20200706,none,no_dose,COVCOPD,L1,0,0,0,56210.4
TEST,20200713,none,no_dose,COVCOPD,L1,0,0,0,56280.84
TEST,20200720,none,no_dose,COVCOPD,L1,0,0,0,56327.89
TEST,20200727,none,no_dose,COVCOPD,L1,0,0,0,56611.9
TEST,20200803,none,no_dose,COVCOPD,L1,0,0,0,56611.9
TEST,20200810,none,no_dose,COVCOPD,L1,0,0,0,56611.9
TEST,20200817,none,no_dose,COVCOPD,L1,0,0,0,56707.21
TEST,20200824,none,no_dose,COVCOPD,L1,0,0,0,56778.9
TEST,20200831,none,no_dose,COVCOPD,L1,0,0,0,56826.79
TEST,20200907,none,no_dose,COVCOPD,L1,0,0,0,56946.88
TEST,20200914,none,no_dose,COVCOPD,L1,0,0,0,56995.06
TEST,20200921,none,no_dose,COVCOPD,L1,0,0,0,57115.86
TEST,20200928,none,no_dose,COVCOPD,L1,0,0,0,57164.33
TEST,20201005,none,no_dose,COVCOPD,L1,0,0,0,57383.44
TEST,20201012,none,no_dose,COVCOPD,L1,0,0,0,57530.45
TEST,20201019,none,no_dose,COVCOPD,L1,0,0,0,57628.88
TEST,20201026,none,no_dose,COVCOPD,L1,0,0,0,57628.88
TEST,20201102,none,no_dose,COVCOPD,L1,0,0,0,57702.92
TEST,20201109,none,no_dose,COVCOPD,L1,0,0,0,57901.3
TEST,20201116,none,no_dose,COVCOPD,L1,0,0,0,58076
TEST,20201123,none,no_dose,COVCOPD,L1,1,15845.99,401.19,88288.19
TEST,20201130,none,no_dose,COVCOPD,L1,1,15977.69,404.52,89021.99
TEST,20201207,none,no_dose,COVCOPD,L1,3,48164.84,9932.75,140758.09
TEST,20201214,none,no_dose,COVCOPD,L1,0,0,0,59670.65
TEST,20201221,none,no_dose,COVCOPD,L1,1,16269.49,411.91,90647.78
TEST,20201228,none,no_dose,COVCOPD,L1,0,0,0,60338.7
TEST,20210104,none,no_dose,COVCOPD,L1,0,0,0,60555.65
TEST,20210104,Pfizer,1,COVCOPD,L1,0,0,0,16842040.26
TEST,20210111,none,no_dose,COVCOPD,L1,1,16572.14,419.57,92334.06
TEST,20210111,Pfizer,1,COVCOPD,L1,0,0,0,5858100.96
TEST,20210118,none,no_dose,COVCOPD,L1,0,0,0,61495.35
TEST,20210118,Pfizer,1,COVCOPD,L1,0,0,0,4812011.5
TEST,20210125,none,no_dose,COVCOPD,L1,0,0,0,61495.35
TEST,20210125,Pfizer,1,COVCOPD,L1,0,0,0,6736816.1
TEST,20210125,Pfizer,2,COVCOPD,L1,0,0,0,16842040.26
TEST,20210201,none,no_dose,COVCOPD,L1,0,0,0,61749
TEST,20210201,Pfizer,1,COVCOPD,L1,0,0,0,22456053.68
TEST,20210201,Pfizer,2,COVCOPD,L1,0,0,0,6124378.28
TEST,20210208,none,no_dose,COVCOPD,L1,0,0,0,62090.47
TEST,20210208,Pfizer,2,COVCOPD,L1,0,0,0,4812011.5
TEST,20210215,none,no_dose,COVCOPD,L1,0,0,0,62090.47
TEST,20210215,Pfizer,2,COVCOPD,L1,0,0,0,4812011.5
TEST,20210222,none,no_dose,COVCOPD,L1,0,0,0,62493.66
TEST,20210222,Pfizer,1,COVCOPD,L1,0,0,0,134736322.06
TEST,20210222,Pfizer,2,COVCOPD,L1,0,0,0,4812011.5
TEST,20210301,none,no_dose,COVCOPD,L1,0,0,0,63675.01
TEST,20210301,Moderna,1,COVCOPD,L1,0,0,0,44912107.35
TEST,20210301,Pfizer,1,COVCOPD,L1,0,0,0,5182166.23
TEST,20210301,Pfizer,2,COVCOPD,L1,0,0,0,4812011.5
TEST,20210301,AstraZeneca,1,COVCOPD,L1,0,0,0,33684080.52
TEST,20210308,none,no_dose,COVCOPD,L1,0,0,0,65184.48
TEST,20210308,Pfizer,1,COVCOPD,L1,0,0,0,2323040.04
