datasource,week_since_vaccination,vx_manufacturer,dose,ageband,AESI,Numerator,IR,lb,ub
TEST,9,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,18-24,ADEM_broad,0,0,0,596178.42
TEST,9,AstraZeneca,1,25-29,ADEM_broad,0,0,0,122710.68
TEST,9,AstraZeneca,1,30-39,ADEM_broad,0,0,0,83376.44
TEST,9,AstraZeneca,1,40-49,ADEM_broad,0,0,0,30339.19
TEST,9,AstraZeneca,1,50-59,ADEM_broad,0,0,0,26606.7
TEST,9,AstraZeneca,1,60-69,ADEM_broad,0,0,0,16501.69
TEST,9,AstraZeneca,1,70-79,ADEM_broad,0,0,0,7678.6
TEST,9,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3531.1
TEST,9,AstraZeneca,1,0-59,ADEM_broad,0,0,0,10826.54
TEST,9,AstraZeneca,1,60+,ADEM_broad,0,0,0,5240.21
TEST,10,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,18-24,ADEM_broad,0,0,0,545491.18
TEST,10,AstraZeneca,1,25-29,ADEM_broad,0,0,0,111721.66
TEST,10,AstraZeneca,1,30-39,ADEM_broad,0,0,0,75822.35
TEST,10,AstraZeneca,1,40-49,ADEM_broad,0,0,0,27598.59
TEST,10,AstraZeneca,1,50-59,ADEM_broad,0,0,0,24577.95
TEST,10,AstraZeneca,1,60-69,ADEM_broad,0,0,0,15819.69
TEST,10,AstraZeneca,1,70-79,ADEM_broad,0,0,0,7061.28
TEST,10,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3270.93
TEST,10,AstraZeneca,1,0-59,ADEM_broad,0,0,0,9911.46
TEST,10,AstraZeneca,1,60+,ADEM_broad,0,0,0,4882.1
TEST,11,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,18-24,ADEM_broad,0,0,0,502747.47
TEST,11,AstraZeneca,1,25-29,ADEM_broad,0,0,0,102773.7
TEST,11,AstraZeneca,1,30-39,ADEM_broad,0,0,0,69523.39
TEST,11,AstraZeneca,1,40-49,ADEM_broad,0,0,0,25345.43
TEST,11,AstraZeneca,1,50-59,ADEM_broad,0,0,0,22856.03
TEST,11,AstraZeneca,1,60-69,ADEM_broad,0,0,0,15272.76
TEST,11,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6569.94
TEST,11,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3058.16
TEST,11,AstraZeneca,1,0-59,ADEM_broad,0,0,0,9148.31
TEST,11,AstraZeneca,1,60+,ADEM_broad,0,0,0,4593.81
TEST,12,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,18-24,ADEM_broad,0,0,0,466215.65
TEST,12,AstraZeneca,1,25-29,ADEM_broad,0,0,0,96585.18
TEST,12,AstraZeneca,1,30-39,ADEM_broad,0,0,0,64933.17
TEST,12,AstraZeneca,1,40-49,ADEM_broad,0,0,0,23559.42
TEST,12,AstraZeneca,1,50-59,ADEM_broad,0,0,0,21475.35
TEST,12,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14884.7
TEST,12,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6207.04
TEST,12,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2896.87
TEST,12,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8553.6
TEST,12,AstraZeneca,1,60+,ADEM_broad,0,0,0,4380.39
TEST,13,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,13,AstraZeneca,1,25-29,ADEM_broad,0,0,0,95625.49
TEST,13,AstraZeneca,1,30-39,ADEM_broad,0,0,0,64129.62
TEST,13,AstraZeneca,1,40-49,ADEM_broad,0,0,0,23043.67
TEST,13,AstraZeneca,1,50-59,ADEM_broad,0,0,0,21151.7
TEST,13,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,13,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6165.86
TEST,13,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2869.54
TEST,13,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8411.03
TEST,13,AstraZeneca,1,60+,ADEM_broad,0,0,0,4355.47
TEST,14,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,14,AstraZeneca,1,25-29,ADEM_broad,0,0,0,95152.77
TEST,14,AstraZeneca,1,30-39,ADEM_broad,0,0,0,63705.12
TEST,14,AstraZeneca,1,40-49,ADEM_broad,0,0,0,22728.8
TEST,14,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20967.37
TEST,14,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,14,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,14,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2858.82
TEST,14,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8328.88
TEST,14,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,15,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,15,AstraZeneca,1,25-29,ADEM_broad,0,0,0,94684.7
TEST,15,AstraZeneca,1,30-39,ADEM_broad,0,0,0,63286.2
TEST,15,AstraZeneca,1,40-49,ADEM_broad,0,0,0,22489.79
TEST,15,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20786.23
TEST,15,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,15,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,15,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2850.36
TEST,15,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8257.42
TEST,15,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,16,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,16,AstraZeneca,1,25-29,ADEM_broad,0,0,0,94221.2
TEST,16,AstraZeneca,1,30-39,ADEM_broad,0,0,0,62872.76
TEST,16,AstraZeneca,1,40-49,ADEM_broad,0,0,0,22285.2
TEST,16,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20611.34
TEST,16,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,16,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,16,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2842.48
TEST,16,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8191.65
TEST,16,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,17,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,17,AstraZeneca,1,25-29,ADEM_broad,0,0,0,93762.23
TEST,17,AstraZeneca,1,30-39,ADEM_broad,0,0,0,62493.66
TEST,17,AstraZeneca,1,40-49,ADEM_broad,0,0,0,22124.19
TEST,17,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20498.45
TEST,17,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,17,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,17,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2836.49
TEST,17,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8142.15
TEST,17,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,18,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,18,AstraZeneca,1,25-29,ADEM_broad,0,0,0,93372.36
TEST,18,AstraZeneca,1,30-39,ADEM_broad,0,0,0,62406.82
TEST,18,AstraZeneca,1,40-49,ADEM_broad,0,0,0,22026.54
TEST,18,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20411.5
TEST,18,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,18,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,18,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2832.68
TEST,18,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8110.78
TEST,18,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,19,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,19,AstraZeneca,1,25-29,ADEM_broad,0,0,0,93372.36
TEST,19,AstraZeneca,1,30-39,ADEM_broad,0,0,0,62406.82
TEST,19,AstraZeneca,1,40-49,ADEM_broad,0,0,0,21990.59
TEST,19,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20346.77
TEST,19,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,19,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,19,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2830.83
TEST,19,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8095.68
TEST,19,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,20,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,18-24,ADEM_broad,0,0,0,461425.76
TEST,20,AstraZeneca,1,25-29,ADEM_broad,0,0,0,93372.36
TEST,20,AstraZeneca,1,30-39,ADEM_broad,0,0,0,62406.82
TEST,20,AstraZeneca,1,40-49,ADEM_broad,0,0,0,21990.59
TEST,20,AstraZeneca,1,50-59,ADEM_broad,0,0,0,20322.22
TEST,20,AstraZeneca,1,60-69,ADEM_broad,0,0,0,14833.9
TEST,20,AstraZeneca,1,70-79,ADEM_broad,0,0,0,6160.78
TEST,20,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,2830.36
TEST,20,AstraZeneca,1,0-59,ADEM_broad,0,0,0,8091.79
TEST,20,AstraZeneca,1,60+,ADEM_broad,0,0,0,4352.93
TEST,1,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,1,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,1,Moderna,1,12-17,ADEM_broad,0,0,0,6736816.1
TEST,1,Moderna,1,18-24,ADEM_broad,0,0,0,769921.84
TEST,1,Moderna,1,25-29,ADEM_broad,0,0,0,1749822.36
TEST,1,Moderna,1,30-39,ADEM_broad,0,0,0,266277.32
TEST,1,Moderna,1,40-49,ADEM_broad,0,0,0,373230.81
TEST,1,Moderna,1,50-59,ADEM_broad,0,0,0,196408.63
TEST,1,Moderna,1,60-69,ADEM_broad,0,0,0,278957.19
TEST,1,Moderna,1,70-79,ADEM_broad,0,0,0,392817.27
TEST,1,Moderna,1,80+,ADEM_broad,0,0,0,9624023
TEST,1,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,50557.72
TEST,1,Moderna,1,0-59,ADEM_broad,0,0,0,73828.12
TEST,1,Moderna,1,60+,ADEM_broad,0,0,0,160400.38
TEST,2,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,2,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,2,Moderna,1,12-17,ADEM_broad,0,0,0,5389452.88
TEST,2,Moderna,1,18-24,ADEM_broad,0,0,0,421051.01
TEST,2,Moderna,1,25-29,ADEM_broad,0,0,0,898242.15
TEST,2,Moderna,1,30-39,ADEM_broad,0,0,0,148388.02
TEST,2,Moderna,1,40-49,ADEM_broad,0,0,0,193308.93
TEST,2,Moderna,1,50-59,ADEM_broad,0,0,0,98563.51
TEST,2,Moderna,1,60-69,ADEM_broad,0,0,0,139478.59
TEST,2,Moderna,1,70-79,ADEM_broad,0,0,0,196408.63
TEST,2,Moderna,1,80+,ADEM_broad,0,0,0,4812011.5
TEST,2,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,26177.64
TEST,2,Moderna,1,0-59,ADEM_broad,0,0,0,38862.51
TEST,2,Moderna,1,60+,ADEM_broad,0,0,0,80200.19
TEST,3,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,3,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,3,Moderna,1,12-17,ADEM_broad,0,0,0,5389452.88
TEST,3,Moderna,1,18-24,ADEM_broad,0,0,0,331862.86
TEST,3,Moderna,1,25-29,ADEM_broad,0,0,0,632564.89
TEST,3,Moderna,1,30-39,ADEM_broad,0,0,0,116453.17
TEST,3,Moderna,1,40-49,ADEM_broad,0,0,0,135413.39
TEST,3,Moderna,1,50-59,ADEM_broad,0,0,0,66079.61
TEST,3,Moderna,1,60-69,ADEM_broad,0,0,0,93178.65
TEST,3,Moderna,1,70-79,ADEM_broad,0,0,0,130939.09
TEST,3,Moderna,1,80+,ADEM_broad,0,0,0,3208007.67
TEST,3,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,18326.49
TEST,3,Moderna,1,0-59,ADEM_broad,0,0,0,27866.87
TEST,3,Moderna,1,60+,ADEM_broad,0,0,0,53530.52
TEST,4,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,4,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,4,Moderna,1,12-17,ADEM_broad,0,0,0,5389452.88
TEST,4,Moderna,1,18-24,ADEM_broad,0,0,0,281286.68
TEST,4,Moderna,1,25-29,ADEM_broad,0,0,0,493539.64
TEST,4,Moderna,1,30-39,ADEM_broad,0,0,0,107188.8
TEST,4,Moderna,1,40-49,ADEM_broad,0,0,0,115356.44
TEST,4,Moderna,1,50-59,ADEM_broad,0,0,0,50406.41
TEST,4,Moderna,1,60-69,ADEM_broad,0,0,0,71251.36
TEST,4,Moderna,1,70-79,ADEM_broad,0,0,0,99804.68
TEST,4,Moderna,1,80+,ADEM_broad,0,0,0,2406005.75
TEST,4,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,14689.96
TEST,4,Moderna,1,0-59,ADEM_broad,0,0,0,22933.84
TEST,4,Moderna,1,60+,ADEM_broad,0,0,0,40866.34
TEST,5,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,5,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,5,Moderna,1,12-17,ADEM_broad,0,0,0,5389452.88
TEST,5,Moderna,1,18-24,ADEM_broad,0,0,0,270554.86
TEST,5,Moderna,1,25-29,ADEM_broad,0,0,0,482925.89
TEST,5,Moderna,1,30-39,ADEM_broad,0,0,0,105427.48
TEST,5,Moderna,1,40-49,ADEM_broad,0,0,0,113033.83
TEST,5,Moderna,1,50-59,ADEM_broad,0,0,0,44629.45
TEST,5,Moderna,1,60-69,ADEM_broad,0,0,0,64901.89
TEST,5,Moderna,1,70-79,ADEM_broad,0,0,0,92411.74
TEST,5,Moderna,1,80+,ADEM_broad,0,0,0,2138671.78
TEST,5,Moderna,1,all_birth_cohorts,ADEM_broad,0,0,0,13626.25
TEST,5,Moderna,1,0-59,ADEM_broad,0,0,0,21417.31
TEST,5,Moderna,1,60+,ADEM_broad,0,0,0,37457.97
TEST,6,Moderna,1,0-4,ADEM_broad,0,0,0,0
TEST,6,Moderna,1,5-11,ADEM_broad,0,0,0,0
TEST,6,Moderna,1,12-17,ADEM_broad,0,0,0,5389452.88
