datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20200210,none,no_dose,60-69,L1,0,0,0,20267.2
TEST,20200210,none,no_dose,30-39,L1,0,0,0,24932.7
TEST,20200210,none,no_dose,80+,L1,0,0,0,27302.19
TEST,20200210,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200210,none,no_dose,12-17,L1,0,0,0,53851.45
TEST,20200217,none,no_dose,50-59,L1,0,0,0,15363.32
TEST,20200217,none,no_dose,18-24,L1,0,0,0,48977.22
TEST,20200217,none,no_dose,70-79,L1,0,0,0,23910.62
TEST,20200217,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200217,none,no_dose,40-49,L1,0,0,0,16284.3
TEST,20200217,none,no_dose,25-29,L1,0,0,0,55653.17
TEST,20200217,none,no_dose,60-69,L1,0,0,0,20303.85
TEST,20200217,none,no_dose,30-39,L1,0,0,0,24974.3
TEST,20200217,none,no_dose,80+,L1,0,0,0,27363.18
TEST,20200217,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200217,none,no_dose,12-17,L1,0,0,0,53980.9
TEST,20200224,none,no_dose,50-59,L1,0,0,0,15373.84
TEST,20200224,none,no_dose,18-24,L1,0,0,0,48995.03
TEST,20200224,none,no_dose,70-79,L1,0,0,0,23970.17
TEST,20200224,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200224,none,no_dose,40-49,L1,0,0,0,16288.24
TEST,20200224,none,no_dose,25-29,L1,0,0,0,55791.44
TEST,20200224,none,no_dose,60-69,L1,0,0,0,20313.03
TEST,20200224,none,no_dose,30-39,L1,0,0,0,25048.58
TEST,20200224,none,no_dose,80+,L1,0,0,0,27435.62
TEST,20200224,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200224,none,no_dose,12-17,L1,0,0,0,54067.54
TEST,20200302,none,no_dose,50-59,L1,0,0,0,15380.86
TEST,20200302,none,no_dose,18-24,L1,0,0,0,49102.16
TEST,20200302,none,no_dose,70-79,L1,0,0,0,24047.18
TEST,20200302,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200302,none,no_dose,40-49,L1,0,0,0,16298.09
TEST,20200302,none,no_dose,25-29,L1,0,0,0,56046.72
TEST,20200302,none,no_dose,60-69,L1,0,0,0,20337.56
TEST,20200302,none,no_dose,30-39,L1,0,0,0,25090.56
TEST,20200302,none,no_dose,80+,L1,0,0,0,27497.21
TEST,20200302,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200302,none,no_dose,12-17,L1,0,0,0,54394.96
TEST,20200309,none,no_dose,50-59,L1,0,0,0,15393.16
TEST,20200309,none,no_dose,18-24,L1,0,0,0,49102.16
TEST,20200309,none,no_dose,70-79,L1,0,0,0,24133.32
TEST,20200309,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200309,none,no_dose,40-49,L1,0,0,0,16300.06
TEST,20200309,none,no_dose,25-29,L1,0,0,0,56116.75
TEST,20200309,none,no_dose,60-69,L1,0,0,0,20346.77
TEST,20200309,none,no_dose,30-39,L1,0,0,0,25095.24
TEST,20200309,none,no_dose,80+,L1,0,0,0,27643.89
TEST,20200309,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200309,none,no_dose,12-17,L1,0,0,0,54770.86
TEST,20200316,none,no_dose,50-59,L1,0,0,0,15405.48
TEST,20200316,none,no_dose,18-24,L1,0,0,0,49191.79
TEST,20200316,none,no_dose,70-79,L1,0,0,0,24150.62
TEST,20200316,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200316,none,no_dose,40-49,L1,0,0,0,16329.7
TEST,20200316,none,no_dose,25-29,L1,0,0,0,56116.75
TEST,20200316,none,no_dose,60-69,L1,0,0,0,20346.77
TEST,20200316,none,no_dose,30-39,L1,0,0,0,25104.59
TEST,20200316,none,no_dose,80+,L1,0,0,0,27734.94
TEST,20200316,none,no_dose,5-11,L1,0,0,0,63108.35
TEST,20200316,none,no_dose,12-17,L1,0,0,0,54949.56
TEST,20200323,none,no_dose,50-59,L1,0,0,0,15423.11
TEST,20200323,none,no_dose,18-24,L1,0,0,0,49227.74
TEST,20200323,none,no_dose,70-79,L1,0,0,0,24215.73
TEST,20200323,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200323,none,no_dose,40-49,L1,0,0,0,16351.5
TEST,20200323,none,no_dose,25-29,L1,0,0,0,56257.34
TEST,20200323,none,no_dose,60-69,L1,0,0,0,20352.92
TEST,20200323,none,no_dose,30-39,L1,0,0,0,25203.2
TEST,20200323,none,no_dose,80+,L1,0,0,0,27763.51
TEST,20200323,none,no_dose,5-11,L1,0,0,0,63197.15
TEST,20200323,none,no_dose,12-17,L1,0,0,0,54994.42
TEST,20200330,none,no_dose,50-59,L1,0,0,0,15423.11
TEST,20200330,none,no_dose,18-24,L1,0,0,0,49227.74
TEST,20200330,none,no_dose,70-79,L1,0,0,0,24307.47
TEST,20200330,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200330,none,no_dose,40-49,L1,0,0,0,16357.45
TEST,20200330,none,no_dose,25-29,L1,0,0,0,56516.91
TEST,20200330,none,no_dose,60-69,L1,0,0,0,20368.3
TEST,20200330,none,no_dose,30-39,L1,0,0,0,25312.1
TEST,20200330,none,no_dose,80+,L1,0,0,0,27815.1
TEST,20200330,none,no_dose,5-11,L1,0,0,0,63315.94
TEST,20200330,none,no_dose,12-17,L1,0,0,0,54994.42
TEST,20200406,none,no_dose,50-59,L1,0,0,0,15446.1
TEST,20200406,none,no_dose,18-24,L1,0,0,0,49227.74
TEST,20200406,none,no_dose,70-79,L1,0,0,0,24333.81
TEST,20200406,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200406,none,no_dose,40-49,L1,0,0,0,16391.28
TEST,20200406,none,no_dose,25-29,L1,0,0,0,56611.9
TEST,20200406,none,no_dose,60-69,L1,0,0,0,20368.3
TEST,20200406,none,no_dose,30-39,L1,0,0,0,25364.52
TEST,20200406,none,no_dose,80+,L1,0,0,0,27855.35
TEST,20200406,none,no_dose,5-11,L1,0,0,0,63465.06
TEST,20200406,none,no_dose,12-17,L1,0,0,0,55129.43
TEST,20200413,none,no_dose,50-59,L1,0,0,0,15472.71
TEST,20200413,none,no_dose,18-24,L1,0,0,0,49281.76
TEST,20200413,none,no_dose,70-79,L1,0,0,0,24342.61
TEST,20200413,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200413,none,no_dose,40-49,L1,0,0,0,16409.25
TEST,20200413,none,no_dose,25-29,L1,0,0,0,56683.35
TEST,20200413,none,no_dose,60-69,L1,0,0,0,20396.05
TEST,20200413,none,no_dose,30-39,L1,0,0,0,25445.95
TEST,20200413,none,no_dose,80+,L1,0,0,0,27913.06
TEST,20200413,none,no_dose,5-11,L1,0,0,0,63524.9
TEST,20200413,none,no_dose,12-17,L1,0,0,0,55151.99
TEST,20200420,none,no_dose,50-59,L1,0,0,0,15474.48
TEST,20200420,none,no_dose,18-24,L1,0,0,0,49408.26
TEST,20200420,none,no_dose,70-79,L1,1,6616.85,167.52,36866.72
TEST,20200420,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200420,none,no_dose,40-49,L1,0,0,0,16425.25
TEST,20200420,none,no_dose,25-29,L1,0,0,0,56946.88
TEST,20200420,none,no_dose,60-69,L1,0,0,0,20457.99
TEST,20200420,none,no_dose,30-39,L1,0,0,0,25460.38
TEST,20200420,none,no_dose,80+,L1,0,0,0,27942
TEST,20200420,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200420,none,no_dose,12-17,L1,0,0,0,55151.99
TEST,20200427,none,no_dose,50-59,L1,0,0,0,15504.76
TEST,20200427,none,no_dose,18-24,L1,0,0,0,49535.41
TEST,20200427,none,no_dose,70-79,L1,1,6627.65,167.8,36926.92
TEST,20200427,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200427,none,no_dose,40-49,L1,0,0,0,16447.3
TEST,20200427,none,no_dose,25-29,L1,0,0,0,56946.88
TEST,20200427,none,no_dose,60-69,L1,0,0,0,20476.64
TEST,20200427,none,no_dose,30-39,L1,0,0,0,25460.38
TEST,20200427,none,no_dose,80+,L1,0,0,0,27976.81
TEST,20200427,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200427,none,no_dose,12-17,L1,0,0,0,55310.48
TEST,20200504,none,no_dose,50-59,L1,0,0,0,15510.11
TEST,20200504,none,no_dose,18-24,L1,0,0,0,49608.37
TEST,20200504,none,no_dose,70-79,L1,0,0,0,24493.06
TEST,20200504,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200504,none,no_dose,40-49,L1,0,0,0,16475.46
TEST,20200504,none,no_dose,25-29,L1,1,15443.97,391.01,86048.32
TEST,20200504,none,no_dose,60-69,L1,0,0,0,20492.22
TEST,20200504,none,no_dose,30-39,L1,0,0,0,25489.28
TEST,20200504,none,no_dose,80+,L1,0,0,0,28005.89
TEST,20200504,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200504,none,no_dose,12-17,L1,0,0,0,55333.19
TEST,20200511,none,no_dose,50-59,L1,0,0,0,15520.83
TEST,20200511,none,no_dose,18-24,L1,0,0,0,49736.55
TEST,20200511,none,no_dose,70-79,L1,0,0,0,24586.92
TEST,20200511,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200511,none,no_dose,40-49,L1,0,0,0,16505.74
TEST,20200511,none,no_dose,25-29,L1,0,0,0,57188.59
TEST,20200511,none,no_dose,60-69,L1,0,0,0,20535.94
TEST,20200511,none,no_dose,30-39,L1,0,0,0,25586.08
TEST,20200511,none,no_dose,80+,L1,0,0,0,28163.95
TEST,20200511,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200511,none,no_dose,12-17,L1,0,0,0,55469.87
TEST,20200518,none,no_dose,50-59,L1,0,0,0,15542.31
TEST,20200518,none,no_dose,18-24,L1,0,0,0,49883.87
TEST,20200518,none,no_dose,70-79,L1,0,0,0,24681.5
TEST,20200518,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200518,none,no_dose,40-49,L1,1,4494.83,113.8,25043.6
TEST,20200518,none,no_dose,25-29,L1,0,0,0,57285.85
TEST,20200518,none,no_dose,60-69,L1,0,0,0,20586.15
TEST,20200518,none,no_dose,30-39,L1,0,0,0,25629.89
TEST,20200518,none,no_dose,80+,L1,0,0,0,28341.67
TEST,20200518,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200518,none,no_dose,12-17,L1,0,0,0,55469.87
TEST,20200525,none,no_dose,50-59,L1,0,0,0,15547.69
TEST,20200525,none,no_dose,18-24,L1,0,0,0,49994.92
TEST,20200525,none,no_dose,70-79,L1,0,0,0,24758.6
TEST,20200525,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200525,none,no_dose,40-49,L1,1,4504.81,114.05,25099.2
TEST,20200525,none,no_dose,25-29,L1,0,0,0,57285.85
TEST,20200525,none,no_dose,60-69,L1,1,5587.43,141.46,31131.14
TEST,20200525,none,no_dose,30-39,L1,1,6958.47,176.17,38770.1
TEST,20200525,none,no_dose,80+,L1,1,7704.07,195.05,42924.34
TEST,20200525,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200525,none,no_dose,12-17,L1,0,0,0,55768.35
TEST,20200601,none,no_dose,50-59,L1,2,8440.21,1022.15,30488.93
TEST,20200601,none,no_dose,18-24,L1,0,0,0,50013.48
TEST,20200601,none,no_dose,70-79,L1,0,0,0,24772.26
TEST,20200601,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200601,none,no_dose,40-49,L1,0,0,0,16671.16
TEST,20200601,none,no_dose,25-29,L1,0,0,0,57383.44
TEST,20200601,none,no_dose,60-69,L1,0,0,0,20649.24
TEST,20200601,none,no_dose,30-39,L1,0,0,0,25698.33
TEST,20200601,none,no_dose,80+,L1,1,7712.2,195.26,42969.65
TEST,20200601,none,no_dose,5-11,L1,0,0,0,63735.25
TEST,20200601,none,no_dose,12-17,L1,0,0,0,55953.62
TEST,20200608,none,no_dose,50-59,L1,0,0,0,15610.74
TEST,20200608,none,no_dose,18-24,L1,0,0,0,50125.12
TEST,20200608,none,no_dose,70-79,L1,0,0,0,24772.26
TEST,20200608,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200608,none,no_dose,40-49,L1,0,0,0,16714.59
TEST,20200608,none,no_dose,25-29,L1,0,0,0,57456.85
TEST,20200608,none,no_dose,60-69,L1,0,0,0,20671.42
TEST,20200608,none,no_dose,30-39,L1,0,0,0,25698.33
TEST,20200608,none,no_dose,80+,L1,0,0,0,28515.62
TEST,20200608,none,no_dose,5-11,L1,0,0,0,63916.66
TEST,20200608,none,no_dose,12-17,L1,0,0,0,55953.62
TEST,20200615,none,no_dose,50-59,L1,0,0,0,15617.98
TEST,20200615,none,no_dose,18-24,L1,0,0,0,50125.12
TEST,20200615,none,no_dose,70-79,L1,0,0,0,24781.37
TEST,20200615,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200615,none,no_dose,40-49,L1,0,0,0,16749.92
TEST,20200615,none,no_dose,25-29,L1,0,0,0,57628.88
TEST,20200615,none,no_dose,60-69,L1,0,0,0,20690.47
TEST,20200615,none,no_dose,30-39,L1,0,0,0,25698.33
TEST,20200615,none,no_dose,80+,L1,0,0,0,28557.93
TEST,20200615,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200615,none,no_dose,12-17,L1,0,0,0,56116.75
TEST,20200622,none,no_dose,50-59,L1,0,0,0,15623.41
TEST,20200622,none,no_dose,18-24,L1,0,0,0,50199.82
TEST,20200622,none,no_dose,70-79,L1,0,0,0,24817.89
TEST,20200622,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200622,none,no_dose,40-49,L1,0,0,0,16766.59
TEST,20200622,none,no_dose,25-29,L1,0,0,0,57678.22
TEST,20200622,none,no_dose,60-69,L1,1,5614.05,142.14,31279.48
TEST,20200622,none,no_dose,30-39,L1,0,0,0,25722.86
TEST,20200622,none,no_dose,80+,L1,0,0,0,28752.95
TEST,20200622,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200622,none,no_dose,12-17,L1,0,0,0,56163.54
TEST,20200629,none,no_dose,50-59,L1,0,0,0,15639.74
TEST,20200629,none,no_dose,18-24,L1,0,0,0,50255.99
TEST,20200629,none,no_dose,70-79,L1,0,0,0,24900.45
TEST,20200629,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200629,none,no_dose,40-49,L1,0,0,0,16774.94
TEST,20200629,none,no_dose,25-29,L1,0,0,0,57801.94
TEST,20200629,none,no_dose,60-69,L1,0,0,0,20747.82
TEST,20200629,none,no_dose,30-39,L1,0,0,0,25732.68
TEST,20200629,none,no_dose,80+,L1,0,0,0,28839.11
TEST,20200629,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200629,none,no_dose,12-17,L1,0,0,0,56398.63
TEST,20200706,none,no_dose,50-59,L1,0,0,0,15659.73
TEST,20200706,none,no_dose,18-24,L1,0,0,0,50255.99
TEST,20200706,none,no_dose,70-79,L1,0,0,0,24965.04
TEST,20200706,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200706,none,no_dose,40-49,L1,0,0,0,16789.57
TEST,20200706,none,no_dose,25-29,L1,0,0,0,57901.3
TEST,20200706,none,no_dose,60-69,L1,0,0,0,20789.43
TEST,20200706,none,no_dose,30-39,L1,0,0,0,25737.6
TEST,20200706,none,no_dose,80+,L1,0,0,0,28938.21
TEST,20200706,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200706,none,no_dose,12-17,L1,0,0,0,56445.88
TEST,20200713,none,no_dose,50-59,L1,0,0,0,15674.3
TEST,20200713,none,no_dose,18-24,L1,0,0,0,50293.51
TEST,20200713,none,no_dose,70-79,L1,0,0,0,25020.67
TEST,20200713,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200713,none,no_dose,40-49,L1,0,0,0,16818.91
TEST,20200713,none,no_dose,25-29,L1,0,0,0,58151.2
TEST,20200713,none,no_dose,60-69,L1,0,0,0,20818.34
TEST,20200713,none,no_dose,30-39,L1,0,0,0,25846.22
TEST,20200713,none,no_dose,80+,L1,0,0,0,29056.79
TEST,20200713,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200713,none,no_dose,12-17,L1,0,0,0,56445.88
TEST,20200720,none,no_dose,50-59,L1,0,0,0,15698.05
TEST,20200720,none,no_dose,18-24,L1,0,0,0,50387.55
TEST,20200720,none,no_dose,70-79,L1,0,0,0,25085.89
TEST,20200720,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200720,none,no_dose,40-49,L1,0,0,0,16825.22
TEST,20200720,none,no_dose,25-29,L1,0,0,0,58176.3
TEST,20200720,none,no_dose,60-69,L1,0,0,0,20876.41
TEST,20200720,none,no_dose,30-39,L1,1,7025.39,177.87,39142.96
TEST,20200720,none,no_dose,80+,L1,0,0,0,29119.59
TEST,20200720,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200720,none,no_dose,12-17,L1,0,0,0,56588.12
TEST,20200727,none,no_dose,50-59,L1,1,4258.98,107.83,23729.51
TEST,20200727,none,no_dose,18-24,L1,0,0,0,50387.55
TEST,20200727,none,no_dose,70-79,L1,0,0,0,25128
TEST,20200727,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200727,none,no_dose,40-49,L1,0,0,0,16839.94
TEST,20200727,none,no_dose,25-29,L1,0,0,0,58327.41
TEST,20200727,none,no_dose,60-69,L1,0,0,0,20925.04
TEST,20200727,none,no_dose,30-39,L1,0,0,0,25940.76
TEST,20200727,none,no_dose,80+,L1,0,0,0,29239.65
TEST,20200727,none,no_dose,5-11,L1,0,0,0,63947
TEST,20200727,none,no_dose,12-17,L1,0,0,0,56754.98
TEST,20200803,none,no_dose,50-59,L1,0,0,0,15720.02
TEST,20200803,none,no_dose,18-24,L1,0,0,0,50519.81
TEST,20200803,none,no_dose,70-79,L1,0,0,0,25128
TEST,20200803,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200803,none,no_dose,40-49,L1,0,0,0,16877.91
TEST,20200803,none,no_dose,25-29,L1,0,0,0,58327.41
TEST,20200803,none,no_dose,60-69,L1,0,0,0,20944.55
TEST,20200803,none,no_dose,30-39,L1,0,0,0,26025.95
TEST,20200803,none,no_dose,80+,L1,0,0,0,29284.14
TEST,20200803,none,no_dose,5-11,L1,0,0,0,64007.75
TEST,20200803,none,no_dose,12-17,L1,0,0,0,56922.82
TEST,20200810,none,no_dose,50-59,L1,0,0,0,15732.87
TEST,20200810,none,no_dose,18-24,L1,0,0,0,50557.72
TEST,20200810,none,no_dose,70-79,L1,0,0,0,25132.68
TEST,20200810,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200810,none,no_dose,40-49,L1,0,0,0,16896.96
TEST,20200810,none,no_dose,25-29,L1,0,0,0,58327.41
TEST,20200810,none,no_dose,60-69,L1,0,0,0,20980.43
TEST,20200810,none,no_dose,30-39,L1,0,0,0,26101.57
TEST,20200810,none,no_dose,80+,L1,0,0,0,29360.72
TEST,20200810,none,no_dose,5-11,L1,0,0,0,64160.15
TEST,20200810,none,no_dose,12-17,L1,0,0,0,57285.85
TEST,20200817,none,no_dose,50-59,L1,0,0,0,15751.27
TEST,20200817,none,no_dose,18-24,L1,0,0,0,50690.87
TEST,20200817,none,no_dose,70-79,L1,0,0,0,25226.8
TEST,20200817,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200817,none,no_dose,40-49,L1,0,0,0,16943.7
TEST,20200817,none,no_dose,25-29,L1,0,0,0,58785.48
TEST,20200817,none,no_dose,60-69,L1,0,0,0,21000.05
TEST,20200817,none,no_dose,30-39,L1,0,0,0,26152.24
TEST,20200817,none,no_dose,80+,L1,0,0,0,29508.61
TEST,20200817,none,no_dose,5-11,L1,0,0,0,64160.15
TEST,20200817,none,no_dose,12-17,L1,0,0,0,57456.85
TEST,20200824,none,no_dose,50-59,L1,0,0,0,15782.63
TEST,20200824,none,no_dose,18-24,L1,0,0,0,50786.4
TEST,20200824,none,no_dose,70-79,L1,0,0,0,25226.8
TEST,20200824,none,no_dose,0-4,L1,0,0,0,181585.34
TEST,20200824,none,no_dose,40-49,L1,0,0,0,16960.77
TEST,20200824,none,no_dose,25-29,L1,0,0,0,58862.53
TEST,20200824,none,no_dose,60-69,L1,0,0,0,21049.26
TEST,20200824,none,no_dose,30-39,L1,0,0,0,26223.5
TEST,20200824,none,no_dose,80+,L1,0,0,0,29612.38
TEST,20200824,none,no_dose,5-11,L1,0,0,0,64160.15
TEST,20200824,none,no_dose,12-17,L1,0,0,0,57752.39
TEST,20200831,none,no_dose,50-59,L1,0,0,0,15825.27
TEST,20200831,none,no_dose,18-24,L1,0,0,0,50786.4
TEST,20200831,none,no_dose,70-79,L1,0,0,0,25240.97
TEST,20200831,none,no_dose,0-4,L1,0,0,0,183564.47
TEST,20200831,none,no_dose,40-49,L1,0,0,0,17012.16
TEST,20200831,none,no_dose,25-29,L1,0,0,0,59017.22
TEST,20200831,none,no_dose,60-69,L1,0,0,0,21138.43
TEST,20200831,none,no_dose,30-39,L1,0,0,0,26295.14
TEST,20200831,none,no_dose,80+,L1,0,0,0,29625.4
TEST,20200831,none,no_dose,5-11,L1,0,0,0,64282.6
TEST,20200831,none,no_dose,12-17,L1,0,0,0,58251.76
TEST,20200907,none,no_dose,50-59,L1,0,0,0,15840.15
TEST,20200907,none,no_dose,18-24,L1,0,0,0,50786.4
TEST,20200907,none,no_dose,70-79,L1,0,0,0,25259.9
TEST,20200907,none,no_dose,0-4,L1,0,0,0,187655.04
TEST,20200907,none,no_dose,40-49,L1,0,0,0,17053.07
TEST,20200907,none,no_dose,25-29,L1,0,0,0,59355.21
TEST,20200907,none,no_dose,60-69,L1,0,0,0,21208.3
TEST,20200907,none,no_dose,30-39,L1,0,0,0,26295.14
TEST,20200907,none,no_dose,80+,L1,0,0,0,29697.23
TEST,20200907,none,no_dose,5-11,L1,0,0,0,64528.89
TEST,20200907,none,no_dose,12-17,L1,0,0,0,58403.26
TEST,20200914,none,no_dose,50-59,L1,0,0,0,15860.66
TEST,20200914,none,no_dose,18-24,L1,1,13798.64,349.35,76881.1
TEST,20200914,none,no_dose,70-79,L1,0,0,0,25269.38
TEST,20200914,none,no_dose,0-4,L1,0,0,0,188706.33
TEST,20200914,none,no_dose,40-49,L1,0,0,0,17102.86
TEST,20200914,none,no_dose,25-29,L1,0,0,0,59591.47
TEST,20200914,none,no_dose,60-69,L1,0,0,0,21268.56
TEST,20200914,none,no_dose,30-39,L1,0,0,0,26320.83
TEST,20200914,none,no_dose,80+,L1,0,0,0,29749.68
TEST,20200914,none,no_dose,5-11,L1,0,0,0,64590.76
TEST,20200914,none,no_dose,12-17,L1,0,0,0,58504.7
TEST,20200921,none,no_dose,50-59,L1,0,0,0,15894.34
TEST,20200921,none,no_dose,18-24,L1,0,0,0,50959.27
TEST,20200921,none,no_dose,70-79,L1,1,6877.24,174.12,38317.51
TEST,20200921,none,no_dose,0-4,L1,0,0,0,189236.41
TEST,20200921,none,no_dose,40-49,L1,1,4639.27,117.46,25848.38
TEST,20200921,none,no_dose,25-29,L1,1,16211.72,410.45,90325.91
TEST,20200921,none,no_dose,60-69,L1,0,0,0,21292.09
TEST,20200921,none,no_dose,30-39,L1,0,0,0,26413.71
TEST,20200921,none,no_dose,80+,L1,0,0,0,29762.83
TEST,20200921,none,no_dose,5-11,L1,0,0,0,64714.85
TEST,20200921,none,no_dose,12-17,L1,0,0,0,58504.7
TEST,20200928,none,no_dose,50-59,L1,0,0,0,15926.28
TEST,20200928,none,no_dose,18-24,L1,0,0,0,51191.61
