DAP,AESI,Sex,Age in 2020,history_covid,Person years,IR narrow,LL narrow,UL narrow
TEST,MYOCARD_narrow,Male,60-69,1,0,0,0,732262.62
TEST,MYOCARD_narrow,Female,70-79,0,0,0,0,16280.37
TEST,MYOCARD_narrow,Female,70-79,1,0,0,0,687430.21
TEST,MYOCARD_narrow,Male,70-79,0,0,0,0,20902.31
TEST,MYOCARD_narrow,Female,80+,0,0,0,0,4360.68
TEST,MYOCARD_narrow,Female,80+,1,0,0,0,226067.65
TEST,MYOCARD_narrow,Male,80+,0,0,0,0,6176.88
TEST,MYOCARD_narrow,Male,80+,1,0,0,0,288514.61
TEST,PERICARD_narrow,Female,12-17,0,0,0,0,705425.77
TEST,PERICARD_narrow,Female,12-17,1,0,0,0,33684080.52
TEST,PERICARD_narrow,Male,12-17,0,0,0,0,1113523.32
TEST,PERICARD_narrow,Female,18-24,0,0,0,0,101458.07
TEST,PERICARD_narrow,Female,18-24,1,0,0,0,5182166.23
TEST,PERICARD_narrow,Male,18-24,0,0,0,0,147092.05
TEST,PERICARD_narrow,Male,18-24,1,0,0,0,3368408.05
TEST,PERICARD_narrow,Female,25-29,0,0,0,0,78839.28
TEST,PERICARD_narrow,Female,25-29,1,0,0,0,1548693.36
TEST,PERICARD_narrow,Male,25-29,0,0,0,0,126275.84
TEST,PERICARD_narrow,Male,25-29,1,0,0,0,7091385.37
TEST,PERICARD_narrow,Female,30-39,0,0,0,0,32404.12
TEST,PERICARD_narrow,Female,30-39,1,0,0,0,2694726.44
TEST,PERICARD_narrow,Male,30-39,0,0,0,0,52061.95
TEST,PERICARD_narrow,Male,30-39,1,0,0,0,716682.56
TEST,PERICARD_narrow,Female,40-49,0,0,0,0,15681.6
TEST,PERICARD_narrow,Female,40-49,1,0,0,0,294827.84
TEST,PERICARD_narrow,Male,40-49,1,0,0,0,778822.67
TEST,PERICARD_narrow,Male,40-49,0,0,0,0,32655.43
TEST,PERICARD_narrow,Female,50-59,1,0,0,0,138760.37
TEST,PERICARD_narrow,Female,50-59,0,0,0,0,10551.83
TEST,PERICARD_narrow,Male,50-59,0,0,0,0,15909.35
TEST,PERICARD_narrow,Male,50-59,1,0,0,0,635548.69
TEST,PERICARD_narrow,Female,60-69,0,0,0,0,14832.27
TEST,PERICARD_narrow,Female,60-69,1,0,0,0,502747.47
TEST,PERICARD_narrow,Male,60-69,0,0,0,0,12689.43
TEST,PERICARD_narrow,Male,60-69,1,0,0,0,732262.62
TEST,PERICARD_narrow,Female,70-79,0,0,0,0,16280.37
TEST,PERICARD_narrow,Female,70-79,1,0,0,0,687430.21
TEST,PERICARD_narrow,Male,70-79,0,0,0,0,20902.31
TEST,PERICARD_narrow,Female,80+,0,0,0,0,4360.68
TEST,PERICARD_narrow,Female,80+,1,0,0,0,226067.65
TEST,PERICARD_narrow,Male,80+,0,0,0,0,6176.88
TEST,PERICARD_narrow,Male,80+,1,0,0,0,288514.61
