datasource,week_since_vaccination,vx_manufacturer,dose,ageband,AESI,Numerator,IR,lb,ub
TEST,10,AstraZeneca,1,50-59,ADEM_broad,0,0,0,916573.62
TEST,10,AstraZeneca,1,60+,ADEM_broad,0,0,0,237211.83
TEST,10,AstraZeneca,1,60-69,ADEM_broad,0,0,0,916573.62
TEST,10,AstraZeneca,1,70-79,ADEM_broad,0,0,0,320038.77
TEST,10,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,157586.34
TEST,11,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,0-59,ADEM_broad,0,0,0,469464.54
TEST,11,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,25-29,ADEM_broad,0,0,0,19248046.01
TEST,11,AstraZeneca,1,30-39,ADEM_broad,0,0,0,6416015.34
TEST,11,AstraZeneca,1,40-49,ADEM_broad,0,0,0,1203002.88
TEST,11,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,50-59,ADEM_broad,0,0,0,916573.62
TEST,11,AstraZeneca,1,60+,ADEM_broad,0,0,0,252788.6
TEST,11,AstraZeneca,1,60-69,ADEM_broad,0,0,0,998046.83
TEST,11,AstraZeneca,1,70-79,ADEM_broad,0,0,0,338533.47
TEST,11,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,164312.59
TEST,12,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,0-59,ADEM_broad,0,0,0,499023.42
TEST,12,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,25-29,ADEM_broad,0,0,0,19248046.01
TEST,12,AstraZeneca,1,30-39,ADEM_broad,0,0,0,6736816.1
TEST,12,AstraZeneca,1,40-49,ADEM_broad,0,0,0,1247558.54
TEST,12,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,50-59,ADEM_broad,0,0,0,998046.83
TEST,12,AstraZeneca,1,60+,ADEM_broad,0,0,0,295474.39
TEST,12,AstraZeneca,1,60-69,ADEM_broad,0,0,0,1295541.56
TEST,12,AstraZeneca,1,70-79,ADEM_broad,0,0,0,382773.64
TEST,12,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,185587.22
TEST,13,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,0-59,ADEM_broad,0,0,0,1749822.36
TEST,13,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,25-29,ADEM_broad,0,0,0,33684080.52
TEST,13,AstraZeneca,1,30-39,ADEM_broad,0,0,0,33684080.52
TEST,13,AstraZeneca,1,40-49,ADEM_broad,0,0,0,5389452.88
TEST,13,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,50-59,ADEM_broad,0,0,0,3062189.14
TEST,13,AstraZeneca,1,60+,ADEM_broad,0,0,0,2694726.44
TEST,13,AstraZeneca,1,60-69,ADEM_broad,0,0,0,9624023
TEST,13,AstraZeneca,1,70-79,ADEM_broad,0,0,0,3742675.61
TEST,13,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,1060915.92
TEST,14,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,0-59,ADEM_broad,0,0,0,3849609.2
TEST,14,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,40-49,ADEM_broad,0,0,0,9624023
TEST,14,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,50-59,ADEM_broad,0,0,0,6416015.34
TEST,14,AstraZeneca,1,60+,ADEM_broad,0,0,0,67368161.03
TEST,14,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,70-79,ADEM_broad,0,0,0,67368161.03
TEST,14,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,14,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3641522.22
TEST,15,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,0-59,ADEM_broad,0,0,0,3849609.2
TEST,15,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,40-49,ADEM_broad,0,0,0,9624023
TEST,15,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,50-59,ADEM_broad,0,0,0,6416015.34
TEST,15,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,15,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3849609.2
TEST,16,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,0-59,ADEM_broad,0,0,0,3962833
TEST,16,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,40-49,ADEM_broad,0,0,0,9624023
TEST,16,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,50-59,ADEM_broad,0,0,0,6736816.1
TEST,16,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,16,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,3962833
TEST,17,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,0-59,ADEM_broad,0,0,0,5614013.42
TEST,17,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,40-49,ADEM_broad,0,0,0,9624023
TEST,17,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,50-59,ADEM_broad,0,0,0,13473632.21
TEST,17,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,17,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,5614013.42
TEST,18,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,0-59,ADEM_broad,0,0,0,7925666
TEST,18,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,40-49,ADEM_broad,0,0,0,13473632.21
TEST,18,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,50-59,ADEM_broad,0,0,0,19248046.01
TEST,18,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,18,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,7925666
TEST,19,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,0-59,ADEM_broad,0,0,0,11228026.84
TEST,19,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,40-49,ADEM_broad,0,0,0,26947264.41
TEST,19,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,50-59,ADEM_broad,0,0,0,19248046.01
TEST,19,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,19,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,11228026.84
TEST,20,AstraZeneca,1,0-4,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,0-59,ADEM_broad,0,0,0,33684080.52
TEST,20,AstraZeneca,1,12-17,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,18-24,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,25-29,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,30-39,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,40-49,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,5-11,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,50-59,ADEM_broad,0,0,0,33684080.52
TEST,20,AstraZeneca,1,60+,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,60-69,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,70-79,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,80+,ADEM_broad,0,0,0,0
TEST,20,AstraZeneca,1,all_birth_cohorts,ADEM_broad,0,0,0,33684080.52
TEST,1,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,1,J&J,1,0-59,ADEM_broad,0,0,0,1604003.83
TEST,1,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,1,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,1,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,1,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,1,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,1,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,1,J&J,1,50-59,ADEM_broad,0,0,0,1604003.83
TEST,1,J&J,1,60+,ADEM_broad,0,0,0,1013055.05
TEST,1,J&J,1,60-69,ADEM_broad,0,0,0,1604003.83
TEST,1,J&J,1,70-79,ADEM_broad,0,0,0,2749720.86
TEST,1,J&J,1,80+,ADEM_broad,0,0,0,0
TEST,1,J&J,1,all_birth_cohorts,ADEM_broad,0,0,0,620904.71
TEST,2,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,2,J&J,1,0-59,ADEM_broad,0,0,0,1604003.83
TEST,2,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,2,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,2,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,2,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,2,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,2,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,2,J&J,1,50-59,ADEM_broad,0,0,0,1604003.83
TEST,2,J&J,1,60+,ADEM_broad,0,0,0,1013055.05
TEST,2,J&J,1,60-69,ADEM_broad,0,0,0,1604003.83
TEST,2,J&J,1,70-79,ADEM_broad,0,0,0,2749720.86
TEST,2,J&J,1,80+,ADEM_broad,0,0,0,0
TEST,2,J&J,1,all_birth_cohorts,ADEM_broad,0,0,0,620904.71
TEST,3,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,3,J&J,1,0-59,ADEM_broad,0,0,0,1727388.74
TEST,3,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,3,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,3,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,3,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,3,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,3,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,3,J&J,1,50-59,ADEM_broad,0,0,0,1727388.74
TEST,3,J&J,1,60+,ADEM_broad,0,0,0,1113523.32
TEST,3,J&J,1,60-69,ADEM_broad,0,0,0,1871337.81
TEST,3,J&J,1,70-79,ADEM_broad,0,0,0,2749720.86
TEST,3,J&J,1,80+,ADEM_broad,0,0,0,0
TEST,3,J&J,1,all_birth_cohorts,ADEM_broad,0,0,0,677066.95
TEST,4,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,4,J&J,1,0-59,ADEM_broad,0,0,0,2283666.48
TEST,4,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,4,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,4,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,4,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,4,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,4,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,4,J&J,1,50-59,ADEM_broad,0,0,0,2283666.48
TEST,4,J&J,1,60+,ADEM_broad,0,0,0,1480618.92
TEST,4,J&J,1,60-69,ADEM_broad,0,0,0,2929050.48
TEST,4,J&J,1,70-79,ADEM_broad,0,0,0,2994140.49
TEST,4,J&J,1,80+,ADEM_broad,0,0,0,0
TEST,4,J&J,1,all_birth_cohorts,ADEM_broad,0,0,0,898242.15
TEST,5,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,5,J&J,1,0-59,ADEM_broad,0,0,0,6736816.1
TEST,5,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,5,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,5,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,5,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,5,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,5,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,5,J&J,1,50-59,ADEM_broad,0,0,0,6736816.1
TEST,5,J&J,1,60+,ADEM_broad,0,0,0,1604003.83
TEST,5,J&J,1,60-69,ADEM_broad,0,0,0,3208007.67
TEST,5,J&J,1,70-79,ADEM_broad,0,0,0,3208007.67
TEST,5,J&J,1,80+,ADEM_broad,0,0,0,0
TEST,5,J&J,1,all_birth_cohorts,ADEM_broad,0,0,0,1295541.56
TEST,6,J&J,1,0-4,ADEM_broad,0,0,0,0
TEST,6,J&J,1,0-59,ADEM_broad,0,0,0,44912107.35
TEST,6,J&J,1,12-17,ADEM_broad,0,0,0,0
TEST,6,J&J,1,18-24,ADEM_broad,0,0,0,0
TEST,6,J&J,1,25-29,ADEM_broad,0,0,0,0
TEST,6,J&J,1,30-39,ADEM_broad,0,0,0,0
TEST,6,J&J,1,40-49,ADEM_broad,0,0,0,0
TEST,6,J&J,1,5-11,ADEM_broad,0,0,0,0
TEST,6,J&J,1,50-59,ADEM_broad,0,0,0,44912107.35
TEST,6,J&J,1,60+,ADEM_broad,0,0,0,1663411.38
