datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20200203,none,no_dose,40-49,L1,0,0,0,59120.81
TEST,20200203,none,no_dose,70-79,L1,0,0,0,80535.76
TEST,20200203,none,no_dose,30-39,L1,0,0,0,91161.25
TEST,20200203,none,no_dose,25-29,L1,0,0,0,181585.34
TEST,20200203,none,no_dose,80+,L1,0,0,0,87095.23
TEST,20200203,none,no_dose,60-69,L1,0,0,0,61692.46
TEST,20200203,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200203,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200203,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200203,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200210,none,no_dose,50-59,L1,0,0,0,52446.99
TEST,20200210,none,no_dose,40-49,L1,0,0,0,59224.76
TEST,20200210,none,no_dose,70-79,L1,0,0,0,80825.63
TEST,20200210,none,no_dose,30-39,L1,0,0,0,91346.66
TEST,20200210,none,no_dose,25-29,L1,0,0,0,181585.34
TEST,20200210,none,no_dose,80+,L1,0,0,0,87095.23
TEST,20200210,none,no_dose,60-69,L1,0,0,0,61947.73
TEST,20200210,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200210,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200210,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200210,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200217,none,no_dose,50-59,L1,0,0,0,52549.27
TEST,20200217,none,no_dose,40-49,L1,0,0,0,59224.76
TEST,20200217,none,no_dose,70-79,L1,0,0,0,80874.14
TEST,20200217,none,no_dose,30-39,L1,0,0,0,91657.36
TEST,20200217,none,no_dose,25-29,L1,0,0,0,181585.34
TEST,20200217,none,no_dose,80+,L1,0,0,0,87321.01
TEST,20200217,none,no_dose,60-69,L1,0,0,0,62291.41
TEST,20200217,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200217,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200217,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200217,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200224,none,no_dose,50-59,L1,0,0,0,52590.29
TEST,20200224,none,no_dose,40-49,L1,0,0,0,59224.76
TEST,20200224,none,no_dose,70-79,L1,0,0,0,80874.14
TEST,20200224,none,no_dose,30-39,L1,0,0,0,91657.36
TEST,20200224,none,no_dose,25-29,L1,0,0,0,181585.34
TEST,20200224,none,no_dose,80+,L1,0,0,0,87947.99
TEST,20200224,none,no_dose,60-69,L1,0,0,0,62291.41
TEST,20200224,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200224,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200224,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200224,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200302,none,no_dose,50-59,L1,0,0,0,52672.53
TEST,20200302,none,no_dose,40-49,L1,0,0,0,59276.87
TEST,20200302,none,no_dose,70-79,L1,0,0,0,81068.79
TEST,20200302,none,no_dose,30-39,L1,0,0,0,91657.36
TEST,20200302,none,no_dose,25-29,L1,0,0,0,182817.26
TEST,20200302,none,no_dose,80+,L1,0,0,0,88293.79
TEST,20200302,none,no_dose,60-69,L1,0,0,0,62406.82
TEST,20200302,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200302,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200302,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200302,none,no_dose,12-17,L1,0,0,0,209869.66
TEST,20200309,none,no_dose,50-59,L1,0,0,0,52858.5
TEST,20200309,none,no_dose,40-49,L1,0,0,0,59433.75
TEST,20200309,none,no_dose,70-79,L1,0,0,0,81559.52
TEST,20200309,none,no_dose,30-39,L1,0,0,0,91782.24
TEST,20200309,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200309,none,no_dose,80+,L1,0,0,0,88409.66
TEST,20200309,none,no_dose,60-69,L1,0,0,0,62493.66
TEST,20200309,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200309,none,no_dose,18-24,L1,0,0,0,209217.89
TEST,20200309,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200309,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200316,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200316,none,no_dose,40-49,L1,0,0,0,59591.47
TEST,20200316,none,no_dose,70-79,L1,0,0,0,81559.52
TEST,20200316,none,no_dose,30-39,L1,0,0,0,92095.91
TEST,20200316,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200316,none,no_dose,80+,L1,0,0,0,88700.67
TEST,20200316,none,no_dose,60-69,L1,0,0,0,62493.66
TEST,20200316,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200316,none,no_dose,18-24,L1,0,0,0,210525.5
TEST,20200316,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200316,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200323,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200323,none,no_dose,40-49,L1,0,0,0,59591.47
TEST,20200323,none,no_dose,70-79,L1,0,0,0,81807.12
TEST,20200323,none,no_dose,30-39,L1,0,0,0,92095.91
TEST,20200323,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200323,none,no_dose,80+,L1,0,0,0,88700.67
TEST,20200323,none,no_dose,60-69,L1,0,0,0,62493.66
TEST,20200323,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200323,none,no_dose,18-24,L1,0,0,0,211516.99
TEST,20200323,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200323,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200330,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200330,none,no_dose,40-49,L1,0,0,0,59591.47
TEST,20200330,none,no_dose,70-79,L1,0,0,0,82357.17
TEST,20200330,none,no_dose,30-39,L1,0,0,0,92095.91
TEST,20200330,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200330,none,no_dose,80+,L1,0,0,0,88700.67
TEST,20200330,none,no_dose,60-69,L1,0,0,0,62493.66
TEST,20200330,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200330,none,no_dose,18-24,L1,0,0,0,211516.99
TEST,20200330,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200330,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200406,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200406,none,no_dose,40-49,L1,0,0,0,59591.47
TEST,20200406,none,no_dose,70-79,L1,0,0,0,82965.72
TEST,20200406,none,no_dose,30-39,L1,0,0,0,92095.91
TEST,20200406,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200406,none,no_dose,80+,L1,0,0,0,89170.3
TEST,20200406,none,no_dose,60-69,L1,0,0,0,62493.66
TEST,20200406,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200406,none,no_dose,18-24,L1,0,0,0,211516.99
TEST,20200406,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200406,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200413,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200413,none,no_dose,40-49,L1,0,0,0,59591.47
TEST,20200413,none,no_dose,70-79,L1,0,0,0,82965.72
TEST,20200413,none,no_dose,30-39,L1,0,0,0,92285.15
TEST,20200413,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200413,none,no_dose,80+,L1,0,0,0,89525.8
TEST,20200413,none,no_dose,60-69,L1,0,0,0,62609.82
TEST,20200413,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200413,none,no_dose,18-24,L1,0,0,0,211516.99
TEST,20200413,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200413,none,no_dose,12-17,L1,0,0,0,211516.99
TEST,20200420,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200420,none,no_dose,40-49,L1,0,0,0,59776.54
TEST,20200420,none,no_dose,70-79,L1,1,22532.39,570.47,125542.43
TEST,20200420,none,no_dose,30-39,L1,0,0,0,92538.68
TEST,20200420,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200420,none,no_dose,80+,L1,0,0,0,89944.14
TEST,20200420,none,no_dose,60-69,L1,0,0,0,63078.8
TEST,20200420,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200420,none,no_dose,18-24,L1,0,0,0,215578.12
TEST,20200420,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200420,none,no_dose,12-17,L1,0,0,0,212183.18
TEST,20200427,none,no_dose,50-59,L1,0,0,0,52879.25
TEST,20200427,none,no_dose,40-49,L1,0,0,0,59962.76
TEST,20200427,none,no_dose,70-79,L1,1,22658.19,573.66,126243.35
TEST,20200427,none,no_dose,30-39,L1,0,0,0,92538.68
TEST,20200427,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200427,none,no_dose,80+,L1,0,0,0,90366.41
TEST,20200427,none,no_dose,60-69,L1,0,0,0,63108.35
TEST,20200427,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200427,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200427,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200427,none,no_dose,12-17,L1,0,0,0,213867.18
TEST,20200504,none,no_dose,50-59,L1,0,0,0,52920.79
TEST,20200504,none,no_dose,40-49,L1,0,0,0,59962.76
TEST,20200504,none,no_dose,70-79,L1,0,0,0,83687.16
TEST,20200504,none,no_dose,30-39,L1,0,0,0,92665.97
TEST,20200504,none,no_dose,25-29,L1,1,49761.58,1259.85,277253.78
TEST,20200504,none,no_dose,80+,L1,0,0,0,90366.41
TEST,20200504,none,no_dose,60-69,L1,0,0,0,63108.35
TEST,20200504,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200504,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200504,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200504,none,no_dose,12-17,L1,0,0,0,213867.18
TEST,20200511,none,no_dose,50-59,L1,0,0,0,53129.46
TEST,20200511,none,no_dose,40-49,L1,0,0,0,60203.9
TEST,20200511,none,no_dose,70-79,L1,0,0,0,83687.16
TEST,20200511,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200511,none,no_dose,25-29,L1,0,0,0,185077.37
TEST,20200511,none,no_dose,80+,L1,0,0,0,90853.89
TEST,20200511,none,no_dose,60-69,L1,0,0,0,63256.49
TEST,20200511,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200511,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200511,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200511,none,no_dose,12-17,L1,0,0,0,213867.18
TEST,20200518,none,no_dose,50-59,L1,0,0,0,53171.4
TEST,20200518,none,no_dose,40-49,L1,0,0,0,60528.45
TEST,20200518,none,no_dose,70-79,L1,0,0,0,83687.16
TEST,20200518,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200518,none,no_dose,25-29,L1,0,0,0,185077.37
TEST,20200518,none,no_dose,80+,L1,0,0,0,91657.36
TEST,20200518,none,no_dose,60-69,L1,0,0,0,63584.86
TEST,20200518,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200518,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200518,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200518,none,no_dose,12-17,L1,0,0,0,213867.18
TEST,20200525,none,no_dose,50-59,L1,0,0,0,53171.4
TEST,20200525,none,no_dose,40-49,L1,1,16474.97,417.11,91792.64
TEST,20200525,none,no_dose,70-79,L1,0,0,0,83687.16
TEST,20200525,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200525,none,no_dose,25-29,L1,0,0,0,185077.37
TEST,20200525,none,no_dose,80+,L1,0,0,0,91657.36
TEST,20200525,none,no_dose,60-69,L1,1,17318.63,438.47,96493.26
TEST,20200525,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200525,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200525,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200525,none,no_dose,12-17,L1,0,0,0,214207.19
TEST,20200601,none,no_dose,50-59,L1,2,28839.32,3492.58,104177.54
TEST,20200601,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200601,none,no_dose,70-79,L1,0,0,0,83843.39
TEST,20200601,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200601,none,no_dose,25-29,L1,0,0,0,186099.89
TEST,20200601,none,no_dose,80+,L1,0,0,0,91844.8
TEST,20200601,none,no_dose,60-69,L1,0,0,0,64343.99
TEST,20200601,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200601,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200601,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200601,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200608,none,no_dose,50-59,L1,0,0,0,53466.79
TEST,20200608,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200608,none,no_dose,70-79,L1,0,0,0,84052.6
TEST,20200608,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200608,none,no_dose,25-29,L1,0,0,0,186874.23
TEST,20200608,none,no_dose,80+,L1,0,0,0,92095.91
TEST,20200608,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200608,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200608,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200608,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200608,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200615,none,no_dose,50-59,L1,0,0,0,53466.79
TEST,20200615,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200615,none,no_dose,70-79,L1,0,0,0,84368.39
TEST,20200615,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200615,none,no_dose,25-29,L1,0,0,0,186874.23
TEST,20200615,none,no_dose,80+,L1,0,0,0,92095.91
TEST,20200615,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200615,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200615,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200615,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200615,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200622,none,no_dose,50-59,L1,0,0,0,53615.73
TEST,20200622,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200622,none,no_dose,70-79,L1,0,0,0,84953.54
TEST,20200622,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200622,none,no_dose,25-29,L1,0,0,0,187394.05
TEST,20200622,none,no_dose,80+,L1,0,0,0,92411.74
TEST,20200622,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200622,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200622,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200622,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200622,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200629,none,no_dose,50-59,L1,0,0,0,53765.49
TEST,20200629,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200629,none,no_dose,70-79,L1,0,0,0,85384.23
TEST,20200629,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200629,none,no_dose,25-29,L1,0,0,0,188706.33
TEST,20200629,none,no_dose,80+,L1,0,0,0,92538.68
TEST,20200629,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200629,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200629,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200629,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200629,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200706,none,no_dose,50-59,L1,0,0,0,53786.95
TEST,20200706,none,no_dose,40-49,L1,0,0,0,61104.91
TEST,20200706,none,no_dose,70-79,L1,0,0,0,85655.64
TEST,20200706,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200706,none,no_dose,25-29,L1,0,0,0,188971
TEST,20200706,none,no_dose,80+,L1,0,0,0,92665.97
TEST,20200706,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200706,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200706,none,no_dose,18-24,L1,0,0,0,218727.8
TEST,20200706,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200706,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200713,none,no_dose,50-59,L1,0,0,0,53916.1
TEST,20200713,none,no_dose,40-49,L1,0,0,0,61243.78
TEST,20200713,none,no_dose,70-79,L1,0,0,0,85928.78
TEST,20200713,none,no_dose,30-39,L1,0,0,0,92985.73
TEST,20200713,none,no_dose,25-29,L1,0,0,0,190574.71
TEST,20200713,none,no_dose,80+,L1,0,0,0,92985.73
TEST,20200713,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200713,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200713,none,no_dose,18-24,L1,0,0,0,219440.26
TEST,20200713,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200713,none,no_dose,12-17,L1,0,0,0,216270.18
TEST,20200720,none,no_dose,50-59,L1,0,0,0,53916.1
TEST,20200720,none,no_dose,40-49,L1,0,0,0,61467.3
TEST,20200720,none,no_dose,70-79,L1,0,0,0,86314.11
TEST,20200720,none,no_dose,30-39,L1,1,25329.4,641.28,141126.4
TEST,20200720,none,no_dose,25-29,L1,0,0,0,190574.71
TEST,20200720,none,no_dose,80+,L1,0,0,0,93762.23
TEST,20200720,none,no_dose,60-69,L1,0,0,0,64374.74
TEST,20200720,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200720,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200720,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200720,none,no_dose,12-17,L1,0,0,0,219083.45
TEST,20200727,none,no_dose,50-59,L1,1,14651.02,370.93,81630.27
TEST,20200727,none,no_dose,40-49,L1,0,0,0,61692.46
TEST,20200727,none,no_dose,70-79,L1,0,0,0,86314.11
TEST,20200727,none,no_dose,30-39,L1,0,0,0,94353.17
TEST,20200727,none,no_dose,25-29,L1,0,0,0,190574.71
TEST,20200727,none,no_dose,80+,L1,0,0,0,93892.91
TEST,20200727,none,no_dose,60-69,L1,0,0,0,64405.51
TEST,20200727,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200727,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200727,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200727,none,no_dose,12-17,L1,0,0,0,223814.49
TEST,20200803,none,no_dose,50-59,L1,0,0,0,54067.54
TEST,20200803,none,no_dose,40-49,L1,0,0,0,62033.3
TEST,20200803,none,no_dose,70-79,L1,0,0,0,86314.11
TEST,20200803,none,no_dose,30-39,L1,0,0,0,94618.2
TEST,20200803,none,no_dose,25-29,L1,0,0,0,190574.71
TEST,20200803,none,no_dose,80+,L1,0,0,0,93892.91
TEST,20200803,none,no_dose,60-69,L1,0,0,0,64590.76
TEST,20200803,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200803,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200803,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200803,none,no_dose,12-17,L1,0,0,0,223814.49
TEST,20200810,none,no_dose,50-59,L1,0,0,0,54154.47
TEST,20200810,none,no_dose,40-49,L1,0,0,0,62090.47
TEST,20200810,none,no_dose,70-79,L1,0,0,0,86314.11
TEST,20200810,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200810,none,no_dose,25-29,L1,0,0,0,190574.71
TEST,20200810,none,no_dose,80+,L1,0,0,0,93892.91
TEST,20200810,none,no_dose,60-69,L1,0,0,0,64933.17
TEST,20200810,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200810,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200810,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200810,none,no_dose,12-17,L1,0,0,0,227980.24
TEST,20200817,none,no_dose,50-59,L1,0,0,0,54219.85
TEST,20200817,none,no_dose,40-49,L1,0,0,0,62090.47
TEST,20200817,none,no_dose,70-79,L1,0,0,0,86982.78
TEST,20200817,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200817,none,no_dose,25-29,L1,0,0,0,192205.88
TEST,20200817,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200817,none,no_dose,60-69,L1,0,0,0,65121.47
TEST,20200817,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200817,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200817,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200817,none,no_dose,12-17,L1,0,0,0,229143.4
TEST,20200824,none,no_dose,50-59,L1,0,0,0,54219.85
TEST,20200824,none,no_dose,40-49,L1,0,0,0,62233.87
TEST,20200824,none,no_dose,70-79,L1,0,0,0,87151.57
TEST,20200824,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200824,none,no_dose,25-29,L1,0,0,0,192480.46
TEST,20200824,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200824,none,no_dose,60-69,L1,0,0,0,65628.99
TEST,20200824,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200824,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200824,none,no_dose,0-4,L1,0,0,0,493539.64
TEST,20200824,none,no_dose,12-17,L1,0,0,0,231108.61
TEST,20200831,none,no_dose,50-59,L1,0,0,0,54219.85
TEST,20200831,none,no_dose,40-49,L1,0,0,0,62493.66
TEST,20200831,none,no_dose,70-79,L1,0,0,0,87491.12
TEST,20200831,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200831,none,no_dose,25-29,L1,0,0,0,194144.56
TEST,20200831,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200831,none,no_dose,60-69,L1,0,0,0,66144.49
TEST,20200831,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200831,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200831,none,no_dose,0-4,L1,0,0,0,500878.52
TEST,20200831,none,no_dose,12-17,L1,0,0,0,234732.27
TEST,20200907,none,no_dose,50-59,L1,0,0,0,54219.85
TEST,20200907,none,no_dose,40-49,L1,0,0,0,62638.92
TEST,20200907,none,no_dose,70-79,L1,0,0,0,87491.12
TEST,20200907,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200907,none,no_dose,25-29,L1,0,0,0,194424.71
TEST,20200907,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200907,none,no_dose,60-69,L1,0,0,0,66767.26
TEST,20200907,none,no_dose,5-11,L1,0,0,0,216270.18
TEST,20200907,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200907,none,no_dose,0-4,L1,0,0,0,506527.53
TEST,20200907,none,no_dose,12-17,L1,0,0,0,234732.27
TEST,20200914,none,no_dose,50-59,L1,0,0,0,54285.38
TEST,20200914,none,no_dose,40-49,L1,0,0,0,62960.9
TEST,20200914,none,no_dose,70-79,L1,0,0,0,87491.12
TEST,20200914,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200914,none,no_dose,25-29,L1,0,0,0,194424.71
TEST,20200914,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200914,none,no_dose,60-69,L1,0,0,0,67099.76
TEST,20200914,none,no_dose,5-11,L1,0,0,0,218727.8
TEST,20200914,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200914,none,no_dose,0-4,L1,0,0,0,506527.53
TEST,20200914,none,no_dose,12-17,L1,0,0,0,234732.27
TEST,20200921,none,no_dose,50-59,L1,0,0,0,54748.61
TEST,20200921,none,no_dose,40-49,L1,0,0,0,63108.35
TEST,20200921,none,no_dose,70-79,L1,1,23966.54,606.78,133532.99
TEST,20200921,none,no_dose,30-39,L1,0,0,0,94817.96
TEST,20200921,none,no_dose,25-29,L1,0,0,0,194705.67
TEST,20200921,none,no_dose,80+,L1,0,0,0,94353.17
TEST,20200921,none,no_dose,60-69,L1,0,0,0,67300.86
TEST,20200921,none,no_dose,5-11,L1,0,0,0,218727.8
TEST,20200921,none,no_dose,18-24,L1,0,0,0,221241.91
TEST,20200921,none,no_dose,0-4,L1,0,0,0,506527.53
TEST,20200921,none,no_dose,12-17,L1,0,0,0,234732.27
TEST,20200928,none,no_dose,50-59,L1,0,0,0,54882.41
TEST,20200928,none,no_dose,40-49,L1,0,0,0,63108.35
TEST,20200928,none,no_dose,70-79,L1,0,0,0,88700.67
