datasource,week_since_vaccination,vx_manufacturer,dose,riskfactor,AESI,Numerator,IR,lb,ub
TEST,9,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,455190.28
TEST,9,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,458286.81
TEST,9,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,9,AstraZeneca,1,CV,ADEM_broad,0,0,0,104365.86
TEST,9,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,212517.86
TEST,9,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,55174.58
TEST,10,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,412037.68
TEST,10,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,434633.3
TEST,10,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,437455.59
TEST,10,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,10,AstraZeneca,1,CV,ADEM_broad,0,0,0,97493.72
TEST,10,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,195270.03
TEST,10,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,51485.03
TEST,11,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,379538.94
TEST,11,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,421051.01
TEST,11,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,418435.78
TEST,11,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,11,AstraZeneca,1,CV,ADEM_broad,0,0,0,91907.45
TEST,11,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,182322.49
TEST,11,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,48571.13
TEST,12,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,353638.64
TEST,12,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,414573.3
TEST,12,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,402197.98
TEST,12,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,12,AstraZeneca,1,CV,ADEM_broad,0,0,0,87661.89
TEST,12,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,171202.44
TEST,12,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,46253.46
TEST,13,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,351791.96
TEST,13,AstraZeneca,1,COVCKD,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,COVCOPD,ADEM_broad,0,0,0,414573.3
TEST,13,AstraZeneca,1,COVDIAB,ADEM_broad,0,0,0,402197.98
TEST,13,AstraZeneca,1,COVHIV,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,COVOBES,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,13,AstraZeneca,1,CV,ADEM_broad,0,0,0,87491.12
TEST,13,AstraZeneca,1,IMMUNOSUPPR,ADEM_broad,0,0,0,170768.47
TEST,13,AstraZeneca,1,any_risk_factors,ADEM_broad,0,0,0,46142.58
TEST,1,Moderna,1,COVCANCER,ADEM_broad,0,0,0,2138671.78
TEST,1,Moderna,1,COVCKD,ADEM_broad,0,0,0,6416015.34
TEST,1,Moderna,1,COVCOPD,ADEM_broad,0,0,0,2138671.78
TEST,1,Moderna,1,COVDIAB,ADEM_broad,0,0,0,1374860.43
TEST,1,Moderna,1,COVHIV,ADEM_broad,0,0,0,19248046.01
TEST,1,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,1,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,1,Moderna,1,CV,ADEM_broad,0,0,0,802001.92
TEST,1,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,1924804.6
TEST,1,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,401000.96
TEST,2,Moderna,1,COVCANCER,ADEM_broad,0,0,0,1069335.89
TEST,2,Moderna,1,COVCKD,ADEM_broad,0,0,0,3208007.67
TEST,2,Moderna,1,COVCOPD,ADEM_broad,0,0,0,1069335.89
TEST,2,Moderna,1,COVDIAB,ADEM_broad,0,0,0,687430.21
TEST,2,Moderna,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,2,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,2,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,2,Moderna,1,CV,ADEM_broad,0,0,0,404613.58
TEST,2,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,962402.3
TEST,2,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,201399.58
TEST,3,Moderna,1,COVCANCER,ADEM_broad,0,0,0,712890.59
TEST,3,Moderna,1,COVCKD,ADEM_broad,0,0,0,2138671.78
TEST,3,Moderna,1,COVCOPD,ADEM_broad,0,0,0,720515.09
TEST,3,Moderna,1,COVDIAB,ADEM_broad,0,0,0,463011.42
TEST,3,Moderna,1,COVHIV,ADEM_broad,0,0,0,6416015.34
TEST,3,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,3,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,3,Moderna,1,CV,ADEM_broad,0,0,0,272745.59
TEST,3,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,641601.53
TEST,3,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,135686.12
TEST,4,Moderna,1,COVCANCER,ADEM_broad,0,0,0,545491.18
TEST,4,Moderna,1,COVCKD,ADEM_broad,0,0,0,1623329.18
TEST,4,Moderna,1,COVCOPD,ADEM_broad,0,0,0,568507.69
TEST,4,Moderna,1,COVDIAB,ADEM_broad,0,0,0,357390.77
TEST,4,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,4,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,4,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,4,Moderna,1,CV,ADEM_broad,0,0,0,209217.89
TEST,4,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,500878.52
TEST,4,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,105098.54
TEST,5,Moderna,1,COVCANCER,ADEM_broad,0,0,0,477788.38
TEST,5,Moderna,1,COVCKD,ADEM_broad,0,0,0,1497070.25
TEST,5,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,5,Moderna,1,COVDIAB,ADEM_broad,0,0,0,334333.31
TEST,5,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,5,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,5,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,5,Moderna,1,CV,ADEM_broad,0,0,0,194987.44
TEST,5,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,453657.65
TEST,5,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,96723.85
TEST,6,Moderna,1,COVCANCER,ADEM_broad,0,0,0,425035.72
TEST,6,Moderna,1,COVCKD,ADEM_broad,0,0,0,1389034.25
TEST,6,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,6,Moderna,1,COVDIAB,ADEM_broad,0,0,0,323108.69
TEST,6,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,6,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,6,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,6,Moderna,1,CV,ADEM_broad,0,0,0,190305.54
TEST,6,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,414573.3
TEST,6,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,92348.4
TEST,7,Moderna,1,COVCANCER,ADEM_broad,0,0,0,382773.64
TEST,7,Moderna,1,COVCKD,ADEM_broad,0,0,0,1295541.56
TEST,7,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,7,Moderna,1,COVDIAB,ADEM_broad,0,0,0,312613.28
TEST,7,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,7,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,7,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,7,Moderna,1,CV,ADEM_broad,0,0,0,187655.04
TEST,7,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,388289.11
TEST,7,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,89170.3
TEST,8,Moderna,1,COVCANCER,ADEM_broad,0,0,0,361223.38
TEST,8,Moderna,1,COVCKD,ADEM_broad,0,0,0,1213840.74
TEST,8,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,8,Moderna,1,COVDIAB,ADEM_broad,0,0,0,302778.25
TEST,8,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,8,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,8,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,8,Moderna,1,CV,ADEM_broad,0,0,0,185843.2
TEST,8,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,373230.81
TEST,8,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,87151.57
TEST,9,Moderna,1,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,9,Moderna,1,COVCKD,ADEM_broad,0,0,0,1141833.24
TEST,9,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,9,Moderna,1,COVDIAB,ADEM_broad,0,0,0,293543.19
TEST,9,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,9,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,9,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,9,Moderna,1,CV,ADEM_broad,0,0,0,184066.01
TEST,9,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,361223.38
TEST,9,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,85330.16
TEST,10,Moderna,1,COVCANCER,ADEM_broad,0,0,0,335164.98
TEST,10,Moderna,1,COVCKD,ADEM_broad,0,0,0,1113523.32
TEST,10,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,10,Moderna,1,COVDIAB,ADEM_broad,0,0,0,287898.12
TEST,10,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,10,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,10,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,10,Moderna,1,CV,ADEM_broad,0,0,0,183564.47
TEST,10,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,358341.28
TEST,10,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,84315.6
TEST,11,Moderna,1,COVCANCER,ADEM_broad,0,0,0,329428.66
TEST,11,Moderna,1,COVCKD,ADEM_broad,0,0,0,1113523.32
TEST,11,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,11,Moderna,1,COVDIAB,ADEM_broad,0,0,0,283655.41
TEST,11,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,11,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,11,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,11,Moderna,1,CV,ADEM_broad,0,0,0,183564.47
TEST,11,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,358341.28
TEST,11,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,83583.33
TEST,12,Moderna,1,COVCANCER,ADEM_broad,0,0,0,323885.39
TEST,12,Moderna,1,COVCKD,ADEM_broad,0,0,0,1113523.32
TEST,12,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,12,Moderna,1,COVDIAB,ADEM_broad,0,0,0,279535.94
TEST,12,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,12,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,12,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,12,Moderna,1,CV,ADEM_broad,0,0,0,183564.47
TEST,12,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,358341.28
TEST,12,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,82863.67
TEST,13,Moderna,1,COVCANCER,ADEM_broad,0,0,0,321566.4
TEST,13,Moderna,1,COVCKD,ADEM_broad,0,0,0,1113523.32
TEST,13,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,13,Moderna,1,COVDIAB,ADEM_broad,0,0,0,275534.4
TEST,13,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,13,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,13,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,13,Moderna,1,CV,ADEM_broad,0,0,0,183564.47
TEST,13,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,358341.28
TEST,13,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,82357.17
TEST,14,Moderna,1,COVCANCER,ADEM_broad,0,0,0,321566.4
TEST,14,Moderna,1,COVCKD,ADEM_broad,0,0,0,1113523.32
TEST,14,Moderna,1,COVCOPD,ADEM_broad,0,0,0,552198.04
TEST,14,Moderna,1,COVDIAB,ADEM_broad,0,0,0,273298.83
TEST,14,Moderna,1,COVHIV,ADEM_broad,0,0,0,5614013.42
TEST,14,Moderna,1,COVOBES,ADEM_broad,0,0,0,0
TEST,14,Moderna,1,COVSICKLE,ADEM_broad,0,0,0,0
TEST,14,Moderna,1,CV,ADEM_broad,0,0,0,183564.47
TEST,14,Moderna,1,IMMUNOSUPPR,ADEM_broad,0,0,0,358341.28
TEST,14,Moderna,1,any_risk_factors,ADEM_broad,0,0,0,82156.29
TEST,1,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,769921.84
TEST,1,Pfizer,1,COVCKD,ADEM_broad,0,0,0,3208007.67
TEST,1,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,418435.78
TEST,1,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,288514.61
TEST,1,Pfizer,1,COVHIV,ADEM_broad,0,0,0,19248046.01
TEST,1,Pfizer,1,COVOBES,ADEM_broad,0,0,0,8982421.47
TEST,1,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,19248046.01
TEST,1,Pfizer,1,CV,ADEM_broad,0,0,0,98852.77
TEST,1,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,423699.13
TEST,1,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,70468.79
TEST,2,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,384960.92
TEST,2,Pfizer,1,COVCKD,ADEM_broad,0,0,0,1604003.83
TEST,2,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,221605.79
TEST,2,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,145033.72
TEST,2,Pfizer,1,COVHIV,ADEM_broad,0,0,0,9624023
TEST,2,Pfizer,1,COVOBES,ADEM_broad,0,0,0,6124378.28
TEST,2,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,9624023
TEST,2,Pfizer,1,CV,ADEM_broad,0,0,0,49828.52
TEST,2,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,218373.29
TEST,2,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,35910.53
TEST,3,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,265752.11
TEST,3,Pfizer,1,COVCKD,ADEM_broad,0,0,0,1086583.24
TEST,3,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,158141.22
TEST,3,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,99730.81
TEST,3,Pfizer,1,COVHIV,ADEM_broad,0,0,0,6416015.34
TEST,3,Pfizer,1,COVOBES,ADEM_broad,0,0,0,4990234.15
TEST,3,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,6416015.34
TEST,3,Pfizer,1,CV,ADEM_broad,0,0,0,34583.24
TEST,3,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,152762.27
TEST,3,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,24997.46
TEST,4,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,245869.2
TEST,4,Pfizer,1,COVCKD,ADEM_broad,0,0,0,1013055.05
TEST,4,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,149540.87
TEST,4,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,89884.14
TEST,4,Pfizer,1,COVHIV,ADEM_broad,0,0,0,5858100.96
TEST,4,Pfizer,1,COVOBES,ADEM_broad,0,0,0,4990234.15
TEST,4,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,6416015.34
TEST,4,Pfizer,1,CV,ADEM_broad,0,0,0,31304.91
TEST,4,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,135822.91
TEST,4,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,22553.79
TEST,5,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,238050.04
TEST,5,Pfizer,1,COVCKD,ADEM_broad,0,0,0,962402.3
TEST,5,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,143949.06
TEST,5,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,83583.33
TEST,5,Pfizer,1,COVHIV,ADEM_broad,0,0,0,5858100.96
TEST,5,Pfizer,1,COVOBES,ADEM_broad,0,0,0,4990234.15
TEST,5,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,6416015.34
TEST,5,Pfizer,1,CV,ADEM_broad,0,0,0,29431.26
TEST,5,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,127229.77
TEST,5,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,21155.02
TEST,6,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,235965.54
TEST,6,Pfizer,1,COVCKD,ADEM_broad,0,0,0,916573.62
TEST,6,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,141085.15
TEST,6,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,79396.77
TEST,6,Pfizer,1,COVHIV,ADEM_broad,0,0,0,5858100.96
TEST,6,Pfizer,1,COVOBES,ADEM_broad,0,0,0,4990234.15
TEST,6,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,6416015.34
TEST,6,Pfizer,1,CV,ADEM_broad,0,0,0,28158.06
TEST,6,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,123952.46
TEST,6,Pfizer,1,any_risk_factors,ADEM_broad,0,0,0,20325.29
TEST,7,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,235965.54
TEST,7,Pfizer,1,COVCKD,ADEM_broad,0,0,0,898242.15
TEST,7,Pfizer,1,COVCOPD,ADEM_broad,0,0,0,140058.55
TEST,7,Pfizer,1,COVDIAB,ADEM_broad,0,0,0,77568.41
TEST,7,Pfizer,1,COVHIV,ADEM_broad,0,0,0,5858100.96
TEST,7,Pfizer,1,COVOBES,ADEM_broad,0,0,0,4990234.15
TEST,7,Pfizer,1,COVSICKLE,ADEM_broad,0,0,0,6416015.34
TEST,7,Pfizer,1,CV,ADEM_broad,0,0,0,27457.98
TEST,7,Pfizer,1,IMMUNOSUPPR,ADEM_broad,0,0,0,123159.34
