datasource,week,vx_manufacturer,dose,riskfactor,COVID,Numerator,IR,lb,ub
TEST,20200302,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200309,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200316,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200323,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200330,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200406,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200413,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200420,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200427,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200504,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200511,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200518,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200525,none,no_dose,COVCANCER,L1,0,0,0,392817.27
TEST,20200601,none,no_dose,COVCANCER,L1,0,0,0,399811.04
TEST,20200608,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200615,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200622,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200629,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200706,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200713,none,no_dose,COVCANCER,L1,0,0,0,401000.96
TEST,20200720,none,no_dose,COVCANCER,L1,0,0,0,408291.89
TEST,20200727,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200803,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200810,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200817,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200824,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200831,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200907,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200914,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200921,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20200928,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201005,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201012,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201019,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201026,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201102,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201109,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201116,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201123,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201130,none,no_dose,COVCANCER,L1,0,0,0,409532.89
TEST,20201207,none,no_dose,COVCANCER,L1,1,112384.62,2845.33,626167
TEST,20201214,none,no_dose,COVCANCER,L1,0,0,0,418435.78
TEST,20201221,none,no_dose,COVCANCER,L1,0,0,0,418435.78
TEST,20201228,none,no_dose,COVCANCER,L1,0,0,0,418435.78
TEST,20210104,none,no_dose,COVCANCER,L1,0,0,0,418435.78
TEST,20210111,none,no_dose,COVCANCER,L1,1,115220.82,2917.14,641969.32
TEST,20210118,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210125,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210201,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210208,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210215,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210222,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210301,none,no_dose,COVCANCER,L1,0,0,0,427734.36
TEST,20210308,none,no_dose,COVCANCER,L1,0,0,0,430467.48
TEST,20210308,Pfizer,1,COVCANCER,L1,0,0,0,67368161.03
TEST,20210315,none,no_dose,COVCANCER,L1,0,0,0,459850.93
TEST,20210315,Pfizer,1,COVCANCER,L1,0,0,0,8982421.47
TEST,20210315,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210322,none,no_dose,COVCANCER,L1,0,0,0,469464.54
TEST,20210322,Pfizer,1,COVCANCER,L1,0,0,0,6416015.34
TEST,20210322,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210329,none,no_dose,COVCANCER,L1,0,0,0,495354.13
TEST,20210329,Pfizer,1,COVCANCER,L1,0,0,0,5389452.88
TEST,20210329,Pfizer,2,COVCANCER,L1,0,0,0,26947264.41
TEST,20210329,AstraZeneca,1,COVCANCER,L1,0,0,0,16842040.26
TEST,20210329,Moderna,1,COVCANCER,L1,0,0,0,26947264.41
TEST,20210405,none,no_dose,COVCANCER,L1,0,0,0,575796.25
TEST,20210405,Pfizer,1,COVCANCER,L1,0,0,0,4491210.74
TEST,20210405,Pfizer,2,COVCANCER,L1,0,0,0,8982421.47
TEST,20210405,AstraZeneca,1,COVCANCER,L1,0,0,0,7925666
TEST,20210405,Moderna,1,COVCANCER,L1,0,0,0,7091385.37
TEST,20210412,none,no_dose,COVCANCER,L1,0,0,0,654059.82
TEST,20210412,Pfizer,1,COVCANCER,L1,0,0,0,2929050.48
TEST,20210412,Pfizer,2,COVCANCER,L1,0,0,0,6416015.34
TEST,20210412,AstraZeneca,1,COVCANCER,L1,0,0,0,6416015.34
TEST,20210412,Moderna,1,COVCANCER,L1,0,0,0,6416015.34
TEST,20200106,none,no_dose,COVCOPD,L1,0,0,0,171857.55
TEST,20200113,none,no_dose,COVCOPD,L1,0,0,0,174528.91
TEST,20200120,none,no_dose,COVCOPD,L1,0,0,0,176587.58
TEST,20200127,none,no_dose,COVCOPD,L1,0,0,0,176587.58
TEST,20200203,none,no_dose,COVCOPD,L1,0,0,0,176587.58
TEST,20200210,none,no_dose,COVCOPD,L1,0,0,0,176587.58
TEST,20200217,none,no_dose,COVCOPD,L1,0,0,0,176587.58
TEST,20200224,none,no_dose,COVCOPD,L1,0,0,0,177987.22
TEST,20200302,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200309,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200316,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200323,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200330,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200406,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200413,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20200420,none,no_dose,COVCOPD,L1,0,0,0,178458.7
TEST,20200427,none,no_dose,COVCOPD,L1,0,0,0,179888.28
TEST,20200504,none,no_dose,COVCOPD,L1,0,0,0,179888.28
TEST,20200511,none,no_dose,COVCOPD,L1,0,0,0,180369.91
TEST,20200518,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200525,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200601,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200608,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200615,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200622,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200629,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200706,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200713,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200720,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200727,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200803,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200810,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200817,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200824,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200831,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200907,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200914,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200921,none,no_dose,COVCOPD,L1,0,0,0,181585.34
TEST,20200928,none,no_dose,COVCOPD,L1,0,0,0,182076.11
TEST,20201005,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20201012,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20201019,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20201026,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20201102,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20201109,none,no_dose,COVCOPD,L1,0,0,0,184317.81
TEST,20201116,none,no_dose,COVCOPD,L1,0,0,0,185077.37
TEST,20201123,none,no_dose,COVCOPD,L1,0,0,0,185587.22
TEST,20201130,none,no_dose,COVCOPD,L1,0,0,0,187133.78
TEST,20201207,none,no_dose,COVCOPD,L1,3,154985.86,31961.81,452934.44
TEST,20201214,none,no_dose,COVCOPD,L1,0,0,0,195837.68
TEST,20201221,none,no_dose,COVCOPD,L1,0,0,0,196408.63
TEST,20201228,none,no_dose,COVCOPD,L1,0,0,0,197271.34
TEST,20210104,none,no_dose,COVCOPD,L1,0,0,0,199609.37
TEST,20210111,none,no_dose,COVCOPD,L1,1,55424.89,1403.24,308807.7
TEST,20210111,Pfizer,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210118,none,no_dose,COVCOPD,L1,0,0,0,204766.45
TEST,20210118,Pfizer,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210125,none,no_dose,COVCOPD,L1,0,0,0,205704.31
TEST,20210125,Pfizer,1,COVCOPD,L1,0,0,0,33684080.52
TEST,20210125,Pfizer,2,COVCOPD,L1,0,0,0,44912107.35
TEST,20210201,none,no_dose,COVCOPD,L1,0,0,0,207286.65
TEST,20210201,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210208,none,no_dose,COVCOPD,L1,0,0,0,211516.99
TEST,20210208,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210215,none,no_dose,COVCOPD,L1,0,0,0,211849.56
TEST,20210215,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210222,none,no_dose,COVCOPD,L1,0,0,0,216270.18
TEST,20210222,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210301,none,no_dose,COVCOPD,L1,0,0,0,219798.24
TEST,20210301,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210301,Pfizer,1,COVCOPD,L1,0,0,0,44912107.35
TEST,20210308,none,no_dose,COVCOPD,L1,0,0,0,226067.65
TEST,20210308,Pfizer,1,COVCOPD,L1,0,0,0,6736816.1
TEST,20210308,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210315,none,no_dose,COVCOPD,L1,0,0,0,231904.17
TEST,20210315,Pfizer,1,COVCOPD,L1,0,0,0,4812011.5
TEST,20210315,Moderna,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210315,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210322,none,no_dose,COVCOPD,L1,0,0,0,238471.37
TEST,20210322,Pfizer,1,COVCOPD,L1,0,0,0,3962833
TEST,20210322,Moderna,1,COVCOPD,L1,0,0,0,9624023
TEST,20210322,Pfizer,2,COVCOPD,L1,0,0,0,13473632.21
TEST,20210329,none,no_dose,COVCOPD,L1,0,0,0,261623.93
TEST,20210329,Pfizer,1,COVCOPD,L1,0,0,0,2406005.75
TEST,20210329,Pfizer,2,COVCOPD,L1,0,0,0,5614013.42
TEST,20210329,Moderna,1,COVCOPD,L1,0,0,0,4812011.5
TEST,20210405,none,no_dose,COVCOPD,L1,0,0,0,273854.31
TEST,20210405,Pfizer,1,COVCOPD,L1,0,0,0,2041459.43
TEST,20210405,Pfizer,2,COVCOPD,L1,0,0,0,3849609.2
TEST,20210405,Moderna,1,COVCOPD,L1,0,0,0,5182166.23
TEST,20210405,AstraZeneca,1,COVCOPD,L1,0,0,0,67368161.03
TEST,20210405,Moderna,2,COVCOPD,L1,0,0,0,67368161.03
TEST,20210412,none,no_dose,COVCOPD,L1,0,0,0,302099.38
TEST,20210412,Pfizer,1,COVCOPD,L1,0,0,0,1480618.92
TEST,20210412,Pfizer,2,COVCOPD,L1,0,0,0,3062189.14
TEST,20210412,Moderna,1,COVCOPD,L1,0,0,0,4812011.5
TEST,20210412,AstraZeneca,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210412,Moderna,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20200106,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200113,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200120,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200127,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200203,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200210,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200217,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200224,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200302,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200309,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200316,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200323,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200330,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200406,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200413,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200420,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200427,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200504,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200511,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200518,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200525,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200601,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200608,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200615,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200622,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200629,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200706,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200713,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200720,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200727,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200803,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200810,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200817,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200824,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200831,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200907,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200914,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200921,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200928,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201005,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201012,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201019,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201026,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201102,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201109,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201116,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201123,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201130,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201207,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201214,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201221,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20201228,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210104,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210111,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210118,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210125,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210201,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210208,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210215,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210222,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210301,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210308,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210315,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210322,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210329,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210405,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20210412,none,no_dose,COVHIV,L1,0,0,0,10364332.47
TEST,20210412,Pfizer,1,COVHIV,L1,0,0,0,134736322.06
TEST,20200106,none,no_dose,COVCKD,L1,0,0,0,1585133.2
TEST,20200113,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200120,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200127,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200203,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200210,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200217,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200224,none,no_dose,COVCKD,L1,0,0,0,1643125.88
TEST,20200302,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200309,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200316,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200323,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200330,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200406,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200413,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200420,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200427,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200504,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200511,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200518,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200525,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200601,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200608,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200615,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200622,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200629,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200706,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200713,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200720,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200727,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200803,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200810,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200817,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200824,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200831,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200907,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200914,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200921,none,no_dose,COVCKD,L1,0,0,0,1749822.36
TEST,20200928,none,no_dose,COVCKD,L1,0,0,0,1749822.36
