datasource,week,vx_manufacturer,dose,riskfactor,COVID,Numerator,IR,lb,ub
TEST,20210329,none,no_dose,CV,L1,0,0,0,78380.64
TEST,20210329,Pfizer,1,CV,L1,0,0,0,538945.29
TEST,20210329,Pfizer,2,CV,L1,0,0,0,1104396.08
TEST,20210329,AstraZeneca,1,CV,L1,0,0,0,2929050.48
TEST,20210329,Moderna,1,CV,L1,0,0,0,2283666.48
TEST,20210405,none,no_dose,CV,L1,0,0,0,89944.14
TEST,20210405,Pfizer,1,CV,L1,0,0,0,449121.07
TEST,20210405,Pfizer,2,CV,L1,0,0,0,683940.72
TEST,20210405,AstraZeneca,1,CV,L1,0,0,0,1308119.63
TEST,20210405,Moderna,1,CV,L1,0,0,0,1820761.11
TEST,20210405,Moderna,2,CV,L1,0,0,0,67368161.03
TEST,20210412,none,no_dose,CV,L1,0,0,0,105427.48
TEST,20210412,Pfizer,1,CV,L1,0,0,0,313340.28
TEST,20210412,Pfizer,2,CV,L1,0,0,0,545491.18
TEST,20210412,AstraZeneca,1,CV,L1,0,0,0,1069335.89
TEST,20210412,Moderna,1,CV,L1,0,0,0,2072866.49
TEST,20210412,Moderna,2,CV,L1,0,0,0,8421020.13
TEST,20210419,Pfizer,1,CV,L1,0,0,0,283059.5
TEST,20210419,Pfizer,2,CV,L1,0,0,0,396283.3
TEST,20210419,none,no_dose,CV,L1,0,0,0,119978.92
TEST,20210419,AstraZeneca,1,CV,L1,0,0,0,1013055.05
TEST,20210419,Moderna,1,CV,L1,0,0,0,2449751.31
TEST,20210419,Moderna,2,CV,L1,0,0,0,4646080.07
TEST,20200106,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200113,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200120,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200127,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200203,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200210,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200217,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200224,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200302,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200309,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200316,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200323,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200330,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200406,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200413,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200420,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200427,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200504,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200511,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200518,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200525,none,no_dose,COVCANCER,L1,0,0,0,305524.54
TEST,20200601,none,no_dose,COVCANCER,L1,0,0,0,309738.67
TEST,20200608,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200615,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200622,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200629,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200706,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200713,none,no_dose,COVCANCER,L1,0,0,0,310452.35
TEST,20200720,none,no_dose,COVCANCER,L1,0,0,0,314804.49
TEST,20200727,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200803,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200810,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200817,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200824,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200831,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200907,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200914,none,no_dose,COVCANCER,L1,0,0,0,315541.74
TEST,20200921,none,no_dose,COVCANCER,L1,0,0,0,318525.58
TEST,20200928,none,no_dose,COVCANCER,L1,0,0,0,326238.07
TEST,20201005,none,no_dose,COVCANCER,L1,0,0,0,330236.08
TEST,20201012,none,no_dose,COVCANCER,L1,0,0,0,331862.86
TEST,20201019,none,no_dose,COVCANCER,L1,0,0,0,331862.86
TEST,20201026,none,no_dose,COVCANCER,L1,0,0,0,331862.86
TEST,20201102,none,no_dose,COVCANCER,L1,0,0,0,337685.02
TEST,20201109,none,no_dose,COVCANCER,L1,0,0,0,337685.02
TEST,20201116,none,no_dose,COVCANCER,L1,0,0,0,338533.47
TEST,20201123,none,no_dose,COVCANCER,L1,0,0,0,343715.11
TEST,20201130,none,no_dose,COVCANCER,L1,0,0,0,343715.11
TEST,20201207,none,no_dose,COVCANCER,L1,1,94136.6,2383.33,524495.55
TEST,20201214,none,no_dose,COVCANCER,L1,0,0,0,349964.47
TEST,20201221,none,no_dose,COVCANCER,L1,0,0,0,349964.47
TEST,20201228,none,no_dose,COVCANCER,L1,0,0,0,349964.47
TEST,20210104,none,no_dose,COVCANCER,L1,0,0,0,349964.47
TEST,20210111,none,no_dose,COVCANCER,L1,1,96626.98,2446.38,538371.1
TEST,20210118,none,no_dose,COVCANCER,L1,0,0,0,363170.68
TEST,20210125,none,no_dose,COVCANCER,L1,0,0,0,363170.68
TEST,20210201,none,no_dose,COVCANCER,L1,0,0,0,363170.68
TEST,20210208,none,no_dose,COVCANCER,L1,0,0,0,365139.08
TEST,20210215,none,no_dose,COVCANCER,L1,0,0,0,370154.73
TEST,20210222,none,no_dose,COVCANCER,L1,0,0,0,371174.44
TEST,20210301,none,no_dose,COVCANCER,L1,0,0,0,377412.67
TEST,20210308,none,no_dose,COVCANCER,L1,0,0,0,381689.3
TEST,20210308,Pfizer,1,COVCANCER,L1,0,0,0,33684080.52
TEST,20210315,none,no_dose,COVCANCER,L1,0,0,0,410781.47
TEST,20210315,Pfizer,1,COVCANCER,L1,0,0,0,6124378.28
TEST,20210315,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210322,none,no_dose,COVCANCER,L1,0,0,0,418435.78
TEST,20210322,Pfizer,1,COVCANCER,L1,0,0,0,4812011.5
TEST,20210322,AstraZeneca,1,COVCANCER,L1,0,0,0,19248046.01
TEST,20210329,none,no_dose,COVCANCER,L1,0,0,0,444674.33
TEST,20210329,Pfizer,1,COVCANCER,L1,0,0,0,4812011.5
TEST,20210329,Pfizer,2,COVCANCER,L1,0,0,0,14970702.45
TEST,20210329,AstraZeneca,1,COVCANCER,L1,0,0,0,11228026.84
TEST,20210329,Moderna,1,COVCANCER,L1,0,0,0,26947264.41
TEST,20210405,none,no_dose,COVCANCER,L1,0,0,0,514260.77
TEST,20210405,Pfizer,1,COVCANCER,L1,0,0,0,4491210.74
TEST,20210405,Pfizer,2,COVCANCER,L1,0,0,0,6124378.28
TEST,20210405,AstraZeneca,1,COVCANCER,L1,0,0,0,5614013.42
TEST,20210405,Moderna,1,COVCANCER,L1,0,0,0,7091385.37
TEST,20210412,none,no_dose,COVCANCER,L1,0,0,0,575796.25
TEST,20210412,Pfizer,1,COVCANCER,L1,0,0,0,2929050.48
TEST,20210412,Pfizer,2,COVCANCER,L1,0,0,0,4812011.5
TEST,20210412,AstraZeneca,1,COVCANCER,L1,0,0,0,4812011.5
TEST,20210412,Moderna,1,COVCANCER,L1,0,0,0,6416015.34
TEST,20210419,Pfizer,1,COVCANCER,L1,0,0,0,1981416.5
TEST,20210419,Pfizer,2,COVCANCER,L1,0,0,0,3742675.61
TEST,20210419,none,no_dose,COVCANCER,L1,0,0,0,660472.17
TEST,20210419,AstraZeneca,1,COVCANCER,L1,0,0,0,4812011.5
TEST,20210419,Moderna,1,COVCANCER,L1,0,0,0,6416015.34
TEST,20200106,none,no_dose,COVCOPD,L1,0,0,0,152762.27
TEST,20200113,none,no_dose,COVCOPD,L1,0,0,0,154869.34
TEST,20200120,none,no_dose,COVCOPD,L1,0,0,0,156488.18
TEST,20200127,none,no_dose,COVCOPD,L1,0,0,0,156488.18
TEST,20200203,none,no_dose,COVCOPD,L1,0,0,0,156488.18
TEST,20200210,none,no_dose,COVCOPD,L1,0,0,0,156488.18
TEST,20200217,none,no_dose,COVCOPD,L1,0,0,0,156488.18
TEST,20200224,none,no_dose,COVCOPD,L1,0,0,0,157586.34
TEST,20200302,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200309,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200316,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200323,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200330,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200406,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200413,none,no_dose,COVCOPD,L1,0,0,0,157770.87
TEST,20200420,none,no_dose,COVCOPD,L1,0,0,0,157955.83
TEST,20200427,none,no_dose,COVCOPD,L1,0,0,0,159074.76
TEST,20200504,none,no_dose,COVCOPD,L1,0,0,0,159074.76
TEST,20200511,none,no_dose,COVCOPD,L1,0,0,0,159451.27
TEST,20200518,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200525,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200601,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200608,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200615,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200622,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200629,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200706,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200713,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200720,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200727,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200803,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200810,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200817,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200824,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200831,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200907,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200914,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200921,none,no_dose,COVCOPD,L1,0,0,0,160400.38
TEST,20200928,none,no_dose,COVCOPD,L1,0,0,0,160783.2
TEST,20201005,none,no_dose,COVCOPD,L1,0,0,0,161748.29
TEST,20201012,none,no_dose,COVCOPD,L1,0,0,0,161748.29
TEST,20201019,none,no_dose,COVCOPD,L1,0,0,0,161748.29
TEST,20201026,none,no_dose,COVCOPD,L1,0,0,0,161748.29
TEST,20201102,none,no_dose,COVCOPD,L1,0,0,0,161748.29
TEST,20201109,none,no_dose,COVCOPD,L1,0,0,0,162528.74
TEST,20201116,none,no_dose,COVCOPD,L1,0,0,0,163119.03
TEST,20201123,none,no_dose,COVCOPD,L1,0,0,0,163514.95
TEST,20201130,none,no_dose,COVCOPD,L1,0,0,0,164714.33
TEST,20201207,none,no_dose,COVCOPD,L1,3,136118.01,28070.81,397794.59
TEST,20201214,none,no_dose,COVCOPD,L1,0,0,0,171420.26
TEST,20201221,none,no_dose,COVCOPD,L1,0,0,0,171857.55
TEST,20201228,none,no_dose,COVCOPD,L1,0,0,0,172517.7
TEST,20210104,none,no_dose,COVCOPD,L1,0,0,0,174303.13
TEST,20210111,none,no_dose,COVCOPD,L1,1,48249.67,1221.58,268829.95
TEST,20210111,Pfizer,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210118,none,no_dose,COVCOPD,L1,0,0,0,178222.65
TEST,20210118,Pfizer,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210125,none,no_dose,COVCOPD,L1,0,0,0,178932.7
TEST,20210125,Pfizer,1,COVCOPD,L1,0,0,0,33684080.52
TEST,20210125,Pfizer,2,COVCOPD,L1,0,0,0,44912107.35
TEST,20210201,none,no_dose,COVCOPD,L1,0,0,0,180128.77
TEST,20210201,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210208,none,no_dose,COVCOPD,L1,0,0,0,183314.72
TEST,20210208,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210215,none,no_dose,COVCOPD,L1,0,0,0,183564.47
TEST,20210215,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210222,none,no_dose,COVCOPD,L1,0,0,0,186874.23
TEST,20210222,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210301,none,no_dose,COVCOPD,L1,0,0,0,190037.13
TEST,20210301,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210301,AstraZeneca,1,COVCOPD,L1,0,0,0,67368161.03
TEST,20210301,Pfizer,1,COVCOPD,L1,0,0,0,44912107.35
TEST,20210308,none,no_dose,COVCOPD,L1,0,0,0,196122.74
TEST,20210308,Pfizer,1,COVCOPD,L1,0,0,0,6736816.1
TEST,20210308,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210308,AstraZeneca,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210315,none,no_dose,COVCOPD,L1,0,0,0,200500.48
TEST,20210315,Pfizer,1,COVCOPD,L1,0,0,0,4812011.5
TEST,20210315,Moderna,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210315,Pfizer,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210315,AstraZeneca,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210322,none,no_dose,COVCOPD,L1,0,0,0,206018.84
TEST,20210322,Pfizer,1,COVCOPD,L1,0,0,0,3742675.61
TEST,20210322,Moderna,1,COVCOPD,L1,0,0,0,9624023
TEST,20210322,Pfizer,2,COVCOPD,L1,0,0,0,13473632.21
TEST,20210322,AstraZeneca,1,COVCOPD,L1,0,0,0,19248046.01
TEST,20210329,none,no_dose,COVCOPD,L1,0,0,0,228754.37
TEST,20210329,Pfizer,1,COVCOPD,L1,0,0,0,2138671.78
TEST,20210329,Pfizer,2,COVCOPD,L1,0,0,0,5614013.42
TEST,20210329,Moderna,1,COVCOPD,L1,0,0,0,4491210.74
TEST,20210329,AstraZeneca,1,COVCOPD,L1,0,0,0,8982421.47
TEST,20210405,none,no_dose,COVCOPD,L1,0,0,0,245421.35
TEST,20210405,Pfizer,1,COVCOPD,L1,0,0,0,1845703.04
TEST,20210405,Pfizer,2,COVCOPD,L1,0,0,0,3849609.2
TEST,20210405,Moderna,1,COVCOPD,L1,0,0,0,4082918.85
TEST,20210405,AstraZeneca,1,COVCOPD,L1,0,0,0,4646080.07
TEST,20210405,Moderna,2,COVCOPD,L1,0,0,0,67368161.03
TEST,20210412,none,no_dose,COVCOPD,L1,0,0,0,268399.05
TEST,20210412,Pfizer,1,COVCOPD,L1,0,0,0,1433365.13
TEST,20210412,Pfizer,2,COVCOPD,L1,0,0,0,2807006.71
TEST,20210412,Moderna,1,COVCOPD,L1,0,0,0,3849609.2
TEST,20210412,AstraZeneca,1,COVCOPD,L1,0,0,0,3849609.2
TEST,20210412,Moderna,2,COVCOPD,L1,0,0,0,19248046.01
TEST,20210419,none,no_dose,COVCOPD,L1,0,0,0,278957.19
TEST,20210419,Pfizer,2,COVCOPD,L1,0,0,0,1531094.57
TEST,20210419,Pfizer,1,COVCOPD,L1,0,0,0,2041459.43
TEST,20210419,AstraZeneca,1,COVCOPD,L1,0,0,0,3208007.67
TEST,20210419,Moderna,1,COVCOPD,L1,0,0,0,4990234.15
TEST,20210419,Moderna,2,COVCOPD,L1,0,0,0,8982421.47
TEST,20200106,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200113,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200120,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200127,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200203,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200210,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200217,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200224,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200302,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200309,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200316,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200323,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200330,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200406,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200413,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200420,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200427,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200504,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200511,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200518,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200525,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200601,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200608,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200615,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200622,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200629,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200706,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200713,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200720,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200727,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200803,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200810,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200817,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200824,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200831,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200907,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200914,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200921,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20200928,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201005,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201012,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201019,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201026,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201102,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201109,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201116,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201123,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201130,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201207,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201214,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201221,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20201228,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210104,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210111,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210118,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210125,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210201,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210208,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210215,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210222,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210301,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210308,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210315,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210322,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210329,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210405,none,no_dose,COVHIV,L1,0,0,0,6416015.34
TEST,20210412,none,no_dose,COVHIV,L1,0,0,0,6736816.1
TEST,20210412,Pfizer,1,COVHIV,L1,0,0,0,134736322.06
TEST,20210419,Pfizer,1,COVHIV,L1,0,0,0,19248046.01
TEST,20210419,none,no_dose,COVHIV,L1,0,0,0,9624023
TEST,20200106,none,no_dose,COVCKD,L1,0,0,0,1464525.24
TEST,20200113,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200120,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200127,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200203,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200210,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200217,none,no_dose,COVCKD,L1,0,0,0,1480618.92
TEST,20200224,none,no_dose,COVCKD,L1,0,0,0,1513891.26
TEST,20200302,none,no_dose,COVCKD,L1,0,0,0,1604003.83
TEST,20200309,none,no_dose,COVCKD,L1,0,0,0,1604003.83
