datasource,week,vx_manufacturer,dose,riskfactor,AESI,Numerator,IR,lb,ub
TEST,20200803,none,no_dose,CV,ADEM_broad,0,0,0,54219.85
TEST,20200810,none,no_dose,CV,ADEM_broad,0,0,0,54219.85
TEST,20200817,none,no_dose,CV,ADEM_broad,0,0,0,54527.04
TEST,20200824,none,no_dose,CV,ADEM_broad,0,0,0,54593.32
TEST,20200831,none,no_dose,CV,ADEM_broad,0,0,0,54681.95
TEST,20200907,none,no_dose,CV,ADEM_broad,0,0,0,54681.95
TEST,20200914,none,no_dose,CV,ADEM_broad,0,0,0,54681.95
TEST,20200921,none,no_dose,CV,ADEM_broad,0,0,0,54860.07
TEST,20200928,none,no_dose,CV,ADEM_broad,0,0,0,55265.1
TEST,20201005,none,no_dose,CV,ADEM_broad,0,0,0,55401.45
TEST,20201012,none,no_dose,CV,ADEM_broad,0,0,0,55469.87
TEST,20201019,none,no_dose,CV,ADEM_broad,0,0,0,55607.23
TEST,20201026,none,no_dose,CV,ADEM_broad,0,0,0,55976.87
TEST,20201102,none,no_dose,CV,ADEM_broad,0,0,0,56116.75
TEST,20201109,none,no_dose,CV,ADEM_broad,0,0,0,56210.4
TEST,20201116,none,no_dose,CV,ADEM_broad,0,0,0,56327.89
TEST,20201123,none,no_dose,CV,ADEM_broad,0,0,0,56493.22
TEST,20201130,none,no_dose,CV,ADEM_broad,0,0,0,56778.9
TEST,20201207,none,no_dose,CV,ADEM_broad,0,0,0,57115.86
TEST,20201214,none,no_dose,CV,ADEM_broad,0,0,0,57237.18
TEST,20201221,none,no_dose,CV,ADEM_broad,0,0,0,57285.85
TEST,20201228,none,no_dose,CV,ADEM_broad,0,0,0,57407.89
TEST,20210104,none,no_dose,CV,ADEM_broad,0,0,0,57826.75
TEST,20210111,none,no_dose,CV,ADEM_broad,0,0,0,58327.41
TEST,20210118,none,no_dose,CV,ADEM_broad,0,0,0,58327.41
TEST,20210125,none,no_dose,CV,ADEM_broad,0,0,0,58327.41
TEST,20210201,none,no_dose,CV,ADEM_broad,0,0,0,58453.94
TEST,20210208,none,no_dose,CV,ADEM_broad,0,0,0,58888.25
TEST,20210215,none,no_dose,CV,ADEM_broad,0,0,0,59172.74
TEST,20210222,none,no_dose,CV,ADEM_broad,0,0,0,59538.81
TEST,20210301,none,no_dose,CV,ADEM_broad,0,0,0,60365.74
TEST,20210308,none,no_dose,CV,ADEM_broad,0,0,0,62931.49
TEST,20210315,none,no_dose,CV,ADEM_broad,0,0,0,66536.46
TEST,20210322,none,no_dose,CV,ADEM_broad,0,0,0,70431.95
TEST,20210329,none,no_dose,CV,ADEM_broad,0,0,0,77168.57
TEST,20210405,none,no_dose,CV,ADEM_broad,0,0,0,88700.67
TEST,20210412,none,no_dose,CV,ADEM_broad,0,0,0,103723.11
TEST,20210419,none,no_dose,CV,ADEM_broad,0,0,0,118189.76
TEST,20210426,none,no_dose,CV,ADEM_broad,0,0,0,132745.14
TEST,20210503,none,no_dose,CV,ADEM_broad,0,0,0,154869.34
TEST,20210510,none,no_dose,CV,ADEM_broad,0,0,0,179888.28
TEST,20210517,none,no_dose,CV,ADEM_broad,0,0,0,211849.56
TEST,20210524,none,no_dose,CV,ADEM_broad,0,0,0,247677.06
TEST,20210531,none,no_dose,CV,ADEM_broad,0,0,0,292269.68
TEST,20210607,none,no_dose,CV,ADEM_broad,0,0,0,374267.56
TEST,20210614,none,no_dose,CV,ADEM_broad,0,0,0,434633.3
TEST,20210517,Pfizer,1,CV,ADEM_broad,0,0,0,368132.03
TEST,20210524,Pfizer,1,CV,ADEM_broad,0,0,0,360257.55
TEST,20210531,Pfizer,1,CV,ADEM_broad,0,0,0,384960.92
TEST,20210607,Pfizer,1,CV,ADEM_broad,0,0,0,325450.05
TEST,20210614,Pfizer,1,CV,ADEM_broad,0,0,0,298089.21
TEST,20210621,Pfizer,1,CV,ADEM_broad,0,0,0,303460.18
TEST,20210628,Pfizer,1,CV,ADEM_broad,0,0,0,769921.84
TEST,20210614,Pfizer,2,CV,ADEM_broad,0,0,0,143489.16
TEST,20210621,Pfizer,2,CV,ADEM_broad,0,0,0,140350.34
TEST,20210628,Pfizer,2,CV,ADEM_broad,0,0,0,315541.74
TEST,20210621,none,no_dose,CV,ADEM_broad,0,0,0,458286.81
TEST,20210628,none,no_dose,CV,ADEM_broad,0,0,0,1113523.32
TEST,20210412,Moderna,1,CV,ADEM_broad,0,0,0,2072866.49
TEST,20210419,Moderna,1,CV,ADEM_broad,0,0,0,2449751.31
TEST,20210426,Moderna,1,CV,ADEM_broad,0,0,0,2749720.86
TEST,20210503,Moderna,1,CV,ADEM_broad,0,0,0,2363795.12
TEST,20210510,Moderna,2,CV,ADEM_broad,0,0,0,1604003.83
TEST,20210517,Moderna,2,CV,ADEM_broad,0,0,0,1604003.83
TEST,20210524,Moderna,2,CV,ADEM_broad,0,0,0,1448777.66
TEST,20210531,Moderna,2,CV,ADEM_broad,0,0,0,1203002.88
TEST,20210607,Moderna,2,CV,ADEM_broad,0,0,0,1069335.89
TEST,20210614,Moderna,2,CV,ADEM_broad,0,0,0,1069335.89
TEST,20210621,Moderna,2,CV,ADEM_broad,0,0,0,1013055.05
TEST,20210628,Moderna,2,CV,ADEM_broad,0,0,0,2363795.12
TEST,20210524,J&J,1,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210531,J&J,1,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210607,J&J,1,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210614,J&J,1,CV,ADEM_broad,0,0,0,4812011.5
TEST,20210621,J&J,1,CV,ADEM_broad,0,0,0,4812011.5
TEST,20210628,J&J,1,CV,ADEM_broad,0,0,0,11228026.84
TEST,20210308,Moderna,1,CV,ADEM_broad,0,0,0,44912107.35
TEST,20210315,Moderna,1,CV,ADEM_broad,0,0,0,9624023
TEST,20210322,Moderna,1,CV,ADEM_broad,0,0,0,4812011.5
TEST,20210329,Moderna,1,CV,ADEM_broad,0,0,0,2283666.48
TEST,20210405,Moderna,1,CV,ADEM_broad,0,0,0,1820761.11
TEST,20210524,Moderna,1,CV,ADEM_broad,0,0,0,2323040.04
TEST,20210531,Moderna,1,CV,ADEM_broad,0,0,0,2449751.31
TEST,20210607,Moderna,1,CV,ADEM_broad,0,0,0,2406005.75
TEST,20210614,Moderna,1,CV,ADEM_broad,0,0,0,2406005.75
TEST,20210621,Moderna,1,CV,ADEM_broad,0,0,0,2749720.86
TEST,20210628,Moderna,1,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210412,Pfizer,1,CV,ADEM_broad,0,0,0,308321.1
TEST,20210419,Pfizer,1,CV,ADEM_broad,0,0,0,276665.96
TEST,20210426,Pfizer,1,CV,ADEM_broad,0,0,0,292905.05
TEST,20210503,Pfizer,1,CV,ADEM_broad,0,0,0,349964.47
TEST,20210510,Pfizer,1,CV,ADEM_broad,0,0,0,393965.85
TEST,20210412,Moderna,2,CV,ADEM_broad,0,0,0,8421020.13
TEST,20210419,Moderna,2,CV,ADEM_broad,0,0,0,4646080.07
TEST,20210426,Moderna,2,CV,ADEM_broad,0,0,0,2542194.76
TEST,20210503,Moderna,2,CV,ADEM_broad,0,0,0,1924804.6
TEST,20210524,Pfizer,2,CV,ADEM_broad,0,0,0,157402.25
TEST,20210531,Pfizer,2,CV,ADEM_broad,0,0,0,144566.87
TEST,20210607,Pfizer,2,CV,ADEM_broad,0,0,0,143642.13
TEST,20210405,AstraZeneca,1,CV,ADEM_broad,0,0,0,1308119.63
TEST,20210412,AstraZeneca,1,CV,ADEM_broad,0,0,0,1069335.89
TEST,20210419,AstraZeneca,1,CV,ADEM_broad,0,0,0,1013055.05
TEST,20210426,AstraZeneca,1,CV,ADEM_broad,0,0,0,976350.16
TEST,20210503,AstraZeneca,1,CV,ADEM_broad,0,0,0,774346.68
TEST,20210510,AstraZeneca,1,CV,ADEM_broad,0,0,0,716682.56
TEST,20210517,AstraZeneca,1,CV,ADEM_broad,0,0,0,663725.72
TEST,20210524,AstraZeneca,1,CV,ADEM_broad,0,0,0,663725.72
TEST,20210531,AstraZeneca,1,CV,ADEM_broad,0,0,0,644671.4
TEST,20210607,AstraZeneca,1,CV,ADEM_broad,0,0,0,644671.4
TEST,20210614,AstraZeneca,1,CV,ADEM_broad,0,0,0,728304.44
TEST,20210621,AstraZeneca,1,CV,ADEM_broad,0,0,0,880629.56
TEST,20210628,AstraZeneca,1,CV,ADEM_broad,0,0,0,2807006.71
TEST,20210510,Moderna,1,CV,ADEM_broad,0,0,0,2591083.12
TEST,20210517,Moderna,1,CV,ADEM_broad,0,0,0,2138671.78
TEST,20210614,AstraZeneca,2,CV,ADEM_broad,0,0,0,5389452.88
TEST,20210621,AstraZeneca,2,CV,ADEM_broad,0,0,0,2363795.12
TEST,20210628,AstraZeneca,2,CV,ADEM_broad,0,0,0,3286251.76
TEST,20210405,Moderna,2,CV,ADEM_broad,0,0,0,67368161.03
TEST,20210510,Pfizer,2,CV,ADEM_broad,0,0,0,181585.34
TEST,20210517,Pfizer,2,CV,ADEM_broad,0,0,0,170121.62
TEST,20210315,AstraZeneca,1,CV,ADEM_broad,0,0,0,67368161.03
TEST,20210322,AstraZeneca,1,CV,ADEM_broad,0,0,0,5858100.96
TEST,20210329,AstraZeneca,1,CV,ADEM_broad,0,0,0,2929050.48
TEST,20210426,J&J,1,CV,ADEM_broad,0,0,0,13473632.21
TEST,20210503,J&J,1,CV,ADEM_broad,0,0,0,9624023
TEST,20210510,J&J,1,CV,ADEM_broad,0,0,0,9624023
TEST,20210517,J&J,1,CV,ADEM_broad,0,0,0,9624023
TEST,20210405,Pfizer,1,CV,ADEM_broad,0,0,0,438880.53
TEST,20210329,Pfizer,1,CV,ADEM_broad,0,0,0,536798.1
TEST,20210607,AstraZeneca,2,CV,ADEM_broad,0,0,0,134736322.06
TEST,20210503,Pfizer,2,CV,ADEM_broad,0,0,0,220517.71
TEST,20210419,Pfizer,2,CV,ADEM_broad,0,0,0,396283.3
TEST,20210426,Pfizer,2,CV,ADEM_broad,0,0,0,293543.19
TEST,20210301,Pfizer,1,CV,ADEM_broad,0,0,0,4346332.97
TEST,20210308,Pfizer,1,CV,ADEM_broad,0,0,0,1320944.33
TEST,20210315,Pfizer,1,CV,ADEM_broad,0,0,0,690955.5
TEST,20210322,Pfizer,1,CV,ADEM_broad,0,0,0,585810.1
TEST,20210104,Pfizer,1,CV,ADEM_broad,0,0,0,8982421.47
TEST,20210111,Pfizer,1,CV,ADEM_broad,0,0,0,3849609.2
TEST,20210118,Pfizer,1,CV,ADEM_broad,0,0,0,4210510.06
TEST,20210125,Pfizer,1,CV,ADEM_broad,0,0,0,7485351.23
TEST,20210201,Pfizer,1,CV,ADEM_broad,0,0,0,12248756.55
TEST,20210208,Pfizer,1,CV,ADEM_broad,0,0,0,14970702.45
TEST,20210215,Pfizer,1,CV,ADEM_broad,0,0,0,9624023
TEST,20210222,Pfizer,1,CV,ADEM_broad,0,0,0,7485351.23
TEST,20210322,Pfizer,2,CV,ADEM_broad,0,0,0,2641888.67
TEST,20210329,Pfizer,2,CV,ADEM_broad,0,0,0,1104396.08
TEST,20210405,Pfizer,2,CV,ADEM_broad,0,0,0,683940.72
TEST,20210412,Pfizer,2,CV,ADEM_broad,0,0,0,545491.18
TEST,20210315,Pfizer,2,CV,ADEM_broad,0,0,0,4491210.74
TEST,20210301,Pfizer,2,CV,ADEM_broad,0,0,0,5182166.23
TEST,20210308,Pfizer,2,CV,ADEM_broad,0,0,0,4812011.5
TEST,20210125,Pfizer,2,CV,ADEM_broad,0,0,0,13473632.21
TEST,20210201,Pfizer,2,CV,ADEM_broad,0,0,0,7925666
TEST,20210208,Pfizer,2,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210215,Pfizer,2,CV,ADEM_broad,0,0,0,6416015.34
TEST,20210222,Pfizer,2,CV,ADEM_broad,0,0,0,6416015.34
TEST,20200106,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200113,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200120,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200127,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200203,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200210,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200217,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200224,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200302,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200309,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200316,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200323,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200330,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200406,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200413,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200420,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200427,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200504,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200511,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200518,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200525,none,no_dose,COVCANCER,ADEM_broad,0,0,0,305524.54
TEST,20200601,none,no_dose,COVCANCER,ADEM_broad,0,0,0,309738.67
TEST,20200608,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200615,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200622,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200629,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200706,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200713,none,no_dose,COVCANCER,ADEM_broad,0,0,0,310452.35
TEST,20200720,none,no_dose,COVCANCER,ADEM_broad,0,0,0,314804.49
TEST,20200727,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200803,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200810,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200817,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200824,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200831,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200907,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200914,none,no_dose,COVCANCER,ADEM_broad,0,0,0,315541.74
TEST,20200921,none,no_dose,COVCANCER,ADEM_broad,0,0,0,318525.58
TEST,20200928,none,no_dose,COVCANCER,ADEM_broad,0,0,0,326238.07
TEST,20201005,none,no_dose,COVCANCER,ADEM_broad,0,0,0,330236.08
TEST,20201012,none,no_dose,COVCANCER,ADEM_broad,0,0,0,331862.86
TEST,20201019,none,no_dose,COVCANCER,ADEM_broad,0,0,0,331862.86
TEST,20201026,none,no_dose,COVCANCER,ADEM_broad,0,0,0,331862.86
TEST,20201102,none,no_dose,COVCANCER,ADEM_broad,0,0,0,337685.02
TEST,20201109,none,no_dose,COVCANCER,ADEM_broad,0,0,0,337685.02
TEST,20201116,none,no_dose,COVCANCER,ADEM_broad,0,0,0,338533.47
TEST,20201123,none,no_dose,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,20201130,none,no_dose,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,20201207,none,no_dose,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,20201214,none,no_dose,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,20201221,none,no_dose,COVCANCER,ADEM_broad,0,0,0,343715.11
TEST,20201228,none,no_dose,COVCANCER,ADEM_broad,0,0,0,348155.87
TEST,20210104,none,no_dose,COVCANCER,ADEM_broad,0,0,0,349964.47
TEST,20210111,none,no_dose,COVCANCER,ADEM_broad,0,0,0,351791.96
TEST,20210118,none,no_dose,COVCANCER,ADEM_broad,0,0,0,356445.3
TEST,20210125,none,no_dose,COVCANCER,ADEM_broad,0,0,0,356445.3
TEST,20210201,none,no_dose,COVCANCER,ADEM_broad,0,0,0,356445.3
TEST,20210208,none,no_dose,COVCANCER,ADEM_broad,0,0,0,358341.28
TEST,20210215,none,no_dose,COVCANCER,ADEM_broad,0,0,0,363170.68
TEST,20210222,none,no_dose,COVCANCER,ADEM_broad,0,0,0,364152.22
TEST,20210301,none,no_dose,COVCANCER,ADEM_broad,0,0,0,370154.73
TEST,20210308,none,no_dose,COVCANCER,ADEM_broad,0,0,0,374267.56
TEST,20210315,none,no_dose,COVCANCER,ADEM_broad,0,0,0,402197.98
TEST,20210322,none,no_dose,COVCANCER,ADEM_broad,0,0,0,409532.89
TEST,20210329,none,no_dose,COVCANCER,ADEM_broad,0,0,0,434633.3
TEST,20210405,none,no_dose,COVCANCER,ADEM_broad,0,0,0,512305.41
TEST,20210412,none,no_dose,COVCANCER,ADEM_broad,0,0,0,575796.25
TEST,20210419,none,no_dose,COVCANCER,ADEM_broad,0,0,0,660472.17
TEST,20210426,none,no_dose,COVCANCER,ADEM_broad,0,0,0,752716.88
TEST,20210503,none,no_dose,COVCANCER,ADEM_broad,0,0,0,886423.17
TEST,20210510,none,no_dose,COVCANCER,ADEM_broad,0,0,0,1192356.83
TEST,20210517,none,no_dose,COVCANCER,ADEM_broad,0,0,0,1374860.43
TEST,20210524,none,no_dose,COVCANCER,ADEM_broad,0,0,0,1623329.18
TEST,20210531,none,no_dose,COVCANCER,ADEM_broad,0,0,0,2010989.88
TEST,20210607,none,no_dose,COVCANCER,ADEM_broad,0,0,0,2749720.86
TEST,20210614,none,no_dose,COVCANCER,ADEM_broad,0,0,0,2994140.49
TEST,20210621,none,no_dose,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210628,none,no_dose,COVCANCER,ADEM_broad,0,0,0,7485351.23
TEST,20210426,Moderna,1,COVCANCER,ADEM_broad,0,0,0,5182166.23
TEST,20210503,Moderna,1,COVCANCER,ADEM_broad,0,0,0,4646080.07
TEST,20210510,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3368408.05
TEST,20210517,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210524,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210531,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3368408.05
TEST,20210607,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210614,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210621,Moderna,1,COVCANCER,ADEM_broad,0,0,0,3849609.2
TEST,20210628,Moderna,1,COVCANCER,ADEM_broad,0,0,0,8982421.47
TEST,20210510,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2994140.49
TEST,20210517,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,3545692.69
TEST,20210524,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,3286251.76
TEST,20210531,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,3368408.05
TEST,20210607,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2749720.86
TEST,20210614,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2542194.76
TEST,20210621,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,935668.9
TEST,20210628,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,2245605.37
TEST,20210315,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,19248046.01
TEST,20210322,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,19248046.01
TEST,20210329,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,11228026.84
TEST,20210405,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,4491210.74
TEST,20210412,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3849609.2
TEST,20210419,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3849609.2
TEST,20210426,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3849609.2
TEST,20210503,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3849609.2
TEST,20210510,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3454777.49
TEST,20210517,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,2749720.86
TEST,20210524,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,2749720.86
TEST,20210531,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,2866730.26
TEST,20210315,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,6124378.28
TEST,20210322,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,4812011.5
TEST,20210329,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,4812011.5
TEST,20210405,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,4491210.74
TEST,20210531,AstraZeneca,2,COVCANCER,ADEM_broad,0,0,0,67368161.03
TEST,20210607,AstraZeneca,2,COVCANCER,ADEM_broad,0,0,0,19248046.01
TEST,20210405,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,6124378.28
TEST,20210412,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,4812011.5
TEST,20210419,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,3742675.61
TEST,20210426,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,2495117.08
TEST,20210503,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,1924804.6
TEST,20210510,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,1271097.38
TEST,20210517,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,1213840.74
TEST,20210524,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,1113523.32
TEST,20210531,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,976350.16
TEST,20210607,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,962402.3
TEST,20210614,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,962402.3
TEST,20210405,Moderna,1,COVCANCER,ADEM_broad,0,0,0,7091385.37
TEST,20210412,Moderna,1,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210419,Moderna,1,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210621,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2749720.86
TEST,20210628,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210607,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210614,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3208007.67
TEST,20210621,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,3454777.49
TEST,20210628,AstraZeneca,1,COVCANCER,ADEM_broad,0,0,0,11228026.84
TEST,20210419,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,1981416.5
TEST,20210426,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2041459.43
TEST,20210503,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2323040.04
TEST,20210412,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,2929050.48
TEST,20210621,AstraZeneca,2,COVCANCER,ADEM_broad,0,0,0,44912107.35
TEST,20210628,AstraZeneca,2,COVCANCER,ADEM_broad,0,0,0,22456053.68
TEST,20210531,Moderna,2,COVCANCER,ADEM_broad,0,0,0,8421020.13
TEST,20210607,Moderna,2,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210614,Moderna,2,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210621,Moderna,2,COVCANCER,ADEM_broad,0,0,0,6416015.34
TEST,20210628,Moderna,2,COVCANCER,ADEM_broad,0,0,0,14970702.45
TEST,20210308,Pfizer,1,COVCANCER,ADEM_broad,0,0,0,33684080.52
TEST,20210329,Pfizer,2,COVCANCER,ADEM_broad,0,0,0,14970702.45
TEST,20210329,Moderna,1,COVCANCER,ADEM_broad,0,0,0,26947264.41
TEST,20210503,Moderna,2,COVCANCER,ADEM_broad,0,0,0,9624023
TEST,20210510,Moderna,2,COVCANCER,ADEM_broad,0,0,0,9624023
TEST,20210517,Moderna,2,COVCANCER,ADEM_broad,0,0,0,9624023
TEST,20210524,Moderna,2,COVCANCER,ADEM_broad,0,0,0,9624023
TEST,20210426,Moderna,2,COVCANCER,ADEM_broad,0,0,0,33684080.52
TEST,20200106,none,no_dose,COVCOPD,ADEM_broad,0,0,0,152762.27
TEST,20200113,none,no_dose,COVCOPD,ADEM_broad,0,0,0,154869.34
TEST,20200120,none,no_dose,COVCOPD,ADEM_broad,0,0,0,156488.18
TEST,20200127,none,no_dose,COVCOPD,ADEM_broad,0,0,0,156488.18
TEST,20200203,none,no_dose,COVCOPD,ADEM_broad,0,0,0,156488.18
TEST,20200210,none,no_dose,COVCOPD,ADEM_broad,0,0,0,156488.18
TEST,20200217,none,no_dose,COVCOPD,ADEM_broad,0,0,0,156488.18
TEST,20200224,none,no_dose,COVCOPD,ADEM_broad,0,0,0,157586.34
TEST,20200302,none,no_dose,COVCOPD,ADEM_broad,0,0,0,157770.87
