datasource,week,vx_manufacturer,dose,ageband,COVID,Numerator,IR,lb,ub
TEST,20200127,none,no_dose,25-29,L1,0,0,0,168842.51
TEST,20200127,none,no_dose,80+,L1,0,0,0,77390.19
TEST,20200127,none,no_dose,60-69,L1,0,0,0,52021.75
TEST,20200127,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200127,none,no_dose,18-24,L1,0,0,0,188706.33
TEST,20200127,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200127,none,no_dose,12-17,L1,0,0,0,178222.65
TEST,20200203,none,no_dose,50-59,L1,0,0,0,46158.38
TEST,20200203,none,no_dose,40-49,L1,0,0,0,50843.9
TEST,20200203,none,no_dose,70-79,L1,0,0,0,71289.06
TEST,20200203,none,no_dose,30-39,L1,0,0,0,76641.82
TEST,20200203,none,no_dose,25-29,L1,0,0,0,168842.51
TEST,20200203,none,no_dose,80+,L1,0,0,0,77613.09
TEST,20200203,none,no_dose,60-69,L1,0,0,0,52021.75
TEST,20200203,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200203,none,no_dose,18-24,L1,0,0,0,188706.33
TEST,20200203,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200203,none,no_dose,12-17,L1,0,0,0,178222.65
TEST,20200210,none,no_dose,50-59,L1,0,0,0,46332.99
TEST,20200210,none,no_dose,40-49,L1,0,0,0,50920.76
TEST,20200210,none,no_dose,70-79,L1,0,0,0,71516.09
TEST,20200210,none,no_dose,30-39,L1,0,0,0,76992.18
TEST,20200210,none,no_dose,25-29,L1,0,0,0,170121.62
TEST,20200210,none,no_dose,80+,L1,0,0,0,77613.09
TEST,20200210,none,no_dose,60-69,L1,0,0,0,52203.15
TEST,20200210,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200210,none,no_dose,18-24,L1,0,0,0,188706.33
TEST,20200210,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200210,none,no_dose,12-17,L1,0,0,0,178222.65
TEST,20200217,none,no_dose,50-59,L1,0,0,0,46460.8
TEST,20200217,none,no_dose,40-49,L1,0,0,0,50920.76
TEST,20200217,none,no_dose,70-79,L1,0,0,0,71554.07
TEST,20200217,none,no_dose,30-39,L1,0,0,0,77390.19
TEST,20200217,none,no_dose,25-29,L1,0,0,0,170336.69
TEST,20200217,none,no_dose,80+,L1,0,0,0,77792.33
TEST,20200217,none,no_dose,60-69,L1,0,0,0,52446.99
TEST,20200217,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200217,none,no_dose,18-24,L1,0,0,0,188706.33
TEST,20200217,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200217,none,no_dose,12-17,L1,0,0,0,178932.7
TEST,20200224,none,no_dose,50-59,L1,0,0,0,46492.86
TEST,20200224,none,no_dose,40-49,L1,0,0,0,50920.76
TEST,20200224,none,no_dose,70-79,L1,0,0,0,71554.07
TEST,20200224,none,no_dose,30-39,L1,0,0,0,77613.09
TEST,20200224,none,no_dose,25-29,L1,0,0,0,170336.69
TEST,20200224,none,no_dose,80+,L1,0,0,0,78289.55
TEST,20200224,none,no_dose,60-69,L1,0,0,0,52446.99
TEST,20200224,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200224,none,no_dose,18-24,L1,0,0,0,188971
TEST,20200224,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200224,none,no_dose,12-17,L1,0,0,0,179888.28
TEST,20200302,none,no_dose,50-59,L1,0,0,0,46557.13
TEST,20200302,none,no_dose,40-49,L1,0,0,0,50959.27
TEST,20200302,none,no_dose,70-79,L1,0,0,0,71974.53
TEST,20200302,none,no_dose,30-39,L1,0,0,0,77613.09
TEST,20200302,none,no_dose,25-29,L1,0,0,0,171420.26
TEST,20200302,none,no_dose,80+,L1,0,0,0,78563.45
TEST,20200302,none,no_dose,60-69,L1,0,0,0,52528.78
TEST,20200302,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200302,none,no_dose,18-24,L1,0,0,0,190574.71
TEST,20200302,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200302,none,no_dose,12-17,L1,0,0,0,182076.11
TEST,20200309,none,no_dose,50-59,L1,0,0,0,46767.21
TEST,20200309,none,no_dose,40-49,L1,0,0,0,51075.18
TEST,20200309,none,no_dose,70-79,L1,0,0,0,72361.08
TEST,20200309,none,no_dose,30-39,L1,0,0,0,77702.61
TEST,20200309,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200309,none,no_dose,80+,L1,0,0,0,78977.91
TEST,20200309,none,no_dose,60-69,L1,0,0,0,52734.37
TEST,20200309,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200309,none,no_dose,18-24,L1,0,0,0,190574.71
TEST,20200309,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200309,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200316,none,no_dose,50-59,L1,0,0,0,46864.81
TEST,20200316,none,no_dose,40-49,L1,0,0,0,51191.61
TEST,20200316,none,no_dose,70-79,L1,0,0,0,72361.08
TEST,20200316,none,no_dose,30-39,L1,0,0,0,77927.31
TEST,20200316,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200316,none,no_dose,80+,L1,0,0,0,79210.07
TEST,20200316,none,no_dose,60-69,L1,0,0,0,52734.37
TEST,20200316,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200316,none,no_dose,18-24,L1,0,0,0,191659.06
TEST,20200316,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200316,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200323,none,no_dose,50-59,L1,0,0,0,46946.45
TEST,20200323,none,no_dose,40-49,L1,0,0,0,51191.61
TEST,20200323,none,no_dose,70-79,L1,0,0,0,72555.91
TEST,20200323,none,no_dose,30-39,L1,0,0,0,78289.55
TEST,20200323,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200323,none,no_dose,80+,L1,0,0,0,79210.07
TEST,20200323,none,no_dose,60-69,L1,0,0,0,52734.37
TEST,20200323,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200323,none,no_dose,18-24,L1,0,0,0,192480.46
TEST,20200323,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200323,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200330,none,no_dose,50-59,L1,0,0,0,46946.45
TEST,20200330,none,no_dose,40-49,L1,0,0,0,51191.61
TEST,20200330,none,no_dose,70-79,L1,0,0,0,72988.26
TEST,20200330,none,no_dose,30-39,L1,0,0,0,78885.43
TEST,20200330,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200330,none,no_dose,80+,L1,0,0,0,79210.07
TEST,20200330,none,no_dose,60-69,L1,0,0,0,52734.37
TEST,20200330,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200330,none,no_dose,18-24,L1,0,0,0,192480.46
TEST,20200330,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200330,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200406,none,no_dose,50-59,L1,0,0,0,47011.98
TEST,20200406,none,no_dose,40-49,L1,0,0,0,51191.61
TEST,20200406,none,no_dose,70-79,L1,0,0,0,73465.82
TEST,20200406,none,no_dose,30-39,L1,0,0,0,78977.91
TEST,20200406,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200406,none,no_dose,80+,L1,0,0,0,79584.36
TEST,20200406,none,no_dose,60-69,L1,0,0,0,52734.37
TEST,20200406,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200406,none,no_dose,18-24,L1,0,0,0,192480.46
TEST,20200406,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200406,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200413,none,no_dose,50-59,L1,0,0,0,47061.24
TEST,20200413,none,no_dose,40-49,L1,0,0,0,51191.61
TEST,20200413,none,no_dose,70-79,L1,0,0,0,73626.41
TEST,20200413,none,no_dose,30-39,L1,0,0,0,79537.38
TEST,20200413,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200413,none,no_dose,80+,L1,0,0,0,79867.41
TEST,20200413,none,no_dose,60-69,L1,0,0,0,52817.06
TEST,20200413,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200413,none,no_dose,18-24,L1,0,0,0,192480.46
TEST,20200413,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200413,none,no_dose,12-17,L1,0,0,0,183314.72
TEST,20200420,none,no_dose,50-59,L1,0,0,0,47061.24
TEST,20200420,none,no_dose,40-49,L1,0,0,0,51328.12
TEST,20200420,none,no_dose,70-79,L1,1,20101.82,508.93,112000.15
TEST,20200420,none,no_dose,30-39,L1,0,0,0,79867.41
TEST,20200420,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200420,none,no_dose,80+,L1,0,0,0,80200.19
TEST,20200420,none,no_dose,60-69,L1,0,0,0,53150.42
TEST,20200420,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200420,none,no_dose,18-24,L1,0,0,0,196695.36
TEST,20200420,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200420,none,no_dose,12-17,L1,0,0,0,184570.3
TEST,20200427,none,no_dose,50-59,L1,0,0,0,47061.24
TEST,20200427,none,no_dose,40-49,L1,0,0,0,51465.36
TEST,20200427,none,no_dose,70-79,L1,1,20201.88,511.47,112557.67
TEST,20200427,none,no_dose,30-39,L1,0,0,0,79867.41
TEST,20200427,none,no_dose,25-29,L1,0,0,0,171857.55
TEST,20200427,none,no_dose,80+,L1,0,0,0,80535.76
TEST,20200427,none,no_dose,60-69,L1,0,0,0,53171.4
TEST,20200427,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200427,none,no_dose,18-24,L1,0,0,0,200500.48
TEST,20200427,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200427,none,no_dose,12-17,L1,0,0,0,185077.37
TEST,20200504,none,no_dose,50-59,L1,0,0,0,47094.14
TEST,20200504,none,no_dose,40-49,L1,0,0,0,51465.36
TEST,20200504,none,no_dose,70-79,L1,0,0,0,74604.83
TEST,20200504,none,no_dose,30-39,L1,0,0,0,79962.21
TEST,20200504,none,no_dose,25-29,L1,1,46647.51,1181.01,259903.29
TEST,20200504,none,no_dose,80+,L1,0,0,0,80535.76
TEST,20200504,none,no_dose,60-69,L1,0,0,0,53171.4
TEST,20200504,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200504,none,no_dose,18-24,L1,0,0,0,200500.48
TEST,20200504,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200504,none,no_dose,12-17,L1,0,0,0,185331.94
TEST,20200511,none,no_dose,50-59,L1,0,0,0,47259.32
TEST,20200511,none,no_dose,40-49,L1,0,0,0,51642.9
TEST,20200511,none,no_dose,70-79,L1,0,0,0,74604.83
TEST,20200511,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200511,none,no_dose,25-29,L1,0,0,0,173405.82
TEST,20200511,none,no_dose,80+,L1,0,0,0,80922.72
TEST,20200511,none,no_dose,60-69,L1,0,0,0,53276.52
TEST,20200511,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200511,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200511,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200511,none,no_dose,12-17,L1,0,0,0,186874.23
TEST,20200518,none,no_dose,50-59,L1,0,0,0,47292.5
TEST,20200518,none,no_dose,40-49,L1,0,0,0,51881.53
TEST,20200518,none,no_dose,70-79,L1,0,0,0,74604.83
TEST,20200518,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200518,none,no_dose,25-29,L1,0,0,0,173405.82
TEST,20200518,none,no_dose,80+,L1,0,0,0,81559.52
TEST,20200518,none,no_dose,60-69,L1,0,0,0,53573.09
TEST,20200518,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200518,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200518,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200518,none,no_dose,12-17,L1,0,0,0,186874.23
TEST,20200525,none,no_dose,50-59,L1,0,0,0,47292.5
TEST,20200525,none,no_dose,40-49,L1,1,14113.21,357.32,78633.8
TEST,20200525,none,no_dose,70-79,L1,0,0,0,74604.83
TEST,20200525,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200525,none,no_dose,25-29,L1,0,0,0,173405.82
TEST,20200525,none,no_dose,80+,L1,0,0,0,81559.52
TEST,20200525,none,no_dose,60-69,L1,1,14604.16,369.75,81369.16
TEST,20200525,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200525,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200525,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200525,none,no_dose,12-17,L1,0,0,0,187133.78
TEST,20200601,none,no_dose,50-59,L1,2,25685.65,3110.65,92785.41
TEST,20200601,none,no_dose,40-49,L1,0,0,0,52467.42
TEST,20200601,none,no_dose,70-79,L1,0,0,0,74728.96
TEST,20200601,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200601,none,no_dose,25-29,L1,0,0,0,174303.13
TEST,20200601,none,no_dose,80+,L1,0,0,0,81707.9
TEST,20200601,none,no_dose,60-69,L1,0,0,0,54198.04
TEST,20200601,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200601,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200601,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200601,none,no_dose,12-17,L1,0,0,0,188706.33
TEST,20200608,none,no_dose,50-59,L1,0,0,0,47643.68
TEST,20200608,none,no_dose,40-49,L1,0,0,0,52713.74
TEST,20200608,none,no_dose,70-79,L1,0,0,0,74895.12
TEST,20200608,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200608,none,no_dose,25-29,L1,0,0,0,174982.24
TEST,20200608,none,no_dose,80+,L1,0,0,0,81906.58
TEST,20200608,none,no_dose,60-69,L1,0,0,0,54351.08
TEST,20200608,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200608,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200608,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200608,none,no_dose,12-17,L1,0,0,0,188706.33
TEST,20200615,none,no_dose,50-59,L1,0,0,0,47643.68
TEST,20200615,none,no_dose,40-49,L1,0,0,0,52755.02
TEST,20200615,none,no_dose,70-79,L1,0,0,0,75145.75
TEST,20200615,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200615,none,no_dose,25-29,L1,0,0,0,176587.58
TEST,20200615,none,no_dose,80+,L1,0,0,0,82056.23
TEST,20200615,none,no_dose,60-69,L1,0,0,0,54373.01
TEST,20200615,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200615,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200615,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200615,none,no_dose,12-17,L1,0,0,0,188706.33
TEST,20200622,none,no_dose,50-59,L1,0,0,0,47761.9
TEST,20200622,none,no_dose,40-49,L1,0,0,0,52879.25
TEST,20200622,none,no_dose,70-79,L1,0,0,0,75609.61
TEST,20200622,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200622,none,no_dose,25-29,L1,0,0,0,177051.67
TEST,20200622,none,no_dose,80+,L1,0,0,0,82508.46
TEST,20200622,none,no_dose,60-69,L1,0,0,0,54373.01
TEST,20200622,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200622,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200622,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200622,none,no_dose,12-17,L1,0,0,0,189236.41
TEST,20200629,none,no_dose,50-59,L1,0,0,0,47880.71
TEST,20200629,none,no_dose,40-49,L1,0,0,0,52879.25
TEST,20200629,none,no_dose,70-79,L1,0,0,0,75950.58
TEST,20200629,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200629,none,no_dose,25-29,L1,0,0,0,178222.65
TEST,20200629,none,no_dose,80+,L1,0,0,0,82609.64
TEST,20200629,none,no_dose,60-69,L1,0,0,0,54373.01
TEST,20200629,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200629,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200629,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200629,none,no_dose,12-17,L1,0,0,0,191932.08
TEST,20200706,none,no_dose,50-59,L1,0,0,0,47897.73
TEST,20200706,none,no_dose,40-49,L1,0,0,0,52879.25
TEST,20200706,none,no_dose,70-79,L1,0,0,0,76165.25
TEST,20200706,none,no_dose,30-39,L1,0,0,0,80200.19
TEST,20200706,none,no_dose,25-29,L1,0,0,0,178458.7
TEST,20200706,none,no_dose,80+,L1,0,0,0,82711.06
TEST,20200706,none,no_dose,60-69,L1,0,0,0,54416.93
TEST,20200706,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200706,none,no_dose,18-24,L1,0,0,0,202611.01
TEST,20200706,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200706,none,no_dose,12-17,L1,0,0,0,192480.46
TEST,20200713,none,no_dose,50-59,L1,0,0,0,48120.12
TEST,20200713,none,no_dose,40-49,L1,0,0,0,52983.22
TEST,20200713,none,no_dose,70-79,L1,0,0,0,76381.13
TEST,20200713,none,no_dose,30-39,L1,0,0,0,80487.65
TEST,20200713,none,no_dose,25-29,L1,0,0,0,179888.28
TEST,20200713,none,no_dose,80+,L1,0,0,0,82965.72
TEST,20200713,none,no_dose,60-69,L1,0,0,0,54593.32
TEST,20200713,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200713,none,no_dose,18-24,L1,0,0,0,203222.21
TEST,20200713,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200713,none,no_dose,12-17,L1,0,0,0,192480.46
TEST,20200720,none,no_dose,50-59,L1,0,0,0,48120.12
TEST,20200720,none,no_dose,40-49,L1,0,0,0,53150.42
TEST,20200720,none,no_dose,70-79,L1,0,0,0,76685.44
TEST,20200720,none,no_dose,30-39,L1,1,21923.77,555.06,122151.43
TEST,20200720,none,no_dose,25-29,L1,0,0,0,179888.28
TEST,20200720,none,no_dose,80+,L1,0,0,0,83583.33
TEST,20200720,none,no_dose,60-69,L1,0,0,0,54681.95
TEST,20200720,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200720,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200720,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200720,none,no_dose,12-17,L1,0,0,0,194144.56
TEST,20200727,none,no_dose,50-59,L1,1,13072.66,330.97,72836.18
TEST,20200727,none,no_dose,40-49,L1,0,0,0,53318.69
TEST,20200727,none,no_dose,70-79,L1,0,0,0,76685.44
TEST,20200727,none,no_dose,30-39,L1,0,0,0,81559.52
TEST,20200727,none,no_dose,25-29,L1,0,0,0,179888.28
TEST,20200727,none,no_dose,80+,L1,0,0,0,83687.16
TEST,20200727,none,no_dose,60-69,L1,0,0,0,54837.74
TEST,20200727,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200727,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200727,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200727,none,no_dose,12-17,L1,0,0,0,196408.63
TEST,20200803,none,no_dose,50-59,L1,0,0,0,48240.72
TEST,20200803,none,no_dose,40-49,L1,0,0,0,53573.09
TEST,20200803,none,no_dose,70-79,L1,0,0,0,76685.44
TEST,20200803,none,no_dose,30-39,L1,0,0,0,82006.28
TEST,20200803,none,no_dose,25-29,L1,0,0,0,179888.28
TEST,20200803,none,no_dose,80+,L1,0,0,0,83687.16
TEST,20200803,none,no_dose,60-69,L1,0,0,0,54994.42
TEST,20200803,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200803,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200803,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200803,none,no_dose,12-17,L1,0,0,0,196408.63
TEST,20200810,none,no_dose,50-59,L1,0,0,0,48309.9
TEST,20200810,none,no_dose,40-49,L1,0,0,0,53637.07
TEST,20200810,none,no_dose,70-79,L1,0,0,0,76685.44
TEST,20200810,none,no_dose,30-39,L1,0,0,0,82256.61
TEST,20200810,none,no_dose,25-29,L1,0,0,0,179888.28
TEST,20200810,none,no_dose,80+,L1,0,0,0,83687.16
TEST,20200810,none,no_dose,60-69,L1,0,0,0,55242.44
TEST,20200810,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200810,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200810,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200810,none,no_dose,12-17,L1,0,0,0,199609.37
TEST,20200817,none,no_dose,50-59,L1,0,0,0,48361.92
TEST,20200817,none,no_dose,40-49,L1,0,0,0,53851.45
TEST,20200817,none,no_dose,70-79,L1,0,0,0,77212.79
TEST,20200817,none,no_dose,30-39,L1,0,0,0,82256.61
TEST,20200817,none,no_dose,25-29,L1,0,0,0,181340.94
TEST,20200817,none,no_dose,80+,L1,0,0,0,84052.6
TEST,20200817,none,no_dose,60-69,L1,0,0,0,55378.68
TEST,20200817,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200817,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200817,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200817,none,no_dose,12-17,L1,0,0,0,200500.48
TEST,20200824,none,no_dose,50-59,L1,0,0,0,48361.92
TEST,20200824,none,no_dose,40-49,L1,0,0,0,54067.54
TEST,20200824,none,no_dose,70-79,L1,0,0,0,77345.76
TEST,20200824,none,no_dose,30-39,L1,0,0,0,82457.97
TEST,20200824,none,no_dose,25-29,L1,0,0,0,181585.34
TEST,20200824,none,no_dose,80+,L1,0,0,0,84052.6
TEST,20200824,none,no_dose,60-69,L1,0,0,0,55745.27
TEST,20200824,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200824,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200824,none,no_dose,0-4,L1,0,0,0,427734.36
TEST,20200824,none,no_dose,12-17,L1,0,0,0,202003.48
TEST,20200831,none,no_dose,50-59,L1,0,0,0,48361.92
TEST,20200831,none,no_dose,40-49,L1,0,0,0,54394.96
TEST,20200831,none,no_dose,70-79,L1,0,0,0,77613.09
TEST,20200831,none,no_dose,30-39,L1,0,0,0,82609.64
TEST,20200831,none,no_dose,25-29,L1,0,0,0,183065.65
TEST,20200831,none,no_dose,80+,L1,0,0,0,84052.6
TEST,20200831,none,no_dose,60-69,L1,0,0,0,56116.75
TEST,20200831,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200831,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200831,none,no_dose,0-4,L1,0,0,0,433235.76
TEST,20200831,none,no_dose,12-17,L1,0,0,0,204766.45
TEST,20200907,none,no_dose,50-59,L1,0,0,0,48379.29
TEST,20200907,none,no_dose,40-49,L1,0,0,0,54637.6
TEST,20200907,none,no_dose,70-79,L1,0,0,0,77613.09
TEST,20200907,none,no_dose,30-39,L1,0,0,0,82609.64
TEST,20200907,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200907,none,no_dose,80+,L1,0,0,0,84368.39
TEST,20200907,none,no_dose,60-69,L1,0,0,0,56564.37
TEST,20200907,none,no_dose,5-11,L1,0,0,0,194424.71
TEST,20200907,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200907,none,no_dose,0-4,L1,0,0,0,437455.59
TEST,20200907,none,no_dose,12-17,L1,0,0,0,205704.31
TEST,20200914,none,no_dose,50-59,L1,0,0,0,48536.14
TEST,20200914,none,no_dose,40-49,L1,0,0,0,54882.41
TEST,20200914,none,no_dose,70-79,L1,0,0,0,77613.09
TEST,20200914,none,no_dose,30-39,L1,0,0,0,82609.64
TEST,20200914,none,no_dose,25-29,L1,0,0,0,183314.72
TEST,20200914,none,no_dose,80+,L1,0,0,0,84421.25
TEST,20200914,none,no_dose,60-69,L1,0,0,0,56802.83
TEST,20200914,none,no_dose,5-11,L1,0,0,0,196408.63
TEST,20200914,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200914,none,no_dose,0-4,L1,0,0,0,437455.59
TEST,20200914,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200921,none,no_dose,50-59,L1,0,0,0,48941.64
TEST,20200921,none,no_dose,40-49,L1,0,0,0,54994.42
TEST,20200921,none,no_dose,70-79,L1,1,21235.47,537.64,118316.44
TEST,20200921,none,no_dose,30-39,L1,0,0,0,82863.67
TEST,20200921,none,no_dose,25-29,L1,0,0,0,183564.47
TEST,20200921,none,no_dose,80+,L1,0,0,0,84527.18
TEST,20200921,none,no_dose,60-69,L1,0,0,0,56946.88
TEST,20200921,none,no_dose,5-11,L1,0,0,0,196408.63
TEST,20200921,none,no_dose,18-24,L1,0,0,0,204766.45
TEST,20200921,none,no_dose,0-4,L1,0,0,0,437455.59
TEST,20200921,none,no_dose,12-17,L1,0,0,0,206968.24
TEST,20200928,none,no_dose,50-59,L1,0,0,0,49137.97
TEST,20200928,none,no_dose,40-49,L1,0,0,0,54994.42
TEST,20200928,none,no_dose,70-79,L1,0,0,0,78563.45
