Dose,sex,ageband_at_study_entry,type_vax,week_fup,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,year,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
0,1,60-69,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2020,732,716,732,732,732,732,< 5,0,0,0,0
0,1,60-69,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2021,202,101,202,202,202,202,0,0,0,0,0
0,0,40-49,"",0,0,0,0,0,0,0,0,0,0,0,2020,9587,9525,9587,9587,9587,9587,< 5,0,0,0,0
0,0,40-49,"",0,0,0,0,0,0,0,0,0,0,0,2021,2419,2246,2347,2419,2419,2419,< 5,< 5,0,0,0
1,1,40-49,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,40-49,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,40-49,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,5,5,5,5,5,5,0,0,0,0,0
0,1,18-24,"",0,0,0,0,0,0,0,0,0,0,0,2020,2928,2928,2928,2928,2928,2928,0,0,0,0,0
0,1,18-24,"",0,0,0,0,0,0,0,0,0,0,0,2021,808,808,808,808,808,808,0,0,0,0,0
0,0,12-17,"",0,0,0,0,0,0,0,0,0,0,0,2020,3522,3522,3522,3522,3522,3522,0,0,0,0,0
0,0,12-17,"",0,0,0,0,0,0,0,0,0,0,0,2021,808,808,808,808,808,808,0,0,0,0,0
0,0,50-59,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,1464,1464,1464,1464,1464,1464,0,0,0,0,0
0,0,50-59,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,374,374,374,374,374,374,0,0,0,0,0
0,0,50-59,"",0,0,0,0,0,0,0,0,0,0,0,2021,3031,2930,3031,3031,3031,3031,0,0,0,0,0
0,1,60-69,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,60-69,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,162,160,160,160,160,160,< 5,< 5,< 5,< 5,< 5
0,0,5-11,"",0,0,0,0,0,0,0,0,0,0,0,2020,3660,3660,3660,3660,3660,3660,0,0,0,0,0
0,0,5-11,"",0,0,0,0,0,0,0,0,0,0,0,2021,1010,1010,1010,1010,1010,1010,0,0,0,0,0
0,1,70-79,"",0,1,0,< 5,0,0,< 5,0,0,0,< 5,2020,121,121,121,121,121,121,0,0,0,0,0
0,1,25-29,"",0,0,0,0,0,0,0,0,0,0,0,2020,2562,2535,2562,2562,2562,2562,< 5,0,0,0,0
0,1,25-29,"",0,0,0,0,0,0,0,0,0,0,0,2021,636,535,636,636,636,636,0,0,0,0,0
0,0,70-79,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,1098,1098,1098,1098,1098,1098,0,0,0,0,0
0,0,70-79,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,303,303,303,303,303,303,0,0,0,0,0
0,1,12-17,"",0,0,0,0,0,0,0,0,0,0,0,2020,3597,3597,3597,3597,3597,3597,0,0,0,0,0
0,1,12-17,"",0,0,0,0,0,0,0,0,0,0,0,2021,909,909,909,909,909,909,0,0,0,0,0
0,0,70-79,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,533,533,533,533,533,533,0,0,0,0,0
0,1,70-79,"",0,0,0,0,0,0,0,0,0,0,0,2020,2761,2761,2761,2761,2761,2761,0,0,0,0,0
0,1,80+,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,1849,1849,1849,1849,1849,1849,0,0,0,0,0
0,0,70-79,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2020,1047,1047,1047,1047,1047,1047,0,0,0,0,0
0,1,60-69,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,1098,1098,1098,1098,1098,1098,0,0,0,0,0
0,1,60-69,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,303,303,303,303,303,303,0,0,0,0,0
0,1,70-79,"",0,1,0,0,0,< 5,< 5,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,70-79,"",0,1,0,0,0,< 5,< 5,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,1464,1430,1464,1464,1464,1464,< 5,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,401,300,401,401,401,401,0,0,0,0,0
1,1,80+,Pfizer,1,0,0,0,0,0,< 5,0,0,0,< 5,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
0,0,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,5-11,"",0,0,0,0,0,0,0,0,0,0,0,2020,2928,2928,2928,2928,2928,2928,0,0,0,0,0
0,1,5-11,"",0,0,0,0,0,0,0,0,0,0,0,2021,808,808,808,808,808,808,0,0,0,0,0
0,1,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2020,5474,5460,5474,5474,5474,5474,< 5,0,0,0,0
0,1,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2021,1414,1279,1414,1414,1414,1414,< 5,0,0,0,0
0,1,80+,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,301,301,301,301,301,301,0,0,0,0,0
1,1,80+,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,50-59,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,50-59,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,10,10,10,10,10,10,0,0,0,0,0
2,1,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,6,6,6,6,6,6,0,0,0,0,0
1,0,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
0,0,70-79,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,2562,2562,2562,2562,2562,2562,0,0,0,0,0
0,0,70-79,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,707,707,707,707,707,707,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,80+,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,80+,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2021,192,192,192,192,192,192,0,0,0,0,0
1,1,80+,Pfizer,1,1,0,0,0,0,< 5,0,0,0,< 5,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,80+,Pfizer,2,1,0,0,0,0,< 5,0,0,0,< 5,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
0,0,0-4,"",0,0,0,0,0,0,0,0,0,0,0,2020,723,723,723,723,723,723,0,0,0,0,0
0,0,0-4,"",0,0,0,0,0,0,0,0,0,0,0,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,70-79,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,70-79,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,0,0,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,0,0,2021,202,196,202,202,202,202,< 5,0,0,0,0
0,1,40-49,"",0,0,< 5,< 5,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,40-49,"",0,0,< 5,< 5,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,202,202,202,202,202,202,0,0,0,0,0
0,1,70-79,"",0,0,0,0,0,0,0,0,0,0,0,2021,643,643,643,643,643,643,0,0,0,0,0
0,0,50-59,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,50-59,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,12-17,"",0,0,0,0,< 5,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,12-17,"",0,0,0,0,< 5,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,50-59,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,50-59,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,0,0,2020,1390,1390,1390,1390,1390,1390,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,0,0,2021,270,270,270,270,270,270,0,0,0,0,0
0,1,0-4,"",0,0,0,0,0,0,0,0,0,0,0,2020,663,663,663,663,663,663,0,0,0,0,0
0,1,60-69,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,60-69,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,70-79,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,70-79,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,60-69,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,60-69,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,60-69,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,60-69,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,50-59,"",0,0,< 5,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,50-59,"",0,0,< 5,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,668,668,668,668,668,668,0,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,70-79,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,15,101,101,101,101,< 5,0,0,0,0
1,0,30-39,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,30-39,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,30-39,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,30-39,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,15,15,15,15,15,15,0,0,0,0,0
1,1,40-49,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,40-49,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
0,1,70-79,"",0,1,< 5,0,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,70-79,"",0,1,< 5,0,0,0,0,0,0,0,< 5,2021,89,89,89,89,89,89,0,0,0,0,0
0,0,70-79,"",0,1,0,0,0,0,< 5,0,0,0,< 5,2021,202,202,202,202,202,202,0,0,0,0,0
0,1,60-69,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2020,278,278,278,278,278,278,0,0,0,0,0
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,80+,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,80+,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,5,5,5,5,5,5,0,0,0,0,0
0,1,80+,"",0,1,< 5,0,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,80+,"",0,1,< 5,0,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,8,8,8,8,8,8,0,0,0,0,0
0,1,70-79,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,70-79,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,60-69,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,0,60-69,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,202,202,202,202,202,202,0,0,0,0,0
0,1,40-49,"",0,0,< 5,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,40-49,"",0,0,< 5,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,40-49,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,40-49,"",0,0,0,0,0,0,< 5,0,0,0,< 5,2021,202,202,202,202,202,202,0,0,0,0,0
1,0,40-49,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
1,0,40-49,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,12,12,12,12,12,12,0,0,0,0,0
0,0,80+,"",0,1,0,0,0,0,< 5,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,80+,"",0,1,0,0,0,0,< 5,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,50-59,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,0,50-59,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,171,171,171,171,171,171,0,0,0,0,0
0,1,0-4,"",0,0,0,0,0,0,0,0,0,0,0,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,40-49,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,40-49,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,80+,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,80+,"",0,1,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
1,0,40-49,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,40-49,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
1,0,30-39,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,30-39,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
2,0,30-39,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
2,0,30-39,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
2,0,30-39,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,7,7,7,7,7,7,0,0,0,0,0
2,0,30-39,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
1,0,80+,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
0,0,80+,"",0,1,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,80+,"",0,1,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
1,0,50-59,Pfizer,1,0,0,< 5,0,0,0,0,0,0,< 5,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,2,0,0,< 5,0,0,0,0,0,0,< 5,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,3,0,0,< 5,0,0,0,0,0,0,< 5,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,4,0,0,< 5,0,0,0,0,0,0,< 5,2021,7,7,7,7,7,7,0,0,0,0,0
1,0,50-59,Pfizer,5,0,0,< 5,0,0,0,0,0,0,< 5,2021,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0
0,1,50-59,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,50-59,"",0,0,0,0,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,1,70-79,"",0,0,< 5,0,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,1,70-79,"",0,0,< 5,0,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,70-79,"",0,0,0,< 5,0,0,0,0,0,< 5,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,70-79,"",0,0,0,< 5,0,0,0,0,0,< 5,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,50-59,"",0,0,0,< 5,0,< 5,< 5,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,50-59,"",0,0,0,< 5,0,< 5,< 5,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
0,0,5-11,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,366,366,366,366,366,366,0,0,0,0,0
0,0,5-11,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,101,101,101,101,101,101,0,0,0,0,0
