DAP,AESI,Month in 2020,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,GENCONV_narrow,April,0,0,0,3788.88,total
TEST,GENCONV_narrow,May,0,0,0,3664.7,total
TEST,GENCONV_narrow,June,0,0,0,3786.86,total
TEST,GENCONV_narrow,July,0,0,0,3664.7,total
TEST,GENCONV_narrow,August,0,0,0,3664.7,total
TEST,GENCONV_narrow,September,0,0,0,3786.86,total
TEST,GENCONV_narrow,October,0,0,0,3664.7,total
TEST,GENCONV_narrow,November,0,0,0,3786.86,total
TEST,GENCONV_narrow,December,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,January,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,February,0,0,0,3917.44,total
TEST,MENINGOENC_narrow,March,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,April,0,0,0,3786.86,total
TEST,MENINGOENC_narrow,May,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,June,0,0,0,3786.86,total
TEST,MENINGOENC_narrow,July,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,August,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,September,0,0,0,3786.86,total
TEST,MENINGOENC_narrow,October,0,0,0,3664.7,total
TEST,MENINGOENC_narrow,November,0,0,0,3786.86,total
TEST,MENINGOENC_narrow,December,0,0,0,3664.7,total
TEST,ARD_narrow,January,0,0,0,3664.7,total
TEST,ARD_narrow,February,0,0,0,3917.44,total
TEST,ARD_narrow,March,0,0,0,3664.7,total
TEST,ARD_narrow,April,0,0,0,3786.86,total
TEST,ARD_narrow,May,0,0,0,3664.7,total
TEST,ARD_narrow,June,0,0,0,3786.86,total
TEST,ARD_narrow,July,0,0,0,3664.7,total
TEST,ARD_narrow,August,0,0,0,3664.7,total
TEST,ARD_narrow,September,0,0,0,3786.86,total
TEST,ARD_narrow,October,0,0,0,3664.7,total
TEST,ARD_narrow,November,0,0,0,3786.86,total
TEST,ARD_narrow,December,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,January,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,February,0,0,0,3917.44,total
TEST,CHILBLAIN_narrow,March,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,April,0,0,0,3786.86,total
TEST,CHILBLAIN_narrow,May,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,June,0,0,0,3786.86,total
TEST,CHILBLAIN_narrow,July,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,August,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,September,0,0,0,3786.86,total
TEST,CHILBLAIN_narrow,October,0,0,0,3664.7,total
TEST,CHILBLAIN_narrow,November,0,0,0,3786.86,total
TEST,CHILBLAIN_narrow,December,0,0,0,3664.7,total
TEST,Hemostroke_narrow,January,0,0,0,3664.7,total
TEST,Hemostroke_narrow,February,0,0,0,3917.44,total
TEST,Hemostroke_narrow,March,0,0,0,3664.7,total
TEST,Hemostroke_narrow,April,0,0,0,3786.86,total
TEST,Hemostroke_narrow,May,0,0,0,3664.7,total
TEST,Hemostroke_narrow,June,0,0,0,3786.86,total
TEST,Hemostroke_narrow,July,0,0,0,3664.7,total
TEST,Hemostroke_narrow,August,0,0,0,3664.7,total
TEST,Hemostroke_narrow,September,0,0,0,3786.86,total
TEST,Hemostroke_narrow,October,0,0,0,3664.7,total
TEST,Hemostroke_narrow,November,0,0,0,3786.86,total
TEST,Hemostroke_narrow,December,0,0,0,3664.7,total
TEST,Ischstroke_narrow,January,0,0,0,3670.89,total
TEST,Ischstroke_narrow,February,1,1064.53,26.95,5931.17,total
TEST,Ischstroke_narrow,March,0,0,0,3673.99,total
TEST,Ischstroke_narrow,April,1,1029.89,26.07,5738.17,total
TEST,Ischstroke_narrow,May,0,0,0,3677.1,total
TEST,Ischstroke_narrow,June,0,0,0,3799.67,total
TEST,Ischstroke_narrow,July,0,0,0,3677.1,total
TEST,Ischstroke_narrow,August,0,0,0,3677.1,total
TEST,Ischstroke_narrow,September,0,0,0,3799.67,total
TEST,Ischstroke_narrow,October,0,0,0,3677.1,total
TEST,Ischstroke_narrow,November,0,0,0,3799.67,total
TEST,Ischstroke_narrow,December,1,996.89,25.24,5554.31,total
TEST,VTE_narrow,January,0,0,0,3673.99,total
TEST,VTE_narrow,February,0,0,0,3927.37,total
TEST,VTE_narrow,March,0,0,0,3673.99,total
TEST,VTE_narrow,April,0,0,0,3796.46,total
TEST,VTE_narrow,May,1,996.37,25.23,5551.43,total
TEST,VTE_narrow,June,0,0,0,3799.67,total
TEST,VTE_narrow,July,0,0,0,3677.1,total
TEST,VTE_narrow,August,0,0,0,3677.1,total
TEST,VTE_narrow,September,0,0,0,3799.67,total
TEST,VTE_narrow,October,1,997.62,25.26,5558.4,total
TEST,VTE_narrow,November,1,1030.94,26.1,5744,total
TEST,VTE_narrow,December,0,0,0,3683.33,total
TEST,MIS_KD_narrow,January,0,0,0,3664.7,total
TEST,MIS_KD_narrow,February,0,0,0,3917.44,total
TEST,MIS_KD_narrow,March,0,0,0,3664.7,total
TEST,MIS_KD_narrow,April,0,0,0,3786.86,total
TEST,MIS_KD_narrow,May,0,0,0,3664.7,total
TEST,MIS_KD_narrow,June,0,0,0,3786.86,total
TEST,MIS_KD_narrow,July,0,0,0,3664.7,total
TEST,MIS_KD_narrow,August,0,0,0,3664.7,total
TEST,MIS_KD_narrow,September,0,0,0,3786.86,total
TEST,MIS_KD_narrow,October,0,0,0,3664.7,total
TEST,MIS_KD_narrow,November,0,0,0,3786.86,total
TEST,MIS_KD_narrow,December,0,0,0,3664.7,total
TEST,ArterialNoTP,January,0,0,0,3677.1,total
TEST,ArterialNoTP,February,1,1066.33,27,5941.21,total
TEST,ArterialNoTP,March,0,0,0,3680.21,total
TEST,ArterialNoTP,April,1,1031.63,26.12,5747.9,total
TEST,ArterialNoTP,May,2,1999.01,242.09,7221.13,total
TEST,ArterialNoTP,June,1,1033.74,26.17,5759.61,total
TEST,ArterialNoTP,July,0,0,0,3692.72,total
TEST,ArterialNoTP,August,0,0,0,3692.72,total
TEST,ArterialNoTP,September,2,2070.17,250.71,7478.16,total
TEST,ArterialNoTP,October,0,0,0,3699.01,total
TEST,ArterialNoTP,November,0,0,0,3822.31,total
TEST,ArterialNoTP,December,1,1002.83,25.39,5587.4,total
TEST,VTENoTP,January,0,0,0,3673.99,total
TEST,VTENoTP,February,0,0,0,3927.37,total
TEST,VTENoTP,March,0,0,0,3673.99,total
TEST,VTENoTP,April,0,0,0,3796.46,total
TEST,VTENoTP,May,1,996.37,25.23,5551.43,total
TEST,VTENoTP,June,0,0,0,3799.67,total
TEST,VTENoTP,July,0,0,0,3677.1,total
TEST,VTENoTP,August,0,0,0,3677.1,total
TEST,VTENoTP,September,0,0,0,3799.67,total
TEST,VTENoTP,October,1,997.62,25.26,5558.4,total
TEST,VTENoTP,November,1,1030.94,26.1,5744,total
TEST,VTENoTP,December,0,0,0,3683.33,total
TEST,ArterialVTENoTP,January,0,0,0,3686.46,total
TEST,ArterialVTENoTP,February,1,1069.05,27.07,5956.34,total
TEST,ArterialVTENoTP,March,0,0,0,3689.59,total
TEST,ArterialVTENoTP,April,1,1034.26,26.19,5762.54,total
TEST,ArterialVTENoTP,May,3,3007.41,620.2,8788.93,total
TEST,ArterialVTENoTP,June,1,1037.26,26.26,5779.24,total
TEST,ArterialVTENoTP,July,0,0,0,3705.31,total
TEST,ArterialVTENoTP,August,0,0,0,3705.31,total
TEST,ArterialVTENoTP,September,2,2077.23,251.56,7503.67,total
TEST,ArterialVTENoTP,October,1,1007,25.5,5610.66,total
TEST,ArterialVTENoTP,November,1,1040.63,26.35,5798.01,total
TEST,ArterialVTENoTP,December,1,1007.98,25.52,5616.08,total
