DAP,AESI,Vaccine & dose,Days since vaccination,Ageband,Sex,Cases,Person days,IR narrow,LL narrow,UL narrow,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_DEATH,CONTRDIVERTIC_b,CONTRHYPERT_b,DEATH_b,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_DEATH,lb_DEATH,ub_DEATH
TEST,ADEM_broad,AstraZeneca dose 1,84-90,60+,Male,0,4221,0,0,31920.47,4221,1892,4221,0,5,0,0,0,31920.47,96524.84,31341.35,225256.78,0,0,31920.47
TEST,ADEM_broad,AstraZeneca dose 1,91-97,0-59,Female,0,2691,0,0,50069.24,2691,2473,2691,0,0,0,0,0,50069.24,0,0,54482.94,0,0,50069.24
TEST,ADEM_broad,AstraZeneca dose 1,91-97,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,91-97,0-59,Male,0,1910,0,0,70542.58,1910,1678,1910,0,2,0,0,0,70542.58,43533.97,5272.17,157259.66,0,0,70542.58
TEST,ADEM_broad,AstraZeneca dose 1,91-97,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,98-104,0-59,Female,0,2698,0,0,49939.33,2698,2480,2698,0,0,0,0,0,49939.33,0,0,54329.16,0,0,49939.33
TEST,ADEM_broad,AstraZeneca dose 1,98-104,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,98-104,0-59,Male,0,1938,0,0,69523.39,1938,1699,1938,0,2,0,0,0,69523.39,42995.88,5207,155315.9,0,0,69523.39
TEST,ADEM_broad,AstraZeneca dose 1,98-104,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,105-111,0-59,Female,0,2705,0,0,49810.1,2705,2487,2705,0,0,0,0,0,49810.1,0,0,54176.25,0,0,49810.1
TEST,ADEM_broad,AstraZeneca dose 1,105-111,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,105-111,0-59,Male,0,1965,0,0,68568.1,1965,1719,1965,0,2,0,0,0,68568.1,42495.64,5146.42,153508.85,0,0,68568.1
TEST,ADEM_broad,AstraZeneca dose 1,105-111,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,112-118,0-59,Female,0,2712,0,0,49681.53,2712,2494,2712,0,0,0,0,0,49681.53,0,0,54024.19,0,0,49681.53
TEST,ADEM_broad,AstraZeneca dose 1,112-118,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,112-118,0-59,Male,0,1982,0,0,67979.98,1982,1733,1982,0,2,0,0,0,67979.98,42152.34,5104.84,152268.73,0,0,67979.98
TEST,ADEM_broad,AstraZeneca dose 1,112-118,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,119-125,0-59,Female,0,2715,0,0,49626.64,2715,2497,2715,0,0,0,0,0,49626.64,0,0,53959.28,0,0,49626.64
TEST,ADEM_broad,AstraZeneca dose 1,119-125,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,119-125,0-59,Male,0,1996,0,0,67503.17,1996,1747,1996,0,2,0,0,0,67503.17,41814.54,5063.93,151048.49,0,0,67503.17
TEST,ADEM_broad,AstraZeneca dose 1,119-125,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,126-132,0-59,Female,0,2715,0,0,49626.64,2715,2497,2715,0,0,0,0,0,49626.64,0,0,53959.28,0,0,49626.64
TEST,ADEM_broad,AstraZeneca dose 1,126-132,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,126-132,0-59,Male,0,2008,0,0,67099.76,2008,1759,2008,0,2,0,0,0,67099.76,41529.28,5029.39,150018.03,0,0,67099.76
TEST,ADEM_broad,AstraZeneca dose 1,126-132,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,AstraZeneca dose 1,133-139,0-59,Female,0,2715,0,0,49626.64,2715,2497,2715,0,0,0,0,0,49626.64,0,0,53959.28,0,0,49626.64
TEST,ADEM_broad,AstraZeneca dose 1,133-139,60+,Female,0,5259,0,0,25620.14,5259,2453,5259,0,2,0,0,0,25620.14,29779.86,3606.48,107575.1,0,0,25620.14
TEST,ADEM_broad,AstraZeneca dose 1,133-139,0-59,Male,0,2012,0,0,66966.36,2012,1763,2012,0,2,0,0,0,66966.36,41435.05,5017.98,149677.66,0,0,66966.36
TEST,ADEM_broad,AstraZeneca dose 1,133-139,60+,Male,0,4223,0,0,31905.36,4223,1892,4223,0,5,0,0,0,31905.36,96524.84,31341.35,225256.78,0,0,31905.36
TEST,ADEM_broad,J&J dose 1,0-6,0-59,Female,0,56,0,0,2406005.75,56,42,56,0,0,0,0,0,2406005.75,0,0,3208007.67,0,0,2406005.75
TEST,ADEM_broad,J&J dose 1,0-6,60+,Female,0,70,0,0,1924804.6,70,49,70,0,0,0,0,0,1924804.6,0,0,2749720.86,0,0,1924804.6
TEST,ADEM_broad,J&J dose 1,0-6,0-59,Male,0,28,0,0,4812011.5,28,21,28,0,0,0,0,0,4812011.5,0,0,6416015.34,0,0,4812011.5
TEST,ADEM_broad,J&J dose 1,0-6,60+,Male,0,63,0,0,2138671.78,63,49,63,0,0,0,0,0,2138671.78,0,0,2749720.86,0,0,2138671.78
TEST,ADEM_broad,J&J dose 1,7-13,0-59,Female,0,112,0,0,1203002.88,112,78,112,0,1,0,0,0,1203002.88,468269.23,11855.55,2609029.16,0,0,1203002.88
TEST,ADEM_broad,J&J dose 1,7-13,60+,Female,0,140,0,0,962402.3,140,98,140,0,0,0,0,0,962402.3,0,0,1374860.43,0,0,962402.3
TEST,ADEM_broad,J&J dose 1,7-13,0-59,Male,0,56,0,0,2406005.75,56,42,56,0,0,0,0,0,2406005.75,0,0,3208007.67,0,0,2406005.75
TEST,ADEM_broad,J&J dose 1,7-13,60+,Male,0,126,0,0,1069335.89,126,98,126,0,0,0,0,0,1069335.89,0,0,1374860.43,0,0,1069335.89
TEST,ADEM_broad,J&J dose 1,14-20,0-59,Female,0,162,0,0,831705.69,162,107,162,0,1,0,0,0,831705.69,341355.14,8642.36,1901909.11,0,0,831705.69
TEST,ADEM_broad,J&J dose 1,14-20,60+,Female,0,201,0,0,670329.96,201,142,201,0,0,0,0,0,670329.96,0,0,948847.34,0,0,670329.96
TEST,ADEM_broad,J&J dose 1,14-20,0-59,Male,0,84,0,0,1604003.83,84,63,84,0,0,0,0,0,1604003.83,0,0,2138671.78,0,0,1604003.83
TEST,ADEM_broad,J&J dose 1,14-20,60+,Male,0,186,0,0,724388.83,186,146,186,0,0,0,0,0,724388.83,0,0,922851.52,0,0,724388.83
TEST,ADEM_broad,J&J dose 1,21-27,0-59,Female,0,198,0,0,680486.48,198,122,198,0,1,0,0,0,680486.48,299385.25,7579.78,1668067.83,0,0,680486.48
TEST,ADEM_broad,J&J dose 1,21-27,60+,Female,0,247,0,0,545491.18,247,174,247,0,0,0,0,0,545491.18,0,0,774346.68,0,0,545491.18
TEST,ADEM_broad,J&J dose 1,21-27,0-59,Male,0,107,0,0,1259217.96,107,82,107,0,0,0,0,0,1259217.96,0,0,1643125.88,0,0,1259217.96
TEST,ADEM_broad,J&J dose 1,21-27,60+,Male,0,231,0,0,583274.12,231,184,231,0,0,0,0,0,583274.12,0,0,732262.62,0,0,583274.12
TEST,ADEM_broad,J&J dose 1,28-34,0-59,Female,0,216,0,0,623779.27,216,126,216,0,2,0,0,0,623779.27,579761.9,70211.86,2094299.34,0,0,623779.27
TEST,ADEM_broad,J&J dose 1,28-34,60+,Female,0,289,0,0,466215.65,289,202,289,0,0,0,0,0,466215.65,0,0,667011.5,0,0,466215.65
TEST,ADEM_broad,J&J dose 1,28-34,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,28-34,60+,Male,0,273,0,0,493539.64,273,219,273,0,0,0,0,0,493539.64,0,0,615234.35,0,0,493539.64
TEST,ADEM_broad,J&J dose 1,35-41,0-59,Female,0,219,0,0,615234.35,219,126,219,0,2,0,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35
TEST,ADEM_broad,J&J dose 1,35-41,60+,Female,0,331,0,0,407058.37,331,230,331,0,0,0,0,0,407058.37,0,0,585810.1,0,0,407058.37
TEST,ADEM_broad,J&J dose 1,35-41,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,35-41,60+,Male,0,312,0,0,431847.19,312,251,312,0,0,0,0,0,431847.19,0,0,536798.1,0,0,431847.19
TEST,ADEM_broad,J&J dose 1,42-48,0-59,Female,0,219,0,0,615234.35,219,126,219,0,2,0,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35
TEST,ADEM_broad,J&J dose 1,42-48,60+,Female,0,373,0,0,361223.38,373,258,373,0,0,0,0,0,361223.38,0,0,522233.81,0,0,361223.38
TEST,ADEM_broad,J&J dose 1,42-48,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,42-48,60+,Male,0,347,0,0,388289.11,347,279,347,0,0,0,0,0,388289.11,0,0,482925.89,0,0,388289.11
TEST,ADEM_broad,J&J dose 1,49-55,0-59,Female,0,219,0,0,615234.35,219,126,219,0,2,0,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35
TEST,ADEM_broad,J&J dose 1,49-55,60+,Female,0,403,0,0,334333.31,403,277,403,0,0,0,0,0,334333.31,0,0,486412.72,0,0,334333.31
TEST,ADEM_broad,J&J dose 1,49-55,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,49-55,60+,Male,0,374,0,0,360257.55,374,306,374,0,0,0,0,0,360257.55,0,0,440314.78,0,0,360257.55
TEST,ADEM_broad,J&J dose 1,56-62,0-59,Female,0,219,0,0,615234.35,219,126,219,0,2,0,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35
TEST,ADEM_broad,J&J dose 1,56-62,60+,Female,0,424,0,0,317774.34,424,291,424,0,0,0,0,0,317774.34,0,0,463011.42,0,0,317774.34
TEST,ADEM_broad,J&J dose 1,56-62,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,56-62,60+,Male,0,395,0,0,341104.61,395,327,395,0,0,0,0,0,341104.61,0,0,412037.68,0,0,341104.61
TEST,ADEM_broad,J&J dose 1,63-69,0-59,Female,0,219,0,0,615234.35,219,126,219,0,2,0,0,0,615234.35,579761.9,70211.86,2094299.34,0,0,615234.35
TEST,ADEM_broad,J&J dose 1,63-69,60+,Female,0,432,0,0,311889.63,432,297,432,0,0,0,0,0,311889.63,0,0,453657.65,0,0,311889.63
TEST,ADEM_broad,J&J dose 1,63-69,0-59,Male,0,109,0,0,1236113.05,109,84,109,0,0,0,0,0,1236113.05,0,0,1604003.83,0,0,1236113.05
TEST,ADEM_broad,J&J dose 1,63-69,60+,Male,0,395,0,0,341104.61,395,327,395,0,0,0,0,0,341104.61,0,0,412037.68,0,0,341104.61
TEST,ADEM_broad,Moderna dose 1,0-6,0-59,Female,0,333,0,0,404613.58,333,277,333,0,0,0,0,0,404613.58,0,0,486412.72,0,0,404613.58
TEST,ADEM_broad,Moderna dose 1,0-6,60+,Female,0,182,0,0,740309.46,182,70,182,0,0,0,0,0,740309.46,0,0,1924804.6,0,0,740309.46
TEST,ADEM_broad,Moderna dose 1,0-6,0-59,Male,0,272,0,0,495354.13,272,227,272,0,0,0,0,0,495354.13,0,0,593552.08,0,0,495354.13
TEST,ADEM_broad,Moderna dose 1,0-6,60+,Male,0,189,0,0,712890.59,189,62,189,0,1,0,0,0,712890.59,589112.9,14915.05,3282327.01,0,0,712890.59
TEST,ADEM_broad,Moderna dose 1,7-13,0-59,Female,0,636,0,0,211849.56,636,524,636,0,0,0,0,0,211849.56,0,0,257130.39,0,0,211849.56
TEST,ADEM_broad,Moderna dose 1,7-13,60+,Female,0,364,0,0,370154.73,364,140,364,0,0,0,0,0,370154.73,0,0,962402.3,0,0,370154.73
TEST,ADEM_broad,Moderna dose 1,7-13,0-59,Male,0,529,0,0,254700.04,529,442,529,0,0,0,0,0,254700.04,0,0,304833.31,0,0,254700.04
TEST,ADEM_broad,Moderna dose 1,7-13,60+,Male,0,375,0,0,359296.86,375,118,375,0,1,0,0,0,359296.86,309533.9,7836.72,1724612.5,0,0,359296.86
TEST,ADEM_broad,Moderna dose 1,14-20,0-59,Female,0,878,0,0,153458.23,878,709,878,0,1,0,0,0,153458.23,51516.22,1304.28,287030.01,0,0,153458.23
TEST,ADEM_broad,Moderna dose 1,14-20,60+,Female,0,546,0,0,246769.82,546,210,546,0,0,0,0,0,246769.82,0,0,641601.53,0,0,246769.82
TEST,ADEM_broad,Moderna dose 1,14-20,0-59,Male,0,746,0,0,180611.69,746,622,746,0,0,0,0,0,180611.69,0,0,216617.88,0,0,180611.69
TEST,ADEM_broad,Moderna dose 1,14-20,60+,Male,0,554,0,0,243206.36,554,174,554,0,1,0,0,0,243206.36,209913.79,5314.56,1169564.8,0,0,243206.36
TEST,ADEM_broad,Moderna dose 1,21-27,0-59,Female,0,1070,0,0,125921.8,1070,850,1070,0,1,0,0,0,125921.8,42970.59,1087.92,239416.79,0,0,125921.8
TEST,ADEM_broad,Moderna dose 1,21-27,60+,Female,0,715,0,0,188442.41,715,278,715,0,0,0,0,0,188442.41,0,0,484663.03,0,0,188442.41
TEST,ADEM_broad,Moderna dose 1,21-27,0-59,Male,0,924,0,0,145818.53,924,769,924,0,1,0,0,0,145818.53,47496.75,1202.51,264634.95,0,0,145818.53
TEST,ADEM_broad,Moderna dose 1,21-27,60+,Male,0,718,0,0,187655.04,718,229,718,0,1,0,0,0,187655.04,159497.82,4038.14,888664.96,0,0,187655.04
TEST,ADEM_broad,Moderna dose 1,28-34,0-59,Female,0,1166,0,0,115554.31,1166,919,1166,0,1,0,0,0,115554.31,39744.29,1006.24,221441,0,0,115554.31
TEST,ADEM_broad,Moderna dose 1,28-34,60+,Female,0,770,0,0,174982.24,770,294,770,0,0,0,0,0,174982.24,0,0,458286.81,0,0,174982.24
TEST,ADEM_broad,Moderna dose 1,28-34,0-59,Male,0,983,0,0,137066.45,983,819,983,0,1,0,0,0,137066.45,44597.07,1129.1,248478.97,0,0,137066.45
TEST,ADEM_broad,Moderna dose 1,28-34,60+,Male,0,778,0,0,173182.93,778,257,778,0,1,0,0,0,173182.93,142120.62,3598.18,791845.43,0,0,173182.93
TEST,ADEM_broad,Moderna dose 1,35-41,0-59,Female,0,1222,0,0,110258.86,1222,961,1222,0,1,0,0,0,110258.86,38007.28,962.26,211763.03,0,0,110258.86
TEST,ADEM_broad,Moderna dose 1,35-41,60+,Female,0,805,0,0,167374.31,805,301,805,0,0,0,0,0,167374.31,0,0,447628.98,0,0,167374.31
TEST,ADEM_broad,Moderna dose 1,35-41,0-59,Male,0,1008,0,0,133666.99,1008,839,1008,0,1,0,0,0,133666.99,43533.97,1102.18,242555.75,0,0,133666.99
TEST,ADEM_broad,Moderna dose 1,35-41,60+,Male,0,823,0,0,163713.64,823,280,823,0,1,0,0,0,163713.64,130446.43,3302.62,726800.98,0,0,163713.64
TEST,ADEM_broad,Moderna dose 1,42-48,0-59,Female,0,1250,0,0,107789.06,1250,982,1250,0,1,0,0,0,107789.06,37194.5,941.68,207234.5,0,0,107789.06
TEST,ADEM_broad,Moderna dose 1,42-48,60+,Female,0,827,0,0,162921.79,827,303,827,0,0,0,0,0,162921.79,0,0,444674.33,0,0,162921.79
TEST,ADEM_broad,Moderna dose 1,42-48,0-59,Male,0,1015,0,0,132745.14,1015,846,1015,0,1,0,0,0,132745.14,43173.76,1093.06,240548.79,0,0,132745.14
TEST,ADEM_broad,Moderna dose 1,42-48,60+,Male,0,848,0,0,158887.17,848,295,848,0,1,0,0,0,158887.17,123813.56,3134.69,689845,0,0,158887.17
TEST,ADEM_broad,Moderna dose 1,49-55,0-59,Female,0,1278,0,0,105427.48,1278,1003,1278,0,1,0,0,0,105427.48,36415.75,921.97,202895.59,0,0,105427.48
