DAP,AESI,Month in 2021,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,ArterialNoTP,January,1,1027.69,26.02,5725.9,total
TEST,ArterialNoTP,February,0,0,0,4324.99,total
TEST,ArterialNoTP,March,0,0,0,4290.56,total
TEST,ArterialNoTP,April,2,3132.77,379.39,11316.65,total
TEST,ArterialNoTP,May,0,0,0,8382.25,total
TEST,ArterialNoTP,June,0,0,0,30305.07,total
TEST,VTENoTP,January,0,0,0,3772.75,total
TEST,VTENoTP,February,0,0,0,4301.79,total
TEST,VTENoTP,March,0,0,0,4265.16,total
TEST,VTENoTP,April,0,0,0,5713.52,total
TEST,VTENoTP,May,0,0,0,8275.17,total
TEST,VTENoTP,June,0,0,0,29994.73,total
TEST,ArterialVTENoTP,January,1,1033.09,26.16,5756.03,total
TEST,ArterialVTENoTP,February,0,0,0,4348.44,total
TEST,ArterialVTENoTP,March,0,0,0,4315.98,total
TEST,ArterialVTENoTP,April,2,3145.32,380.91,11361.97,total
TEST,ArterialVTENoTP,May,0,0,0,8405.78,total
TEST,ArterialVTENoTP,June,0,0,0,30305.07,total
