DAP,AESI,Month in 2020,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,GENCONV_narrow,December,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,January,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,February,30653,0,0,4395.53,total
TEST,MENINGOENC_narrow,March,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,April,31710,0,0,4249.02,total
TEST,MENINGOENC_narrow,May,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,June,31710,0,0,4249.02,total
TEST,MENINGOENC_narrow,July,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,August,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,September,31710,0,0,4249.02,total
TEST,MENINGOENC_narrow,October,32767,0,0,4111.95,total
TEST,MENINGOENC_narrow,November,31710,0,0,4249.02,total
TEST,MENINGOENC_narrow,December,32767,0,0,4111.95,total
TEST,ARD_narrow,January,32767,0,0,4111.95,total
TEST,ARD_narrow,February,30653,0,0,4395.53,total
TEST,ARD_narrow,March,32767,0,0,4111.95,total
TEST,ARD_narrow,April,31710,0,0,4249.02,total
TEST,ARD_narrow,May,32767,0,0,4111.95,total
TEST,ARD_narrow,June,31710,0,0,4249.02,total
TEST,ARD_narrow,July,32767,0,0,4111.95,total
TEST,ARD_narrow,August,32767,0,0,4111.95,total
TEST,ARD_narrow,September,31710,0,0,4249.02,total
TEST,ARD_narrow,October,32767,0,0,4111.95,total
TEST,ARD_narrow,November,31710,0,0,4249.02,total
TEST,ARD_narrow,December,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,January,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,February,30653,0,0,4395.53,total
TEST,CHILBLAIN_narrow,March,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,April,31710,0,0,4249.02,total
TEST,CHILBLAIN_narrow,May,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,June,31710,0,0,4249.02,total
TEST,CHILBLAIN_narrow,July,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,August,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,September,31710,0,0,4249.02,total
TEST,CHILBLAIN_narrow,October,32767,0,0,4111.95,total
TEST,CHILBLAIN_narrow,November,31710,0,0,4249.02,total
TEST,CHILBLAIN_narrow,December,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,January,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,February,30653,0,0,4395.53,total
TEST,Hemostroke_narrow,March,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,April,31710,0,0,4249.02,total
TEST,Hemostroke_narrow,May,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,June,31710,0,0,4249.02,total
TEST,Hemostroke_narrow,July,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,August,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,September,31710,0,0,4249.02,total
TEST,Hemostroke_narrow,October,32767,0,0,4111.95,total
TEST,Hemostroke_narrow,November,31710,0,0,4249.02,total
TEST,Hemostroke_narrow,December,32767,0,0,4111.95,total
TEST,Ischstroke_narrow,January,32705,0,0,4119.75,total
TEST,Ischstroke_narrow,February,30570,1194.8,30.25,6656.99,total
TEST,Ischstroke_narrow,March,32674,0,0,4123.66,total
TEST,Ischstroke_narrow,April,31620,0,0,4261.11,total
TEST,Ischstroke_narrow,May,32674,0,0,4123.66,total
TEST,Ischstroke_narrow,June,31620,0,0,4261.11,total
TEST,Ischstroke_narrow,July,32674,0,0,4123.66,total
TEST,Ischstroke_narrow,August,32674,0,0,4123.66,total
TEST,Ischstroke_narrow,September,31620,0,0,4261.11,total
TEST,Ischstroke_narrow,October,32674,0,0,4123.66,total
TEST,Ischstroke_narrow,November,31620,0,0,4261.11,total
TEST,Ischstroke_narrow,December,32671,1117.96,28.3,6228.9,total
TEST,VTE_narrow,January,32674,0,0,4123.66,total
TEST,VTE_narrow,February,30566,0,0,4408.05,total
TEST,VTE_narrow,March,32674,0,0,4123.66,total
TEST,VTE_narrow,April,31620,0,0,4261.11,total
TEST,VTE_narrow,May,32659,1118.37,28.31,6231.19,total
TEST,VTE_narrow,June,31590,0,0,4265.16,total
TEST,VTE_narrow,July,32643,0,0,4127.57,total
TEST,VTE_narrow,August,32643,0,0,4127.57,total
TEST,VTE_narrow,September,31590,0,0,4265.16,total
TEST,VTE_narrow,October,32613,1119.95,28.35,6239.97,total
TEST,VTE_narrow,November,31559,1157.36,29.3,6448.38,total
TEST,VTE_narrow,December,32581,0,0,4135.43,total
TEST,MIS_KD_narrow,January,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,February,30653,0,0,4395.53,total
TEST,MIS_KD_narrow,March,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,April,31710,0,0,4249.02,total
TEST,MIS_KD_narrow,May,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,June,31710,0,0,4249.02,total
TEST,MIS_KD_narrow,July,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,August,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,September,31710,0,0,4249.02,total
TEST,MIS_KD_narrow,October,32767,0,0,4111.95,total
TEST,MIS_KD_narrow,November,31710,0,0,4249.02,total
TEST,MIS_KD_narrow,December,32767,0,0,4111.95,total
TEST,ArterialNoTP,January,32674,0,0,4123.66,total
TEST,ArterialNoTP,February,30541,1195.93,30.28,6663.31,total
TEST,ArterialNoTP,March,32643,0,0,4127.57,total
TEST,ArterialNoTP,April,31590,0,0,4265.16,total
TEST,ArterialNoTP,May,32606,2240.39,271.32,8093.04,total
TEST,ArterialNoTP,June,31523,1158.68,29.34,6455.74,total
TEST,ArterialNoTP,July,32550,0,0,4139.36,total
TEST,ArterialNoTP,August,32550,0,0,4139.36,total
TEST,ArterialNoTP,September,31477,2320.74,281.05,8383.32,total
TEST,ArterialNoTP,October,32488,0,0,4147.26,total
TEST,ArterialNoTP,November,31440,0,0,4285.51,total
TEST,ArterialNoTP,December,32485,1124.37,28.47,6264.56,total
TEST,VTENoTP,January,32674,0,0,4123.66,total
TEST,VTENoTP,February,30566,0,0,4408.05,total
TEST,VTENoTP,March,32674,0,0,4123.66,total
TEST,VTENoTP,April,31620,0,0,4261.11,total
TEST,VTENoTP,May,32659,1118.37,28.31,6231.19,total
TEST,VTENoTP,June,31590,0,0,4265.16,total
TEST,VTENoTP,July,32643,0,0,4127.57,total
TEST,VTENoTP,August,32643,0,0,4127.57,total
TEST,VTENoTP,September,31590,0,0,4265.16,total
TEST,VTENoTP,October,32613,1119.95,28.35,6239.97,total
TEST,VTENoTP,November,31559,1157.36,29.3,6448.38,total
TEST,VTENoTP,December,32581,0,0,4135.43,total
TEST,ArterialVTENoTP,January,32581,0,0,4135.43,total
TEST,ArterialVTENoTP,February,30454,1199.35,30.36,6682.35,total
TEST,ArterialVTENoTP,March,32550,0,0,4139.36,total
TEST,ArterialVTENoTP,April,31500,0,0,4277.34,total
TEST,ArterialVTENoTP,May,32498,3371.75,695.34,9853.67,total
TEST,ArterialVTENoTP,June,31403,1163.11,29.45,6480.41,total
TEST,ArterialVTENoTP,July,32426,0,0,4155.19,total
TEST,ArterialVTENoTP,August,32426,0,0,4155.19,total
TEST,ArterialVTENoTP,September,31357,2329.62,282.13,8415.4,total
TEST,ArterialVTENoTP,October,32334,1129.62,28.6,6293.82,total
TEST,ArterialVTENoTP,November,31289,1167.34,29.55,6504.02,total
TEST,ArterialVTENoTP,December,32299,1130.84,28.63,6300.64,total
