sex,ageband_at_study_entry,Dose,type_vax,week,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,18-24,0,,2020-01-13,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-01-13,0,0,0,0,0,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95
0,12-17,0,,2020-01-13,0,0,0,0,0,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26,0,0,119659.26
0,25-29,0,,2020-01-13,0,0,0,0,0,0,0,112467.71,0,0,112467.71,0,0,112467.71,0,0,112467.71,0,0,112467.71
0,5-11,0,,2020-01-13,0,0,0,0,0,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13
1,0-4,0,,2020-01-13,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-01-13,0,0,0,0,0,0,0,96377.91,0,0,96377.91,0,0,96377.91,0,0,96377.91,0,0,96377.91
0,50-59,0,,2020-01-20,0,0,0,0,0,0,0,29901.54,0,0,29901.54,0,0,29901.54,0,0,29901.54,0,0,29901.54
1,18-24,0,,2020-01-20,0,0,0,0,0,0,0,89170.3,0,0,89170.3,0,0,89170.3,0,0,89170.3,0,0,89170.3
0,70-79,0,,2020-01-20,0,0,0,0,0,0,0,43646.36,0,0,43646.36,0,0,43646.36,0,0,43646.36,0,0,43646.36
0,0-4,0,,2020-01-20,0,0,0,0,0,0,0,349964.47,0,0,349964.47,0,0,349964.47,0,0,349964.47,0,0,349964.47
0,40-49,0,,2020-01-20,0,0,0,0,0,0,0,30504.03,0,0,30504.03,0,0,30504.03,0,0,30504.03,0,0,30504.03
1,70-79,0,,2020-01-20,0,0,0,0,0,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47
1,25-29,0,,2020-01-20,0,0,0,0,0,0,0,106848.79,0,0,106848.79,0,0,106848.79,0,0,106848.79,0,0,106848.79
0,60-69,0,,2020-01-20,0,0,0,0,0,0,0,39054.01,0,0,39054.01,0,0,39054.01,0,0,39054.01,0,0,39054.01
1,60-69,0,,2020-01-20,0,0,0,0,0,0,0,41662.44,0,0,41662.44,0,0,41662.44,0,0,41662.44,0,0,41662.44
1,30-39,0,,2020-01-20,0,0,0,0,0,0,0,51133.33,0,0,51133.33,0,0,51133.33,0,0,51133.33,0,0,51133.33
1,40-49,0,,2020-01-20,0,0,0,0,0,0,0,34494.71,0,0,34494.71,0,0,34494.71,0,0,34494.71,0,0,34494.71
0,80+,0,,2020-01-20,0,0,0,0,0,0,0,45047.25,0,0,45047.25,0,0,45047.25,0,0,45047.25,0,0,45047.25
1,50-59,0,,2020-01-20,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-01-20,0,0,0,0,0,0,0,67808.92,0,0,67808.92,0,0,67808.92,0,0,67808.92,0,0,67808.92
0,30-39,0,,2020-01-20,0,0,0,0,0,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74
0,18-24,0,,2020-01-20,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-01-20,0,0,0,0,0,0,0,111076.93,0,0,111076.93,0,0,111076.93,0,0,111076.93,0,0,111076.93
0,12-17,0,,2020-01-20,0,0,0,0,0,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29
0,25-29,0,,2020-01-20,0,0,0,0,0,0,0,112655.79,0,0,112655.79,0,0,112655.79,0,0,112655.79,0,0,112655.79
0,5-11,0,,2020-01-20,0,0,0,0,0,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13
1,0-4,0,,2020-01-20,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-01-20,0,0,0,0,0,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35
0,50-59,0,,2020-01-27,0,0,0,0,0,0,0,29954.72,0,0,29954.72,0,0,29954.72,0,0,29954.72,0,0,29954.72
1,18-24,0,,2020-01-27,0,0,0,0,0,0,0,89884.14,0,0,89884.14,0,0,89884.14,0,0,89884.14,0,0,89884.14
0,70-79,0,,2020-01-27,0,0,0,0,0,0,0,43788.21,0,0,43788.21,0,0,43788.21,0,0,43788.21,0,0,43788.21
0,0-4,0,,2020-01-27,0,0,0,0,0,0,0,349964.47,0,0,349964.47,0,0,349964.47,0,0,349964.47,0,0,349964.47
0,40-49,0,,2020-01-27,0,0,0,0,0,0,0,30607.98,0,0,30607.98,0,0,30607.98,0,0,30607.98,0,0,30607.98
1,70-79,0,,2020-01-27,0,0,0,0,0,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47
1,25-29,0,,2020-01-27,0,0,0,0,0,0,0,107188.8,0,0,107188.8,0,0,107188.8,0,0,107188.8,0,0,107188.8
0,60-69,0,,2020-01-27,0,0,0,0,0,0,0,39122.04,0,0,39122.04,0,0,39122.04,0,0,39122.04,0,0,39122.04
1,60-69,0,,2020-01-27,0,0,0,0,0,0,0,41675.32,0,0,41675.32,0,0,41675.32,0,0,41675.32,0,0,41675.32
1,30-39,0,,2020-01-27,0,0,0,0,0,0,0,51191.61,0,0,51191.61,0,0,51191.61,0,0,51191.61,0,0,51191.61
1,40-49,0,,2020-01-27,0,0,0,0,0,0,0,34530.07,0,0,34530.07,0,0,34530.07,0,0,34530.07,0,0,34530.07
0,80+,0,,2020-01-27,0,0,0,0,0,0,0,45137.8,0,0,45137.8,0,0,45137.8,0,0,45137.8,0,0,45137.8
1,50-59,0,,2020-01-27,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-01-27,0,0,0,0,0,0,0,68324.71,0,0,68324.71,0,0,68324.71,0,0,68324.71,0,0,68324.71
0,30-39,0,,2020-01-27,0,0,0,0,0,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74
0,18-24,0,,2020-01-27,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-01-27,0,0,0,0,0,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44
0,12-17,0,,2020-01-27,0,0,0,0,0,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29
0,25-29,0,,2020-01-27,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
0,5-11,0,,2020-01-27,0,0,0,0,0,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13
1,0-4,0,,2020-01-27,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-01-27,0,0,0,0,0,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35
0,50-59,0,,2020-02-03,0,0,0,0,0,0,0,29981.38,0,0,29981.38,0,0,29981.38,0,0,29981.38,0,0,29981.38
1,18-24,0,,2020-02-03,0,0,0,0,0,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14
0,70-79,0,,2020-02-03,0,0,0,0,0,0,0,43945.31,0,0,43945.31,0,0,43945.31,0,0,43945.31,0,0,43945.31
0,0-4,0,,2020-02-03,0,0,0,0,0,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64,0,0,353638.64
0,40-49,0,,2020-02-03,0,0,0,0,0,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75
1,70-79,0,,2020-02-03,0,0,0,0,0,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47
1,25-29,0,,2020-02-03,0,0,0,0,0,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09
0,60-69,0,,2020-02-03,0,0,0,0,0,0,0,39122.04,0,0,39122.04,0,0,39122.04,0,0,39122.04,0,0,39122.04
1,60-69,0,,2020-02-03,0,0,0,0,0,0,0,41895.62,0,0,41895.62,0,0,41895.62,0,0,41895.62,0,0,41895.62
1,30-39,0,,2020-02-03,0,0,0,0,0,0,0,51191.61,0,0,51191.61,0,0,51191.61,0,0,51191.61,0,0,51191.61
1,40-49,0,,2020-02-03,0,0,0,0,0,0,0,34636.59,0,0,34636.59,0,0,34636.59,0,0,34636.59,0,0,34636.59
0,80+,0,,2020-02-03,0,0,0,0,0,0,0,45183.21,0,0,45183.21,0,0,45183.21,0,0,45183.21,0,0,45183.21
1,50-59,0,,2020-02-03,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-02-03,0,0,0,0,0,0,0,68498.38,0,0,68498.38,0,0,68498.38,0,0,68498.38,0,0,68498.38
0,30-39,0,,2020-02-03,0,0,0,0,0,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74
0,18-24,0,,2020-02-03,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-02-03,0,0,0,0,0,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24
0,12-17,0,,2020-02-03,0,0,0,0,0,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29
0,25-29,0,,2020-02-03,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
0,5-11,0,,2020-02-03,0,0,0,0,0,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13,0,0,143642.13
1,0-4,0,,2020-02-03,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-02-03,0,0,0,0,0,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35,0,0,97212.35
0,50-59,0,,2020-02-10,0,0,0,0,0,0,0,30028.15,0,0,30028.15,0,0,30028.15,0,0,30028.15,0,0,30028.15
1,18-24,0,,2020-02-10,0,0,0,0,0,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14
0,70-79,0,,2020-02-10,0,0,0,0,0,0,0,43945.31,0,0,43945.31,0,0,43945.31,0,0,43945.31,0,0,43945.31
0,0-4,0,,2020-02-10,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
0,40-49,0,,2020-02-10,0,0,0,0,0,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75
1,70-79,0,,2020-02-10,0,0,0,0,0,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47,0,0,52304.47
1,25-29,0,,2020-02-10,0,0,0,0,0,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09
0,60-69,0,,2020-02-10,0,0,0,0,0,0,0,39224.55,0,0,39224.55,0,0,39224.55,0,0,39224.55,0,0,39224.55
1,60-69,0,,2020-02-10,0,0,0,0,0,0,0,41934.74,0,0,41934.74,0,0,41934.74,0,0,41934.74,0,0,41934.74
1,30-39,0,,2020-02-10,0,0,0,0,0,0,0,51328.12,0,0,51328.12,0,0,51328.12,0,0,51328.12,0,0,51328.12
1,40-49,0,,2020-02-10,0,0,0,0,0,0,0,34725.86,0,0,34725.86,0,0,34725.86,0,0,34725.86,0,0,34725.86
0,80+,0,,2020-02-10,0,0,0,0,0,0,0,45289.52,0,0,45289.52,0,0,45289.52,0,0,45289.52,0,0,45289.52
1,50-59,0,,2020-02-10,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-02-10,0,0,0,0,0,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02
0,30-39,0,,2020-02-10,0,0,0,0,0,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74,0,0,48483.74
0,18-24,0,,2020-02-10,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-02-10,0,0,0,0,0,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24
0,12-17,0,,2020-02-10,0,0,0,0,0,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29,0,0,120300.29
0,25-29,0,,2020-02-10,0,0,0,0,0,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32
0,5-11,0,,2020-02-10,0,0,0,0,0,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15
1,0-4,0,,2020-02-10,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-02-10,0,0,0,0,0,0,0,97493.72,0,0,97493.72,0,0,97493.72,0,0,97493.72,0,0,97493.72
0,50-59,0,,2020-02-17,0,0,0,0,0,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85
1,18-24,0,,2020-02-17,0,0,0,0,0,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14
0,70-79,0,,2020-02-17,0,0,0,0,0,0,0,44002.72,0,0,44002.72,0,0,44002.72,0,0,44002.72,0,0,44002.72
0,0-4,0,,2020-02-17,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
0,40-49,0,,2020-02-17,0,0,0,0,0,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75,0,0,30649.75
1,70-79,0,,2020-02-17,0,0,0,0,0,0,0,52365.46,0,0,52365.46,0,0,52365.46,0,0,52365.46,0,0,52365.46
1,25-29,0,,2020-02-17,0,0,0,0,0,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09
0,60-69,0,,2020-02-17,0,0,0,0,0,0,0,39281.73,0,0,39281.73,0,0,39281.73,0,0,39281.73,0,0,39281.73
1,60-69,0,,2020-02-17,0,0,0,0,0,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3
1,30-39,0,,2020-02-17,0,0,0,0,0,0,0,51465.36,0,0,51465.36,0,0,51465.36,0,0,51465.36,0,0,51465.36
1,40-49,0,,2020-02-17,0,0,0,0,0,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77
0,80+,0,,2020-02-17,0,0,0,0,0,0,0,45457.6,0,0,45457.6,0,0,45457.6,0,0,45457.6,0,0,45457.6
1,50-59,0,,2020-02-17,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-02-17,0,0,0,0,0,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02
0,30-39,0,,2020-02-17,0,0,0,0,0,0,0,48518.66,0,0,48518.66,0,0,48518.66,0,0,48518.66,0,0,48518.66
0,18-24,0,,2020-02-17,0,0,0,0,0,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98,0,0,107530.98
1,5-11,0,,2020-02-17,0,0,0,0,0,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24
0,12-17,0,,2020-02-17,0,0,0,0,0,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39,0,0,120623.39
0,25-29,0,,2020-02-17,0,0,0,0,0,0,0,114669.21,0,0,114669.21,0,0,114669.21,0,0,114669.21,0,0,114669.21
0,5-11,0,,2020-02-17,0,0,0,0,0,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15
1,0-4,0,,2020-02-17,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-02-17,0,0,0,0,0,0,0,97705.82,0,0,97705.82,0,0,97705.82,0,0,97705.82,0,0,97705.82
0,50-59,0,,2020-02-24,0,0,0,0,0,0,0,30075.07,0,0,30075.07,0,0,30075.07,0,0,30075.07,0,0,30075.07
1,18-24,0,,2020-02-24,0,0,0,0,0,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14
0,70-79,0,,2020-02-24,0,0,0,0,0,0,0,44146.89,0,0,44146.89,0,0,44146.89,0,0,44146.89,0,0,44146.89
0,0-4,0,,2020-02-24,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
0,40-49,0,,2020-02-24,0,0,0,0,0,0,0,30663.71,0,0,30663.71,0,0,30663.71,0,0,30663.71,0,0,30663.71
1,70-79,0,,2020-02-24,0,0,0,0,0,0,0,52446.99,0,0,52446.99,0,0,52446.99,0,0,52446.99,0,0,52446.99
1,25-29,0,,2020-02-24,0,0,0,0,0,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09,0,0,108135.09
0,60-69,0,,2020-02-24,0,0,0,0,0,0,0,39316.11,0,0,39316.11,0,0,39316.11,0,0,39316.11,0,0,39316.11
1,60-69,0,,2020-02-24,0,0,0,0,0,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3
1,30-39,0,,2020-02-24,0,0,0,0,0,0,0,51544.12,0,0,51544.12,0,0,51544.12,0,0,51544.12,0,0,51544.12
1,40-49,0,,2020-02-24,0,0,0,0,0,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77
0,80+,0,,2020-02-24,0,0,0,0,0,0,0,45565.21,0,0,45565.21,0,0,45565.21,0,0,45565.21,0,0,45565.21
1,50-59,0,,2020-02-24,0,0,0,0,0,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06,0,0,31451.06
1,80+,0,,2020-02-24,0,0,0,0,0,0,0,68954.11,0,0,68954.11,0,0,68954.11,0,0,68954.11,0,0,68954.11
0,30-39,0,,2020-02-24,0,0,0,0,0,0,0,48729.23,0,0,48729.23,0,0,48729.23,0,0,48729.23,0,0,48729.23
0,18-24,0,,2020-02-24,0,0,0,0,0,0,0,107616.87,0,0,107616.87,0,0,107616.87,0,0,107616.87,0,0,107616.87
1,5-11,0,,2020-02-24,0,0,0,0,0,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24
0,12-17,0,,2020-02-24,0,0,0,0,0,0,0,121056.89,0,0,121056.89,0,0,121056.89,0,0,121056.89,0,0,121056.89
0,5-11,0,,2020-02-24,0,0,0,0,0,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15,0,0,144722.15
0,25-29,0,,2020-02-24,0,0,0,0,0,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76
1,0-4,0,,2020-02-24,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
1,12-17,0,,2020-02-24,0,0,0,0,0,0,0,97705.82,0,0,97705.82,0,0,97705.82,0,0,97705.82,0,0,97705.82
0,50-59,0,,2020-03-02,0,0,0,0,0,0,0,30075.07,0,0,30075.07,0,0,30075.07,0,0,30075.07,0,0,30075.07
1,18-24,0,,2020-03-02,0,0,0,0,0,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14,0,0,89944.14
0,70-79,0,,2020-03-02,0,0,0,0,0,0,0,44175.84,0,0,44175.84,0,0,44175.84,0,0,44175.84,0,0,44175.84
0,0-4,0,,2020-03-02,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
0,40-49,0,,2020-03-02,0,0,0,0,0,0,0,30698.64,0,0,30698.64,0,0,30698.64,0,0,30698.64,0,0,30698.64
1,70-79,0,,2020-03-02,0,0,0,0,0,0,0,52775.68,0,0,52775.68,0,0,52775.68,0,0,52775.68,0,0,52775.68
1,25-29,0,,2020-03-02,0,0,0,0,0,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32
0,60-69,0,,2020-03-02,0,0,0,0,0,0,0,39408.11,0,0,39408.11,0,0,39408.11,0,0,39408.11,0,0,39408.11
1,60-69,0,,2020-03-02,0,0,0,0,0,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3,0,0,42026.3
1,30-39,0,,2020-03-02,0,0,0,0,0,0,0,51603.34,0,0,51603.34,0,0,51603.34,0,0,51603.34,0,0,51603.34
1,40-49,0,,2020-03-02,0,0,0,0,0,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77,0,0,34743.77
0,80+,0,,2020-03-02,0,0,0,0,0,0,0,45611.48,0,0,45611.48,0,0,45611.48,0,0,45611.48,0,0,45611.48
1,50-59,0,,2020-03-02,0,0,0,0,0,0,0,31480.45,0,0,31480.45,0,0,31480.45,0,0,31480.45,0,0,31480.45
1,80+,0,,2020-03-02,0,0,0,0,0,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58,0,0,69237.58
