Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_ALI_narrow,lb_ALI_narrow,ub_ALI_narrow,IR_ALI_broad,lb_ALI_broad,ub_ALI_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_Sinusthrom_narrow,lb_Sinusthrom_narrow,ub_Sinusthrom_narrow,IR_Sinusthrom_broad,lb_Sinusthrom_broad,ub_Sinusthrom_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_TP_narrow,lb_TP_narrow,ub_TP_narrow,IR_TP_broad,lb_TP_broad,ub_TP_broad,IR_BP_narrow,lb_BP_narrow,ub_BP_narrow,IR_BP_broad,lb_BP_broad,ub_BP_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP,IR_CVSTNoTP,lb_CVSTNoTP,ub_CVSTNoTP
1,AstraZeneca,12,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,286673.03,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45
1,AstraZeneca,12,both_sexes,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,,,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88
1,AstraZeneca,12,both_sexes,COVCOPD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45844.27,13138.49,332.64,73202.98,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,48571.13,0,0,48641.27,0,0,48641.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,61906.78,7497.2,223628.57,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27,0,0,45844.27
1,AstraZeneca,12,both_sexes,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,71936.1,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,63435.18,0,0,63465.06,0,0,63465.06,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,85239.21,10322.86,307913.32,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88,0,0,61021.88
1,AstraZeneca,12,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2
1,AstraZeneca,12,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,1684204.03,0,0,826603.2,0,0,826603.2,0,0,1684204.03,0,0,1684204.03,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,1684204.03,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2,0,0,826603.2
1,AstraZeneca,12,both_sexes,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,AstraZeneca,12,both_sexes,CV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15855.06,0,0,16013.35,0,0,15855.06,0,0,16505.74,0,0,15982.96,0,0,16305.98,0,0,16028.59,4592.03,116.26,25585.15,0,0,16664.97,0,0,16664.97,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,16015.25,0,0,16015.25,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,15855.06,150999.08,69046.4,286643.29,0,0,15855.06,0,0,15855.06,0,0,15855.06,0,0,16028.59,0,0,16015.25,0,0,16192.32,0,0,15855.06
1,AstraZeneca,12,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,55129.43,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,31459.95,796.5,175283.61,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52,0,0,53276.52
1,AstraZeneca,12,both_sexes,any_risk_factors,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9870.07,2707.16,68.54,15083.33,0,0,9870.07,0,0,10118.38,0,0,9919.48,0,0,10042.96,0,0,9937.04,2786.68,70.55,15526.38,0,0,10243.77,0,0,10243.77,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9931.91,0,0,9931.91,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9870.07,76806.54,38341.55,137428.11,0,0,9870.07,0,0,9870.07,0,0,9870.07,0,0,9937.04,0,0,9931.91,0,0,9999.73,0,0,9870.07
1,AstraZeneca,13,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,436039.88,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84,0,0,206018.84
1,AstraZeneca,13,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,,,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88
1,AstraZeneca,13,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72909.27,0,0,76554.73,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,76208.33,0,0,76554.73,0,0,76554.73,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,46826.92,1185.56,260902.92,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27,0,0,72909.27
1,AstraZeneca,13,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,203837.1,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,112384.62,2845.33,626167,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79,0,0,162921.79
1,AstraZeneca,13,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,AstraZeneca,13,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
1,AstraZeneca,13,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
1,AstraZeneca,13,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26722.79,0,0,27197.48,0,0,26722.79,0,0,27632.55,0,0,27033.77,0,0,27033.77,0,0,26722.79,0,0,28105.2,0,0,27197.48,0,0,27197.48,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,27181.02,0,0,27181.02,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,136797.75,44417.86,319240.32,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,26722.79,0,0,27181.02,0,0,27181.02,0,0,26722.79
1,AstraZeneca,13,0,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,138332.98,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96,0,0,71100.96
1,AstraZeneca,13,0,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16373.35,0,0,16550.34,0,0,16373.35,0,0,16710.45,0,0,16489.58,0,0,16489.58,0,0,16373.35,0,0,16882.14,0,0,16550.34,0,0,16550.34,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16544.24,0,0,16544.24,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,56680.63,18404.05,132273.69,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16373.35,0,0,16544.24,0,0,16544.24,0,0,16373.35
1,AstraZeneca,13,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,811664.59,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17
1,AstraZeneca,13,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
