sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,,2020-10-12,CV,0,0,0,0,0,0,0,40953.29,0,0,40953.29,0,0,40953.29,0,0,40953.29,0,0,40953.29
0,0,,2020-10-12,CV,0,0,0,0,0,0,0,36112.66,0,0,35977.66,0,0,35910.53,0,0,35910.53,0,0,35910.53
1,0,,2020-10-19,CV,0,0,0,0,0,0,0,41053.11,0,0,41053.11,0,0,41053.11,0,0,41053.11,0,0,41053.11
0,0,,2020-10-19,CV,0,0,0,0,0,0,0,36248.67,0,0,36112.66,0,0,36045.03,0,0,36045.03,0,0,36045.03
1,0,,2020-10-26,CV,0,0,0,0,0,0,0,41216.37,0,0,41216.37,0,0,41216.37,0,0,41216.37,0,0,41216.37
0,0,,2020-10-26,CV,0,0,0,0,0,0,0,36307.28,0,0,36170.82,0,0,36102.98,0,0,36102.98,0,0,36102.98
1,0,,2020-11-02,CV,0,0,0,0,0,0,0,41216.37,0,0,41216.37,0,0,41216.37,0,0,41216.37,0,0,41216.37
0,0,,2020-11-02,CV,0,0,0,0,0,0,0,36336.66,0,0,36199.98,0,0,36132.03,0,0,36132.03,0,0,36132.03
1,0,,2020-11-09,CV,0,0,0,0,0,0,0,41304.82,0,0,41304.82,0,0,41304.82,0,0,41304.82,0,0,41304.82
0,0,,2020-11-09,CV,0,0,0,0,0,0,0,36425.07,0,0,36287.72,0,0,36219.44,0,0,36219.44,0,0,36219.44
1,0,,2020-11-16,CV,0,0,0,0,0,0,0,41368.23,0,0,41368.23,0,0,41368.23,0,0,41368.23,0,0,41368.23
0,0,,2020-11-16,CV,1,1,1,1,1,9893.01,250.47,55120.33,9855.64,249.52,54912.11,9837.06,249.05,54808.58,9837.06,249.05,54808.58,9837.06,249.05,54808.58
1,0,,2020-11-23,CV,1,0,0,0,0,11262.72,285.15,62751.86,0,0,41521.21,0,0,41521.21,0,0,41521.21,0,0,41521.21
0,0,,2020-11-23,CV,0,0,0,0,0,0,0,36553.53,0,0,36415.22,0,0,36346.46,0,0,36346.46,0,0,36346.46
1,0,,2020-11-30,CV,0,0,0,0,0,0,0,41752.81,0,0,41662.44,0,0,41662.44,0,0,41662.44,0,0,41662.44
0,0,,2020-11-30,CV,0,0,0,0,0,0,0,36593.24,0,0,36454.63,0,0,36385.72,0,0,36385.72,0,0,36385.72
1,0,,2020-12-07,CV,2,2,1,1,1,22728.69,2752.55,82103.83,22679.29,2746.57,81925.4,11332.61,286.92,63141.26,11332.61,286.92,63141.26,11332.61,286.92,63141.26
0,0,,2020-12-07,CV,0,0,0,0,0,0,0,36593.24,0,0,36454.63,0,0,36385.72,0,0,36385.72,0,0,36385.72
1,0,,2020-12-14,CV,0,0,0,0,0,0,0,42091.95,0,0,42000.1,0,0,41908.65,0,0,41908.65,0,0,41908.65
0,0,,2020-12-14,CV,1,0,0,0,0,9933.37,251.49,55345.19,0,0,36484.25,0,0,36415.22,0,0,36415.22,0,0,36415.22
1,0,,2020-12-21,CV,0,0,0,0,0,0,0,42197.41,0,0,42105.1,0,0,42013.2,0,0,42013.2,0,0,42013.2
0,0,,2020-12-21,CV,0,0,0,0,0,0,0,36732.91,0,0,36523.81,0,0,36454.63,0,0,36454.63,0,0,36454.63
1,0,,2020-12-28,CV,1,1,0,0,0,11493.08,290.98,64035.33,11467.82,290.34,63894.59,0,0,42210.63,0,0,42210.63,0,0,42210.63
0,0,,2020-12-28,CV,1,0,0,0,0,9968.61,252.38,55541.56,0,0,36553.53,0,0,36484.25,0,0,36484.25,0,0,36484.25
1,0,,2021-01-04,CV,1,1,0,0,0,11639.58,294.69,64851.59,11613.67,294.03,64707.24,0,0,42638.08,0,0,42638.08,0,0,42638.08
0,0,,2021-01-04,CV,1,0,0,0,0,10056.44,254.61,56030.91,0,0,36783.05,0,0,36712.89,0,0,36712.89,0,0,36712.89
1,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
0,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-01-11,CV,0,0,0,0,0,0,0,43688.82,0,0,43589.88,0,0,43295.73,0,0,43295.73,0,0,43295.73
0,0,,2021-01-11,CV,2,1,0,0,0,20387.94,2469.07,73648.26,10098.15,255.66,56263.28,0,0,37148.15,0,0,37148.15,0,0,37148.15
1,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
0,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
1,0,,2021-01-18,CV,2,1,0,0,0,23950.82,2900.56,86518.6,11947.99,302.5,66569.93,0,0,43773.98,0,0,43773.98,0,0,43773.98
0,0,,2021-01-18,CV,0,0,0,0,0,0,0,37889.85,0,0,37520.56,0,0,37374.85,0,0,37374.85,0,0,37374.85
1,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13
0,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,0,,2021-01-25,CV,0,0,0,0,0,0,0,44482.11,0,0,44277.46,0,0,43873.76,0,0,43873.76,0,0,43873.76
0,0,,2021-01-25,CV,0,0,0,0,0,0,0,38007.43,0,0,37635.84,0,0,37489.24,0,0,37489.24,0,0,37489.24
1,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68
0,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,2,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,2,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
1,0,,2021-02-01,CV,1,0,0,0,0,12102.39,306.41,67430.18,0,0,44408.81,0,0,44002.72,0,0,44002.72,0,0,44002.72
0,0,,2021-02-01,CV,1,0,0,0,0,10355.83,262.19,57698.97,0,0,37762.42,0,0,37614.83,0,0,37614.83,0,0,37614.83
1,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
1,2,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
0,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,2,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,0,,2021-02-08,CV,2,1,0,0,0,24333.78,2946.93,87901.97,12082.37,305.9,67318.65,0,0,44161.36,0,0,44161.36,0,0,44161.36
0,0,,2021-02-08,CV,1,0,0,0,0,10438.7,264.28,58160.7,0,0,38104.16,0,0,37953.89,0,0,37953.89,0,0,37953.89
1,2,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,2,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-02-15,CV,1,0,0,0,0,12293.84,311.25,68496.89,0,0,44912.11,0,0,44394.18,0,0,44394.18,0,0,44394.18
0,0,,2021-02-15,CV,0,0,0,0,0,0,0,38650.69,0,0,38190.57,0,0,38039.62,0,0,38039.62,0,0,38039.62
1,2,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,2,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,1,AstraZeneca,2021-02-15,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-02-22,CV,1,0,0,0,0,12427.7,314.64,69242.69,0,0,45259.09,0,0,44733.17,0,0,44733.17,0,0,44733.17
0,0,,2021-02-22,CV,0,0,0,0,0,0,0,38918.64,0,0,38496.09,0,0,38342.72,0,0,38342.72,0,0,38342.72
1,2,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
0,2,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,4491210.74,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
0,1,AstraZeneca,2021-02-22,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Moderna,2021-02-22,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,0,,2021-03-01,CV,0,0,0,0,0,0,0,46702.36,0,0,46032.22,0,0,45488.29,0,0,45488.29,0,0,45488.29
0,0,,2021-03-01,CV,0,0,0,0,0,0,0,39815.7,0,0,39408.11,0,0,39247.4,0,0,39247.4,0,0,39247.4
1,2,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36
1,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
0,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1320944.33,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
0,2,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,Moderna,2021-03-01,CV,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
0,1,AstraZeneca,2021-03-01,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-08,CV,1,0,0,0,0,13190.68,333.96,73493.78,0,0,47897.73,0,0,47309.1,0,0,47309.1,0,0,47309.1
0,0,,2021-03-08,CV,0,0,0,0,0,0,0,41546.82,0,0,41103.21,0,0,40990.67,0,0,40990.67,0,0,40990.67
1,2,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
1,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56
0,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,575796.25,0,0,559071.88,0,0,547708.63,0,0,547708.63,0,0,547708.63
0,2,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,1,Moderna,2021-03-08,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,1,Moderna,2021-03-08,CV,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,1,AstraZeneca,2021-03-08,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-15,CV,0,0,0,0,0,0,0,51211.07,0,0,50274.75,0,0,49626.64,0,0,49626.64,0,0,49626.64
0,0,,2021-03-15,CV,0,0,0,0,0,0,0,44002.72,0,0,43505.43,0,0,43407.32,0,0,43407.32,0,0,43407.32
1,2,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
1,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76
0,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,375310.09,0,0,368132.03,0,0,361223.38,0,0,361223.38,0,0,361223.38
0,2,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12,0,0,2591083.12
0,1,AstraZeneca,2021-03-15,CV,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
0,1,Moderna,2021-03-15,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,Moderna,2021-03-15,CV,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
1,1,AstraZeneca,2021-03-15,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,0,,2021-03-22,CV,0,0,0,0,0,0,0,54024.19,0,0,52983.22,0,0,52263.9,0,0,52263.9,0,0,52263.9
0,0,,2021-03-22,CV,0,0,0,0,0,0,0,46253.46,0,0,45704.32,0,0,45596.05,0,0,45596.05,0,0,45596.05
1,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34
0,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,348155.87,0,0,341970.36,0,0,336000.8,0,0,336000.8,0,0,336000.8
0,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24
1,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08
0,1,AstraZeneca,2021-03-22,CV,0,0,0,0,0,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81
