sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,70-79,2020-09,10259,10259,10259,10259,10259,10259,10259,10229,10259,10259,10259,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-10,10508,10508,10508,10508,10508,10508,10508,10477,10508,10508,10508,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-11,10072,10072,10072,10072,10072,10072,10072,10042,10072,10072,10072,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-12,10280,10280,10280,10280,10280,10280,10280,10249,10280,10280,10280,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-01,10139,10139,10139,10139,10139,10139,10139,10108,10139,10139,10139,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-02,9041,9041,9041,9041,9041,9041,9041,9013,9041,9041,9041,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-03,9574,9574,9574,9574,9574,9574,9574,9543,9574,9574,9574,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-04,5669,5669,5669,5669,5669,5669,5669,5639,5669,5669,5669,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-01,5142,5142,5142,5142,5142,5142,5142,5142,5142,5142,5142,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-02,4728,4728,4728,4728,4728,4728,4728,4728,4728,4728,4728,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-03,5020,5020,5020,5020,5020,5020,5020,5020,5020,5020,5020,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-04,4819,4819,4819,4819,4819,4819,4819,4819,4819,4819,4819,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-05,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-06,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-07,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-08,4886,4886,4886,4886,4886,4886,4886,4886,4886,4886,4886,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-09,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-10,4694,4694,4694,4694,4694,4694,4694,4694,4694,4694,4694,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-11,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,4489,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-12,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-01,4465,4465,4465,4465,4465,4465,4465,4465,4465,4465,4465,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-02,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,3901,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-03,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,4173,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-04,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,3929,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-01,18664,18664,18664,18664,18664,18664,18664,18664,18664,18664,18664,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-02,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-03,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,18492,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-04,17828,17828,17828,17828,17828,17828,17828,17828,17828,17828,17828,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-05,18271,18271,18271,18271,18271,18271,18271,18271,18271,18271,18271,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-06,17458,17458,17458,17458,17458,17458,17458,17458,17458,17458,17458,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-07,17981,17981,17981,17981,17981,17981,17981,17981,17981,17981,17981,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-08,17927,17927,17927,17927,17927,17927,17927,17927,17927,17927,17927,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-09,17174,17174,17174,17174,17174,17174,17174,17174,17174,17174,17174,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-10,17665,17665,17665,17665,17665,17665,17665,17665,17665,17665,17665,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-11,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,16826,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-12,17072,17072,17072,17072,17072,17072,17072,17072,17072,17072,17072,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-01,16507,16507,16507,16507,16507,16507,16507,16507,16507,16507,16507,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-02,14032,14032,14032,14032,14032,14032,14032,14032,14032,14032,14032,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-03,14126,14126,14126,14126,14126,14126,14126,14126,14126,14126,14126,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-04,13058,13058,13058,13058,13058,13058,13058,13058,13058,13058,13058,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-05,12824,12824,12824,12824,12824,12824,12824,12824,12824,12824,12824,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-06,9901,9901,9901,9901,9901,9901,9901,9901,9901,9901,9901,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-01,15998,15998,15998,15998,15998,15998,15998,15998,15998,15998,15998,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-02,14869,14869,14869,14869,14869,14869,14869,14869,14869,14869,14869,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-03,15814,15814,15814,15814,15814,15814,15814,15814,15814,15814,15814,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-04,15290,15290,15290,15290,15290,15290,15290,15290,15290,15290,15290,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-05,15723,15723,15723,15723,15723,15723,15723,15723,15723,15723,15723,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-06,15095,15095,15095,15095,15095,15095,15095,15095,15095,15095,15095,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-07,15505,15505,15505,15505,15505,15505,15505,15505,15505,15505,15505,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-08,15395,15395,15395,15395,15395,15395,15395,15395,15395,15395,15395,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-09,14632,14632,14632,14632,14632,14632,14632,14632,14632,14632,14632,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-10,14939,14939,14939,14939,14939,14939,14939,14939,14939,14939,14939,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-11,14351,14351,14351,14351,14351,14351,14351,14351,14351,14351,14351,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-12,14631,14631,14631,14631,14631,14631,14631,14631,14631,14631,14631,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-01,14164,14164,14164,14164,14164,14164,14164,14164,14164,14164,14164,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-02,12356,12356,12356,12356,12356,12356,12356,12356,12356,12356,12356,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-03,13013,13013,13013,13013,13013,13013,13013,13013,13013,13013,13013,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-04,11721,11721,11721,11721,11721,11721,11721,11721,11721,11721,11721,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-05,9012,9012,9012,9012,9012,9012,9012,9012,9012,9012,9012,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-06,3581,3581,3581,3581,3581,3581,3581,3581,3581,3581,3581,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-01,14765,14765,14765,14765,14765,14765,14765,14765,14765,14765,14765,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-02,13712,13712,13712,13712,13712,13712,13712,13712,13712,13712,13712,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-03,14621,14621,14621,14621,14621,14621,14621,14621,14621,14621,14621,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-04,14082,14082,14082,14082,14082,14082,14082,14082,14082,14082,14082,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-05,14441,14441,14441,14441,14441,14441,14441,14441,14441,14441,14441,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-06,13904,13904,13904,13904,13904,13904,13904,13904,13904,13904,13904,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-07,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,14272,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-08,14145,14145,14145,14145,14145,14145,14145,14145,14145,14145,14145,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-09,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,13600,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-10,13974,13974,13974,13974,13974,13974,13974,13974,13974,13974,13974,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-11,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-12,13736,13736,13736,13736,13736,13736,13736,13736,13736,13736,13736,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-01,13190,13190,13190,13190,13190,13190,13190,13190,13190,13190,13190,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-01,11390,11390,11390,11390,11390,11390,11390,11390,11390,11390,11390,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-02,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-03,11262,11262,11262,11262,11262,11262,11262,11262,11262,11262,11262,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-04,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-05,11058,11058,11058,11058,11058,11058,11058,11058,11058,11058,11058,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-06,10673,10673,10673,10673,10673,10673,10673,10673,10673,10673,10673,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-07,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,10909,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-08,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-09,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,10192,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-10,10381,10381,10381,10381,10381,10381,10381,10381,10381,10381,10381,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-11,9898,9898,9898,9898,9898,9898,9898,9898,9898,9898,9898,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-12,9984,9984,9984,9984,9984,9984,9984,9984,9984,9984,9984,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-01,9586,9586,9586,9586,9586,9586,9586,9586,9586,9586,9586,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-02,8389,8389,8389,8389,8389,8389,8389,8389,8389,8389,8389,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-03,8939,8939,8939,8939,8939,8939,8939,8939,8939,8939,8939,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-04,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-05,8433,8433,8433,8433,8433,8433,8433,8433,8433,8433,8433,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-06,6761,6761,6761,6761,6761,6761,6761,6761,6761,6761,6761,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-01,17126,17126,17126,17126,17126,17126,17126,17126,17126,17126,17126,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-02,15909,15909,15909,15909,15909,15909,15909,15909,15909,15909,15909,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-03,16928,16928,16928,16928,16928,16928,16928,16928,16928,16928,16928,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-04,16304,16304,16304,16304,16304,16304,16304,16304,16304,16304,16304,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-05,16679,16679,16679,16679,16679,16679,16679,16679,16679,16679,16679,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-06,15951,15951,15951,15951,15951,15951,15951,15951,15951,15951,15951,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-07,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-08,16255,16255,16255,16255,16255,16255,16255,16255,16255,16255,16255,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-09,15553,15553,15553,15553,15553,15553,15553,15553,15553,15553,15553,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-10,15956,15956,15956,15956,15956,15956,15956,15956,15956,15956,15956,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-11,15252,15252,15252,15252,15252,15252,15252,15252,15252,15252,15252,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-12,15550,15550,15550,15550,15550,15550,15550,15550,15550,15550,15550,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-01,15366,15366,15366,15366,15366,15366,15366,15366,15366,15366,15366,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-02,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,13527,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-03,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,14141,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-04,13248,13248,13248,13248,13248,13248,13248,13248,13248,13248,13248,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-05,13005,13005,13005,13005,13005,13005,13005,12985,13005,13005,13005,0,0,0,0,0,0,1,0,0,0
1,40-49,2021-06,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,0,0,0,0,0,0,0,0,0,0
0,80+,2020-01,14626,14626,14626,14626,14626,14626,14626,14626,14626,14626,14626,0,0,0,0,0,0,0,0,0,0
0,80+,2020-02,13546,13546,13546,13546,13546,13546,13546,13546,13546,13546,13546,0,0,0,0,0,0,0,0,0,0
0,80+,2020-03,14309,14309,14309,14309,14309,14309,14309,14309,14309,14309,14309,0,0,0,0,0,0,0,0,0,0
0,80+,2020-04,13691,13691,13691,13691,13691,13691,13691,13691,13691,13691,13691,0,0,0,0,0,0,0,0,0,0
0,80+,2020-05,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,13977,0,0,0,0,0,0,0,0,0,0
0,80+,2020-06,13333,13333,13333,13333,13333,13333,13333,13333,13333,13333,13333,0,0,0,0,0,0,0,0,0,0
0,80+,2020-07,13620,13620,13620,13620,13620,13620,13620,13620,13620,13620,13620,0,0,0,0,0,0,0,0,0,0
0,80+,2020-08,13489,13489,13489,13489,13489,13489,13489,13489,13489,13489,13489,0,0,0,0,0,0,0,0,0,0
0,80+,2020-09,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,0,0,0,0,0,0,0,0,0,0
0,80+,2020-10,13219,13219,13219,13219,13219,13219,13219,13219,13219,13219,13219,0,0,0,0,0,0,0,0,0,0
0,80+,2020-11,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,12602,0,0,0,0,0,0,0,0,0,0
0,80+,2020-12,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,12908,0,0,0,0,0,0,0,0,0,0
0,80+,2021-01,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,12528,0,0,0,0,0,0,0,0,0,0
0,80+,2021-02,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,10994,0,0,0,0,0,0,0,0,0,0
0,80+,2021-03,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,9830,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-01,19240,19240,19240,19240,19240,19240,19240,19209,19240,19240,19240,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-02,17980,17980,17980,17980,17980,17980,17980,17951,17980,17980,17980,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-03,19162,19162,19162,19162,19162,19162,19162,19131,19162,19162,19162,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-04,18466,18466,18466,18466,18466,18466,18466,18436,18466,18466,18466,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-05,19017,19017,19017,19017,19017,19017,19017,18986,19017,19017,19017,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-06,18363,18363,18363,18363,18363,18363,18363,18333,18363,18363,18363,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-07,18907,18907,18907,18907,18907,18907,18907,18876,18907,18907,18907,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-08,18831,18831,18831,18831,18831,18831,18831,18800,18831,18831,18831,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-09,18110,18110,18110,18110,18110,18110,18110,18080,18110,18110,18110,0,0,0,0,0,0,0,0,0,0
