sex,ageband_at_1_jan_2021,type_vax_1,history_covid,year,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36
0,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73,0,0,370154.73
0,25-29,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54
0,50-59,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48,0,0,2929050.48
0,18-24,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
0,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47,0,0,502747.47
0,40-49,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33,0,0,1320944.33
0,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44
0,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61,0,0,85983.61
0,70-79,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
0,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86,0,0,331862.86
0,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65,0,0,226067.65
0,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42,0,0,463011.42
0,60-69,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
0,18-24,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27,0,0,623779.27
0,12-17,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,40-49,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
0,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34
0,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59
0,12-17,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,70-79,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31,0,0,20902.31
1,25-29,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76,0,0,446146.76
1,60-69,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43,0,0,12689.43
1,30-39,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55
1,50-59,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35,0,0,15909.35
1,80+,Pfizer,0,2021,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6176.88,0,0,6176.88,0,0,6176.88,1675.54,42.42,9335.49,0,0,6176.88,1675.54,42.42,9335.49,0,0,6176.88,0,0,6176.88,0,0,6176.88,0,0,6176.88,0,0,6176.88,0,0,6176.88
1,40-49,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,40-49,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67,0,0,778822.67
1,40-49,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32225.86,0,0,32225.86,0,0,32225.86,0,0,32225.86,0,0,32225.86,0,0,32225.86,0,0,32655.43,0,0,32225.86,0,0,32225.86,0,0,32225.86,0,0,32655.43,0,0,32225.86
1,25-29,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84,0,0,126275.84
1,60-69,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24,0,0,38288.24
1,70-79,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67,0,0,12750.67
1,70-79,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27,0,0,48641.27
1,50-59,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96
1,40-49,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35
1,18-24,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05,0,0,147092.05
1,60-69,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83,0,0,56802.83
1,30-39,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95,0,0,52061.95
1,25-29,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64,0,0,382773.64
1,50-59,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36,0,0,40461.36
1,70-79,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46,0,0,198433.46
1,50-59,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54241.68,0,0,54241.68,0,0,54241.68,0,0,54241.68,0,0,54241.68,0,0,54241.68,0,0,54770.86,0,0,54241.68,0,0,54241.68,0,0,54241.68,0,0,54770.86,0,0,54241.68
1,60-69,J&J,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78,0,0,175209.78
1,12-17,Pfizer,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32
1,30-39,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42,0,0,151559.42
1,18-24,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17
1,30-39,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56
1,60-69,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62,0,0,732262.62
1,40-49,AstraZeneca,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38,0,0,49976.38
1,80+,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61,0,0,288514.61
1,50-59,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69
1,80+,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81
1,25-29,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
1,18-24,Moderna,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54,0,0,305524.54
1,18-24,Pfizer,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
1,70-79,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42,0,0,1566701.42
1,70-79,Moderna,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24,0,0,1464525.24
1,60-69,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
1,50-59,AstraZeneca,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
