sex,ageband_at_study_entry,Dose,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,40-49,1,Pfizer,1,0,0,0,0,0,0,0,111352.33,0,0,107018.52,0,0,106426.79,0,0,106426.79,0,0,106426.79
0,40-49,1,Pfizer,2,0,0,0,0,0,0,0,126989.94,0,0,121384.07,0,0,120623.39,0,0,120623.39,0,0,120623.39
0,40-49,1,Pfizer,3,0,0,0,0,0,0,0,155944.82,0,0,148061.89,0,0,147092.05,0,0,147092.05,0,0,147092.05
0,40-49,1,Pfizer,4,0,0,0,0,0,0,0,336840.81,0,0,313340.28,0,0,313340.28,0,0,313340.28,0,0,313340.28
0,40-49,1,Pfizer,5,0,0,0,0,0,0,0,736264.05,0,0,638560.77,0,0,638560.77,0,0,638560.77,0,0,638560.77
0,40-49,1,Pfizer,6,0,0,0,0,0,0,0,990708.25,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
1,70-79,0,,0,2,2,2,2,2,566.2,68.57,2045.33,566.2,68.57,2045.33,566.2,68.57,2045.33,566.2,68.57,2045.33,566.2,68.57,2045.33
1,70-79,1,Pfizer,1,0,0,0,0,0,0,0,137486.04,0,0,136510.96,0,0,136510.96,0,0,136510.96,0,0,136510.96
1,70-79,1,Pfizer,2,0,0,0,0,0,0,0,138475.15,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04
1,70-79,1,Pfizer,3,0,0,0,0,0,0,0,150040.45,0,0,148879.91,0,0,148879.91,0,0,148879.91,0,0,148879.91
0,50-59,2,Pfizer,1,0,0,0,0,0,0,0,336000.8,0,0,324665.84,0,0,319280.38,0,0,319280.38,0,0,319280.38
1,25-29,0,,0,5,0,0,0,0,2934.49,952.82,6848.12,0,0,2157.47,0,0,2157.47,0,0,2157.47,0,0,2157.47
1,25-29,1,AstraZeneca,1,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,25-29,1,AstraZeneca,2,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,25-29,1,AstraZeneca,3,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,25-29,1,AstraZeneca,4,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,25-29,1,AstraZeneca,5,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,25-29,1,AstraZeneca,6,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,25-29,1,AstraZeneca,7,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,25-29,1,AstraZeneca,8,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,25-29,1,AstraZeneca,9,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,25-29,1,AstraZeneca,10,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,25-29,1,AstraZeneca,11,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,25-29,1,AstraZeneca,12,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,70-79,1,AstraZeneca,10,0,0,0,0,0,0,0,159262.79,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83
0,70-79,1,AstraZeneca,11,0,0,0,0,0,0,0,173182.93,0,0,171638.63,0,0,171638.63,0,0,171638.63,0,0,171638.63
0,70-79,1,AstraZeneca,12,0,0,0,0,0,0,0,205390.73,0,0,203529.19,0,0,203529.19,0,0,203529.19,0,0,203529.19
0,70-79,2,AstraZeneca,1,0,0,0,0,0,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34
0,60-69,0,,0,9,3,1,0,0,1880.6,859.93,3569.96,625.95,129.09,1829.29,208.63,5.28,1162.4,0,0,768.66,0,0,768.66
0,60-69,1,Pfizer,1,0,0,0,0,0,0,0,99289.85,0,0,98275.95,0,0,96793.33,0,0,96793.33,0,0,96793.33
0,60-69,1,Pfizer,2,0,0,0,0,0,0,0,100101.28,0,0,99070.83,0,0,97564.32,0,0,97564.32,0,0,97564.32
0,60-69,1,Pfizer,3,0,0,0,0,0,0,0,105427.48,0,0,104285.08,0,0,102617.15,0,0,102617.15,0,0,102617.15
0,40-49,2,Pfizer,1,0,0,0,0,0,0,0,323108.69,0,0,323108.69,0,0,317774.34,0,0,317774.34,0,0,317774.34
0,40-49,2,Pfizer,2,0,0,0,0,0,0,0,368132.03,0,0,368132.03,0,0,361223.38,0,0,361223.38,0,0,361223.38
0,40-49,2,Pfizer,3,0,0,0,0,0,0,0,377412.67,0,0,377412.67,0,0,370154.73,0,0,370154.73,0,0,370154.73
0,40-49,2,Pfizer,4,0,0,0,0,0,0,0,377412.67,0,0,377412.67,0,0,370154.73,0,0,370154.73,0,0,370154.73
0,40-49,2,Pfizer,5,0,0,0,0,0,0,0,380611.08,0,0,380611.08,0,0,373230.81,0,0,373230.81,0,0,373230.81
0,40-49,2,Pfizer,6,0,0,0,0,0,0,0,412037.68,0,0,412037.68,0,0,403402.16,0,0,403402.16,0,0,403402.16
0,40-49,2,Pfizer,7,0,0,0,0,0,0,0,438880.53,0,0,438880.53,0,0,429096.57,0,0,429096.57,0,0,429096.57
0,40-49,2,Pfizer,8,0,0,0,0,0,0,0,467834.45,0,0,467834.45,0,0,461425.76,0,0,461425.76,0,0,461425.76
0,40-49,2,Pfizer,9,0,0,0,0,0,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08
0,40-49,2,Pfizer,10,0,0,0,0,0,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64
0,40-49,2,Pfizer,11,0,0,0,0,0,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64,0,0,493539.64
0,40-49,2,Pfizer,12,0,0,0,0,0,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52
0,40-49,2,Pfizer,13,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
0,40-49,2,Pfizer,14,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
0,40-49,2,Pfizer,15,0,0,0,0,0,0,0,545491.18,0,0,545491.18,0,0,545491.18,0,0,545491.18,0,0,545491.18
0,40-49,2,Pfizer,16,0,0,0,0,0,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71,0,0,620904.71
0,40-49,2,Pfizer,17,0,0,0,0,0,0,0,922851.52,0,0,922851.52,0,0,922851.52,0,0,922851.52,0,0,922851.52
0,40-49,2,Pfizer,18,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,2,Pfizer,19,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,2,Pfizer,20,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
0,40-49,2,Pfizer,21,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,40-49,2,Pfizer,22,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,60-69,0,,0,4,1,0,0,0,893.81,243.53,2288.52,223.39,5.66,1244.67,0,0,823.97,0,0,823.97,0,0,823.97
1,60-69,1,Pfizer,1,0,0,0,0,0,0,0,92985.73,0,0,92095.91,0,0,91222.97,0,0,91222.97,0,0,91222.97
1,60-69,1,Pfizer,2,0,0,0,0,0,0,0,92729.75,0,0,91844.8,0,0,90976.58,0,0,90976.58,0,0,90976.58
1,60-69,1,Pfizer,3,0,0,0,0,0,0,0,99436.4,0,0,98563.51,0,0,97564.32,0,0,97564.32,0,0,97564.32
1,60-69,1,Pfizer,4,0,0,0,0,0,0,0,174077.94,0,0,172517.7,0,0,169479.65,0,0,169479.65,0,0,169479.65
1,60-69,2,Pfizer,1,0,0,0,0,0,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82
1,60-69,2,Pfizer,2,0,0,0,0,0,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68,0,0,292269.68
1,60-69,2,Pfizer,3,0,0,0,0,0,0,0,296123.78,0,0,296123.78,0,0,296123.78,0,0,296123.78,0,0,296123.78
1,60-69,2,Pfizer,4,0,0,0,0,0,0,0,297431.17,0,0,297431.17,0,0,297431.17,0,0,297431.17,0,0,297431.17
1,60-69,2,Pfizer,5,0,0,0,0,0,0,0,361223.38,0,0,361223.38,0,0,361223.38,0,0,361223.38,0,0,361223.38
1,60-69,2,Pfizer,6,0,0,0,0,0,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89,0,0,482925.89
1,60-69,2,Pfizer,7,0,0,0,0,0,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83
1,60-69,2,Pfizer,8,0,0,0,0,0,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01
1,60-69,2,Pfizer,9,0,0,0,0,0,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34
1,60-69,2,Pfizer,10,0,0,0,0,0,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16
1,60-69,2,Pfizer,11,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,60-69,2,Pfizer,12,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,60-69,2,Pfizer,13,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,60-69,2,Pfizer,14,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,60-69,2,Pfizer,15,0,0,0,0,0,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71
1,60-69,2,Pfizer,16,0,0,0,0,0,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25,0,0,1095417.25
1,60-69,2,Pfizer,17,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
1,60-69,2,Pfizer,18,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
1,60-69,2,Pfizer,19,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
1,60-69,2,Pfizer,20,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
1,60-69,2,Pfizer,21,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16
1,30-39,0,,0,6,3,0,0,0,1661.6,609.78,3616.6,829.06,170.97,2422.88,0,0,1019.26,0,0,1019.26,0,0,1019.26
1,30-39,1,Moderna,1,0,0,0,0,0,0,0,573346.05,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66
1,40-49,0,,0,9,1,1,0,0,1672.31,764.68,3174.56,185.66,4.7,1034.44,185.66,4.7,1034.44,0,0,684.55,0,0,684.55
0,80+,0,,0,6,2,1,1,1,1481.39,543.65,3224.37,492.65,59.66,1779.61,245.98,6.23,1370.51,245.98,6.23,1370.51,245.98,6.23,1370.51
0,80+,1,Pfizer,1,0,0,0,0,0,0,0,62377.93,0,0,61777.31,0,0,61383.29,0,0,61383.29,0,0,61188.16
0,80+,1,Pfizer,2,0,0,0,0,0,0,0,62843.43,0,0,62233.87,0,0,61834.02,0,0,61834.02,0,0,61636.01
0,80+,1,Pfizer,3,0,0,0,0,0,0,0,68672.95,0,0,67945.7,0,0,67469.37,0,0,67469.37,0,0,67233.69
0,80+,2,Pfizer,1,0,0,0,0,0,0,0,74194.01,0,0,74194.01,0,0,73909.12,0,0,73909.12,0,0,73909.12
0,80+,2,Pfizer,2,0,0,0,0,0,0,0,74316.78,0,0,74316.78,0,0,74030.95,0,0,74030.95,0,0,74030.95
0,80+,2,Pfizer,3,0,0,0,0,0,0,0,74439.96,0,0,74439.96,0,0,74153.18,0,0,74153.18,0,0,74153.18
0,80+,2,Pfizer,4,0,0,0,0,0,0,0,74604.83,0,0,74604.83,0,0,74316.78,0,0,74316.78,0,0,74316.78
0,80+,2,Pfizer,5,0,0,0,0,0,0,0,74563.54,0,0,74563.54,0,0,74275.81,0,0,74275.81,0,0,74275.81
0,80+,2,Pfizer,6,0,0,0,0,0,0,0,74895.12,0,0,74895.12,0,0,74604.83,0,0,74604.83,0,0,74604.83
0,80+,2,Pfizer,7,0,0,0,0,0,0,0,76251.46,0,0,76251.46,0,0,75950.58,0,0,75950.58,0,0,75950.58
0,80+,2,Pfizer,8,0,0,0,0,0,0,0,81658.38,0,0,81658.38,0,0,81313.41,0,0,81313.41,0,0,81313.41
0,80+,2,Pfizer,9,0,0,0,0,0,0,0,98780.29,0,0,98780.29,0,0,98275.95,0,0,98275.95,0,0,98275.95
0,80+,2,Pfizer,10,0,0,0,0,0,0,0,132224.06,0,0,132224.06,0,0,131321.95,0,0,131321.95,0,0,131321.95
0,80+,2,Pfizer,11,0,0,0,0,0,0,0,183564.47,0,0,183564.47,0,0,181830.39,0,0,181830.39,0,0,181830.39
0,80+,2,Pfizer,12,0,0,0,0,0,0,0,241896.45,0,0,241896.45,0,0,238894.19,0,0,238894.19,0,0,238894.19
0,80+,2,Pfizer,13,0,0,0,0,0,0,0,313340.28,0,0,313340.28,0,0,307617.17,0,0,307617.17,0,0,307617.17
0,80+,2,Pfizer,14,0,0,0,0,0,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69,0,0,635548.69
1,50-59,0,,0,5,1,0,0,0,833.04,270.49,1944.05,166.56,4.22,927.99,0,0,614.38,0,0,614.38,0,0,614.38
1,50-59,1,Pfizer,1,0,0,0,0,0,0,0,79631.4,0,0,78335.07,0,0,77792.33,0,0,77792.33,0,0,77792.33
1,50-59,1,Pfizer,2,0,0,0,0,0,0,0,94155.36,0,0,92602.28,0,0,92475.17,0,0,92475.17,0,0,92475.17
1,50-59,1,Pfizer,3,0,0,0,0,0,0,0,122376.31,0,0,120839.75,0,0,120839.75,0,0,120839.75,0,0,120839.75
1,80+,0,,0,2,1,1,1,1,756.55,91.62,2732.91,378.05,9.57,2106.36,378.05,9.57,2106.36,378.05,9.57,2106.36,378.05,9.57,2106.36
1,80+,1,Pfizer,1,0,0,0,0,0,0,0,93892.91,0,0,92538.68,0,0,91222.97,0,0,91222.97,0,0,91222.97
1,80+,1,Pfizer,2,0,0,0,0,0,0,0,93958.38,0,0,92602.28,0,0,91284.77,0,0,91284.77,0,0,91284.77
1,80+,1,Pfizer,3,0,0,0,0,0,0,0,105592.73,0,0,103883.05,0,0,102227.86,0,0,102227.86,0,0,102227.86
1,80+,2,Pfizer,1,0,0,0,0,0,0,0,104608.95,0,0,104608.95,0,0,104043.49,0,0,104043.49,0,0,104043.49
1,80+,2,Pfizer,2,0,0,0,0,0,0,0,104608.95,0,0,104608.95,0,0,104043.49,0,0,104043.49,0,0,104043.49
1,80+,2,Pfizer,3,0,0,0,0,0,0,0,104608.95,0,0,104608.95,0,0,104043.49,0,0,104043.49,0,0,104043.49
1,80+,2,Pfizer,4,0,0,0,0,0,0,0,104608.95,0,0,104608.95,0,0,104043.49,0,0,104043.49,0,0,104043.49
1,80+,2,Pfizer,5,0,0,0,0,0,0,0,104608.95,0,0,104608.95,0,0,104043.49,0,0,104043.49,0,0,104043.49
1,80+,2,Pfizer,6,0,0,0,0,0,0,0,105262.75,0,0,105262.75,0,0,104690.23,0,0,104690.23,0,0,104690.23
1,80+,2,Pfizer,7,0,0,0,0,0,0,0,108048.37,0,0,108048.37,0,0,107445.23,0,0,107445.23,0,0,107445.23
1,80+,2,Pfizer,8,0,0,0,0,0,0,0,114864.72,0,0,114864.72,0,0,114086.64,0,0,114086.64,0,0,114086.64
1,80+,2,Pfizer,9,0,0,0,0,0,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45,0,0,137066.45
1,80+,2,Pfizer,10,0,0,0,0,0,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37
1,80+,2,Pfizer,11,0,0,0,0,0,0,0,262132.92,0,0,262132.92,0,0,262132.92,0,0,262132.92,0,0,262132.92
1,80+,2,Pfizer,12,0,0,0,0,0,0,0,318525.58,0,0,318525.58,0,0,318525.58,0,0,318525.58,0,0,318525.58
1,80+,2,Pfizer,13,0,0,0,0,0,0,0,402197.98,0,0,402197.98,0,0,402197.98,0,0,402197.98,0,0,402197.98
1,80+,2,Pfizer,14,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,80+,2,Pfizer,15,0,0,0,0,0,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04
1,80+,2,Pfizer,16,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,80+,2,Pfizer,17,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,80+,2,Pfizer,18,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,80+,2,Pfizer,19,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,80+,2,Pfizer,20,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,80+,2,Pfizer,21,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
0,30-39,0,,0,4,1,1,0,0,1041.96,283.9,2667.82,260.36,6.59,1450.61,260.36,6.59,1450.61,0,0,958.92,0,0,958.92
1,30-39,1,Moderna,2,0,0,0,0,0,0,0,698115.66,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48
0,80+,1,Pfizer,4,0,0,0,0,0,0,0,243206.36,0,0,234324.04,0,0,231505.71,0,0,231505.71,0,0,228754.37
1,40-49,1,Pfizer,1,0,0,0,0,0,0,0,133270.35,0,0,130558.45,0,0,130558.45,0,0,129678.85,0,0,129678.85
1,40-49,1,Pfizer,2,0,0,0,0,0,0,0,158887.17,0,0,155047.55,0,0,155047.55,0,0,153808.59,0,0,153808.59
1,40-49,1,Pfizer,3,0,0,0,0,0,0,0,198433.46,0,0,192755.83,0,0,192755.83,0,0,190844.65,0,0,190844.65
1,40-49,1,Pfizer,4,0,0,0,0,0,0,0,376358.44,0,0,370154.73,0,0,370154.73,0,0,362194.41,0,0,362194.41
1,25-29,1,Pfizer,1,0,0,0,0,0,0,0,663725.72,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53
0,40-49,1,Moderna,1,0,0,0,0,0,0,0,1036433.25,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8
0,40-49,1,Moderna,2,0,0,0,0,0,0,0,1132238,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,40-49,1,Moderna,3,0,0,0,0,0,0,0,1141833.24,0,0,1077890.58,0,0,1077890.58,0,0,1077890.58,0,0,1077890.58
0,40-49,1,Moderna,4,0,0,0,0,0,0,0,2072866.49,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81
0,30-39,1,AstraZeneca,1,0,0,0,0,0,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04,0,0,942212.04
0,30-39,1,AstraZeneca,2,0,0,0,0,0,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8
0,30-39,1,AstraZeneca,3,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,30-39,1,AstraZeneca,4,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,30-39,1,AstraZeneca,5,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,18-24,0,,0,1,0,0,0,0,574.15,14.54,3198.95,0,0,2114.37,0,0,2114.37,0,0,2114.37,0,0,2114.37
0,70-79,1,Pfizer,1,0,0,0,0,0,0,0,115257.76,0,0,112561.67,0,0,112561.67,0,0,112561.67,0,0,112561.67
0,70-79,1,Pfizer,2,0,0,0,0,0,0,0,115653.5,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08
0,70-79,1,Pfizer,3,0,0,0,0,0,0,0,124180.94,0,0,121056.89,0,0,121056.89,0,0,121056.89,0,0,121056.89
0,70-79,1,Pfizer,4,0,0,0,0,0,0,0,332682.28,0,0,314070.68,0,0,314070.68,0,0,314070.68,0,0,314070.68
0,70-79,1,Pfizer,5,0,0,0,0,0,0,0,477788.38,0,0,444674.33,0,0,444674.33,0,0,444674.33,0,0,444674.33
0,70-79,1,Pfizer,6,0,0,0,0,0,0,0,836871.57,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88
1,5-11,0,,0,0,0,0,0,0,0,0,2178.12,0,0,2178.12,0,0,2178.12,0,0,2178.12,0,0,2178.12
0,70-79,2,Pfizer,1,0,0,0,0,0,0,0,168210.14,0,0,166752.87,0,0,166752.87,0,0,166752.87,0,0,166752.87
0,70-79,2,Pfizer,2,0,0,0,0,0,0,0,173405.82,0,0,171857.55,0,0,171857.55,0,0,171857.55,0,0,171857.55
0,70-79,2,Pfizer,3,0,0,0,0,0,0,0,174528.91,0,0,172960.62,0,0,172960.62,0,0,172960.62,0,0,172960.62
0,70-79,2,Pfizer,4,0,0,0,0,0,0,0,175437.92,0,0,173853.32,0,0,173853.32,0,0,173853.32,0,0,173853.32
0,70-79,2,Pfizer,5,0,0,0,0,0,0,0,196408.63,0,0,194424.71,0,0,194424.71,0,0,194424.71,0,0,194424.71
0,70-79,2,Pfizer,6,0,0,0,0,0,0,0,241896.45,0,0,238894.19,0,0,238894.19,0,0,238894.19,0,0,238894.19
0,70-79,2,Pfizer,7,0,0,0,0,0,0,0,271099.24,0,0,268934.77,0,0,268934.77,0,0,268934.77,0,0,268934.77
0,70-79,2,Pfizer,8,0,0,0,0,0,0,0,522233.81,0,0,522233.81,0,0,522233.81,0,0,522233.81,0,0,522233.81
0,70-79,2,Pfizer,9,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,18-24,1,Moderna,1,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
