Dose,sex,ageband_at_study_entry,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,70-79,AstraZeneca,9,0,0,0,0,0,0,0,244975.13,0,0,241896.45,0,0,241896.45,0,0,241896.45,0,0,241896.45
0,0,0-4,,0,0,0,0,0,0,0,0,7512.48,0,0,7512.48,0,0,7512.48,0,0,7512.48,0,0,7512.48
1,0,50-59,Pfizer,4,0,0,0,0,0,0,0,254700.04,0,0,245421.35,0,0,233511.82,0,0,233511.82,0,0,233511.82
1,0,50-59,Pfizer,5,0,0,0,0,0,0,0,375310.09,0,0,361223.38,0,0,336840.81,0,0,336840.81,0,0,336840.81
1,0,50-59,Pfizer,6,0,0,0,0,0,0,0,626680.57,0,0,598828.1,0,0,547708.63,0,0,547708.63,0,0,547708.63
0,0,40-49,,0,8,1,0,0,0,1486.15,641.61,2928.3,185.4,4.69,1033.01,0,0,683.18,0,0,683.18,0,0,683.18
1,0,40-49,Pfizer,1,0,0,0,0,0,0,0,121493.53,0,0,116352.61,0,0,115653.5,0,0,115653.5,0,0,115653.5
1,0,40-49,Pfizer,2,0,0,0,0,0,0,0,137908.21,0,0,131321.95,0,0,130432.06,0,0,130432.06,0,0,130432.06
1,0,40-49,Pfizer,3,0,0,0,0,0,0,0,171638.63,0,0,162137.57,0,0,160975.3,0,0,160975.3,0,0,160975.3
1,0,40-49,Pfizer,4,0,0,0,0,0,0,0,381689.3,0,0,351791.96,0,0,351791.96,0,0,351791.96,0,0,351791.96
1,0,40-49,Pfizer,5,0,0,0,0,0,0,0,910380.55,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28
1,0,40-49,Pfizer,6,0,0,0,0,0,0,0,1308119.63,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
0,1,70-79,,0,0,0,0,0,0,0,0,4479.86,0,0,4479.86,0,0,4479.86,0,0,4479.86,0,0,4479.86
1,1,70-79,Pfizer,1,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,1,70-79,Pfizer,2,0,0,0,0,0,0,0,545491.18,0,0,545491.18,0,0,545491.18,0,0,545491.18,0,0,545491.18
1,1,70-79,Pfizer,3,0,0,0,0,0,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1
2,0,50-59,Pfizer,1,0,0,0,0,0,0,0,412037.68,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18
0,1,25-29,,0,5,0,0,0,0,3082.59,1000.91,7193.74,0,0,2265.96,0,0,2265.96,0,0,2265.96,0,0,2265.96
1,1,25-29,AstraZeneca,1,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,25-29,AstraZeneca,2,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,25-29,AstraZeneca,3,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,25-29,AstraZeneca,4,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,25-29,AstraZeneca,5,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,25-29,AstraZeneca,6,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
1,1,25-29,AstraZeneca,7,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,25-29,AstraZeneca,8,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,25-29,AstraZeneca,9,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,25-29,AstraZeneca,10,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,25-29,AstraZeneca,11,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,25-29,AstraZeneca,12,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,0,50-59,,0,1,0,0,0,0,20612.3,521.86,114844.4,0,0,75271.69,0,0,75271.69,0,0,75271.69,0,0,75271.69
0,0,40-49,,0,0,0,0,0,0,0,0,24430.88,0,0,24430.88,0,0,24430.88,0,0,24430.88,0,0,24430.88
0,0,70-79,,0,1,1,1,1,1,958.01,24.25,5337.68,958.01,24.25,5337.68,958.01,24.25,5337.68,958.01,24.25,5337.68,958.01,24.25,5337.68
1,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,2,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,3,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,4,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,5,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,6,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,7,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
1,0,70-79,AstraZeneca,8,0,0,0,0,0,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04
1,0,70-79,AstraZeneca,9,0,0,0,0,0,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78
1,0,70-79,AstraZeneca,10,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
1,0,70-79,AstraZeneca,11,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,70-79,AstraZeneca,12,0,0,0,0,0,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25
2,0,70-79,AstraZeneca,1,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,60-69,,0,7,2,1,0,0,2008.68,807.59,4138.65,573.61,69.47,2072.07,286.77,7.26,1597.77,0,0,1056.07,0,0,1056.07
1,0,60-69,Pfizer,1,0,0,0,0,0,0,0,141529.75,0,0,141529.75,0,0,139478.59,0,0,139478.59,0,0,139478.59
1,0,60-69,Pfizer,2,0,0,0,0,0,0,0,142277,0,0,142277,0,0,140204.29,0,0,140204.29,0,0,140204.29
1,0,60-69,Pfizer,3,0,0,0,0,0,0,0,150207.72,0,0,150207.72,0,0,147899.37,0,0,147899.37,0,0,147899.37
2,0,40-49,Pfizer,1,0,0,0,0,0,0,0,373230.81,0,0,373230.81,0,0,366131.31,0,0,366131.31,0,0,366131.31
2,0,40-49,Pfizer,2,0,0,0,0,0,0,0,407058.37,0,0,407058.37,0,0,398628.17,0,0,398628.17,0,0,398628.17
2,0,40-49,Pfizer,3,0,0,0,0,0,0,0,418435.78,0,0,418435.78,0,0,409532.89,0,0,409532.89,0,0,409532.89
2,0,40-49,Pfizer,4,0,0,0,0,0,0,0,418435.78,0,0,418435.78,0,0,409532.89,0,0,409532.89,0,0,409532.89
2,0,40-49,Pfizer,5,0,0,0,0,0,0,0,422370.92,0,0,422370.92,0,0,413301.6,0,0,413301.6,0,0,413301.6
2,0,40-49,Pfizer,6,0,0,0,0,0,0,0,461425.76,0,0,461425.76,0,0,450623.15,0,0,450623.15,0,0,450623.15
2,0,40-49,Pfizer,7,0,0,0,0,0,0,0,486412.72,0,0,486412.72,0,0,474423.67,0,0,474423.67,0,0,474423.67
2,0,40-49,Pfizer,8,0,0,0,0,0,0,0,518216.62,0,0,518216.62,0,0,510364.86,0,0,510364.86,0,0,510364.86
2,0,40-49,Pfizer,9,0,0,0,0,0,0,0,543291.62,0,0,543291.62,0,0,543291.62,0,0,543291.62,0,0,543291.62
2,0,40-49,Pfizer,10,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
2,0,40-49,Pfizer,11,0,0,0,0,0,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17,0,0,549944.17
2,0,40-49,Pfizer,12,0,0,0,0,0,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04,0,0,552198.04
2,0,40-49,Pfizer,13,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
2,0,40-49,Pfizer,14,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
2,0,40-49,Pfizer,15,0,0,0,0,0,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22
2,0,40-49,Pfizer,16,0,0,0,0,0,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78
2,0,40-49,Pfizer,17,0,0,0,0,0,0,0,969326.06,0,0,969326.06,0,0,969326.06,0,0,969326.06,0,0,969326.06
2,0,40-49,Pfizer,18,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
2,0,40-49,Pfizer,19,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18
2,0,40-49,Pfizer,22,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,1,60-69,,0,2,1,0,0,0,4107.39,497.42,14837.32,2049.78,51.9,11420.63,0,0,7552.91,0,0,7552.91,0,0,7552.91
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,740309.46,0,0,712890.59,0,0,663725.72,0,0,663725.72,0,0,663725.72
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,740309.46,0,0,712890.59,0,0,663725.72,0,0,663725.72,0,0,663725.72
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,802001.92,0,0,778822.67,0,0,720515.09,0,0,720515.09,0,0,720515.09
1,1,60-69,Pfizer,4,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5
2,1,60-69,Pfizer,1,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,2,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,3,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,4,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,5,0,0,0,0,0,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57
2,1,60-69,Pfizer,6,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16
2,1,60-69,Pfizer,7,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
2,1,60-69,Pfizer,8,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,9,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,10,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,11,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,12,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,13,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,14,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,15,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,16,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,17,0,0,0,0,0,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06,0,0,4210510.06
2,1,60-69,Pfizer,18,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,60-69,Pfizer,19,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,60-69,Pfizer,20,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,60-69,Pfizer,21,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,1,30-39,,0,6,3,0,0,0,1758.73,645.42,3828.01,877.42,180.95,2564.2,0,0,1078.7,0,0,1078.7,0,0,1078.7
1,1,30-39,Moderna,1,0,0,0,0,0,0,0,590948.78,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05
0,1,40-49,,0,8,1,1,0,0,1690.59,729.88,3331.14,211.16,5.35,1176.48,211.16,5.35,1176.48,0,0,778.49,0,0,778.49
0,0,80+,,0,2,0,0,0,0,1662.65,201.35,6006.05,0,0,3058.71,0,0,3058.71,0,0,3058.71,0,0,3058.71
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,213867.18,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,206968.24
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,213867.18,0,0,209217.89,0,0,209217.89,0,0,209217.89,0,0,206968.24
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,235965.54,0,0,230318.5,0,0,230318.5,0,0,230318.5,0,0,227595.14
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96,0,0,276665.96
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,332682.28,0,0,332682.28,0,0,332682.28,0,0,332682.28,0,0,332682.28
2,0,80+,Pfizer,10,0,0,0,0,0,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72
2,0,80+,Pfizer,11,0,0,0,0,0,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78,0,0,590948.78
2,0,80+,Pfizer,12,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
2,0,80+,Pfizer,13,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
2,0,80+,Pfizer,14,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,1,50-59,,0,4,1,0,0,0,799.46,217.83,2046.93,199.81,5.06,1113.27,0,0,737.03,0,0,737.03,0,0,737.03
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,95220.02,0,0,94287.14,0,0,93501.96,0,0,93501.96,0,0,93501.96
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,111814.38,0,0,110985.44,0,0,110802.9,0,0,110802.9,0,0,110802.9
1,1,50-59,Pfizer,3,0,0,0,0,0,0,0,146771.59,0,0,145660.89,0,0,145660.89,0,0,145660.89,0,0,145660.89
0,1,80+,,0,1,0,0,0,0,1227.98,31.09,6841.86,0,0,4521.2,0,0,4521.2,0,0,4521.2,0,0,4521.2
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,283059.5,0,0,278957.19,0,0,274972.09,0,0,274972.09,0,0,274972.09
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,283059.5,0,0,278957.19,0,0,274972.09,0,0,274972.09,0,0,274972.09
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,333505.75,0,0,327825.6,0,0,322335.7,0,0,322335.7,0,0,322335.7
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7,0,0,322335.7
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58
2,1,80+,Pfizer,10,0,0,0,0,0,0,0,524265.84,0,0,524265.84,0,0,524265.84,0,0,524265.84,0,0,524265.84
2,1,80+,Pfizer,11,0,0,0,0,0,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56,0,0,716682.56
2,1,80+,Pfizer,12,0,0,0,0,0,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25
2,1,80+,Pfizer,13,0,0,0,0,0,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54
2,1,80+,Pfizer,14,0,0,0,0,0,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03
2,1,80+,Pfizer,15,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
2,1,80+,Pfizer,16,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,17,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,18,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,19,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,20,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,21,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
0,0,30-39,,0,4,1,1,0,0,1122.12,305.74,2873.07,280.37,7.1,1562.15,280.37,7.1,1562.15,0,0,1032.53,0,0,1032.53
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,724388.83,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77
0,1,80+,,0,0,0,0,0,0,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,0,80+,,0,3,1,1,1,1,2290.64,472.38,6694.22,759.86,19.24,4233.67,759.86,19.24,4233.67,759.86,19.24,4233.67,759.86,19.24,4233.67
1,0,80+,Pfizer,4,0,0,0,0,0,0,0,880629.56,0,0,806804.32,0,0,806804.32,0,0,806804.32,0,0,774346.68
0,1,25-29,,0,0,0,0,0,0,0,0,59670.65,0,0,59670.65,0,0,59670.65,0,0,59670.65,0,0,59670.65
1,1,40-49,Pfizer,1,0,0,0,0,0,0,0,152416.65,0,0,148879.91,0,0,148879.91,0,0,147737.2,0,0,147737.2
1,1,40-49,Pfizer,2,0,0,0,0,0,0,0,181340.94,0,0,176356.44,0,0,176356.44,0,0,174755.28,0,0,174755.28
1,1,40-49,Pfizer,3,0,0,0,0,0,0,0,232304,0,0,224560.54,0,0,224560.54,0,0,221970.88,0,0,221970.88
1,1,40-49,Pfizer,4,0,0,0,0,0,0,0,449121.07,0,0,440314.78,0,0,440314.78,0,0,429096.57,0,0,429096.57
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,181585.34,0,0,181585.34,0,0,181585.34,0,0,181585.34,0,0,181585.34
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,181585.34,0,0,181585.34,0,0,181585.34,0,0,181585.34,0,0,181585.34
