sex,month,year,Ageband,at_risk_at_study_entry,Persontime,Persontime_ADEM_broad,Persontime_ACUASEARTHRITIS_broad,Persontime_DM1_narrow,Persontime_DM1_broad,Persontime_HF_narrow,Persontime_HF_broad,Persontime_CAD_narrow,Persontime_CAD_broad,Persontime_ARR_narrow,Persontime_ARR_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_broad,Persontime_PERICARD_narrow,Persontime_PERICARD_broad,Persontime_ALI_narrow,Persontime_ALI_broad,Persontime_AKI_narrow,Persontime_AKI_broad,Persontime_MENINGOENC_broad,Persontime_ARD_narrow,Persontime_ARD_broad,Persontime_KD_narrow,Persontime_KD_broad,Persontime_MISCC_narrow,Persontime_MISCC_broad,Persontime_MIS_broad,Persontime_Hemostroke_narrow,Persontime_Hemostroke_broad,Persontime_Ischstroke_narrow,Persontime_Ischstroke_broad,Persontime_Sinusthrom_narrow,Persontime_Sinusthrom_broad,Persontime_VTE_narrow,Persontime_VTE_broad,Persontime_TP_narrow,Persontime_TP_broad,Persontime_BP_narrow,Persontime_BP_broad,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_MIS_KD_narrow,Persontime_MIS_KD_broad,Persontime_DEATH,Persontime_ArterialNoTP,Persontime_VTENoTP,Persontime_ArterialVTENoTP,Persontime_CVSTNoTP,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,Persontime_GENCONV_narrow,Persontime_GENCONV_broad,Persontime_ANAPHYL_broad,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_ALI_narrow,lb_ALI_narrow,ub_ALI_narrow,IR_ALI_broad,lb_ALI_broad,ub_ALI_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_Sinusthrom_narrow,lb_Sinusthrom_narrow,ub_Sinusthrom_narrow,IR_Sinusthrom_broad,lb_Sinusthrom_broad,ub_Sinusthrom_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_TP_narrow,lb_TP_narrow,ub_TP_narrow,IR_TP_broad,lb_TP_broad,ub_TP_broad,IR_BP_narrow,lb_BP_narrow,ub_BP_narrow,IR_BP_broad,lb_BP_broad,ub_BP_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP,IR_CVSTNoTP,lb_CVSTNoTP,ub_CVSTNoTP
0,April,2020,70-79,0,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,3300,4710,4710,4710,4710,4710,4710,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,4710,4710,0,0,0,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,40829.19,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44
0,April,2020,70-79,1,6090,6090,6090,6090,5918,6060,5970,6000,5940,6090,6090,6060,6060,6060,6060,6090,6090,6090,6090,6090,6090,6060,6090,6090,6090,6090,6090,6090,6090,6060,6060,6090,6090,6060,6060,6090,6090,6090,6090,6090,2700,6090,6090,6090,5970,6060,5940,6090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6090,6090,6090,0,0,0,0,0,22124.19,0,0,22124.19,0,0,22124.19,6171.85,156.26,34387.34,0,0,22233.72,0,0,22568.9,0,0,22456.05,0,0,22682.88,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,49902.34,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22568.9,0,0,22233.72,0,0,22682.88,0,0,22124.19
0,May,2020,70-79,0,4867,4867,4867,4867,4848,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,3410,4867,4867,4867,4867,4867,4867,4867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,4867,4867,0,0,0,0,0,27683.65,0,0,27683.65,0,0,27683.65,7534.03,190.75,41976.95,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,39512.12,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65
0,May,2020,70-79,1,6293,6293,6293,6293,6107,6262,6169,6200,6138,6293,6293,6262,6262,6262,6262,6293,6293,6293,6293,6293,6293,6262,6293,6293,6293,6293,6293,6265,6265,6262,6262,6293,6293,6262,6262,6293,6293,6293,6293,6293,2790,6293,6293,6293,6169,6262,6138,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293,6293,6293,0,0,0,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,22062.6,0,0,21516.5,0,0,21840.87,0,0,21731.66,0,0,21951.18,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,5830.01,147.6,32482.73,5830.01,147.6,32482.73,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,48292.59,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21840.87,0,0,21516.5,0,0,21951.18,0,0,21410.51
0,June,2020,70-79,0,4710,4710,4710,4710,4680,4710,4710,4703,4703,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,3300,4710,4710,4710,4703,4710,4703,4710,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4710,4710,4710,0,0,0,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28789.81,0,0,28606.44,0,0,28606.44,7766.32,196.63,43271.16,7766.32,196.63,43271.16,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,40829.19,0,0,28606.44,0,0,28606.44,0,0,28606.44,7766.32,196.63,43271.16,0,0,28606.44,7766.32,196.63,43271.16,0,0,28606.44
0,June,2020,70-79,1,6090,6090,6090,6090,5910,6060,5970,6000,5940,6090,6090,6060,6060,6060,6060,6090,6090,6090,6090,6090,6090,6060,6090,6090,6090,6090,6090,6060,6060,6060,6060,6090,6090,6041,6041,6090,6090,6090,6090,6090,2679,6090,6090,6090,5970,6041,5921,6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,6090,6090,6090,0,0,0,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22798.02,0,0,22233.72,0,0,22568.9,0,0,22456.05,0,0,22682.88,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,6046.18,153.08,33687.18,6046.18,153.08,33687.18,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,13633.82,345.18,75962.78,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22568.9,6046.18,153.08,33687.18,6168.72,156.18,34369.92,0,0,22124.19
0,July,2020,70-79,0,4867,4867,4867,4867,4836,4867,4867,4836,4836,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,3410,4867,4867,4867,4836,4867,4836,4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,4867,4867,0,0,0,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,39512.12,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27683.65,0,0,27861.11,0,0,27683.65
0,July,2020,70-79,1,6293,6293,6293,6293,6100,6262,6169,6200,6138,6293,6293,6262,6262,6262,6262,6293,6293,6293,6293,6293,6293,6262,6293,6293,6293,6293,6293,6262,6262,6262,6262,6293,6293,6231,6231,6293,6293,6293,6293,6293,2759,6293,6293,6293,6169,6231,6107,6293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293,6293,6293,0,0,0,0,0,21410.51,0,0,21410.51,0,0,21410.51,5987.7,151.6,33361.36,0,0,21516.5,0,0,21840.87,0,0,21731.66,0,0,21951.18,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21623.55,0,0,21623.55,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,48835.2,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21840.87,0,0,21623.55,0,0,22062.6,0,0,21410.51
0,August,2020,70-79,0,4867,4867,4867,4867,4836,4867,4867,4836,4836,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4837,4837,4867,3410,4867,4867,4867,4836,4867,4836,4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4867,4867,4867,0,0,0,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,7551.17,191.18,42072.42,7551.17,191.18,42072.42,0,0,27683.65,0,0,39512.12,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27683.65,0,0,27861.11,0,0,27683.65
0,August,2020,70-79,1,6293,6293,6293,6293,6076,6262,6169,6200,6138,6293,6293,6262,6262,6262,6262,6293,6293,6293,6293,6293,6293,6262,6293,6293,6293,6293,6293,6262,6262,6262,6262,6293,6293,6231,6231,6293,6293,6293,6293,6293,2759,6293,6293,6293,6169,6231,6107,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6293,6293,6293,0,0,0,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,22175.17,0,0,21516.5,0,0,21840.87,0,0,21731.66,0,0,21951.18,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21623.55,0,0,21623.55,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,48835.2,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21840.87,0,0,21623.55,0,0,22062.6,0,0,21410.51
0,September,2020,70-79,0,4710,4710,4710,4710,4673,4710,4710,4671,4671,4703,4703,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4703,4703,4710,4710,4710,4710,4710,4710,4680,4680,4710,3298,4710,4710,4710,4664,4710,4664,4710,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,4710,4710,4710,0,0,0,0,0,28606.44,0,0,28606.44,0,0,28606.44,7816.18,197.89,43548.96,0,0,28606.44,0,0,28606.44,7819.52,197.97,43567.6,7819.52,197.97,43567.6,7766.32,196.63,43271.16,7766.32,196.63,43271.16,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,7766.32,196.63,43271.16,7766.32,196.63,43271.16,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28789.81,0,0,28789.81,0,0,28606.44,11074.89,280.39,61705.36,0,0,28606.44,0,0,28606.44,0,0,28606.44,15662.52,1896.8,56578.41,0,0,28606.44,15662.52,1896.8,56578.41,0,0,28606.44
0,September,2020,70-79,1,6090,6090,6090,6090,5880,6045,5955,5985,5925,6090,6090,6060,6060,6060,6060,6090,6090,6090,6090,6090,6090,6060,6090,6090,6090,6090,6090,6060,6060,6060,6060,6090,6090,6030,6030,6090,6090,6090,6090,6090,2670,6090,6090,6090,5955,6030,5895,6090,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6090,6090,6090,0,0,0,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22914.34,6042.18,152.97,33664.89,6133.5,155.29,34173.68,6102.76,154.51,34002.39,6164.56,156.07,34346.71,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22233.72,0,0,22124.19,0,0,22124.19,0,0,22344.33,0,0,22344.33,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,22124.19,0,0,50463.04,0,0,22124.19,0,0,22124.19,0,0,22124.19,6133.5,155.29,34173.68,0,0,22344.33,6195.93,156.87,34521.51,0,0,22124.19
0,October,2020,70-79,0,4867,4867,4867,4867,4805,4867,4867,4805,4805,4836,4836,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4867,4836,4836,4867,4867,4867,4867,4867,4867,4836,4836,4867,3337,4867,4867,4867,4774,4867,4774,4867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4867,4867,4867,0,0,0,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,28040.86,0,0,27683.65,0,0,27683.65,0,0,28040.86,0,0,28040.86,0,0,27861.11,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27861.11,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,27861.11,0,0,27861.11,0,0,27683.65,21890.92,2651.09,79077.53,0,0,27683.65,0,0,27683.65,0,0,27683.65,0,0,28222.94,0,0,27683.65,0,0,28222.94,0,0,27683.65
0,October,2020,70-79,1,6293,6293,6293,6293,6076,6231,6138,6169,6107,6270,6270,6262,6262,6262,6262,6293,6293,6293,6293,6293,6293,6262,6293,6293,6293,6293,6293,6262,6262,6262,6262,6293,6293,6231,6231,6293,6293,6293,6293,6293,2733,6293,6293,6293,6138,6231,6076,6293,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6293,6293,6293,0,0,0,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,22175.17,0,0,21623.55,0,0,21951.18,0,0,21840.87,0,0,22062.6,5825.36,147.49,32456.82,5825.36,147.49,32456.82,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21516.5,0,0,21410.51,0,0,21410.51,0,0,21623.55,0,0,21623.55,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21410.51,26728.87,3236.99,96553.87,0,0,21410.51,0,0,21410.51,0,0,21410.51,0,0,21951.18,0,0,21623.55,0,0,22175.17,0,0,21410.51
0,November,2020,70-79,0,4710,4710,4710,4710,4650,4710,4710,4650,4650,4680,4680,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4710,4680,4680,4710,4710,4710,4710,4710,4710,4680,4680,4710,3099,4710,4710,4710,4620,4710,4620,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4710,4710,4710,0,0,0,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28975.55,0,0,28606.44,0,0,28606.44,0,0,28975.55,0,0,28975.55,0,0,28789.81,0,0,28789.81,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28789.81,0,0,28789.81,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,28789.81,0,0,28789.81,0,0,28606.44,70716.36,25951.66,153919.74,0,0,28606.44,0,0,28606.44,0,0,28606.44,0,0,29163.71,0,0,28606.44,0,0,29163.71,0,0,28606.44
