Dose,sex,ageband_at_study_entry,type_vax,week_fup,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,year,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
2,0,40-49,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,329,322,322,329,329,329,0,0,0,0,0
2,0,40-49,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,329,322,322,329,329,329,0,0,0,0,0
2,0,40-49,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,326,319,319,326,326,326,0,0,0,0,0
2,0,40-49,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,299,292,292,299,299,299,0,0,0,0,0
2,0,40-49,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,284,277,277,284,284,284,0,0,0,0,0
2,0,40-49,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,264,260,260,264,264,264,0,0,0,0,0
2,0,40-49,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,248,248,248,248,248,248,0,0,0,0,0
2,0,40-49,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,245,245,245,245,245,245,0,0,0,0,0
2,0,40-49,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,245,245,245,245,245,245,0,0,0,0,0
2,0,40-49,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,244,244,244,244,244,244,0,0,0,0,0
2,0,40-49,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,231,231,231,231,231,231,0,0,0,0,0
2,0,40-49,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,231,231,231,231,231,231,0,0,0,0,0
2,0,40-49,Pfizer,15,0,0,0,0,0,0,0,0,0,0,2021,229,229,229,229,229,229,0,0,0,0,0
2,0,40-49,Pfizer,16,0,0,0,0,0,0,0,0,0,0,2021,208,208,208,208,208,208,0,0,0,0,0
2,0,40-49,Pfizer,17,0,0,0,0,0,0,0,0,0,0,2021,139,139,139,139,139,139,0,0,0,0,0
2,0,40-49,Pfizer,18,0,0,0,0,0,0,0,0,0,0,2021,119,119,119,119,119,119,0,0,0,0,0
2,0,40-49,Pfizer,19,0,0,0,0,0,0,0,0,0,0,2021,119,119,119,119,119,119,0,0,0,0,0
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,0,0,0,2021,117,117,117,117,117,117,0,0,0,0,0
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,0,0,0,2021,83,83,83,83,83,83,0,0,0,0,0
2,0,40-49,Pfizer,22,0,0,0,0,0,0,0,0,0,0,2021,31,31,31,31,31,31,0,0,0,0,0
0,1,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,17839,17785,17819,17839,17839,17839,< 5,< 5,0,0,0
0,1,60-69,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,5728,5303,5465,5728,5728,5728,< 5,< 5,0,0,0
1,1,60-69,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,203,182,189,203,203,203,0,0,0,0,0
1,1,60-69,Pfizer,2,1,0,0,0,0,0,0,0,0,< 5,2021,203,182,189,203,203,203,0,0,0,0,0
1,1,60-69,Pfizer,3,1,0,0,0,0,0,0,0,0,< 5,2021,187,168,173,187,187,187,0,0,0,0,0
1,1,60-69,Pfizer,4,1,0,0,0,0,0,0,0,0,< 5,2021,68,54,54,68,68,68,0,0,0,0,0
2,1,60-69,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,60-69,Pfizer,2,1,0,0,0,0,0,0,0,0,< 5,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,60-69,Pfizer,3,1,0,0,0,0,0,0,0,0,< 5,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,60-69,Pfizer,4,1,0,0,0,0,0,0,0,0,< 5,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,60-69,Pfizer,5,1,0,0,0,0,0,0,0,0,< 5,2021,88,88,88,88,88,88,0,0,0,0,0
2,1,60-69,Pfizer,6,1,0,0,0,0,0,0,0,0,< 5,2021,61,61,61,61,61,61,0,0,0,0,0
2,1,60-69,Pfizer,7,1,0,0,0,0,0,0,0,0,< 5,2021,49,49,49,49,49,49,0,0,0,0,0
2,1,60-69,Pfizer,8,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,9,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,10,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,11,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,12,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,13,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,14,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,15,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,16,1,0,0,0,0,0,0,0,0,< 5,2021,35,35,35,35,35,35,0,0,0,0,0
2,1,60-69,Pfizer,17,1,0,0,0,0,0,0,0,0,< 5,2021,32,32,32,32,32,32,0,0,0,0,0
2,1,60-69,Pfizer,18,1,0,0,0,0,0,0,0,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,60-69,Pfizer,19,1,0,0,0,0,0,0,0,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,60-69,Pfizer,20,1,0,0,0,0,0,0,0,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,60-69,Pfizer,21,1,0,0,0,0,0,0,0,0,< 5,2021,13,13,13,13,13,13,0,0,0,0,0
0,1,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2020,124906,124607,124883,124906,124906,124906,6,< 5,0,0,0
0,1,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2021,52586,50485,51958,52586,52586,52586,9,< 5,0,0,0
1,1,30-39,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,235,228,235,235,235,235,0,0,0,0,0
0,1,40-49,"",0,0,0,0,0,0,0,0,0,0,0,2020,173074,172839,172977,172977,173074,173074,8,< 5,< 5,0,0
0,1,40-49,"",0,0,0,0,0,0,0,0,0,0,0,2021,71129,69438,70977,70977,71129,71129,5,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,0,0,2020,44050,43936,44050,44050,44050,44050,< 5,0,0,0,0
0,0,80+,"",0,0,0,0,0,0,0,0,0,0,0,2021,11347,10964,11197,11197,11197,11284,< 5,< 5,< 5,< 5,< 5
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,651,630,644,644,644,651,0,0,0,0,0
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,651,630,644,644,644,651,0,0,0,0,0
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,592,571,585,585,585,592,0,0,0,0,0
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,553,553,553,553,553,553,0,0,0,0,0
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,533,533,533,533,533,533,0,0,0,0,0
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,487,487,487,487,487,487,0,0,0,0,0
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,405,405,405,405,405,405,0,0,0,0,0
2,0,80+,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,317,317,317,317,317,317,0,0,0,0,0
2,0,80+,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,228,228,228,228,228,228,0,0,0,0,0
2,0,80+,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,157,157,157,157,157,157,0,0,0,0,0
2,0,80+,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,127,127,127,127,127,127,0,0,0,0,0
2,0,80+,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,62,62,62,62,62,62,0,0,0,0,0
0,1,50-59,"",0,0,0,0,0,0,0,0,0,0,0,2020,182809,182749,182799,182809,182809,182809,< 5,< 5,0,0,0
0,1,50-59,"",0,0,0,0,0,0,0,0,0,0,0,2021,71633,70044,71116,71633,71633,71633,8,< 5,0,0,0
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,1441,1415,1429,1441,1441,1441,0,0,0,0,0
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,1216,1205,1214,1216,1216,1216,0,0,0,0,0
1,1,50-59,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,925,918,925,925,925,925,0,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,0,0,2020,29801,29744,29801,29801,29801,29801,< 5,0,0,0,0
0,1,80+,"",0,0,0,0,0,0,0,0,0,0,0,2021,7135,6925,7039,7135,7135,7135,< 5,< 5,0,0,0
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,490,476,483,490,490,490,0,0,0,0,0
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,490,476,483,490,490,490,0,0,0,0,0
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,418,404,411,418,418,418,0,0,0,0,0
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,448,448,448,448,448,448,0,0,0,0,0
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,418,418,418,418,418,418,0,0,0,0,0
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,333,333,333,333,333,333,0,0,0,0,0
2,1,80+,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,257,257,257,257,257,257,0,0,0,0,0
2,1,80+,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,188,188,188,188,188,188,0,0,0,0,0
2,1,80+,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,159,159,159,159,159,159,0,0,0,0,0
2,1,80+,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,131,131,131,131,131,131,0,0,0,0,0
2,1,80+,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,64,64,64,64,64,64,0,0,0,0,0
2,1,80+,Pfizer,15,0,0,0,0,0,0,0,0,0,0,2021,26,26,26,26,26,26,0,0,0,0,0
2,1,80+,Pfizer,16,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,1,80+,Pfizer,17,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,1,80+,Pfizer,18,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,1,80+,Pfizer,19,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,1,80+,Pfizer,20,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,1,80+,Pfizer,21,0,0,0,0,0,0,0,0,0,0,2021,20,20,20,20,20,20,0,0,0,0,0
0,0,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2020,130492,130200,130272,130272,130492,130492,< 5,< 5,< 5,0,0
0,0,30-39,"",0,0,0,0,0,0,0,0,0,0,0,2021,52584,50855,52075,52403,52584,52584,8,< 5,0,0,0
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,191,186,191,191,191,191,0,0,0,0,0
0,1,80+,"",0,1,< 5,0,0,0,0,0,< 5,0,< 5,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,80+,"",0,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,189,189,189,189,189,189,0,0,0,0,0
1,1,80+,Pfizer,1,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,80+,Pfizer,2,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,80+,Pfizer,3,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,13,13,13,13,13,13,0,0,0,0,0
2,1,80+,Pfizer,1,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,2,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,3,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,4,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,5,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,6,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,7,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,8,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,80+,Pfizer,9,1,< 5,0,0,0,0,0,< 5,0,< 5,2021,13,13,13,13,13,13,0,0,0,0,0
0,0,80+,"",0,1,0,0,0,0,0,0,0,0,< 5,2020,48111,47836,48068,48068,48068,48068,< 5,< 5,< 5,< 5,< 5
0,0,80+,"",0,1,0,0,0,0,0,0,0,0,< 5,2021,11697,11497,11657,11657,11657,11657,< 5,0,0,0,0
1,0,80+,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,174,153,167,167,167,174,0,0,0,0,0
0,1,25-29,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2020,2258,2258,2258,2258,2258,2258,0,0,0,0,0
0,1,25-29,"",0,0,0,< 5,0,0,0,0,0,0,< 5,2021,888,888,888,888,888,888,0,0,0,0,0
1,1,40-49,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,912,884,905,905,912,912,0,0,0,0,0
1,1,40-49,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,771,743,764,764,771,771,0,0,0,0,0
1,1,40-49,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,607,580,600,600,607,607,0,0,0,0,0
1,1,40-49,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,314,300,306,306,314,314,0,0,0,0,0
1,0,80+,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,742,742,742,742,742,742,0,0,0,0,0
1,0,80+,Pfizer,2,1,0,0,0,0,0,0,0,0,< 5,2021,742,742,742,742,742,742,0,0,0,0,0
1,0,80+,Pfizer,3,1,0,0,0,0,0,0,0,0,< 5,2021,673,673,673,673,673,673,0,0,0,0,0
2,0,80+,Pfizer,1,1,0,0,0,0,0,0,0,0,< 5,2021,616,616,616,616,616,616,0,0,0,0,0
2,0,80+,Pfizer,2,1,0,0,0,0,0,0,0,0,< 5,2021,616,616,616,616,616,616,0,0,0,0,0
2,0,80+,Pfizer,3,1,0,0,0,0,0,0,0,0,< 5,2021,616,616,616,616,616,616,0,0,0,0,0
2,0,80+,Pfizer,4,1,0,0,0,0,0,0,0,0,< 5,2021,616,616,616,616,616,616,0,0,0,0,0
2,0,80+,Pfizer,5,1,0,0,0,0,0,0,0,0,< 5,2021,617,617,617,617,617,617,0,0,0,0,0
2,0,80+,Pfizer,6,1,0,0,0,0,0,0,0,0,< 5,2021,609,609,609,609,609,609,0,0,0,0,0
2,0,80+,Pfizer,7,1,0,0,0,0,0,0,0,0,< 5,2021,604,604,604,604,604,604,0,0,0,0,0
2,0,80+,Pfizer,8,1,0,0,0,0,0,0,0,0,< 5,2021,555,555,555,555,555,555,0,0,0,0,0
