DAP,AESI,Age in 2020,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,GENCONV_narrow,50-59,0,0,0,474.4,total
TEST,GENCONV_narrow,60-69,1,146.34,3.71,815.38,total
TEST,GENCONV_narrow,70-79,0,0,0,558.62,total
TEST,GENCONV_narrow,80+,0,0,0,697.22,total
TEST,GENCONV_narrow,0-59,2,111.7,13.53,403.5,total
TEST,GENCONV_narrow,60+,1,53.4,1.35,297.51,total
TEST,ARD_narrow,12-17,0,0,0,6573.79,total
TEST,ARD_narrow,18-24,0,0,0,3173.55,total
TEST,ARD_narrow,25-29,0,0,0,3958.41,total
TEST,ARD_narrow,30-39,0,0,0,1319.47,total
TEST,ARD_narrow,40-49,0,0,0,788.29,total
TEST,ARD_narrow,50-59,0,0,0,474.4,total
TEST,ARD_narrow,60-69,0,0,0,539.78,total
TEST,ARD_narrow,70-79,0,0,0,558.62,total
TEST,ARD_narrow,80+,0,0,0,697.22,total
TEST,ARD_narrow,0-59,0,0,0,206.01,total
TEST,ARD_narrow,60+,0,0,0,196.97,total
TEST,KD_narrow,12-17,0,0,0,6573.79,total
TEST,KD_narrow,18-24,0,0,0,3173.55,total
TEST,KD_narrow,25-29,0,0,0,3958.41,total
TEST,KD_narrow,30-39,0,0,0,1319.47,total
TEST,KD_narrow,40-49,0,0,0,788.29,total
TEST,KD_narrow,50-59,0,0,0,474.4,total
TEST,KD_narrow,60-69,0,0,0,539.78,total
TEST,KD_narrow,70-79,0,0,0,558.62,total
TEST,KD_narrow,80+,0,0,0,697.22,total
TEST,KD_narrow,0-59,0,0,0,206.01,total
TEST,KD_narrow,60+,0,0,0,196.97,total
TEST,MISCC_narrow,12-17,0,0,0,6573.79,total
TEST,MISCC_narrow,18-24,0,0,0,3173.55,total
TEST,MISCC_narrow,25-29,0,0,0,3958.41,total
TEST,MISCC_narrow,30-39,0,0,0,1319.47,total
TEST,MISCC_narrow,40-49,0,0,0,788.29,total
TEST,MISCC_narrow,50-59,0,0,0,474.4,total
TEST,MISCC_narrow,60-69,0,0,0,539.78,total
TEST,MISCC_narrow,70-79,0,0,0,558.62,total
TEST,MISCC_narrow,80+,0,0,0,697.22,total
TEST,MISCC_narrow,0-59,0,0,0,206.01,total
TEST,MISCC_narrow,60+,0,0,0,196.97,total
TEST,Hemostroke_narrow,12-17,0,0,0,6573.79,total
TEST,Hemostroke_narrow,18-24,0,0,0,3173.55,total
TEST,Hemostroke_narrow,25-29,0,0,0,3958.41,total
TEST,Hemostroke_narrow,30-39,0,0,0,1319.47,total
TEST,Hemostroke_narrow,40-49,0,0,0,788.29,total
TEST,Hemostroke_narrow,50-59,0,0,0,474.4,total
TEST,Hemostroke_narrow,60-69,1,146.45,3.71,815.99,total
TEST,Hemostroke_narrow,70-79,1,151.82,3.84,845.87,total
TEST,Hemostroke_narrow,80+,0,0,0,697.22,total
TEST,Hemostroke_narrow,0-59,0,0,0,206.01,total
TEST,Hemostroke_narrow,60+,2,106.92,12.95,386.23,total
TEST,Ischstroke_narrow,12-17,0,0,0,6573.79,total
TEST,Ischstroke_narrow,18-24,0,0,0,3173.55,total
TEST,Ischstroke_narrow,25-29,0,0,0,3958.41,total
TEST,Ischstroke_narrow,30-39,0,0,0,1319.47,total
TEST,Ischstroke_narrow,40-49,0,0,0,788.29,total
TEST,Ischstroke_narrow,50-59,0,0,0,474.4,total
TEST,Ischstroke_narrow,60-69,0,0,0,539.78,total
TEST,Ischstroke_narrow,70-79,2,303.46,36.75,1096.19,total
TEST,Ischstroke_narrow,80+,4,761.11,207.38,1948.74,total
TEST,Ischstroke_narrow,0-59,0,0,0,206.01,total
TEST,Ischstroke_narrow,60+,6,321.2,117.87,699.11,total
TEST,Sinusthrom_narrow,12-17,0,0,0,6573.79,total
TEST,Sinusthrom_narrow,18-24,0,0,0,3173.55,total
TEST,Sinusthrom_narrow,25-29,0,0,0,3958.41,total
TEST,Sinusthrom_narrow,30-39,0,0,0,1319.47,total
TEST,Sinusthrom_narrow,40-49,0,0,0,789.98,total
TEST,Sinusthrom_narrow,50-59,0,0,0,474.4,total
TEST,Sinusthrom_narrow,60-69,0,0,0,539.78,total
TEST,Sinusthrom_narrow,70-79,0,0,0,558.62,total
TEST,Sinusthrom_narrow,80+,0,0,0,697.22,total
TEST,Sinusthrom_narrow,0-59,0,0,0,206.12,total
TEST,Sinusthrom_narrow,60+,0,0,0,196.97,total
TEST,VTE_narrow,12-17,0,0,0,6573.79,total
TEST,VTE_narrow,18-24,0,0,0,3173.55,total
TEST,VTE_narrow,25-29,0,0,0,3958.41,total
TEST,VTE_narrow,30-39,0,0,0,1319.47,total
TEST,VTE_narrow,40-49,0,0,0,788.29,total
TEST,VTE_narrow,50-59,0,0,0,474.4,total
TEST,VTE_narrow,60-69,0,0,0,539.78,total
TEST,VTE_narrow,70-79,2,304.08,36.83,1098.43,total
TEST,VTE_narrow,80+,2,380.87,46.13,1375.85,total
TEST,VTE_narrow,0-59,0,0,0,206.01,total
TEST,VTE_narrow,60+,4,214.34,58.4,548.78,total
TEST,TP_narrow,12-17,0,0,0,6573.79,total
TEST,TP_narrow,18-24,0,0,0,3173.55,total
TEST,TP_narrow,25-29,0,0,0,3958.41,total
TEST,TP_narrow,30-39,0,0,0,1319.47,total
TEST,TP_narrow,40-49,0,0,0,788.29,total
TEST,TP_narrow,50-59,0,0,0,474.4,total
TEST,TP_narrow,60-69,0,0,0,540.58,total
TEST,TP_narrow,70-79,0,0,0,558.62,total
TEST,TP_narrow,80+,0,0,0,697.22,total
TEST,TP_narrow,0-59,0,0,0,206.01,total
TEST,TP_narrow,60+,0,0,0,197.07,total
TEST,BP_narrow,12-17,0,0,0,6573.79,total
TEST,BP_narrow,18-24,0,0,0,3173.55,total
TEST,BP_narrow,25-29,0,0,0,3958.41,total
TEST,BP_narrow,30-39,0,0,0,1319.47,total
TEST,BP_narrow,40-49,0,0,0,788.29,total
TEST,BP_narrow,50-59,0,0,0,474.4,total
TEST,BP_narrow,60-69,0,0,0,539.78,total
TEST,BP_narrow,70-79,1,151.53,3.84,844.27,total
TEST,BP_narrow,80+,0,0,0,697.22,total
TEST,BP_narrow,0-59,0,0,0,206.01,total
TEST,BP_narrow,60+,1,53.41,1.35,297.56,total
TEST,MIS_KD_narrow,12-17,0,0,0,6573.79,total
TEST,MIS_KD_narrow,18-24,0,0,0,3173.55,total
TEST,MIS_KD_narrow,25-29,0,0,0,3958.41,total
TEST,MIS_KD_narrow,30-39,0,0,0,1319.47,total
TEST,MIS_KD_narrow,40-49,0,0,0,788.29,total
TEST,MIS_KD_narrow,50-59,0,0,0,474.4,total
TEST,MIS_KD_narrow,60-69,0,0,0,539.78,total
TEST,MIS_KD_narrow,70-79,0,0,0,558.62,total
TEST,MIS_KD_narrow,80+,0,0,0,697.22,total
TEST,MIS_KD_narrow,0-59,0,0,0,206.01,total
TEST,MIS_KD_narrow,60+,0,0,0,196.97,total
TEST,ArterialNoTP,12-17,0,0,0,6573.79,total
TEST,ArterialNoTP,18-24,0,0,0,3173.55,total
TEST,ArterialNoTP,25-29,0,0,0,3958.41,total
TEST,ArterialNoTP,30-39,0,0,0,1319.47,total
TEST,ArterialNoTP,40-49,0,0,0,788.29,total
TEST,ArterialNoTP,50-59,0,0,0,475.01,total
TEST,ArterialNoTP,60-69,4,589.06,160.5,1508.23,total
TEST,ArterialNoTP,70-79,7,1075.21,432.29,2215.34,total
TEST,ArterialNoTP,80+,7,1344.85,540.7,2770.91,total
TEST,ArterialNoTP,0-59,0,0,0,206.12,total
TEST,ArterialNoTP,60+,18,972.66,576.46,1537.23,total
TEST,VTENoTP,12-17,0,0,0,6573.79,total
TEST,VTENoTP,18-24,0,0,0,3173.55,total
TEST,VTENoTP,25-29,0,0,0,3958.41,total
TEST,VTENoTP,30-39,0,0,0,1319.47,total
TEST,VTENoTP,40-49,0,0,0,788.29,total
TEST,VTENoTP,50-59,0,0,0,474.4,total
TEST,VTENoTP,60-69,0,0,0,539.78,total
TEST,VTENoTP,70-79,2,304.08,36.83,1098.43,total
TEST,VTENoTP,80+,2,380.87,46.13,1375.85,total
TEST,VTENoTP,0-59,0,0,0,206.01,total
TEST,VTENoTP,60+,4,214.34,58.4,548.78,total
TEST,ArterialVTENoTP,12-17,0,0,0,6573.79,total
TEST,ArterialVTENoTP,18-24,0,0,0,3173.55,total
TEST,ArterialVTENoTP,25-29,0,0,0,3958.41,total
TEST,ArterialVTENoTP,30-39,0,0,0,1319.47,total
TEST,ArterialVTENoTP,40-49,0,0,0,788.29,total
TEST,ArterialVTENoTP,50-59,0,0,0,475.01,total
TEST,ArterialVTENoTP,60-69,4,589.06,160.5,1508.23,total
TEST,ArterialVTENoTP,70-79,9,1388.01,634.69,2634.87,total
TEST,ArterialVTENoTP,80+,9,1742.4,796.74,3307.62,total
TEST,ArterialVTENoTP,0-59,0,0,0,206.12,total
TEST,ArterialVTENoTP,60+,22,1193.07,747.69,1806.32,total
TEST,CVSTNoTP,12-17,0,0,0,6573.79,total
TEST,CVSTNoTP,18-24,0,0,0,3173.55,total
TEST,CVSTNoTP,25-29,0,0,0,3958.41,total
TEST,CVSTNoTP,30-39,0,0,0,1319.47,total
TEST,CVSTNoTP,40-49,0,0,0,789.98,total
TEST,CVSTNoTP,50-59,0,0,0,474.4,total
TEST,CVSTNoTP,60-69,0,0,0,539.78,total
TEST,CVSTNoTP,70-79,0,0,0,558.62,total
TEST,CVSTNoTP,80+,0,0,0,697.22,total
TEST,CVSTNoTP,0-59,0,0,0,206.12,total
TEST,CVSTNoTP,60+,0,0,0,196.97,total
