DAP,Vaccine brand,Year,Week,Number of doses,Number vaccinate,Number present,Coverage
TEST,Pfizer,2021,3,112,2,6552,0
TEST,UKN,2021,3,0,0,6552,0
TEST,UKN,2021,3,0,0,6552,0
TEST,AstraZeneca,2021,4,0,0,6534,0
TEST,AstraZeneca,2021,4,0,0,6534,0
TEST,J&J,2021,4,0,0,6534,0
TEST,J&J,2021,4,0,0,6534,0
TEST,Moderna,2021,4,5,5,6534,0.1
TEST,Moderna,2021,4,5,0,6534,0
TEST,Pfizer,2021,4,155,111,6534,1.7
TEST,Pfizer,2021,4,155,44,6534,0.7
TEST,UKN,2021,4,0,0,6534,0
TEST,UKN,2021,4,0,0,6534,0
TEST,AstraZeneca,2021,5,0,0,6524,0
TEST,AstraZeneca,2021,5,0,0,6524,0
TEST,J&J,2021,5,0,0,6524,0
TEST,J&J,2021,5,0,0,6524,0
TEST,Moderna,2021,5,6,6,6524,0.1
TEST,Moderna,2021,5,6,0,6524,0
TEST,Pfizer,2021,5,204,117,6524,1.8
TEST,Pfizer,2021,5,204,87,6524,1.3
TEST,UKN,2021,5,0,0,6524,0
TEST,UKN,2021,5,0,0,6524,0
TEST,AstraZeneca,2021,6,12,12,6509,0.2
TEST,AstraZeneca,2021,6,12,0,6509,0
TEST,J&J,2021,6,0,0,6509,0
TEST,J&J,2021,6,0,0,6509,0
TEST,Moderna,2021,6,9,9,6509,0.1
TEST,Moderna,2021,6,9,0,6509,0
TEST,Pfizer,2021,6,244,144,6509,2.2
TEST,Pfizer,2021,6,244,100,6509,1.5
TEST,UKN,2021,6,0,0,6509,0
TEST,UKN,2021,6,0,0,6509,0
TEST,AstraZeneca,2021,7,43,43,6495,0.7
TEST,AstraZeneca,2021,7,43,0,6495,0
TEST,J&J,2021,7,0,0,6495,0
TEST,J&J,2021,7,0,0,6495,0
TEST,Moderna,2021,7,14,10,6495,0.2
TEST,Moderna,2021,7,14,4,6495,0.1
TEST,Pfizer,2021,7,288,188,6495,2.9
TEST,Pfizer,2021,7,288,100,6495,1.5
TEST,UKN,2021,7,0,0,6495,0
TEST,UKN,2021,7,0,0,6495,0
TEST,AstraZeneca,2021,8,80,80,6479,1.2
TEST,AstraZeneca,2021,8,80,0,6479,0
TEST,J&J,2021,8,0,0,6479,0
TEST,J&J,2021,8,0,0,6479,0
TEST,Moderna,2021,8,21,16,6479,0.2
TEST,Moderna,2021,8,21,5,6479,0.1
TEST,Pfizer,2021,8,322,219,6479,3.4
TEST,Pfizer,2021,8,322,103,6479,1.6
TEST,UKN,2021,8,0,0,6479,0
TEST,UKN,2021,8,0,0,6479,0
TEST,AstraZeneca,2021,9,127,127,6457,2
TEST,AstraZeneca,2021,9,127,0,6457,0
TEST,J&J,2021,9,0,0,6457,0
TEST,J&J,2021,9,0,0,6457,0
TEST,Moderna,2021,9,26,18,6457,0.3
TEST,Moderna,2021,9,26,8,6457,0.1
TEST,Pfizer,2021,9,391,267,6457,4.1
TEST,Pfizer,2021,9,391,124,6457,1.9
TEST,UKN,2021,9,0,0,6457,0
TEST,UKN,2021,9,0,0,6457,0
TEST,AstraZeneca,2021,10,139,139,6446,2.2
TEST,AstraZeneca,2021,10,139,0,6446,0
TEST,J&J,2021,10,0,0,6446,0
TEST,J&J,2021,10,0,0,6446,0
TEST,Moderna,2021,10,34,25,6446,0.4
TEST,Moderna,2021,10,34,9,6446,0.1
TEST,Pfizer,2021,10,514,348,6446,5.4
TEST,Pfizer,2021,10,514,166,6446,2.6
TEST,UKN,2021,10,0,0,6446,0
TEST,UKN,2021,10,0,0,6446,0
TEST,AstraZeneca,2021,11,169,169,6435,2.6
TEST,AstraZeneca,2021,11,169,0,6435,0
TEST,J&J,2021,11,0,0,6435,0
TEST,J&J,2021,11,0,0,6435,0
TEST,Moderna,2021,11,44,33,6435,0.5
TEST,Moderna,2021,11,44,11,6435,0.2
TEST,Pfizer,2021,11,583,388,6435,6
TEST,Pfizer,2021,11,583,195,6435,3
TEST,UKN,2021,11,0,0,6435,0
TEST,UKN,2021,11,0,0,6435,0
TEST,AstraZeneca,2021,12,213,213,6420,3.3
TEST,AstraZeneca,2021,12,213,0,6420,0
TEST,J&J,2021,12,0,0,6420,0
TEST,J&J,2021,12,0,0,6420,0
TEST,Moderna,2021,12,60,47,6420,0.7
TEST,Moderna,2021,12,60,13,6420,0.2
TEST,Pfizer,2021,12,667,432,6420,6.7
TEST,Pfizer,2021,12,667,235,6420,3.7
TEST,UKN,2021,12,0,0,6420,0
TEST,UKN,2021,12,0,0,6420,0
TEST,AstraZeneca,2021,13,301,301,6413,4.7
TEST,AstraZeneca,2021,13,301,0,6413,0
TEST,J&J,2021,13,0,0,6413,0
TEST,J&J,2021,13,0,0,6413,0
TEST,Moderna,2021,13,93,78,6413,1.2
TEST,Moderna,2021,13,93,15,6413,0.2
TEST,Pfizer,2021,13,827,521,6413,8.1
TEST,Pfizer,2021,13,827,306,6413,4.8
TEST,UKN,2021,13,0,0,6413,0
TEST,UKN,2021,13,0,0,6413,0
TEST,AstraZeneca,2021,14,409,409,6396,6.4
TEST,AstraZeneca,2021,14,409,0,6396,0
TEST,J&J,2021,14,0,0,6396,0
TEST,J&J,2021,14,0,0,6396,0
TEST,Moderna,2021,14,118,96,6396,1.5
TEST,Moderna,2021,14,118,22,6396,0.3
TEST,Pfizer,2021,14,976,644,6396,10.1
TEST,Pfizer,2021,14,976,332,6396,5.2
TEST,UKN,2021,14,0,0,6396,0
TEST,UKN,2021,14,0,0,6396,0
TEST,AstraZeneca,2021,15,424,424,6380,6.6
TEST,AstraZeneca,2021,15,424,0,6380,0
TEST,J&J,2021,15,0,0,6380,0
TEST,J&J,2021,15,0,0,6380,0
TEST,Moderna,2021,15,145,118,6380,1.8
TEST,Moderna,2021,15,145,27,6380,0.4
TEST,Pfizer,2021,15,1142,770,6380,12.1
TEST,Pfizer,2021,15,1142,372,6380,5.8
TEST,UKN,2021,15,0,0,6380,0
TEST,UKN,2021,15,0,0,6380,0
TEST,AstraZeneca,2021,16,440,440,6366,6.9
TEST,AstraZeneca,2021,16,440,0,6366,0
TEST,J&J,2021,16,0,0,6366,0
TEST,J&J,2021,16,0,0,6366,0
TEST,Moderna,2021,16,168,125,6366,2
TEST,Moderna,2021,16,168,43,6366,0.7
TEST,Pfizer,2021,16,1358,903,6366,14.2
TEST,Pfizer,2021,16,1358,455,6366,7.1
TEST,UKN,2021,16,0,0,6366,0
TEST,UKN,2021,16,0,0,6366,0
TEST,AstraZeneca,2021,17,478,478,6353,7.5
TEST,AstraZeneca,2021,17,478,0,6353,0
TEST,J&J,2021,17,17,17,6353,0.3
TEST,J&J,2021,17,17,0,6353,0
TEST,Moderna,2021,17,210,136,6353,2.1
TEST,Moderna,2021,17,210,74,6353,1.2
TEST,Pfizer,2021,17,1541,977,6353,15.4
TEST,Pfizer,2021,17,1541,564,6353,8.9
TEST,UKN,2021,17,0,0,6353,0
TEST,UKN,2021,17,0,0,6353,0
TEST,AstraZeneca,2021,18,523,515,6339,8.1
TEST,AstraZeneca,2021,18,523,8,6339,0.1
TEST,J&J,2021,18,22,22,6339,0.3
TEST,J&J,2021,18,22,0,6339,0
TEST,Moderna,2021,18,256,170,6339,2.7
TEST,Moderna,2021,18,256,86,6339,1.4
TEST,Pfizer,2021,18,1729,1063,6339,16.8
TEST,Pfizer,2021,18,1729,666,6339,10.5
TEST,UKN,2021,18,0,0,6339,0
TEST,UKN,2021,18,0,0,6339,0
TEST,AstraZeneca,2021,19,619,580,6322,9.2
TEST,AstraZeneca,2021,19,619,39,6322,0.6
TEST,J&J,2021,19,30,30,6322,0.5
TEST,J&J,2021,19,30,0,6322,0
TEST,Moderna,2021,19,297,193,6322,3.1
TEST,Moderna,2021,19,297,104,6322,1.6
TEST,Pfizer,2021,19,1960,1165,6322,18.4
TEST,Pfizer,2021,19,1960,795,6322,12.6
TEST,UKN,2021,19,0,0,6322,0
TEST,UKN,2021,19,0,0,6322,0
TEST,AstraZeneca,2021,20,682,612,6315,9.7
TEST,AstraZeneca,2021,20,682,70,6315,1.1
TEST,J&J,2021,20,32,32,6315,0.5
TEST,J&J,2021,20,32,0,6315,0
TEST,Moderna,2021,20,339,227,6315,3.6
TEST,Moderna,2021,20,339,112,6315,1.8
TEST,Pfizer,2021,20,2174,1330,6315,21.1
TEST,Pfizer,2021,20,2174,844,6315,13.4
TEST,UKN,2021,20,0,0,6315,0
TEST,UKN,2021,20,0,0,6315,0
TEST,AstraZeneca,2021,21,740,639,6308,10.1
TEST,AstraZeneca,2021,21,740,101,6308,1.6
TEST,J&J,2021,21,45,45,6308,0.7
TEST,J&J,2021,21,45,0,6308,0
TEST,Moderna,2021,21,363,247,6308,3.9
TEST,Moderna,2021,21,363,116,6308,1.8
TEST,Pfizer,2021,21,2438,1516,6308,24
TEST,Pfizer,2021,21,2438,922,6308,14.6
TEST,UKN,2021,21,0,0,6308,0
TEST,UKN,2021,21,0,0,6308,0
TEST,AstraZeneca,2021,22,767,648,6299,10.3
TEST,AstraZeneca,2021,22,767,119,6299,1.9
TEST,J&J,2021,22,70,70,6299,1.1
TEST,J&J,2021,22,70,0,6299,0
TEST,Moderna,2021,22,430,277,6299,4.4
TEST,Moderna,2021,22,430,153,6299,2.4
TEST,Pfizer,2021,22,2704,1731,6299,27.5
TEST,Pfizer,2021,22,2704,973,6299,15.4
TEST,UKN,2021,22,0,0,6299,0
TEST,UKN,2021,22,0,0,6299,0
TEST,AstraZeneca,2021,23,786,648,6283,10.3
TEST,AstraZeneca,2021,23,786,138,6283,2.2
TEST,J&J,2021,23,90,90,6283,1.4
TEST,J&J,2021,23,90,0,6283,0
TEST,Moderna,2021,23,483,320,6283,5.1
TEST,Moderna,2021,23,483,163,6283,2.6
TEST,Pfizer,2021,23,2951,1983,6283,31.6
TEST,Pfizer,2021,23,2951,968,6283,15.4
TEST,UKN,2021,23,0,0,6283,0
TEST,UKN,2021,23,0,0,6283,0
TEST,AstraZeneca,2021,24,844,663,6276,10.6
TEST,AstraZeneca,2021,24,844,181,6276,2.9
TEST,J&J,2021,24,103,103,6276,1.6
TEST,J&J,2021,24,103,0,6276,0
TEST,Moderna,2021,24,521,357,6276,5.7
TEST,Moderna,2021,24,521,164,6276,2.6
TEST,Pfizer,2021,24,3209,2223,6276,35.4
TEST,Pfizer,2021,24,3209,986,6276,15.7
TEST,UKN,2021,24,0,0,6276,0
TEST,UKN,2021,24,0,0,6276,0
TEST,AstraZeneca,2021,25,922,664,6264,10.6
TEST,AstraZeneca,2021,25,922,258,6264,4.1
TEST,J&J,2021,25,106,106,6264,1.7
TEST,J&J,2021,25,106,0,6264,0
TEST,Moderna,2021,25,547,377,6264,6
TEST,Moderna,2021,25,547,170,6264,2.7
TEST,Pfizer,2021,25,3483,2434,6264,38.9
TEST,Pfizer,2021,25,3483,1049,6264,16.7
TEST,UKN,2021,25,0,0,6264,0
TEST,UKN,2021,25,0,0,6264,0
TEST,AstraZeneca,2021,26,937,650,6252,10.4
TEST,AstraZeneca,2021,26,937,287,6252,4.6
TEST,J&J,2021,26,106,106,6252,1.7
TEST,J&J,2021,26,106,0,6252,0
TEST,Moderna,2021,26,555,380,6252,6.1
TEST,Moderna,2021,26,555,175,6252,2.8
TEST,Pfizer,2021,26,3514,2452,6252,39.2
TEST,Pfizer,2021,26,3514,1062,6252,17
TEST,UKN,2021,26,0,0,6252,0
TEST,UKN,2021,26,0,0,6252,0
