DAP,AESI,Vaccine & dose,Days since vaccination,Ageband,Sex,Cases,Person days,IR narrow,LL narrow,UL narrow,Persontime_CONTRDIVERTIC,Persontime_CONTRHYPERT,Persontime_DEATH,CONTRDIVERTIC_b,CONTRHYPERT_b,DEATH_b,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_DEATH,lb_DEATH,ub_DEATH
TEST,ADEM_broad,AstraZeneca dose 1,77-83,60+,Female,0,805,0,0,167374.31,805,328,805,0,0,0,0,0,167374.31,0,0,410781.47,0,0,167374.31
TEST,ADEM_broad,AstraZeneca dose 1,77-83,0-59,Male,0,354,0,0,380611.08,354,282,354,0,0,0,0,0,380611.08,0,0,477788.38,0,0,380611.08
TEST,ADEM_broad,AstraZeneca dose 1,77-83,60+,Male,0,624,0,0,215923.59,624,258,624,0,0,0,0,0,215923.59,0,0,522233.81,0,0,215923.59
TEST,ADEM_broad,AstraZeneca dose 1,84-90,0-59,Female,0,161,0,0,836871.57,161,157,161,0,0,0,0,0,836871.57,0,0,858193.13,0,0,836871.57
TEST,ADEM_broad,AstraZeneca dose 1,84-90,60+,Female,0,97,0,0,1389034.25,97,40,97,0,0,0,0,0,1389034.25,0,0,3368408.05,0,0,1389034.25
TEST,ADEM_broad,AstraZeneca dose 1,84-90,0-59,Male,0,106,0,0,1271097.38,106,68,106,0,0,0,0,0,1271097.38,0,0,1981416.5,0,0,1271097.38
TEST,ADEM_broad,AstraZeneca dose 1,84-90,60+,Male,0,79,0,0,1705523.06,79,30,79,0,0,0,0,0,1705523.06,0,0,4491210.74,0,0,1705523.06
TEST,ADEM_broad,AstraZeneca dose 1,91-97,0-59,Female,0,81,0,0,1663411.38,81,81,81,0,0,0,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38
TEST,ADEM_broad,AstraZeneca dose 1,91-97,60+,Female,0,8,0,0,16842040.26,8,8,8,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
TEST,ADEM_broad,AstraZeneca dose 1,91-97,0-59,Male,0,77,0,0,1749822.36,77,49,77,0,0,0,0,0,1749822.36,0,0,2749720.86,0,0,1749822.36
TEST,ADEM_broad,AstraZeneca dose 1,91-97,60+,Male,0,10,0,0,13473632.21,10,0,10,0,0,0,0,0,13473632.21,0,0,0,0,0,13473632.21
TEST,ADEM_broad,AstraZeneca dose 1,98-104,0-59,Female,0,63,0,0,2138671.78,63,63,63,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
TEST,ADEM_broad,AstraZeneca dose 1,98-104,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,98-104,0-59,Male,0,77,0,0,1749822.36,77,49,77,0,0,0,0,0,1749822.36,0,0,2749720.86,0,0,1749822.36
TEST,ADEM_broad,AstraZeneca dose 1,98-104,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,105-111,0-59,Female,0,55,0,0,2449751.31,55,55,55,0,0,0,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31
TEST,ADEM_broad,AstraZeneca dose 1,105-111,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,105-111,0-59,Male,0,76,0,0,1772846.34,76,48,76,0,0,0,0,0,1772846.34,0,0,2807006.71,0,0,1772846.34
TEST,ADEM_broad,AstraZeneca dose 1,105-111,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,112-118,0-59,Female,0,43,0,0,3133402.84,43,43,43,0,0,0,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84
TEST,ADEM_broad,AstraZeneca dose 1,112-118,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,112-118,0-59,Male,0,57,0,0,2363795.12,57,38,57,0,0,0,0,0,2363795.12,0,0,3545692.69,0,0,2363795.12
TEST,ADEM_broad,AstraZeneca dose 1,112-118,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,119-125,0-59,Female,0,19,0,0,7091385.37,19,19,19,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
TEST,ADEM_broad,AstraZeneca dose 1,119-125,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,119-125,0-59,Male,0,45,0,0,2994140.49,45,31,45,0,0,0,0,0,2994140.49,0,0,4346332.97,0,0,2994140.49
TEST,ADEM_broad,AstraZeneca dose 1,119-125,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,126-132,0-59,Female,0,12,0,0,11228026.84,12,12,12,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
TEST,ADEM_broad,AstraZeneca dose 1,126-132,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,126-132,0-59,Male,0,19,0,0,7091385.37,19,12,19,0,0,0,0,0,7091385.37,0,0,11228026.84,0,0,7091385.37
TEST,ADEM_broad,AstraZeneca dose 1,126-132,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,133-139,0-59,Female,0,4,0,0,33684080.52,4,4,4,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
TEST,ADEM_broad,AstraZeneca dose 1,133-139,60+,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,AstraZeneca dose 1,133-139,0-59,Male,0,4,0,0,33684080.52,4,4,4,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
TEST,ADEM_broad,AstraZeneca dose 1,133-139,60+,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,0-6,0-59,Female,0,196,0,0,687430.21,196,154,196,0,0,0,0,0,687430.21,0,0,874911.18,0,0,687430.21
TEST,ADEM_broad,J&J dose 1,0-6,60+,Female,0,188,0,0,716682.56,188,146,188,0,0,0,0,0,716682.56,0,0,922851.52,0,0,716682.56
TEST,ADEM_broad,J&J dose 1,0-6,0-59,Male,0,147,0,0,916573.62,147,98,147,0,0,0,0,0,916573.62,0,0,1374860.43,0,0,916573.62
TEST,ADEM_broad,J&J dose 1,0-6,60+,Male,0,210,0,0,641601.53,210,147,210,0,0,0,0,0,641601.53,0,0,916573.62,0,0,641601.53
TEST,ADEM_broad,J&J dose 1,7-13,0-59,Female,0,196,0,0,687430.21,196,148,196,0,1,0,0,0,687430.21,246790.54,6248.2,1375028.88,0,0,687430.21
TEST,ADEM_broad,J&J dose 1,7-13,60+,Female,0,176,0,0,765547.28,176,137,176,0,0,0,0,0,765547.28,0,0,983476.8,0,0,765547.28
TEST,ADEM_broad,J&J dose 1,7-13,0-59,Male,0,147,0,0,916573.62,147,98,147,0,0,0,0,0,916573.62,0,0,1374860.43,0,0,916573.62
TEST,ADEM_broad,J&J dose 1,7-13,60+,Male,0,199,0,0,677066.95,199,136,199,0,0,0,0,0,677066.95,0,0,990708.25,0,0,677066.95
TEST,ADEM_broad,J&J dose 1,14-20,0-59,Female,0,172,0,0,783350.71,172,134,172,0,0,0,0,0,783350.71,0,0,1005494.94,0,0,783350.71
TEST,ADEM_broad,J&J dose 1,14-20,60+,Female,0,149,0,0,904270.62,149,118,149,0,0,0,0,0,904270.62,0,0,1141833.24,0,0,904270.62
TEST,ADEM_broad,J&J dose 1,14-20,0-59,Male,0,133,0,0,1013055.05,133,91,133,0,0,0,0,0,1013055.05,0,0,1480618.92,0,0,1013055.05
TEST,ADEM_broad,J&J dose 1,14-20,60+,Male,0,176,0,0,765547.28,176,122,176,0,0,0,0,0,765547.28,0,0,1104396.08,0,0,765547.28
TEST,ADEM_broad,J&J dose 1,21-27,0-59,Female,0,125,0,0,1077890.58,125,97,125,0,0,0,0,0,1077890.58,0,0,1389034.25,0,0,1077890.58
TEST,ADEM_broad,J&J dose 1,21-27,60+,Female,0,120,0,0,1122802.68,120,92,120,0,0,0,0,0,1122802.68,0,0,1464525.24,0,0,1122802.68
TEST,ADEM_broad,J&J dose 1,21-27,0-59,Male,0,97,0,0,1389034.25,97,65,97,0,0,0,0,0,1389034.25,0,0,2072866.49,0,0,1389034.25
TEST,ADEM_broad,J&J dose 1,21-27,60+,Male,0,142,0,0,948847.34,142,94,142,0,0,0,0,0,948847.34,0,0,1433365.13,0,0,948847.34
TEST,ADEM_broad,J&J dose 1,28-34,0-59,Female,0,53,0,0,2542194.76,53,32,53,0,1,0,0,0,2542194.76,1141406.25,28897.9,6359508.59,0,0,2542194.76
TEST,ADEM_broad,J&J dose 1,28-34,60+,Female,0,101,0,0,1334022.99,101,73,101,0,0,0,0,0,1334022.99,0,0,1845703.04,0,0,1334022.99
TEST,ADEM_broad,J&J dose 1,28-34,0-59,Male,0,40,0,0,3368408.05,40,38,40,0,0,0,0,0,3368408.05,0,0,3545692.69,0,0,3368408.05
TEST,ADEM_broad,J&J dose 1,28-34,60+,Male,0,130,0,0,1036433.25,130,88,130,0,0,0,0,0,1036433.25,0,0,1531094.57,0,0,1036433.25
TEST,ADEM_broad,J&J dose 1,35-41,0-59,Female,0,5,0,0,26947264.41,5,0,5,0,0,0,0,0,26947264.41,0,0,0,0,0,26947264.41
TEST,ADEM_broad,J&J dose 1,35-41,60+,Female,0,88,0,0,1531094.57,88,60,88,0,0,0,0,0,1531094.57,0,0,2245605.37,0,0,1531094.57
TEST,ADEM_broad,J&J dose 1,35-41,0-59,Male,0,4,0,0,33684080.52,4,4,4,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
TEST,ADEM_broad,J&J dose 1,35-41,60+,Male,0,123,0,0,1095417.25,123,81,123,0,0,0,0,0,1095417.25,0,0,1663411.38,0,0,1095417.25
TEST,ADEM_broad,J&J dose 1,42-48,0-59,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,42-48,60+,Female,0,84,0,0,1604003.83,84,57,84,0,0,0,0,0,1604003.83,0,0,2363795.12,0,0,1604003.83
TEST,ADEM_broad,J&J dose 1,42-48,0-59,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,42-48,60+,Male,0,118,0,0,1141833.24,118,77,118,0,0,0,0,0,1141833.24,0,0,1749822.36,0,0,1141833.24
TEST,ADEM_broad,J&J dose 1,49-55,0-59,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,49-55,60+,Female,0,53,0,0,2542194.76,53,35,53,0,0,0,0,0,2542194.76,0,0,3849609.2,0,0,2542194.76
TEST,ADEM_broad,J&J dose 1,49-55,0-59,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,49-55,60+,Male,0,91,0,0,1480618.92,91,65,91,0,0,0,0,0,1480618.92,0,0,2072866.49,0,0,1480618.92
TEST,ADEM_broad,J&J dose 1,56-62,0-59,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,56-62,60+,Female,0,42,0,0,3208007.67,42,28,42,0,0,0,0,0,3208007.67,0,0,4812011.5,0,0,3208007.67
TEST,ADEM_broad,J&J dose 1,56-62,0-59,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,56-62,60+,Male,0,68,0,0,1981416.5,68,47,68,0,0,0,0,0,1981416.5,0,0,2866730.26,0,0,1981416.5
TEST,ADEM_broad,J&J dose 1,63-69,0-59,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,63-69,60+,Female,0,13,0,0,10364332.47,13,9,13,0,0,0,0,0,10364332.47,0,0,14970702.45,0,0,10364332.47
TEST,ADEM_broad,J&J dose 1,63-69,0-59,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST,ADEM_broad,J&J dose 1,63-69,60+,Male,0,6,0,0,22456053.68,6,3,6,0,0,0,0,0,22456053.68,0,0,44912107.35,0,0,22456053.68
TEST,ADEM_broad,Moderna dose 1,0-6,0-59,Female,0,904,0,0,149044.6,904,761,904,0,0,0,0,0,149044.6,0,0,177051.67,0,0,149044.6
TEST,ADEM_broad,Moderna dose 1,0-6,60+,Female,0,378,0,0,356445.3,378,147,378,0,1,0,0,0,356445.3,248469.39,6290.7,1384382.82,0,0,356445.3
TEST,ADEM_broad,Moderna dose 1,0-6,0-59,Male,0,921,0,0,146293.51,928,785,928,0,0,0,0,0,145190,0,0,171638.63,0,0,145190
TEST,ADEM_broad,Moderna dose 1,0-6,60+,Male,0,462,0,0,291637.06,462,189,462,0,2,0,0,0,291637.06,386507.94,46807.9,1396199.56,0,0,291637.06
TEST,ADEM_broad,Moderna dose 1,7-13,0-59,Female,0,802,0,0,168000.4,802,662,802,0,0,0,0,0,168000.4,0,0,203529.19,0,0,168000.4
TEST,ADEM_broad,Moderna dose 1,7-13,60+,Female,0,378,0,0,356445.3,378,140,378,0,0,0,0,0,356445.3,0,0,962402.3,0,0,356445.3
TEST,ADEM_broad,Moderna dose 1,7-13,0-59,Male,0,840,0,0,160400.38,847,712,847,0,0,0,0,0,159074.76,0,0,189236.41,0,0,159074.76
TEST,ADEM_broad,Moderna dose 1,7-13,60+,Male,0,462,0,0,291637.06,462,177,462,0,1,0,0,0,291637.06,206355.93,5224.48,1149741.67,0,0,291637.06
TEST,ADEM_broad,Moderna dose 1,14-20,0-59,Female,0,678,0,0,198726.14,678,537,678,0,1,0,0,0,198726.14,68016.76,1722.04,378965.13,0,0,198726.14
TEST,ADEM_broad,Moderna dose 1,14-20,60+,Female,0,378,0,0,356445.3,378,140,378,0,0,0,0,0,356445.3,0,0,962402.3,0,0,356445.3
TEST,ADEM_broad,Moderna dose 1,14-20,0-59,Male,0,690,0,0,195270.03,697,574,697,0,0,0,0,0,193308.93,0,0,234732.27,0,0,193308.93
TEST,ADEM_broad,Moderna dose 1,14-20,60+,Male,0,459,0,0,293543.19,459,175,459,0,0,0,0,0,293543.19,0,0,769921.84,0,0,293543.19
TEST,ADEM_broad,Moderna dose 1,21-27,0-59,Female,0,537,0,0,250905.63,537,409,537,0,1,0,0,0,250905.63,89303.18,2260.96,497565.46,0,0,250905.63
TEST,ADEM_broad,Moderna dose 1,21-27,60+,Female,0,359,0,0,375310.09,359,139,359,0,0,0,0,0,375310.09,0,0,969326.06,0,0,375310.09
TEST,ADEM_broad,Moderna dose 1,21-27,0-59,Male,0,503,0,0,267865.45,510,402,510,0,1,0,0,0,264188.87,90858.21,2300.33,506229.54,0,0,264188.87
TEST,ADEM_broad,Moderna dose 1,21-27,60+,Male,0,421,0,0,320038.77,421,154,421,0,0,0,0,0,320038.77,0,0,874911.18,0,0,320038.77
TEST,ADEM_broad,Moderna dose 1,28-34,0-59,Female,0,227,0,0,593552.08,227,165,227,0,0,0,0,0,593552.08,0,0,816583.77,0,0,593552.08
TEST,ADEM_broad,Moderna dose 1,28-34,60+,Female,0,161,0,0,836871.57,161,79,161,0,0,0,0,0,836871.57,0,0,1705523.06,0,0,836871.57
TEST,ADEM_broad,Moderna dose 1,28-34,0-59,Male,0,189,0,0,712890.59,196,156,196,0,0,0,0,0,687430.21,0,0,863694.37,0,0,687430.21
TEST,ADEM_broad,Moderna dose 1,28-34,60+,Male,0,139,0,0,969326.06,139,72,139,0,0,0,0,0,969326.06,0,0,1871337.81,0,0,969326.06
TEST,ADEM_broad,Moderna dose 1,35-41,0-59,Female,0,117,0,0,1151592.5,117,83,117,0,0,0,0,0,1151592.5,0,0,1623329.18,0,0,1151592.5
TEST,ADEM_broad,Moderna dose 1,35-41,60+,Female,0,127,0,0,1060915.92,127,65,127,0,0,0,0,0,1060915.92,0,0,2072866.49,0,0,1060915.92
TEST,ADEM_broad,Moderna dose 1,35-41,0-59,Male,0,79,0,0,1705523.06,86,66,86,0,0,0,0,0,1566701.42,0,0,2041459.43,0,0,1566701.42
TEST,ADEM_broad,Moderna dose 1,35-41,60+,Male,0,87,0,0,1548693.36,87,52,87,0,0,0,0,0,1548693.36,0,0,2591083.12,0,0,1548693.36
TEST,ADEM_broad,Moderna dose 1,42-48,0-59,Female,0,42,0,0,3208007.67,42,35,42,0,0,0,0,0,3208007.67,0,0,3849609.2,0,0,3208007.67
TEST,ADEM_broad,Moderna dose 1,42-48,60+,Female,0,57,0,0,2363795.12,57,16,57,0,0,0,0,0,2363795.12,0,0,8421020.13,0,0,2363795.12
TEST,ADEM_broad,Moderna dose 1,42-48,0-59,Male,0,17,0,0,7925666,24,17,24,0,0,0,0,0,5614013.42,0,0,7925666,0,0,5614013.42
TEST,ADEM_broad,Moderna dose 1,42-48,60+,Male,0,47,0,0,2866730.26,47,33,47,0,0,0,0,0,2866730.26,0,0,4082918.85,0,0,2866730.26
TEST,ADEM_broad,Moderna dose 1,49-55,0-59,Female,0,36,0,0,3742675.61,36,29,36,0,0,0,0,0,3742675.61,0,0,4646080.07,0,0,3742675.61
TEST,ADEM_broad,Moderna dose 1,49-55,60+,Female,0,47,0,0,2866730.26,47,14,47,0,0,0,0,0,2866730.26,0,0,9624023,0,0,2866730.26
TEST,ADEM_broad,Moderna dose 1,49-55,0-59,Male,0,14,0,0,9624023,21,14,21,0,0,0,0,0,6416015.34,0,0,9624023,0,0,6416015.34
TEST,ADEM_broad,Moderna dose 1,49-55,60+,Male,0,26,0,0,5182166.23,26,19,26,0,0,0,0,0,5182166.23,0,0,7091385.37,0,0,5182166.23
TEST,ADEM_broad,Moderna dose 1,56-62,0-59,Female,0,26,0,0,5182166.23,26,19,26,0,0,0,0,0,5182166.23,0,0,7091385.37,0,0,5182166.23
TEST,ADEM_broad,Moderna dose 1,56-62,60+,Female,0,42,0,0,3208007.67,42,14,42,0,0,0,0,0,3208007.67,0,0,9624023,0,0,3208007.67
TEST,ADEM_broad,Moderna dose 1,56-62,0-59,Male,0,14,0,0,9624023,21,14,21,0,0,0,0,0,6416015.34,0,0,9624023,0,0,6416015.34
TEST,ADEM_broad,Moderna dose 1,56-62,60+,Male,0,21,0,0,6416015.34,21,13,21,0,1,0,0,0,6416015.34,2809615.38,71133.3,15654174.99,0,0,6416015.34
TEST,ADEM_broad,Moderna dose 1,63-69,0-59,Female,0,16,0,0,8421020.13,16,9,16,0,0,0,0,0,8421020.13,0,0,14970702.45,0,0,8421020.13
