Dose,sex,ageband_at_study_entry,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16
0,0,80+,,0,0,0,0,0,0,0,0,7410.42,0,0,7410.42,0,0,7410.42,0,0,7410.42,0,0,7410.42
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,481201.15,0,0,481201.15,0,0,481201.15,0,0,481201.15,0,0,481201.15
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,481201.15,0,0,481201.15,0,0,481201.15,0,0,481201.15,0,0,481201.15
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44,0,0,601501.44
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83,0,0,612437.83
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78,0,0,647770.78
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
2,0,80+,Pfizer,10,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
2,0,80+,Pfizer,11,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
2,0,80+,Pfizer,12,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03,0,0,1684204.03
0,1,50-59,,0,1,0,0,0,0,658.57,16.67,3669.32,0,0,2428.73,0,0,2428.73,0,0,2428.73,0,0,2428.73
0,1,60-69,,0,0,0,0,0,0,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,60-69,Pfizer,4,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
2,1,60-69,Pfizer,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,3,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,4,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
2,1,60-69,Pfizer,5,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
0,0,70-79,,0,1,1,1,1,1,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65,3159.33,79.99,17602.65
0,0,30-39,,0,2,0,0,0,0,1897.94,229.85,6856.03,0,0,3497.01,0,0,3497.01,0,0,3497.01,0,0,3497.01
2,0,40-49,Pfizer,1,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
2,0,40-49,Pfizer,2,0,0,0,0,0,0,0,1566701.42,0,0,1566701.42,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
2,0,40-49,Pfizer,3,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,4,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,5,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
2,0,40-49,Pfizer,6,0,0,0,0,0,0,0,1684204.03,0,0,1684204.03,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36
2,0,40-49,Pfizer,7,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
2,0,40-49,Pfizer,8,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
2,0,40-49,Pfizer,9,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
2,0,40-49,Pfizer,10,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
2,0,40-49,Pfizer,11,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
2,0,40-49,Pfizer,12,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
2,0,40-49,Pfizer,13,0,0,0,0,0,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03,0,0,2105255.03
2,0,40-49,Pfizer,14,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
2,0,40-49,Pfizer,15,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
2,0,40-49,Pfizer,16,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
2,0,40-49,Pfizer,17,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
2,0,40-49,Pfizer,18,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
2,0,40-49,Pfizer,19,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07
0,0,5-11,,0,1,0,0,0,0,2873.72,72.76,16011.35,0,0,10555.14,0,0,10555.14,0,0,10555.14,0,0,10555.14
0,1,5-11,,0,0,0,0,0,0,0,0,8544.38,0,0,8544.38,0,0,8544.38,0,0,8544.38,0,0,8544.38
0,1,60-69,,0,0,0,0,0,0,0,0,19375.37,0,0,19375.37,0,0,19375.37,0,0,19375.37,0,0,19375.37
0,1,70-79,,0,0,0,0,0,0,0,0,7878.86,0,0,7878.86,0,0,7878.86,0,0,7878.86,0,0,7878.86
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,4,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,5,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
1,1,70-79,AstraZeneca,6,0,0,0,0,0,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83
1,1,70-79,AstraZeneca,7,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,1,70-79,AstraZeneca,8,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
1,1,70-79,AstraZeneca,9,0,0,0,0,0,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52
1,1,70-79,AstraZeneca,10,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
1,1,70-79,AstraZeneca,11,0,0,0,0,0,0,0,1171620.19,0,0,1171620.19,0,0,1171620.19,0,0,1171620.19,0,0,1171620.19
1,1,70-79,AstraZeneca,12,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11
2,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
2,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,1,70-79,AstraZeneca,13,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
0,0,60-69,,0,1,1,1,0,0,915.94,23.19,5103.3,915.94,23.19,5103.3,915.94,23.19,5103.3,0,0,3360.68,0,0,3360.68
1,0,60-69,Moderna,1,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,0,60-69,Moderna,2,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,0,60-69,Moderna,3,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,0,60-69,Moderna,4,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
1,0,60-69,Moderna,5,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
2,0,60-69,Moderna,1,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
2,0,60-69,Moderna,2,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,0,60-69,Moderna,3,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,0,60-69,Moderna,4,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
2,0,60-69,Moderna,5,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
2,0,60-69,Moderna,6,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
2,0,60-69,Moderna,7,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
2,0,60-69,Moderna,8,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,0,60-69,Moderna,9,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
2,0,60-69,Moderna,10,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
1,1,30-39,Moderna,3,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,30-39,Moderna,4,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
2,1,30-39,Moderna,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,30-39,Moderna,4,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,1,30-39,Pfizer,1,0,0,0,0,0,0,0,1113523.32,0,0,1113523.32,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52
1,1,30-39,Pfizer,2,0,0,0,0,0,0,0,1389034.25,0,0,1389034.25,0,0,1295541.56,0,0,1295541.56,0,0,1295541.56
1,1,30-39,Pfizer,3,0,0,0,0,0,0,0,2323040.04,0,0,2323040.04,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,0,18-19,,0,0,0,0,0,0,0,0,30677.67,0,0,30677.67,0,0,30677.67,0,0,30677.67,0,0,30677.67
1,0,80+,Pfizer,4,0,0,0,0,0,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57
0,0,40-49,,0,0,0,0,0,0,0,0,74522.3,0,0,74522.3,0,0,74522.3,0,0,74522.3,0,0,74522.3
1,0,80+,Pfizer,5,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
1,0,80+,Pfizer,6,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
1,0,80+,Pfizer,7,0,0,0,0,0,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14
1,0,80+,Pfizer,8,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
1,0,80+,Pfizer,9,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
0,0,60-69,,0,0,0,0,0,0,0,0,19353.11,0,0,19353.11,0,0,19353.11,0,0,19353.11,0,0,19353.11
1,0,60-69,Pfizer,1,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,0,60-69,Pfizer,2,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,0,60-69,Pfizer,3,0,0,0,0,0,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11,0,0,1820761.11
1,0,60-69,Pfizer,4,0,0,0,0,0,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84
1,0,60-69,Pfizer,5,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,1,70-79,,0,2,2,2,2,2,24796.33,3002.95,89572.88,24796.33,3002.95,89572.88,24796.33,3002.95,89572.88,24796.33,3002.95,89572.88,24796.33,3002.95,89572.88
1,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,2,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,3,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,4,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,5,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,6,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,7,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,8,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,9,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,10,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,11,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,12,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,70-79,AstraZeneca,13,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
2,1,70-79,AstraZeneca,1,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,0,20-29,,0,1,0,0,0,0,1237.42,31.33,6894.48,0,0,4528.5,0,0,4528.5,0,0,4528.5,0,0,4528.5
1,1,20-29,Moderna,1,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,20-29,Moderna,2,0,0,0,0,0,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
0,0,0-4,,0,0,0,0,0,0,0,0,24281.19,0,0,24281.19,0,0,24281.19,0,0,24281.19,0,0,24281.19
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,333505.75,0,0,333505.75,0,0,333505.75,0,0,333505.75,0,0,333505.75
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76
0,1,80+,,0,0,0,0,0,0,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,10,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,11,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
1,0,70-79,Pfizer,1,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
1,0,70-79,Pfizer,2,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
