sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,,2020-02-17,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-02-24,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-02-24,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-03-02,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-03-02,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-03-09,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-03-09,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-03-16,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-03-16,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-03-23,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-03-23,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-03-30,CV,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21
1,0,,2020-03-30,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-04-06,CV,0,0,0,0,0,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77,0,0,705425.77
1,0,,2020-04-06,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-04-13,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-04-13,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-04-20,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-04-20,CV,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
0,0,,2020-04-27,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-04-27,CV,0,0,0,0,0,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8,0,0,983476.8
0,0,,2020-05-04,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-05-04,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-05-11,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-05-11,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-05-18,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-05-18,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-05-25,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-05-25,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-06-01,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-06-01,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-06-08,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-06-08,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-06-15,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-06-15,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-06-22,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-06-22,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-06-29,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-06-29,CV,0,0,0,0,0,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05,0,0,1013055.05
0,0,,2020-07-06,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-07-06,CV,0,0,0,0,0,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25,0,0,1036433.25
0,0,,2020-07-13,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-07-13,CV,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,0,,2020-07-20,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-07-20,CV,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,0,,2020-07-27,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-07-27,CV,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,0,,2020-08-03,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-08-03,CV,0,0,0,0,0,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89,0,0,1069335.89
0,0,,2020-08-10,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-08-10,CV,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
0,0,,2020-08-17,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-08-17,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-08-24,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-08-24,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-08-31,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-08-31,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-09-07,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-09-07,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-09-14,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-09-14,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-09-21,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-09-21,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-09-28,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-09-28,CV,0,0,0,0,0,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238,0,0,1132238
0,0,,2020-10-05,CV,0,0,0,0,0,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59,0,0,712890.59
1,0,,2020-10-05,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-10-12,CV,0,0,0,0,0,0,0,724388.83,0,0,724388.83,0,0,724388.83,0,0,724388.83,0,0,724388.83
1,0,,2020-10-12,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
1,0,,2020-10-19,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-10-19,CV,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
1,0,,2020-10-26,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-10-26,CV,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
1,0,,2020-11-02,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-11-02,CV,0,0,0,0,0,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46,0,0,740309.46
1,0,,2020-11-09,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-11-09,CV,0,0,0,0,0,0,0,761222.16,0,0,761222.16,0,0,761222.16,0,0,761222.16,0,0,761222.16
1,0,,2020-11-16,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,0,,2020-11-16,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-11-23,CV,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
0,0,,2020-11-23,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-11-30,CV,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2020-11-30,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-12-07,CV,0,0,0,0,0,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2020-12-07,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-12-14,CV,1,0,0,0,0,365250,9247.33,2035042.75,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2020-12-14,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-12-21,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2020-12-21,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2020-12-28,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2020-12-28,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2021-01-04,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-01-04,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2021-01-11,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-01-11,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2021-01-18,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-01-18,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2021-01-25,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-01-25,CV,0,0,0,0,0,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84,0,0,769921.84
1,0,,2021-02-01,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-02-01,CV,0,0,0,0,0,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71
1,0,,2021-02-08,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-02-08,CV,0,0,0,0,0,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92
1,0,,2021-02-15,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-02-15,CV,0,0,0,0,0,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92
1,0,,2021-02-22,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-02-22,CV,0,0,0,0,0,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92
1,0,,2021-03-01,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-03-01,CV,0,0,0,0,0,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92
1,0,,2021-03-08,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-03-08,CV,0,0,0,0,0,0,0,816583.77,0,0,816583.77,0,0,816583.77,0,0,816583.77,0,0,816583.77
1,0,,2021-03-15,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-03-15,CV,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,,2021-03-22,CV,0,0,0,0,0,0,0,1374860.43,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07,0,0,1283203.07
0,0,,2021-03-22,CV,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,0,,2021-03-29,CV,0,0,0,0,0,0,0,1497070.25,0,0,1389034.25,0,0,1389034.25,0,0,1389034.25,0,0,1389034.25
0,0,,2021-03-29,CV,0,0,0,0,0,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57,0,0,836871.57
1,1,Pfizer,2021-03-29,CV,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,0,,2021-04-05,CV,0,0,0,0,0,0,0,1643125.88,0,0,1513891.26,0,0,1513891.26,0,0,1513891.26,0,0,1513891.26
0,0,,2021-04-05,CV,0,0,0,0,0,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13,0,0,858193.13
1,1,Pfizer,2021-04-05,CV,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,1,Pfizer,2021-04-05,CV,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,0,,2020-01-06,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-01-06,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-01-13,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-01-13,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-01-20,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-01-20,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-01-27,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-01-27,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-02-03,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-02-03,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-02-10,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-02-10,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-02-17,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-02-17,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-02-24,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-02-24,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-03-02,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-03-02,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-03-09,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-03-09,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-03-16,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-03-16,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-03-23,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-03-23,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-03-30,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-03-30,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-04-06,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-04-06,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-04-13,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-04-13,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-04-20,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-04-20,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-04-27,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-04-27,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-05-04,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-05-04,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-05-11,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-05-11,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-05-18,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-05-18,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-05-25,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-05-25,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-06-01,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-06-01,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-06-08,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-06-08,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2020-06-15,COVCANCER,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,0,,2020-06-15,COVCANCER,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
