sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible
0,November,2020,18-24,420,420,420,420,420,420,420,420,420,420,420,0,0,0,0,0,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
0,December,2020,18-24,412,412,412,412,412,412,412,412,412,412,412,0,0,0,0,0,0,0,0,0,0,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91,0,0,327029.91
0,January,2021,18-24,398,398,398,398,398,398,398,398,398,398,398,0,0,0,0,0,0,0,0,0,0,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47,0,0,338533.47
0,February,2021,18-24,336,336,336,336,336,336,336,336,336,336,336,0,0,0,0,0,0,0,0,0,0,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96
0,March,2021,18-24,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41,0,0,362194.41
0,April,2021,18-24,132,132,132,132,132,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71
1,January,2020,40-49,975,975,975,975,975,975,975,975,975,975,975,0,0,0,0,0,0,0,0,0,0,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1,0,0,138191.1
1,February,2020,40-49,899,899,899,899,899,899,899,899,899,899,899,0,0,0,0,0,0,0,0,0,0,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55
1,March,2020,40-49,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
1,April,2020,40-49,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
1,May,2020,40-49,941,941,941,941,941,941,941,941,941,941,941,0,0,0,0,0,0,0,0,0,0,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19,0,0,143184.19
1,June,2020,40-49,900,900,900,900,900,900,900,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02
1,July,2020,40-49,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
1,August,2020,40-49,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
1,September,2020,40-49,900,900,900,900,900,900,900,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02,0,0,149707.02
1,October,2020,40-49,923,923,923,923,923,923,923,923,923,923,923,0,0,0,0,0,0,0,0,0,0,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51
1,November,2020,40-49,870,870,870,870,870,870,870,870,870,870,870,0,0,0,0,0,0,0,0,0,0,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34,0,0,154869.34
1,December,2020,40-49,825,825,825,825,825,825,825,825,825,825,825,0,0,0,0,0,0,0,0,0,0,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75,0,0,163316.75
0,January,2020,80+,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971
0,February,2020,80+,667,667,667,667,667,667,667,667,667,667,667,0,0,0,0,0,0,0,0,0,0,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48
0,March,2020,80+,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971
0,April,2020,80+,667,667,667,667,667,667,667,667,667,667,667,0,0,0,0,0,0,0,0,0,0,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48,0,0,202003.48
0,May,2020,80+,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59,0,0,197560.59
0,June,2020,80+,645,645,645,645,645,645,645,645,645,645,645,0,0,0,0,0,0,0,0,0,0,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52,0,0,208893.52
0,July,2020,80+,651,651,651,651,651,651,651,651,651,651,651,0,0,0,0,0,0,0,0,0,0,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24
0,August,2020,80+,651,651,651,651,651,651,651,651,651,651,651,0,0,0,0,0,0,0,0,0,0,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24,0,0,206968.24
0,September,2020,80+,630,630,630,630,630,630,630,630,630,630,630,0,0,0,0,0,0,0,0,0,0,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18
0,October,2020,80+,619,619,619,619,619,619,619,619,619,619,619,0,0,0,0,0,0,0,0,0,0,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73,0,0,217667.73
1,January,2020,70-79,527,527,527,527,500,527,500,527,527,527,527,0,0,0,1,0,1,0,0,0,0,0,0,255666.65,0,0,255666.65,0,0,255666.65,73050,1849.47,407008.55,0,0,255666.65,73050,1849.47,407008.55,0,0,255666.65,0,0,255666.65,0,0,255666.65,0,0,255666.65
1,February,2020,70-79,493,493,493,493,464,493,464,493,493,493,493,0,0,0,0,0,0,0,0,0,0,0,0,273298.83,0,0,273298.83,0,0,273298.83,0,0,290380,0,0,273298.83,0,0,290380,0,0,273298.83,0,0,273298.83,0,0,273298.83,0,0,273298.83
1,March,2020,70-79,527,527,527,527,496,527,496,527,527,527,527,0,0,0,0,0,0,0,0,0,0,0,0,255666.65,0,0,255666.65,0,0,255666.65,0,0,271645.81,0,0,255666.65,0,0,271645.81,0,0,255666.65,0,0,255666.65,0,0,255666.65,0,0,255666.65
1,April,2020,70-79,510,510,510,510,480,510,480,510,510,510,510,0,0,0,0,0,0,0,0,0,0,0,0,264188.87,0,0,264188.87,0,0,264188.87,0,0,280700.67,0,0,264188.87,0,0,280700.67,0,0,264188.87,0,0,264188.87,0,0,264188.87,0,0,264188.87
1,May,2020,70-79,496,496,496,496,465,496,465,496,496,496,496,0,0,0,0,0,0,0,0,0,0,0,0,271645.81,0,0,271645.81,0,0,271645.81,0,0,289755.53,0,0,271645.81,0,0,289755.53,0,0,271645.81,0,0,271645.81,0,0,271645.81,0,0,271645.81
1,June,2020,70-79,480,480,480,480,450,480,450,480,480,480,480,0,0,0,0,0,0,0,0,0,0,0,0,280700.67,0,0,280700.67,0,0,280700.67,0,0,299414.05,0,0,280700.67,0,0,299414.05,0,0,280700.67,0,0,280700.67,0,0,280700.67,0,0,280700.67
1,July,2020,70-79,482,482,482,482,451,482,451,482,482,482,482,0,0,0,0,0,0,0,0,0,0,0,0,279535.94,0,0,279535.94,0,0,279535.94,0,0,298750.16,0,0,279535.94,0,0,298750.16,0,0,279535.94,0,0,279535.94,0,0,279535.94,0,0,279535.94
1,August,2020,70-79,465,465,465,465,434,465,434,465,465,465,465,0,0,0,0,0,0,0,0,0,0,0,0,289755.53,0,0,289755.53,0,0,289755.53,0,0,310452.35,0,0,289755.53,0,0,310452.35,0,0,289755.53,0,0,289755.53,0,0,289755.53,0,0,289755.53
1,September,2020,70-79,444,444,444,444,414,444,414,444,444,444,444,0,0,0,0,0,0,0,0,0,0,0,0,303460.18,0,0,303460.18,0,0,303460.18,0,0,325450.05,0,0,303460.18,0,0,325450.05,0,0,303460.18,0,0,303460.18,0,0,303460.18,0,0,303460.18
1,October,2020,70-79,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
1,November,2020,70-79,420,420,420,420,390,420,390,420,420,420,420,0,0,0,0,0,0,0,0,0,0,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,345477.75,0,0,320800.77,0,0,345477.75,0,0,320800.77,0,0,320800.77,0,0,320800.77,0,0,320800.77
1,December,2020,70-79,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
1,January,2021,70-79,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,334333.31,0,0,310452.35,0,0,310452.35,0,0,310452.35,0,0,310452.35
1,February,2021,70-79,378,378,378,378,350,378,350,378,378,378,378,0,0,0,0,0,0,0,0,0,0,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,384960.92,0,0,356445.3,0,0,384960.92,0,0,356445.3,0,0,356445.3,0,0,356445.3,0,0,356445.3
1,March,2021,70-79,402,402,402,402,371,402,371,402,402,402,402,0,0,0,0,0,0,0,0,0,0,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,363170.68,0,0,335164.98,0,0,363170.68,0,0,335164.98,0,0,335164.98,0,0,335164.98,0,0,335164.98
1,April,2021,70-79,124,124,124,124,113,124,113,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1192356.83,0,0,1086583.24,0,0,1192356.83,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24,0,0,1086583.24
0,November,2020,80+,540,540,540,540,540,540,540,540,540,540,540,0,0,0,0,0,0,0,0,0,0,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71,0,0,249511.71
0,December,2020,80+,558,558,558,558,558,558,558,558,558,558,558,0,0,0,0,0,0,0,0,0,0,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94
0,January,2021,80+,558,558,558,558,558,558,558,558,558,558,558,0,0,0,0,0,0,0,0,0,0,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94,0,0,241462.94
0,February,2021,80+,479,479,479,479,479,479,479,479,479,479,479,0,0,0,0,0,0,0,0,0,0,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68
0,March,2021,80+,505,505,505,505,505,505,505,505,505,505,505,0,0,0,0,0,0,0,0,0,0,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6,0,0,266804.6
0,April,2021,80+,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71
0,January,2020,30-39,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,0,0,0,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22,0,0,158141.22
0,February,2020,30-39,783,783,783,783,783,783,783,783,783,783,783,0,0,0,0,0,0,0,0,0,0,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04,0,0,172077.04
0,March,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,April,2020,30-39,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14
0,May,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,June,2020,30-39,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14
0,July,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,August,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,September,2020,30-39,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14
0,October,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,November,2020,30-39,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14,0,0,166341.14
0,December,2020,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,January,2021,30-39,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3,0,0,160975.3
0,February,2021,30-39,734,734,734,734,734,734,734,734,734,734,734,0,0,0,0,0,0,0,0,0,0,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47,0,0,183564.47
0,March,2021,30-39,788,788,788,788,788,788,788,788,788,788,788,0,0,0,0,0,0,0,0,0,0,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18,0,0,170985.18
0,April,2021,30-39,275,275,275,275,275,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26,0,0,489950.26
1,January,2021,40-49,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65,0,0,167166.65
1,February,2021,40-49,728,728,728,728,728,728,728,728,728,728,728,0,0,0,0,0,0,0,0,0,0,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37,0,0,185077.37
1,March,2021,40-49,795,795,795,795,795,795,795,795,795,795,795,0,0,0,0,0,0,0,0,0,0,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65,0,0,169479.65
1,April,2021,40-49,256,256,256,256,256,256,256,256,256,256,256,0,0,0,0,0,0,0,0,0,0,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76
0,January,2020,70-79,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
0,February,2020,70-79,899,899,899,899,899,899,899,899,899,899,899,0,0,0,0,0,0,0,0,0,0,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55,0,0,149873.55
0,March,2020,70-79,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
0,April,2020,70-79,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
0,May,2020,70-79,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
0,June,2020,70-79,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
0,July,2020,70-79,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
0,August,2020,70-79,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29,0,0,140204.29
0,September,2020,70-79,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
