Dose,sex,ageband_at_study_entry,type_vax,week_fup,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
2,0,40-49,Pfizer,20,0,0,0,0,0,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5
2,0,40-49,Pfizer,21,0,0,0,0,0,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18
2,0,40-49,Pfizer,22,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,1,60-69,,0,2,1,0,0,0,4107.39,497.42,14837.32,2049.78,51.9,11420.63,0,0,7552.91,0,0,7552.91,0,0,7552.91
1,1,60-69,Pfizer,1,0,0,0,0,0,0,0,740309.46,0,0,712890.59,0,0,663725.72,0,0,663725.72,0,0,663725.72
1,1,60-69,Pfizer,2,0,0,0,0,0,0,0,740309.46,0,0,712890.59,0,0,663725.72,0,0,663725.72,0,0,663725.72
1,1,60-69,Pfizer,3,0,0,0,0,0,0,0,811664.59,0,0,787931.71,0,0,728304.44,0,0,728304.44,0,0,728304.44
1,1,60-69,Pfizer,4,0,0,0,0,0,0,0,2406005.75,0,0,2406005.75,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
2,1,60-69,Pfizer,1,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,2,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,3,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,4,0,0,0,0,0,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43,0,0,1374860.43
2,1,60-69,Pfizer,5,0,0,0,0,0,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57
2,1,60-69,Pfizer,6,0,0,0,0,0,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16,0,0,2208792.16
2,1,60-69,Pfizer,7,0,0,0,0,0,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71,0,0,2807006.71
2,1,60-69,Pfizer,8,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
2,1,60-69,Pfizer,9,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,10,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,11,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,12,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,13,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,14,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,15,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,16,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
2,1,60-69,Pfizer,17,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
2,1,60-69,Pfizer,18,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
2,1,60-69,Pfizer,19,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,60-69,Pfizer,20,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,60-69,Pfizer,21,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,1,30-39,,0,6,3,0,0,0,1748.46,641.65,3805.66,872.31,179.89,2549.25,0,0,1072.42,0,0,1072.42,0,0,1072.42
1,1,30-39,Moderna,1,0,0,0,0,0,0,0,593552.08,0,0,575796.25,0,0,575796.25,0,0,575796.25,0,0,575796.25
0,1,40-49,,0,8,1,1,0,0,1690.59,729.88,3331.14,211.16,5.35,1176.48,211.16,5.35,1176.48,0,0,778.49,0,0,778.49
0,0,80+,,0,2,0,0,0,0,1662.65,201.35,6006.05,0,0,3058.71,0,0,3058.71,0,0,3058.71,0,0,3058.71
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,215233.74,0,0,210525.5,0,0,210525.5,0,0,210525.5,0,0,208247.79
1,0,80+,Pfizer,2,0,0,0,0,0,0,0,216270.18,0,0,211516.99,0,0,211516.99,0,0,211516.99,0,0,209217.89
1,0,80+,Pfizer,3,0,0,0,0,0,0,0,241462.94,0,0,235553.01,0,0,235553.01,0,0,235553.01,0,0,232705.22
2,0,80+,Pfizer,1,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,2,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,3,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,4,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,5,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,6,0,0,0,0,0,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15,0,0,243646.15
2,0,80+,Pfizer,7,0,0,0,0,0,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6,0,0,252788.6
2,0,80+,Pfizer,8,0,0,0,0,0,0,0,274972.09,0,0,274972.09,0,0,274972.09,0,0,274972.09,0,0,274972.09
2,0,80+,Pfizer,9,0,0,0,0,0,0,0,327825.6,0,0,327825.6,0,0,327825.6,0,0,327825.6,0,0,327825.6
2,0,80+,Pfizer,10,0,0,0,0,0,0,0,413301.6,0,0,413301.6,0,0,413301.6,0,0,413301.6,0,0,413301.6
2,0,80+,Pfizer,11,0,0,0,0,0,0,0,575796.25,0,0,575796.25,0,0,575796.25,0,0,575796.25,0,0,575796.25
2,0,80+,Pfizer,12,0,0,0,0,0,0,0,863694.37,0,0,863694.37,0,0,863694.37,0,0,863694.37,0,0,863694.37
2,0,80+,Pfizer,13,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
2,0,80+,Pfizer,14,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,1,50-59,,0,4,1,0,0,0,799.46,217.83,2046.93,199.81,5.06,1113.27,0,0,737.03,0,0,737.03,0,0,737.03
1,1,50-59,Pfizer,1,0,0,0,0,0,0,0,95287.36,0,0,94353.17,0,0,93566.89,0,0,93566.89,0,0,93566.89
1,1,50-59,Pfizer,2,0,0,0,0,0,0,0,112186.78,0,0,111352.33,0,0,111168.58,0,0,111168.58,0,0,111168.58
1,1,50-59,Pfizer,3,0,0,0,0,0,0,0,147092.05,0,0,145976.51,0,0,145976.51,0,0,145976.51,0,0,145976.51
0,1,80+,,0,1,0,0,0,0,1227.98,31.09,6841.86,0,0,4521.2,0,0,4521.2,0,0,4521.2,0,0,4521.2
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,283059.5,0,0,278957.19,0,0,274972.09,0,0,274972.09,0,0,274972.09
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,283059.5,0,0,278957.19,0,0,274972.09,0,0,274972.09,0,0,274972.09
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,337685.02,0,0,331862.86,0,0,326238.07,0,0,326238.07,0,0,326238.07
1,1,80+,Pfizer,4,0,0,0,0,0,0,0,1924804.6,0,0,1749822.36,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,300080.9,0,0,300080.9,0,0,300080.9,0,0,300080.9,0,0,300080.9
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72,0,0,300750.72
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69,0,0,323108.69
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58
2,1,80+,Pfizer,10,0,0,0,0,0,0,0,528377.73,0,0,528377.73,0,0,528377.73,0,0,528377.73,0,0,528377.73
2,1,80+,Pfizer,11,0,0,0,0,0,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54
2,1,80+,Pfizer,12,0,0,0,0,0,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25,0,0,847398.25
2,1,80+,Pfizer,13,0,0,0,0,0,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54,0,0,1028521.54
2,1,80+,Pfizer,14,0,0,0,0,0,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49
2,1,80+,Pfizer,15,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
2,1,80+,Pfizer,16,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,17,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,18,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,19,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,20,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
2,1,80+,Pfizer,21,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
0,0,30-39,,0,4,1,1,0,0,1122.12,305.74,2873.07,280.37,7.1,1562.15,280.37,7.1,1562.15,0,0,1032.53,0,0,1032.53
1,1,30-39,Moderna,2,0,0,0,0,0,0,0,728304.44,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54
0,1,80+,,0,0,0,0,0,0,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01,0,0,184066.01
1,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,1,80+,Pfizer,3,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
2,1,80+,Pfizer,1,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,2,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,3,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,4,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,5,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,6,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,7,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,8,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
2,1,80+,Pfizer,9,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,0,80+,,0,3,1,1,1,1,2290.64,472.38,6694.22,759.86,19.24,4233.67,759.86,19.24,4233.67,759.86,19.24,4233.67,759.86,19.24,4233.67
0,1,20-29,,0,0,0,0,0,0,0,0,32958.98,0,0,32958.98,0,0,32958.98,0,0,32958.98,0,0,32958.98
1,1,40-49,Pfizer,1,0,0,0,0,0,0,0,152072.6,0,0,148388.02,0,0,148388.02,0,0,147252.81,0,0,147252.81
1,1,40-49,Pfizer,2,0,0,0,0,0,0,0,181585.34,0,0,176587.58,0,0,176587.58,0,0,174982.24,0,0,174982.24
1,1,40-49,Pfizer,3,0,0,0,0,0,0,0,233917.23,0,0,226447.6,0,0,226447.6,0,0,223814.49,0,0,223814.49
1,1,40-49,Pfizer,4,0,0,0,0,0,0,0,444674.33,0,0,434633.3,0,0,434633.3,0,0,425035.72,0,0,425035.72
1,1,40-49,Pfizer,5,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1480618.92,0,0,1480618.92
1,0,80+,Pfizer,1,0,0,0,0,0,0,0,182569.54,0,0,182569.54,0,0,182569.54,0,0,182569.54,0,0,182569.54
