sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,May,2020,30-39,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,30-39,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,30-39,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,30-39,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,30-39,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,30-39,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,30-39,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,2446,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,30-39,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,2441,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,30-39,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,2331,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,30-39,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,30-39,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,30-39,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,30-39,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,30-39,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,40-49,4633,4633,4633,4633,4633,4633,4633,4633,4633,4602,4633,4633,4633,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,40-49,4298,4298,4298,4298,4298,4298,4298,4298,4298,4269,4298,4298,4298,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,40-49,4546,4546,4546,4546,4546,4546,4546,4546,4546,4515,4546,4546,4546,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,40-49,4375,4375,4375,4375,4375,4375,4375,4375,4375,4345,4375,4375,4375,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,40-49,4464,4464,4464,4464,4464,4464,4464,4464,4464,4433,4464,4464,4464,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,40-49,4290,4290,4290,4290,4290,4290,4290,4290,4290,4246,4290,4290,4290,0,0,0,0,0,0,0,0,1,0,0,0
1,July,2020,40-49,4411,4411,4411,4411,4411,4411,4411,4411,4411,4349,4411,4411,4411,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,40-49,4313,4313,4313,4313,4313,4313,4313,4313,4313,4251,4313,4313,4313,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,40-49,4107,4107,4107,4107,4107,4107,4107,4107,4107,4047,4107,4107,4107,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,40-49,4182,4182,4182,4182,4182,4182,4182,4182,4182,4120,4182,4182,4182,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,40-49,3995,3995,3995,3995,3995,3995,3995,3995,3995,3935,3995,3995,3995,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,40-49,4029,4029,4029,4029,4029,4029,4029,4029,4029,3967,4029,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,40-49,3937,3937,3937,3937,3937,3937,3937,3937,3937,3875,3937,3937,3937,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,40-49,3455,3455,3455,3455,3455,3455,3455,3455,3455,3399,3455,3455,3455,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,40-49,3582,3582,3582,3582,3582,3582,3582,3582,3582,3520,3582,3582,3582,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,40-49,3371,3371,3371,3371,3371,3371,3371,3371,3371,3311,3371,3371,3371,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,40-49,3287,3287,3287,3287,3287,3287,3287,3287,3287,3205,3287,3287,3287,0,0,0,0,0,0,0,0,1,0,0,0
1,June,2021,40-49,2404,2404,2404,2404,2404,2404,2404,2404,2404,2361,2404,2404,2404,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,20-29,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,20-29,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,2465,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,20-29,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,20-29,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,2533,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,20-29,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,20-29,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,20-29,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,20-29,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,2542,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,20-29,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,20-29,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,20-29,2370,2370,2370,2370,2370,2370,2370,2370,2370,2370,2370,2370,2370,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,20-29,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,20-29,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,2355,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,20-29,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,20-29,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,20-29,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,2220,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,20-29,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,2234,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,20-29,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,80+,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,80+,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,4031,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,80+,4282,4282,4282,4282,4282,4282,4282,4282,4282,4282,4282,4282,4282,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,80+,4051,4051,4051,4051,4051,4051,4051,4051,4051,4051,4051,4051,4051,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,80+,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,80+,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,3897,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,80+,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,80+,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,80+,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,3840,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,80+,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,3967,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,80+,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,3810,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,80+,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,3921,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,80+,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,3862,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,80+,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,80+,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,80+,938,938,938,938,938,938,938,938,938,938,938,938,938,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,40-49,5099,5099,5099,5099,5099,5099,5099,5099,5099,5099,5099,5099,5099,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,40-49,4756,4756,4756,4756,4756,4756,4756,4756,4756,4756,4756,4756,4756,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,40-49,5084,5084,5084,5084,5084,5084,5084,5084,5084,5084,5084,5084,5084,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,40-49,4920,4920,4920,4920,4920,4920,4920,4920,4920,4920,4920,4920,4920,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,40-49,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,40-49,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,40-49,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,40-49,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,40-49,4752,4752,4752,4752,4752,4752,4752,4752,4752,4752,4752,4752,4752,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,40-49,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,40-49,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,4660,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,40-49,4686,4686,4686,4686,4686,4686,4686,4686,4686,4686,4686,4686,4686,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,40-49,4504,4504,4504,4504,4504,4504,4504,4504,4504,4504,4504,4504,4504,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,40-49,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,3859,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,40-49,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,40-49,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,40-49,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,40-49,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,50-59,5714,5714,5714,5714,5714,5714,5714,5714,5714,5683,5714,5714,5714,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,50-59,5325,5325,5325,5325,5325,5325,5325,5325,5325,5296,5325,5325,5325,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,50-59,5646,5646,5646,5646,5646,5646,5646,5646,5646,5615,5646,5646,5646,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2020,50-59,5460,5460,5460,5460,5460,5460,5460,5460,5460,5430,5460,5460,5460,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2020,50-59,5623,5623,5623,5623,5623,5623,5623,5623,5623,5592,5623,5623,5623,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2020,50-59,5430,5430,5430,5430,5430,5430,5430,5430,5430,5400,5430,5430,5430,0,0,0,0,0,0,0,0,0,0,0,0
1,July,2020,50-59,5600,5600,5600,5600,5600,5600,5600,5600,5600,5569,5600,5600,5600,0,0,0,0,0,0,0,0,0,0,0,0
1,August,2020,50-59,5580,5580,5580,5580,5580,5580,5580,5580,5580,5549,5580,5580,5580,0,0,0,0,0,0,0,0,0,0,0,0
1,September,2020,50-59,5393,5393,5393,5393,5393,5393,5393,5393,5393,5363,5393,5393,5393,0,0,0,0,0,0,0,0,0,0,0,0
1,October,2020,50-59,5534,5534,5534,5534,5534,5534,5534,5534,5534,5503,5534,5534,5534,0,0,0,0,0,0,0,0,0,0,0,0
1,November,2020,50-59,5273,5273,5273,5273,5273,5273,5273,5273,5273,5243,5273,5273,5273,0,0,0,0,0,0,0,0,0,0,0,0
1,December,2020,50-59,5339,5339,5339,5339,5339,5339,5339,5339,5339,5308,5339,5339,5339,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2021,50-59,5258,5258,5258,5258,5258,5258,5258,5258,5258,5227,5258,5258,5258,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2021,50-59,4536,4536,4536,4536,4536,4536,4536,4536,4536,4508,4536,4536,4536,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2021,50-59,4667,4667,4667,4667,4667,4667,4667,4667,4667,4636,4667,4667,4667,0,0,0,0,0,0,0,0,0,0,0,0
1,April,2021,50-59,4352,4352,4352,4352,4352,4352,4352,4352,4352,4322,4352,4352,4352,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,50-59,4142,4142,4142,4142,4142,4142,4142,4142,4142,4111,4142,4142,4142,0,0,0,0,0,0,0,0,0,0,0,0
1,June,2021,50-59,2458,2458,2458,2458,2458,2458,2458,2458,2458,2452,2458,2458,2458,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,50-59,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,0,0,0,0,0,0,0,0,0,0,0,0
1,May,2021,70-79,748,748,748,748,748,748,748,748,748,748,748,748,748,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,70-79,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,4140,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,70-79,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,3857,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,70-79,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,4098,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,70-79,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,70-79,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,70-79,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,3876,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,70-79,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,3956,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,70-79,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,3935,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,70-79,3773,3773,3773,3773,3773,3773,3773,3773,3773,3773,3773,3773,3773,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,70-79,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,3828,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,70-79,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,70-79,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,70-79,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,70-79,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,30-39,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,30-39,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,30-39,3392,3392,3392,3392,3392,3392,3392,3392,3392,3392,3392,3392,3392,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,30-39,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,30-39,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2020,5-11,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2020,5-11,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2020,5-11,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0
0,July,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,August,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,September,2020,5-11,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0
0,October,2020,5-11,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
0,November,2020,5-11,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0
0,December,2020,5-11,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,0,0,0,0,0,0,0,0,0,0,0,0
0,January,2021,5-11,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,0,0,0,0,0,0,0,0,0,0,0,0
0,February,2021,5-11,980,980,980,980,980,980,980,980,980,980,980,980,980,0,0,0,0,0,0,0,0,0,0,0,0
0,March,2021,5-11,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0
0,April,2021,5-11,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,0,0,0,0,0,0,0,0,0,0,0,0
0,May,2021,5-11,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,0,0,0,0,0,0,0,0,0,0,0,0
0,June,2021,5-11,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,0,0,0,0,0,0,0,0,0,0,0,0
1,January,2020,5-11,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,0,0,0,0,0,0,0,0,0,0,0,0
1,February,2020,5-11,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,0,0,0,0,0,0,0,0,0,0,0,0
1,March,2020,5-11,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,0,0,0,0,0,0,0,0,0,0,0,0
