Dose,type_vax,week_fup,sex,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_narrow,lb_DM_narrow,ub_DM_narrow,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_ALI_narrow,lb_ALI_narrow,ub_ALI_narrow,IR_ALI_broad,lb_ALI_broad,ub_ALI_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_Sinusthrom_narrow,lb_Sinusthrom_narrow,ub_Sinusthrom_narrow,IR_Sinusthrom_broad,lb_Sinusthrom_broad,ub_Sinusthrom_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_TP_narrow,lb_TP_narrow,ub_TP_narrow,IR_TP_broad,lb_TP_broad,ub_TP_broad,IR_BP_narrow,lb_BP_narrow,ub_BP_narrow,IR_BP_broad,lb_BP_broad,ub_BP_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP,IR_CVSTNoTP,lb_CVSTNoTP,ub_CVSTNoTP
1,Moderna,7,both_sexes,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176356.44,0,0,171638.63,0,0,165727.33,0,0,190037.13,0,0,184570.3,0,0,191932.08,0,0,165727.33,0,0,165727.33,0,0,177518.21,0,0,177518.21,0,0,176356.44,0,0,176356.44,0,0,165727.33,0,0,165727.33,0,0,171202.44,0,0,182569.54,0,0,165727.33,0,0,165727.33,0,0,176356.44,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,176356.44,0,0,176356.44,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,397452.28,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,165727.33,0,0,176356.44,0,0,176356.44,0,0,165727.33
1,Moderna,7,both_sexes,COVDIAB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108658.32,0,0,104527.79,0,0,104527.79,41982.76,1062.91,233912.96,0,0,111814.38,0,0,117366.13,0,0,109452.74,0,0,109452.74,0,0,111907.24,0,0,111907.24,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,106679.59,0,0,110985.44,0,0,104527.79,0,0,104527.79,0,0,108658.32,0,0,104527.79,0,0,106933.59,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,107018.52,0,0,104527.79,0,0,104527.79,0,0,108658.32,0,0,108658.32,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,104527.79,84548.61,2140.59,471074.71,0,0,104527.79,0,0,104527.79,0,0,104527.79,0,0,109452.74,0,0,108658.32,0,0,113990.12,0,0,104527.79
1,Moderna,7,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,728304.44,0,0,728304.44,0,0,644671.4,0,0,644671.4,0,0,744399.57,0,0,744399.57,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,2041459.43,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4,0,0,644671.4
1,Moderna,7,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,2208792.16,0,0,4646080.07,0,0,4646080.07,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,2208792.16,0,0,2208792.16,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,,,0,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36
1,Moderna,7,both_sexes,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,2173166.48,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
1,Moderna,7,both_sexes,CV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,64621.74,0,0,63977.36,0,0,63137.92,19448.88,492.4,108362.23,0,0,68778.11,0,0,71897.72,0,0,66701.15,0,0,66701.15,0,0,68568.1,0,0,68568.1,0,0,65374.25,0,0,65374.25,0,0,63137.92,0,0,63137.92,0,0,64777.08,0,0,67368.16,0,0,63137.92,0,0,63137.92,0,0,64621.74,0,0,63137.92,0,0,64007.75,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,64038.18,0,0,63137.92,0,0,63137.92,0,0,64621.74,0,0,64621.74,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,63137.92,116880,14154.71,422210.75,0,0,63137.92,0,0,63137.92,0,0,63137.92,0,0,66701.15,0,0,64621.74,0,0,68359.37,0,0,63137.92
1,Moderna,7,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126039.59,0,0,123611.3,0,0,120515.49,0,0,132614.49,0,0,126631.88,0,0,126631.88,0,0,120515.49,0,0,120515.49,0,0,130305.92,0,0,130305.92,0,0,123159.34,0,0,123159.34,0,0,120515.49,0,0,120515.49,0,0,126631.88,0,0,132745.14,0,0,120515.49,0,0,120515.49,0,0,126039.59,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,126039.59,0,0,126039.59,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,325450.05,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,120515.49,0,0,126039.59,0,0,126039.59,0,0,120515.49
1,Moderna,7,both_sexes,any_risk_factors,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32388.54,0,0,32225.86,0,0,32011.48,9637.2,243.99,53695.06,0,0,33400.18,0,0,34119.1,0,0,32902.64,0,0,32902.64,0,0,33600.08,0,0,33600.08,0,0,32576.48,0,0,32576.48,0,0,32011.48,0,0,32011.48,0,0,32427.51,0,0,33064.13,0,0,32011.48,0,0,32011.48,0,0,32388.54,0,0,32011.48,0,0,32233.57,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32241.28,0,0,32011.48,0,0,32011.48,0,0,32388.54,0,0,32388.54,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32011.48,42644.48,5164.44,154046.54,0,0,32011.48,0,0,32011.48,0,0,32011.48,0,0,32902.64,0,0,32388.54,0,0,33301.12,0,0,32011.48
1,Moderna,8,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,596178.42,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45,0,0,267865.45
1,Moderna,8,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,,,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
1,Moderna,8,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,518216.62,0,0,518216.62,0,0,518216.62,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,518216.62,0,0,518216.62,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,1924804.6,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02,0,0,471106.02
1,Moderna,8,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,308321.1,0,0,251843.59,0,0,266277.32,0,0,240171.7,0,0,240171.7,0,0,253740.72,0,0,253740.72,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,251843.59,0,0,251843.59,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,253263.76,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,910380.55,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7,0,0,240171.7
1,Moderna,8,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,,,0,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
1,Moderna,8,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,,,0,,,0,,,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,,,0,,,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,,,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
1,Moderna,8,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,,,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
1,Moderna,8,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,224186.89,0,0,213867.18,0,0,224186.89,0,0,213528.24,0,0,213528.24,0,0,215578.12,0,0,215578.12,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,213867.18,0,0,224935.43,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,214890.47,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,1433365.13,0,0,205390.73,0,0,205390.73,0,0,205390.73,0,0,213528.24,0,0,205390.73,0,0,213528.24,0,0,205390.73
1,Moderna,8,0,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,237630.2,0,0,237630.2,0,0,237630.2,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,237630.2,0,0,237630.2,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,536798.1,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34,0,0,227211.34
1,Moderna,8,0,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,76337.86,0,0,72322.23,0,0,73465.82,0,0,72283.43,0,0,72283.43,0,0,73706.96,0,0,73706.96,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,72322.23,0,0,73546.03,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,72438.88,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,228366.65,0,0,71326.8,0,0,71326.8,0,0,71326.8,0,0,72283.43,0,0,71326.8,0,0,72283.43,0,0,71326.8
1,Moderna,8,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,242768.15,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,242768.15,0,0,242768.15,0,0,267333.97,0,0,267333.97,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,401000.96,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71,0,0,231505.71
1,Moderna,8,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516231.12,0,0,578267.48,0,0,516231.12,0,0,580760.01,0,0,955576.75,0,0,1192356.83,0,0,585810.1,0,0,585810.1,0,0,578267.48,0,0,578267.48,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,578267.48,0,0,578267.48,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,516231.12,,,0,0,0,516231.12,0,0,516231.12,0,0,516231.12,0,0,585810.1,0,0,516231.12,0,0,585810.1,0,0,516231.12
1,Moderna,8,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274972.09,0,0,260108.73,0,0,246769.82,0,0,292269.68,0,0,275534.4,0,0,292269.68,0,0,246769.82,0,0,246769.82,0,0,273854.31,0,0,273854.31,0,0,273854.31,0,0,273854.31,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,274972.09,0,0,246769.82,0,0,246769.82,0,0,274972.09,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,274972.09,0,0,274972.09,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,491738.4,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,246769.82,0,0,274972.09,0,0,274972.09,0,0,246769.82
