datasource,week,vx_manufacturer,dose,birth_cohort,AESI,IR,lb,ub
ARS,2021-02-01,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,all_birth_cohorts,HF_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,<1940,CAD_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,<1940,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,<1940,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1960-1969,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,<1940,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1980-1989,CAD_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1970-1979,CAD_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1940-1949,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1980-1989,CAD_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,all_birth_cohorts,CAD_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,<1940,GENCONV_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,<1940,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,<1940,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1960-1969,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,<1940,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1970-1979,GENCONV_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1940-1949,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1980-1989,GENCONV_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,all_birth_cohorts,GENCONV_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-01-11,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-01-18,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-01-25,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-02-01,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-02-01,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-02-08,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-02-08,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-02-15,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-02-15,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-02-22,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-02-22,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-01,Pfizer,1,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-01,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-01,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-08,Pfizer,1,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-08,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-08,Pfizer,1,<1940,ANAPHYL_broad,0,0,0
ARS,2021-03-08,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,1,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,1,<1940,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,2,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,1,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,1,<1940,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,2,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,1,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,2,1960-1969,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,1,<1940,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,1,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-03-29,AstraZeneca,1,1970-1979,ANAPHYL_broad,0,0,0
ARS,2021-03-29,AstraZeneca,1,1940-1949,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,2,1980-1989,ANAPHYL_broad,0,0,0
ARS,2021-01-04,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-01-11,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-01-18,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-01-25,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-02-01,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-02-08,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-02-15,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-02-22,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-01,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-08,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-15,Pfizer,2,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-22,Pfizer,2,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-29,Pfizer,2,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-03-29,AstraZeneca,1,all_birth_cohorts,ANAPHYL_broad,0,0,0
ARS,2021-01-04,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,<1940,Ischstroke_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,<1940,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,<1940,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1960-1969,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,<1940,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1970-1979,Ischstroke_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,1940-1949,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,1980-1989,Ischstroke_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-01-11,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-01-18,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-01-25,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-02-01,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-02-08,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-02-15,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-02-22,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-01,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-08,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-15,Pfizer,2,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-22,Pfizer,2,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-29,Pfizer,2,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-03-29,AstraZeneca,1,all_birth_cohorts,Ischstroke_narrow,0,0,0
ARS,2021-01-04,Pfizer,1,1970-1979,Ischstroke_broad,0,0,0
ARS,2021-01-11,Pfizer,1,1970-1979,Ischstroke_broad,0,0,0
