sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,0,,2020-03-02,CV,0,0,0,0,0,0,0,34188.36,0,0,34188.36,0,0,34188.36,0,0,34188.36,0,0,34188.36
1,0,,2020-03-09,CV,0,0,0,0,0,0,0,37921.85,0,0,37921.85,0,0,37921.85,0,0,37921.85,0,0,37921.85
0,0,,2020-03-09,CV,0,0,0,0,0,0,0,34266.61,0,0,34266.61,0,0,34266.61,0,0,34266.61,0,0,34266.61
1,0,,2020-03-16,CV,0,0,0,0,0,0,0,37964.59,0,0,37964.59,0,0,37964.59,0,0,37964.59,0,0,37964.59
0,0,,2020-03-16,CV,0,0,0,0,0,0,0,34371.51,0,0,34371.51,0,0,34371.51,0,0,34371.51,0,0,34371.51
1,0,,2020-03-23,CV,0,0,0,0,0,0,0,38039.62,0,0,38039.62,0,0,38039.62,0,0,38039.62,0,0,38039.62
0,0,,2020-03-23,CV,0,0,0,0,0,0,0,34389.06,0,0,34389.06,0,0,34389.06,0,0,34389.06,0,0,34389.06
1,0,,2020-03-30,CV,0,0,0,0,0,0,0,38061.11,0,0,38061.11,0,0,38061.11,0,0,38061.11,0,0,38061.11
0,0,,2020-03-30,CV,0,0,0,0,0,0,0,34547.77,0,0,34547.77,0,0,34547.77,0,0,34547.77,0,0,34547.77
1,0,,2020-04-06,CV,0,0,0,0,0,0,0,38212.23,0,0,38212.23,0,0,38212.23,0,0,38212.23,0,0,38212.23
0,0,,2020-04-06,CV,0,0,0,0,0,0,0,34565.5,0,0,34565.5,0,0,34565.5,0,0,34565.5,0,0,34565.5
1,0,,2020-04-13,CV,0,0,0,0,0,0,0,38266.49,0,0,38266.49,0,0,38266.49,0,0,38266.49,0,0,38266.49
0,0,,2020-04-13,CV,0,0,0,0,0,0,0,34618.79,0,0,34618.79,0,0,34618.79,0,0,34618.79,0,0,34618.79
1,0,,2020-04-20,CV,0,0,0,0,0,0,0,38353.64,0,0,38353.64,0,0,38353.64,0,0,38353.64,0,0,38353.64
0,0,,2020-04-20,CV,1,1,1,1,1,9391.87,237.78,52328.18,9391.87,237.78,52328.18,9391.87,237.78,52328.18,9391.87,237.78,52328.18,9391.87,237.78,52328.18
1,0,,2020-04-27,CV,0,0,0,0,0,0,0,38419.25,0,0,38419.25,0,0,38419.25,0,0,38419.25,0,0,38419.25
0,0,,2020-04-27,CV,0,0,0,0,0,0,0,34681.16,0,0,34681.16,0,0,34681.16,0,0,34681.16,0,0,34681.16
1,0,,2020-05-04,CV,0,0,0,0,0,0,0,38485.1,0,0,38485.1,0,0,38485.1,0,0,38485.1,0,0,38485.1
0,0,,2020-05-04,CV,0,0,0,0,0,0,0,34770.66,0,0,34770.66,0,0,34770.66,0,0,34770.66,0,0,34770.66
1,0,,2020-05-11,CV,0,0,0,0,0,0,0,38661.79,0,0,38661.79,0,0,38661.79,0,0,38661.79,0,0,38661.79
0,0,,2020-05-11,CV,0,0,0,0,0,0,0,34914.83,0,0,34914.83,0,0,34914.83,0,0,34914.83,0,0,34914.83
1,0,,2020-05-18,CV,0,0,0,0,0,0,0,38873.72,0,0,38873.72,0,0,38873.72,0,0,38873.72,0,0,38873.72
0,0,,2020-05-18,CV,0,0,0,0,0,0,0,34996.45,0,0,34996.45,0,0,34996.45,0,0,34996.45,0,0,34996.45
1,0,,2020-05-25,CV,0,0,0,0,0,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66
0,0,,2020-05-25,CV,1,0,0,0,0,9499.35,240.5,52926.99,0,0,34996.45,0,0,34996.45,0,0,34996.45,0,0,34996.45
1,0,,2020-06-01,CV,0,0,0,0,0,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66
0,0,,2020-06-01,CV,1,1,0,0,0,9504.29,240.63,52954.53,9487.01,240.19,52858.25,0,0,34996.45,0,0,34996.45,0,0,34996.45
1,0,,2020-06-08,CV,0,0,0,0,0,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66,0,0,38963.66
0,0,,2020-06-08,CV,0,0,0,0,0,0,0,35124.17,0,0,35060.19,0,0,34996.45,0,0,34996.45,0,0,34996.45
1,0,,2020-06-15,CV,0,0,0,0,0,0,0,39020.08,0,0,39020.08,0,0,39020.08,0,0,39020.08,0,0,39020.08
0,0,,2020-06-15,CV,0,0,0,0,0,0,0,35124.17,0,0,35060.19,0,0,34996.45,0,0,34996.45,0,0,34996.45
1,0,,2020-06-22,CV,0,0,0,0,0,0,0,39224.55,0,0,39224.55,0,0,39224.55,0,0,39224.55,0,0,39224.55
0,0,,2020-06-22,CV,1,0,0,0,0,9554.02,241.89,53231.57,0,0,35151.66,0,0,35087.58,0,0,35087.58,0,0,35087.58
1,0,,2020-06-29,CV,0,0,0,0,0,0,0,39362.06,0,0,39362.06,0,0,39362.06,0,0,39362.06,0,0,39362.06
0,0,,2020-06-29,CV,0,0,0,0,0,0,0,35391.73,0,0,35262.06,0,0,35197.58,0,0,35197.58,0,0,35197.58
1,0,,2020-07-06,CV,0,0,0,0,0,0,0,39465.82,0,0,39465.82,0,0,39465.82,0,0,39465.82,0,0,39465.82
0,0,,2020-07-06,CV,0,0,0,0,0,0,0,35447.6,0,0,35317.52,0,0,35252.83,0,0,35252.83,0,0,35252.83
1,0,,2020-07-13,CV,0,0,0,0,0,0,0,39605.03,0,0,39605.03,0,0,39605.03,0,0,39605.03,0,0,39605.03
0,0,,2020-07-13,CV,0,0,0,0,0,0,0,35531.73,0,0,35401.03,0,0,35336.04,0,0,35336.04,0,0,35336.04
1,0,,2020-07-20,CV,0,0,0,0,0,0,0,39651.65,0,0,39651.65,0,0,39651.65,0,0,39651.65,0,0,39651.65
0,0,,2020-07-20,CV,0,0,0,0,0,0,0,35578.64,0,0,35447.6,0,0,35382.44,0,0,35382.44,0,0,35382.44
1,0,,2020-07-27,CV,0,0,0,0,0,0,0,39874.61,0,0,39874.61,0,0,39874.61,0,0,39874.61,0,0,39874.61
0,0,,2020-07-27,CV,0,0,0,0,0,0,0,35625.68,0,0,35494.29,0,0,35428.96,0,0,35428.96,0,0,35428.96
1,0,,2020-08-03,CV,0,0,0,0,0,0,0,39945.54,0,0,39945.54,0,0,39945.54,0,0,39945.54,0,0,39945.54
0,0,,2020-08-03,CV,0,0,0,0,0,0,0,35644.53,0,0,35513,0,0,35447.6,0,0,35447.6,0,0,35447.6
1,0,,2020-08-10,CV,0,0,0,0,0,0,0,40064.32,0,0,40064.32,0,0,40064.32,0,0,40064.32,0,0,40064.32
0,0,,2020-08-10,CV,0,0,0,0,0,0,0,35644.53,0,0,35513,0,0,35447.6,0,0,35447.6,0,0,35447.6
1,0,,2020-08-17,CV,0,0,0,0,0,0,0,40485.67,0,0,40485.67,0,0,40485.67,0,0,40485.67,0,0,40485.67
0,0,,2020-08-17,CV,0,0,0,0,0,0,0,35663.4,0,0,35531.73,0,0,35466.26,0,0,35466.26,0,0,35466.26
1,0,,2020-08-24,CV,0,0,0,0,0,0,0,40546.59,0,0,40546.59,0,0,40546.59,0,0,40546.59,0,0,40546.59
0,0,,2020-08-24,CV,0,0,0,0,0,0,0,35805.56,0,0,35672.84,0,0,35606.85,0,0,35606.85,0,0,35606.85
1,0,,2020-08-31,CV,0,0,0,0,0,0,0,40632.18,0,0,40632.18,0,0,40632.18,0,0,40632.18,0,0,40632.18
0,0,,2020-08-31,CV,0,0,0,0,0,0,0,35872.29,0,0,35739.08,0,0,35672.84,0,0,35672.84,0,0,35672.84
1,0,,2020-09-07,CV,0,0,0,0,0,0,0,40693.54,0,0,40693.54,0,0,40693.54,0,0,40693.54,0,0,40693.54
0,0,,2020-09-07,CV,0,0,0,0,0,0,0,35910.53,0,0,35777.04,0,0,35710.66,0,0,35710.66,0,0,35710.66
1,0,,2020-09-14,CV,0,0,0,0,0,0,0,40755.09,0,0,40755.09,0,0,40755.09,0,0,40755.09,0,0,40755.09
0,0,,2020-09-14,CV,0,0,0,0,0,0,0,35910.53,0,0,35777.04,0,0,35710.66,0,0,35710.66,0,0,35710.66
1,0,,2020-09-21,CV,0,0,0,0,0,0,0,40940.85,0,0,40940.85,0,0,40940.85,0,0,40940.85,0,0,40940.85
0,0,,2020-09-21,CV,0,0,0,0,0,0,0,35929.69,0,0,35796.05,0,0,35729.6,0,0,35729.6,0,0,35729.6
1,0,,2020-09-28,CV,0,0,0,0,0,0,0,41040.61,0,0,41040.61,0,0,41040.61,0,0,41040.61,0,0,41040.61
0,0,,2020-09-28,CV,0,0,0,0,0,0,0,36025.75,0,0,35891.4,0,0,35824.6,0,0,35824.6,0,0,35824.6
1,0,,2020-10-05,CV,0,0,0,0,0,0,0,41065.63,0,0,41065.63,0,0,41065.63,0,0,41065.63,0,0,41065.63
0,0,,2020-10-05,CV,0,0,0,0,0,0,0,36102.98,0,0,35968.05,0,0,35900.97,0,0,35900.97,0,0,35900.97
1,0,,2020-10-12,CV,0,0,0,0,0,0,0,41128.3,0,0,41128.3,0,0,41128.3,0,0,41128.3,0,0,41128.3
0,0,,2020-10-12,CV,0,0,0,0,0,0,0,36248.67,0,0,36112.66,0,0,36045.03,0,0,36045.03,0,0,36045.03
1,0,,2020-10-19,CV,0,0,0,0,0,0,0,41228.98,0,0,41228.98,0,0,41228.98,0,0,41228.98,0,0,41228.98
0,0,,2020-10-19,CV,0,0,0,0,0,0,0,36385.72,0,0,36248.67,0,0,36180.54,0,0,36180.54,0,0,36180.54
1,0,,2020-10-26,CV,0,0,0,0,0,0,0,41393.65,0,0,41393.65,0,0,41393.65,0,0,41393.65,0,0,41393.65
0,0,,2020-10-26,CV,0,0,0,0,0,0,0,36444.77,0,0,36307.28,0,0,36238.92,0,0,36238.92,0,0,36238.92
1,0,,2020-11-02,CV,0,0,0,0,0,0,0,41393.65,0,0,41393.65,0,0,41393.65,0,0,41393.65,0,0,41393.65
0,0,,2020-11-02,CV,0,0,0,0,0,0,0,36474.37,0,0,36336.66,0,0,36268.19,0,0,36268.19,0,0,36268.19
1,0,,2020-11-09,CV,0,0,0,0,0,0,0,41482.86,0,0,41482.86,0,0,41482.86,0,0,41482.86,0,0,41482.86
0,0,,2020-11-09,CV,0,0,0,0,0,0,0,36563.45,0,0,36425.07,0,0,36356.27,0,0,36356.27,0,0,36356.27
1,0,,2020-11-16,CV,0,0,0,0,0,0,0,41546.82,0,0,41546.82,0,0,41546.82,0,0,41546.82,0,0,41546.82
0,0,,2020-11-16,CV,1,1,1,1,1,9930.67,251.42,55330.15,9893.01,250.47,55120.33,9874.29,250,55016.02,9874.29,250,55016.02,9874.29,250,55016.02
1,0,,2020-11-23,CV,1,0,0,0,0,11311.55,286.38,63023.93,0,0,41701.12,0,0,41701.12,0,0,41701.12,0,0,41701.12
0,0,,2020-11-23,CV,0,0,0,0,0,0,0,36692.9,0,0,36553.53,0,0,36484.25,0,0,36484.25,0,0,36484.25
1,0,,2020-11-30,CV,0,0,0,0,0,0,0,41934.74,0,0,41843.58,0,0,41843.58,0,0,41843.58,0,0,41843.58
0,0,,2020-11-30,CV,0,0,0,0,0,0,0,36732.91,0,0,36593.24,0,0,36523.81,0,0,36523.81,0,0,36523.81
1,0,,2020-12-07,CV,2,2,1,1,1,22828.13,2764.59,82463.04,22778.3,2758.56,82283.04,11382.05,288.17,63416.73,11382.05,288.17,63416.73,11382.05,288.17,63416.73
0,0,,2020-12-07,CV,0,0,0,0,0,0,0,36732.91,0,0,36593.24,0,0,36523.81,0,0,36523.81,0,0,36523.81
1,0,,2020-12-14,CV,0,0,0,0,0,0,0,42276.85,0,0,42184.2,0,0,42091.95,0,0,42091.95,0,0,42091.95
0,0,,2020-12-14,CV,1,0,0,0,0,9971.33,252.45,55556.72,0,0,36623.08,0,0,36553.53,0,0,36553.53,0,0,36553.53
1,0,,2020-12-21,CV,0,0,0,0,0,0,0,42383.24,0,0,42290.12,0,0,42197.41,0,0,42197.41,0,0,42197.41
0,0,,2020-12-21,CV,0,0,0,0,0,0,0,36873.65,0,0,36662.94,0,0,36593.24,0,0,36593.24,0,0,36593.24
1,0,,2020-12-28,CV,1,1,0,0,0,11543.93,292.27,64318.67,11518.45,291.62,64176.69,0,0,42396.58,0,0,42396.58,0,0,42396.58
0,0,,2020-12-28,CV,1,0,0,0,0,10006.85,253.35,55754.6,0,0,36692.9,0,0,36623.08,0,0,36623.08,0,0,36623.08
1,0,,2021-01-04,CV,1,1,0,0,0,11691.74,296.01,65142.21,11665.6,295.35,64996.57,0,0,42827.82,0,0,42827.82,0,0,42827.82
0,0,,2021-01-04,CV,1,0,0,0,0,10086.99,255.38,56201.13,0,0,36893.85,0,0,36823.26,0,0,36823.26,0,0,36823.26
1,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
0,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
1,0,,2021-01-11,CV,0,0,0,0,0,0,0,43888.05,0,0,43788.21,0,0,43491.39,0,0,43491.39,0,0,43491.39
0,0,,2021-01-11,CV,2,1,0,0,0,20427.85,2473.91,73792.43,10117.73,256.16,56372.38,0,0,37219.98,0,0,37219.98,0,0,37219.98
1,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
0,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,0,,2021-01-18,CV,2,1,0,0,0,24061.26,2913.93,86917.56,12002.96,303.89,66876.2,0,0,43974,0,0,43974,0,0,43974
0,0,,2021-01-18,CV,0,0,0,0,0,0,0,37964.59,0,0,37593.84,0,0,37447.56,0,0,37447.56,0,0,37447.56
1,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13,0,0,1433365.13
0,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,0,,2021-01-25,CV,0,0,0,0,0,0,0,44688.66,0,0,44482.11,0,0,44074.69,0,0,44074.69,0,0,44074.69
0,0,,2021-01-25,CV,0,0,0,0,0,0,0,38082.62,0,0,37709.58,0,0,37562.4,0,0,37562.4,0,0,37562.4
1,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68,0,0,1897694.68
0,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07
0,2,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,2,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
1,0,,2021-02-01,CV,1,0,0,0,0,12158.79,307.83,67744.43,0,0,44614.68,0,0,44204.83,0,0,44204.83,0,0,44204.83
0,0,,2021-02-01,CV,1,0,0,0,0,10376.42,262.71,57813.71,0,0,37836.65,0,0,37688.48,0,0,37688.48,0,0,37688.48
1,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
1,2,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08,0,0,2495117.08
0,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,2,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
1,0,,2021-02-08,CV,2,1,0,0,0,24447.79,2960.74,88313.83,12138.58,307.32,67631.86,0,0,44364.94,0,0,44364.94,0,0,44364.94
0,0,,2021-02-08,CV,1,0,0,0,0,10459.62,264.81,58277.28,0,0,38179.75,0,0,38028.88,0,0,38028.88,0,0,38028.88
1,2,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,2,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-02-15,CV,1,0,0,0,0,12352.05,312.73,68821.2,0,0,45122.68,0,0,44599.91,0,0,44599.91,0,0,44599.91
0,0,,2021-02-15,CV,0,0,0,0,0,0,0,38728.46,0,0,38266.49,0,0,38114.94,0,0,38114.94,0,0,38114.94
1,2,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
0,2,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,AstraZeneca,2021-02-15,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
0,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,0,,2021-02-22,CV,1,0,0,0,0,12487.18,316.15,69574.11,0,0,45472.94,0,0,44942.07,0,0,44942.07,0,0,44942.07
0,0,,2021-02-22,CV,0,0,0,0,0,0,0,38997.49,0,0,38573.24,0,0,38419.25,0,0,38419.25,0,0,38419.25
1,2,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36,0,0,1749822.36
1,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
0,2,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,4491210.74,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
0,1,AstraZeneca,2021-02-22,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Moderna,2021-02-22,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,0,,2021-03-01,CV,0,0,0,0,0,0,0,46930.1,0,0,46253.46,0,0,45704.32,0,0,45704.32,0,0,45704.32
0,0,,2021-03-01,CV,0,0,0,0,0,0,0,39898.23,0,0,39488.96,0,0,39327.59,0,0,39327.59,0,0,39327.59
1,2,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36,0,0,1548693.36
1,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
0,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,1320944.33,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
0,2,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,Moderna,2021-03-01,CV,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
0,1,AstraZeneca,2021-03-01,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-08,CV,1,0,0,0,0,13257.71,335.66,73867.25,0,0,48137.31,0,0,47542.81,0,0,47542.81,0,0,47542.81
0,0,,2021-03-08,CV,0,0,0,0,0,0,0,41636.69,0,0,41191.17,0,0,41078.15,0,0,41078.15,0,0,41078.15
1,2,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
1,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56
0,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,575796.25,0,0,559071.88,0,0,547708.63,0,0,547708.63,0,0,547708.63
0,2,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Moderna,2021-03-08,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
1,1,Moderna,2021-03-08,CV,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,1,AstraZeneca,2021-03-08,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-15,CV,0,0,0,0,0,0,0,51485.03,0,0,50538.76,0,0,49883.87,0,0,49883.87,0,0,49883.87
0,0,,2021-03-15,CV,0,0,0,0,0,0,0,44103.54,0,0,43603.99,0,0,43505.43,0,0,43505.43,0,0,43505.43
1,2,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
1,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76,0,0,526313.76
0,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,375310.09,0,0,368132.03,0,0,361223.38,0,0,361223.38,0,0,361223.38
0,2,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
0,1,AstraZeneca,2021-03-15,CV,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
0,1,Moderna,2021-03-15,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,1,Moderna,2021-03-15,CV,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
1,1,AstraZeneca,2021-03-15,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,0,,2021-03-22,CV,0,0,0,0,0,0,0,54329.16,0,0,53276.52,0,0,52549.27,0,0,52549.27,0,0,52549.27
0,0,,2021-03-22,CV,0,0,0,0,0,0,0,46364.87,0,0,45813.1,0,0,45704.32,0,0,45704.32,0,0,45704.32
1,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34,0,0,948847.34
0,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,348155.87,0,0,341970.36,0,0,336000.8,0,0,336000.8,0,0,336000.8
0,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74,0,0,1213840.74
1,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08,0,0,488175.08
0,1,AstraZeneca,2021-03-22,CV,0,0,0,0,0,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81,0,0,1871337.81
