sex,Dose,type_vax,week,riskfactor,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_narrow,lb_DM_narrow,ub_DM_narrow,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,2020-03-16,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,110620.95,0,0,112561.67,0,0,110620.95,0,0,114571.7,0,0,114571.7,0,0,115952.08,0,0,111260.38,0,0,115952.08,0,0,118815.1,0,0,118815.1,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,112561.67,30037.01,760.47,167355.49,30037.01,760.47,167355.49,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,113223.8,0,0,115952.08,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,223814.49,0,0,110620.95,0,0,110620.95,0,0,110620.95,0,0,113893.76,0,0,111907.24,0,0,115257.76
0,0,0,2020-03-23,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110711.85,0,0,112655.79,0,0,110711.85,0,0,114669.21,0,0,114669.21,0,0,116051.96,0,0,111352.33,0,0,116051.96,0,0,118919.97,0,0,118919.97,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,112655.79,0,0,111352.33,0,0,111352.33,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,113319.03,0,0,116051.96,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,223814.49,0,0,110711.85,0,0,110711.85,0,0,110711.85,0,0,113990.12,0,0,112000.27,0,0,115356.44
0,0,0,2020-03-30,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111260.38,0,0,113223.8,0,0,111260.38,0,0,115257.76,0,0,115257.76,0,0,116654.82,0,0,111907.24,0,0,116654.82,0,0,119553.08,0,0,119553.08,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,113223.8,0,0,111907.24,0,0,111907.24,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,113893.76,0,0,116654.82,0,0,112561.67,0,0,112561.67,0,0,112561.67,60875,1541.22,339173.79,0,0,111260.38,0,0,111260.38,0,0,111260.38,0,0,114571.7,0,0,112561.67,0,0,115952.08
0,0,0,2020-04-06,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111352.33,0,0,113319.03,0,0,111352.33,0,0,115356.44,0,0,115356.44,0,0,116755.91,0,0,112000.27,0,0,116755.91,0,0,119659.26,0,0,119659.26,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,113319.03,0,0,112000.27,0,0,112000.27,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,113990.12,0,0,116755.91,0,0,112655.79,0,0,112655.79,0,0,112655.79,0,0,226447.6,0,0,111352.33,0,0,111352.33,0,0,111352.33,0,0,114669.21,0,0,112655.79,0,0,116051.96
0,0,0,2020-04-13,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111907.24,0,0,113893.76,0,0,111907.24,0,0,115952.08,0,0,115952.08,0,0,117366.13,0,0,112561.67,0,0,117366.13,0,0,120300.29,0,0,120300.29,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,113893.76,0,0,112561.67,0,0,112561.67,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,114571.7,0,0,117366.13,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,226447.6,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,115257.76,0,0,113223.8,0,0,116654.82
0,0,0,2020-04-20,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111907.24,0,0,113893.76,0,0,111907.24,0,0,115952.08,0,0,115952.08,0,0,117366.13,0,0,112561.67,0,0,117366.13,0,0,120300.29,0,0,120300.29,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,113893.76,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,114571.7,0,0,117366.13,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,226447.6,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,115257.76,0,0,113223.8,0,0,116654.82
0,0,0,2020-04-27,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111907.24,0,0,113893.76,0,0,111907.24,0,0,115952.08,0,0,115952.08,0,0,117366.13,0,0,112561.67,0,0,117366.13,0,0,120300.29,0,0,120300.29,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,113893.76,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,114571.7,0,0,117366.13,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,226447.6,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,115257.76,0,0,113223.8,0,0,116654.82
0,0,0,2020-05-04,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112000.27,0,0,113990.12,0,0,112000.27,0,0,116051.96,0,0,116051.96,0,0,117468.46,0,0,112655.79,0,0,117468.46,0,0,120407.79,0,0,120407.79,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,113893.76,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,112000.27,0,0,114669.21,0,0,117468.46,0,0,113319.03,0,0,113319.03,0,0,113319.03,0,0,226447.6,0,0,112000.27,0,0,112000.27,30361.6,768.69,169163.99,0,0,115356.44,0,0,113319.03,0,0,116755.91
0,0,0,2020-05-11,CV,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,112939.08,0,0,114962.73,0,0,112939.08,0,0,117060.23,31788.51,804.82,177114.25,32180.62,814.74,179298.92,0,0,113605.67,0,0,118501.6,0,0,121493.53,0,0,121493.53,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,114280.17,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,115653.5,0,0,118501.6,31005.94,785,172754.05,31005.94,785,172754.05,0,0,114280.17,0,0,226447.6,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,116352.61,31005.94,785,172754.05,31955.38,809.04,178043.98
0,0,0,2020-05-18,CV,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,113223.8,0,0,115257.76,0,0,113223.8,31983.36,809.75,178199.89,32180.62,814.74,179298.92,32582.52,824.92,181538.16,31032.29,785.67,172900.83,32380.32,819.8,180411.59,0,0,121823.08,0,0,121823.08,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,114571.7,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,115952.08,0,0,118815.1,0,0,115257.76,0,0,115257.76,0,0,114571.7,61386.55,1554.17,342023.99,0,0,113223.8,0,0,113223.8,0,0,113223.8,31788.51,804.82,177114.25,0,0,115257.76,32380.32,819.8,180411.59
0,0,0,2020-05-25,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113223.8,0,0,115257.76,0,0,113223.8,0,0,118086.17,0,0,118815.1,0,0,120300.29,0,0,114571.7,0,0,119553.08,0,0,121823.08,0,0,121823.08,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,114571.7,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,115952.08,0,0,118815.1,0,0,115257.76,0,0,115257.76,0,0,114571.7,0,0,229143.4,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,117366.13,0,0,115257.76,0,0,119553.08
0,0,0,2020-06-01,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113223.8,0,0,115257.76,0,0,113223.8,0,0,118086.17,0,0,118815.1,0,0,120300.29,0,0,114571.7,0,0,119553.08,0,0,121823.08,0,0,121823.08,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,114571.7,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,115952.08,0,0,118815.1,0,0,115257.76,0,0,115257.76,0,0,114571.7,0,0,229143.4,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,117366.13,0,0,115257.76,0,0,119553.08
0,0,0,2020-06-08,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113223.8,0,0,115257.76,0,0,113223.8,0,0,118086.17,0,0,118815.1,0,0,120300.29,0,0,114571.7,0,0,119553.08,0,0,121823.08,0,0,121823.08,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,114571.7,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,115952.08,0,0,118815.1,0,0,115257.76,0,0,115257.76,0,0,114571.7,62650.09,1586.16,349063.94,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,117366.13,0,0,115257.76,0,0,119553.08
0,0,0,2020-06-15,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113605.67,0,0,115653.5,0,0,113605.67,0,0,118501.6,0,0,119235.68,0,0,120731.47,0,0,114962.73,0,0,119978.92,0,0,122265.27,0,0,122265.27,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,114962.73,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,116352.61,0,0,119235.68,0,0,115653.5,0,0,115653.5,0,0,114962.73,63743.46,1613.84,355155.8,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,117776.51,0,0,115653.5,0,0,119978.92
