sex,Dose,type_vax,week,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
1,0,,2020-04-27,CV,0,0,0,0,0,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22
0,0,,2020-04-27,CV,0,0,0,0,0,0,0,112561.67,0,0,112561.67,0,0,112561.67,0,0,112561.67,0,0,112561.67
1,0,,2020-05-04,CV,0,0,0,0,0,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22
0,0,,2020-05-04,CV,0,0,0,0,0,0,0,112561.67,0,0,112561.67,0,0,112561.67,0,0,112561.67,0,0,112561.67
1,0,,2020-05-11,CV,0,0,0,0,0,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22
0,0,,2020-05-11,CV,0,0,0,0,0,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08
1,0,,2020-05-18,CV,0,0,0,0,0,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22
0,0,,2020-05-18,CV,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
1,0,,2020-05-25,CV,0,0,0,0,0,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22,0,0,125804.22
0,0,,2020-05-25,CV,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
1,0,,2020-06-01,CV,0,0,0,0,0,0,0,126157.6,0,0,126157.6,0,0,126157.6,0,0,126157.6,0,0,126157.6
0,0,,2020-06-01,CV,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
1,0,,2020-06-08,CV,0,0,0,0,0,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88
0,0,,2020-06-08,CV,0,0,0,0,0,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8,0,0,113223.8
1,0,,2020-06-15,CV,0,0,0,0,0,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88
0,0,,2020-06-15,CV,0,0,0,0,0,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67,0,0,113605.67
1,0,,2020-06-22,CV,0,0,0,0,0,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88
0,0,,2020-06-22,CV,0,0,0,0,0,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18
1,0,,2020-06-29,CV,0,0,0,0,0,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88
0,0,,2020-06-29,CV,0,0,0,0,0,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7
1,0,,2020-07-06,CV,0,0,0,0,0,0,0,127109.74,0,0,127109.74,0,0,127109.74,0,0,127109.74,0,0,127109.74
0,0,,2020-07-06,CV,0,0,0,0,0,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7
1,0,,2020-07-13,CV,0,0,0,0,0,0,0,128320.31,0,0,128320.31,0,0,128320.31,0,0,128320.31,0,0,128320.31
0,0,,2020-07-13,CV,0,0,0,0,0,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7,0,0,114571.7
1,0,,2020-07-20,CV,0,0,0,0,0,0,0,129928.95,0,0,129928.95,0,0,129928.95,0,0,129928.95,0,0,129928.95
0,0,,2020-07-20,CV,0,0,0,0,0,0,0,115060.91,0,0,115060.91,0,0,115060.91,0,0,115060.91,0,0,115060.91
1,0,,2020-07-27,CV,0,0,0,0,0,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36
0,0,,2020-07-27,CV,0,0,0,0,0,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76
1,0,,2020-08-03,CV,0,0,0,0,0,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36
0,0,,2020-08-03,CV,0,0,0,0,0,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76
1,0,,2020-08-10,CV,0,0,0,0,0,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36
0,0,,2020-08-10,CV,0,0,0,0,0,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76
1,0,,2020-08-17,CV,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,0,,2020-08-17,CV,0,0,0,0,0,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76,0,0,115257.76
1,0,,2020-08-24,CV,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,0,,2020-08-24,CV,0,0,0,0,0,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31,0,0,115554.31
1,0,,2020-08-31,CV,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,0,,2020-08-31,CV,0,0,0,0,0,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08
1,0,,2020-09-07,CV,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,0,,2020-09-07,CV,0,0,0,0,0,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08
1,0,,2020-09-14,CV,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,0,,2020-09-14,CV,0,0,0,0,0,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08
1,0,,2020-09-21,CV,0,0,0,0,0,0,0,132614.49,0,0,132614.49,0,0,132614.49,0,0,132614.49,0,0,132614.49
0,0,,2020-09-21,CV,0,0,0,0,0,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08
1,0,,2020-09-28,CV,0,0,0,0,0,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99
0,0,,2020-09-28,CV,0,0,0,0,0,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08,0,0,115952.08
1,0,,2020-10-05,CV,0,0,0,0,0,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99
0,0,,2020-10-05,CV,0,0,0,0,0,0,0,116352.61,0,0,116352.61,0,0,116352.61,0,0,116352.61,0,0,116352.61
1,0,,2020-10-12,CV,0,0,0,0,0,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99,0,0,133666.99
0,0,,2020-10-12,CV,0,0,0,0,0,0,0,116654.82,0,0,116654.82,0,0,116654.82,0,0,116654.82,0,0,116654.82
1,0,,2020-10-19,CV,0,0,0,0,0,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99,0,0,134065.99
0,0,,2020-10-19,CV,0,0,0,0,0,0,0,116755.91,0,0,116755.91,0,0,116755.91,0,0,116755.91,0,0,116755.91
1,0,,2020-10-26,CV,0,0,0,0,0,0,0,134736.32,0,0,134736.32,0,0,134736.32,0,0,134736.32,0,0,134736.32
0,0,,2020-10-26,CV,0,0,0,0,0,0,0,117366.13,0,0,117366.13,0,0,117366.13,0,0,117366.13,0,0,117366.13
1,0,,2020-11-02,CV,0,0,0,0,0,0,0,135549.62,0,0,135549.62,0,0,135549.62,0,0,135549.62,0,0,135549.62
0,0,,2020-11-02,CV,0,0,0,0,0,0,0,117366.13,0,0,117366.13,0,0,117366.13,0,0,117366.13,0,0,117366.13
1,0,,2020-11-09,CV,0,0,0,0,0,0,0,135549.62,0,0,135549.62,0,0,135549.62,0,0,135549.62,0,0,135549.62
0,0,,2020-11-09,CV,0,0,0,0,0,0,0,117776.51,0,0,117776.51,0,0,117776.51,0,0,117776.51,0,0,117776.51
1,0,,2020-11-16,CV,0,0,0,0,0,0,0,135822.91,0,0,135822.91,0,0,135822.91,0,0,135822.91,0,0,135822.91
0,0,,2020-11-16,CV,0,0,0,0,0,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17
1,0,,2020-11-23,CV,0,0,0,0,0,0,0,136788.14,0,0,136788.14,0,0,136788.14,0,0,136788.14,0,0,136788.14
0,0,,2020-11-23,CV,0,0,0,0,0,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17
1,0,,2020-11-30,CV,0,0,0,0,0,0,0,138475.15,0,0,138475.15,0,0,138475.15,0,0,138475.15,0,0,138475.15
0,0,,2020-11-30,CV,0,0,0,0,0,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17
1,0,,2020-12-07,CV,1,1,1,1,1,38246.07,968.31,213093.48,38246.07,968.31,213093.48,38246.07,968.31,213093.48,38246.07,968.31,213093.48,38246.07,968.31,213093.48
0,0,,2020-12-07,CV,0,0,0,0,0,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17,0,0,118086.17
1,0,,2020-12-14,CV,0,0,0,0,0,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75
0,0,,2020-12-14,CV,0,0,0,0,0,0,0,118605.92,0,0,118605.92,0,0,118605.92,0,0,118605.92,0,0,118605.92
1,0,,2020-12-21,CV,0,0,0,0,0,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75
0,0,,2020-12-21,CV,0,0,0,0,0,0,0,118815.1,0,0,118815.1,0,0,118815.1,0,0,118815.1,0,0,118815.1
1,0,,2020-12-28,CV,0,0,0,0,0,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75,0,0,141529.75
0,0,,2020-12-28,CV,0,0,0,0,0,0,0,118815.1,0,0,118815.1,0,0,118815.1,0,0,118815.1,0,0,118815.1
1,0,,2021-01-04,CV,0,0,0,0,0,0,0,143032.19,0,0,143032.19,0,0,143032.19,0,0,143032.19,0,0,143032.19
0,0,,2021-01-04,CV,0,0,0,0,0,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3,0,0,119341.3
1,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
0,1,Pfizer,2021-01-04,CV,0,0,0,0,0,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41,0,0,26947264.41
1,0,,2021-01-11,CV,0,0,0,0,0,0,0,145818.53,0,0,145818.53,0,0,145818.53,0,0,145818.53,0,0,145818.53
0,0,,2021-01-11,CV,2,1,0,0,0,65339.89,7912.96,236030.16,32495.55,822.72,181053.63,0,0,119553.08,0,0,119553.08,0,0,119553.08
1,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Pfizer,2021-01-11,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-01-18,CV,1,1,0,0,0,39529.22,1000.79,220242.72,39529.22,1000.79,220242.72,0,0,145818.53,0,0,145818.53,0,0,145818.53
0,0,,2021-01-18,CV,0,0,0,0,0,0,0,121056.89,0,0,120300.29,0,0,119553.08,0,0,119553.08,0,0,119553.08
1,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88
0,1,Pfizer,2021-01-18,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-01-25,CV,0,0,0,0,0,0,0,146931.65,0,0,146931.65,0,0,145818.53,0,0,145818.53,0,0,145818.53
0,0,,2021-01-25,CV,0,0,0,0,0,0,0,121056.89,0,0,120300.29,0,0,119553.08,0,0,119553.08,0,0,119553.08
1,2,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
1,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55,0,0,12248756.55
0,1,Pfizer,2021-01-25,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-01,CV,0,0,0,0,0,0,0,146931.65,0,0,146931.65,0,0,145818.53,0,0,145818.53,0,0,145818.53
0,0,,2021-02-01,CV,0,0,0,0,0,0,0,121603.18,0,0,120839.75,0,0,120085.85,0,0,120085.85,0,0,120085.85
1,2,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
1,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,1,Pfizer,2021-02-01,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-08,CV,0,0,0,0,0,0,0,147252.81,0,0,147252.81,0,0,146134.84,0,0,146134.84,0,0,146134.84
0,0,,2021-02-08,CV,0,0,0,0,0,0,0,123272.02,0,0,122487.57,0,0,121713.03,0,0,121713.03,0,0,121713.03
1,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,2,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,Pfizer,2021-02-08,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-15,CV,0,0,0,0,0,0,0,148061.89,0,0,148061.89,0,0,146931.65,0,0,146931.65,0,0,146931.65
0,0,,2021-02-15,CV,0,0,0,0,0,0,0,123952.46,0,0,123159.34,0,0,122376.31,0,0,122376.31,0,0,122376.31
1,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,2,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,Pfizer,2021-02-15,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-02-22,CV,0,0,0,0,0,0,0,149209.66,0,0,149209.66,0,0,148061.89,0,0,148061.89,0,0,148061.89
0,0,,2021-02-22,CV,0,0,0,0,0,0,0,124180.94,0,0,123384.91,0,0,122599.02,0,0,122599.02,0,0,122599.02
1,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,2,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,Pfizer,2021-02-22,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-01,CV,0,0,0,0,0,0,0,151049.69,0,0,151049.69,0,0,149873.55,0,0,149873.55,0,0,149873.55
0,0,,2021-03-01,CV,0,0,0,0,0,0,0,125452.81,0,0,124640.45,0,0,123838.53,0,0,123838.53,0,0,123838.53
1,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68,0,0,22456053.68
0,1,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
1,2,Pfizer,2021-03-01,CV,0,0,0,0,0,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23,0,0,5182166.23
1,0,,2021-03-08,CV,0,0,0,0,0,0,0,157770.87,0,0,157770.87,0,0,156488.18,0,0,156488.18,0,0,156488.18
0,0,,2021-03-08,CV,0,0,0,0,0,0,0,131194.08,0,0,130305.92,0,0,129429.7,0,0,129429.7,0,0,129429.7
0,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04
1,1,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,2,Pfizer,2021-03-08,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,Moderna,2021-03-08,CV,0,0,0,0,0,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35,0,0,44912107.35
1,0,,2021-03-15,CV,0,0,0,0,0,0,0,163713.64,0,0,163713.64,0,0,162332.92,0,0,162332.92,0,0,162332.92
0,0,,2021-03-15,CV,0,0,0,0,0,0,0,141529.75,0,0,140496.69,0,0,139478.59,0,0,139478.59,0,0,139478.59
0,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5
1,1,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43
0,1,Moderna,2021-03-15,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,2,Pfizer,2021-03-15,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,1,AstraZeneca,2021-03-15,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,0,,2021-03-22,CV,0,0,0,0,0,0,0,174528.91,0,0,174528.91,0,0,172960.62,0,0,172960.62,0,0,172960.62
0,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16,0,0,976350.16
0,0,,2021-03-22,CV,0,0,0,0,0,0,0,149540.87,0,0,148388.02,0,0,147252.81,0,0,147252.81,0,0,147252.81
1,1,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18,0,0,1623329.18
1,1,AstraZeneca,2021-03-22,CV,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,1,Moderna,2021-03-22,CV,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
1,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,2,Pfizer,2021-03-22,CV,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
0,1,Moderna,2021-03-22,CV,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
0,1,AstraZeneca,2021-03-22,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,0,,2021-03-29,CV,0,0,0,0,0,0,0,192755.83,0,0,192755.83,0,0,190844.65,0,0,190844.65,0,0,190844.65
0,1,Pfizer,2021-03-29,CV,0,0,0,0,0,0,0,863694.37,0,0,863694.37,0,0,858193.13,0,0,858193.13,0,0,858193.13
0,0,,2021-03-29,CV,0,0,0,0,0,0,0,161360.86,0,0,160019.38,0,0,158887.17,0,0,158887.17,0,0,158887.17
1,1,Pfizer,2021-03-29,CV,0,0,0,0,0,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83,0,0,1604003.83
0,2,Pfizer,2021-03-29,CV,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
1,2,Pfizer,2021-03-29,CV,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
1,1,Moderna,2021-03-29,CV,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
1,1,AstraZeneca,2021-03-29,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,AstraZeneca,2021-03-29,CV,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,1,Moderna,2021-03-29,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,0,,2021-04-05,CV,0,0,0,0,0,0,0,214207.19,0,0,214207.19,0,0,211849.56,0,0,211849.56,0,0,211849.56
0,1,Pfizer,2021-04-05,CV,0,0,0,0,0,0,0,709138.54,0,0,709138.54,0,0,683940.72,0,0,683940.72,0,0,683940.72
0,2,Pfizer,2021-04-05,CV,0,0,0,0,0,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95
0,0,,2021-04-05,CV,0,0,0,0,0,0,0,190305.54,0,0,188442.41,0,0,188442.41,0,0,188442.41,0,0,188442.41
1,1,Pfizer,2021-04-05,CV,0,0,0,0,0,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35,0,0,1403503.35
