sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
1,40-49,2020-07,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-08,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-09,900,900,900,900,900,900,900,900,900,900,900,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-10,923,923,923,923,923,923,923,923,923,923,923,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-11,870,870,870,870,870,870,870,870,870,870,870,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-12,825,825,825,825,825,825,825,825,825,825,825,0,0,0,0,0,0,0,0,0,0
0,80+,2020-01,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0
0,80+,2020-02,667,667,667,667,667,667,667,667,667,667,667,0,0,0,0,0,0,0,0,0,0
0,80+,2020-03,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0
0,80+,2020-04,667,667,667,667,667,667,667,667,667,667,667,0,0,0,0,0,0,0,0,0,0
0,80+,2020-05,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,80+,2020-06,645,645,645,645,645,645,645,645,645,645,645,0,0,0,0,0,0,0,0,0,0
0,80+,2020-07,651,651,651,651,651,651,651,651,651,651,651,0,0,0,0,0,0,0,0,0,0
0,80+,2020-08,651,651,651,651,651,651,651,651,651,651,651,0,0,0,0,0,0,0,0,0,0
0,80+,2020-09,630,630,630,630,630,630,630,630,630,630,630,0,0,0,0,0,0,0,0,0,0
0,80+,2020-10,619,619,619,619,619,619,619,619,619,619,619,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-01,527,527,527,527,500,527,500,527,527,527,527,0,0,0,1,0,1,0,0,0,0
1,70-79,2020-02,493,493,493,493,464,493,464,493,493,493,493,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-03,527,527,527,527,496,527,496,527,527,527,527,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-04,510,510,510,510,480,510,480,510,510,510,510,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-05,496,496,496,496,465,496,465,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-06,480,480,480,480,450,480,450,480,480,480,480,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-07,482,482,482,482,451,482,451,482,482,482,482,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-08,465,465,465,465,434,465,434,465,465,465,465,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-09,444,444,444,444,414,444,414,444,444,444,444,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-10,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-11,420,420,420,420,390,420,390,420,420,420,420,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-12,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-01,434,434,434,434,403,434,403,434,434,434,434,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-02,378,378,378,378,350,378,350,378,378,378,378,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-03,402,402,402,402,371,402,371,402,402,402,402,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-04,124,124,124,124,113,124,113,124,124,124,124,0,0,0,0,0,0,0,0,0,0
0,80+,2020-11,540,540,540,540,540,540,540,540,540,540,540,0,0,0,0,0,0,0,0,0,0
0,80+,2020-12,558,558,558,558,558,558,558,558,558,558,558,0,0,0,0,0,0,0,0,0,0
0,80+,2021-01,558,558,558,558,558,558,558,558,558,558,558,0,0,0,0,0,0,0,0,0,0
0,80+,2021-02,479,479,479,479,479,479,479,479,479,479,479,0,0,0,0,0,0,0,0,0,0
0,80+,2021-03,505,505,505,505,505,505,505,505,505,505,505,0,0,0,0,0,0,0,0,0,0
0,80+,2021-04,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-01,852,852,852,852,852,852,852,852,852,852,852,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-02,783,783,783,783,783,783,783,783,783,783,783,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-03,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-04,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-05,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-06,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-07,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-08,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-09,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-10,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-11,810,810,810,810,810,810,810,810,810,810,810,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-12,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-01,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-02,734,734,734,734,734,734,734,734,734,734,734,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-03,788,788,788,788,788,788,788,788,788,788,788,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-04,275,275,275,275,275,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-01,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-02,728,728,728,728,728,728,728,728,728,728,728,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-03,795,795,795,795,795,795,795,795,795,795,795,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-04,256,256,256,256,256,256,256,256,256,256,256,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-01,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-02,899,899,899,899,899,899,899,899,899,899,899,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-03,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-04,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-05,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-06,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-07,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-08,961,961,961,961,961,961,961,961,961,961,961,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-09,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-10,949,949,949,949,949,949,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-11,859,859,859,859,859,859,859,859,859,859,859,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-12,868,868,868,868,868,868,868,868,868,868,868,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-01,851,851,851,851,851,851,851,851,851,851,851,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-02,756,756,756,756,756,756,756,756,756,756,756,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-03,808,808,808,808,808,808,808,808,808,808,808,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-04,286,286,286,286,286,286,286,286,286,286,286,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-01,814,814,814,814,814,814,814,814,814,814,814,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-02,754,754,754,754,754,754,754,754,754,754,754,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-03,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-04,780,780,780,780,780,780,780,780,780,780,780,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-05,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-06,780,780,780,780,780,780,780,780,780,780,780,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-07,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-08,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-09,780,780,780,780,780,780,780,780,780,780,780,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-10,779,779,779,779,779,779,779,779,779,779,779,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-11,750,750,750,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-12,758,758,758,758,758,758,758,758,758,758,758,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-01,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-02,671,671,671,671,671,671,671,671,671,671,671,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-03,694,694,694,694,694,694,694,694,694,694,694,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-04,235,235,235,235,235,235,235,235,235,235,235,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-01,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-02,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-03,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-04,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-05,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-06,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-01,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-02,667,667,667,667,667,667,667,667,667,667,667,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-03,698,698,698,698,698,698,698,698,698,698,698,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-04,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-05,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-06,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-07,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-08,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-09,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-10,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-11,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-12,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-01,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-02,616,616,616,616,616,616,616,616,616,616,616,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-03,682,682,682,682,682,682,682,682,682,682,682,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-04,242,242,242,242,242,242,242,242,242,242,242,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-01,837,837,837,837,837,837,837,837,837,837,837,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-02,763,763,763,763,763,763,763,763,763,763,763,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-03,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-04,752,752,752,752,752,752,752,752,752,752,752,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-05,768,768,768,768,768,768,768,768,768,768,768,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-06,720,720,720,720,720,720,720,720,720,720,720,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-07,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-08,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-09,720,720,720,720,720,720,720,720,720,720,720,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-10,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-11,720,720,720,720,720,720,720,720,720,720,720,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-12,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-01,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-02,672,672,672,672,672,672,672,672,672,672,672,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-03,701,701,701,701,701,701,701,701,701,701,701,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-04,242,242,242,242,242,242,242,242,242,242,242,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-01,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-02,290,290,290,290,290,290,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-03,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-04,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-05,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-06,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-07,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-08,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-09,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-10,308,308,308,308,308,308,308,308,308,308,308,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-11,270,270,270,270,270,270,270,270,270,270,270,0,0,0,0,0,0,0,0,0,0
1,12-17,2020-12,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,12-17,2021-01,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,12-17,2021-02,252,252,252,252,252,252,252,252,252,252,252,0,0,0,0,0,0,0,0,0,0
1,12-17,2021-03,279,279,279,279,279,279,279,279,279,279,279,0,0,0,0,0,0,0,0,0,0
1,12-17,2021-04,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-01,806,806,806,806,806,806,806,806,806,806,806,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-02,754,754,754,754,754,754,754,754,754,754,754,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-03,786,786,786,786,786,786,786,786,786,786,786,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-04,748,748,748,748,748,748,748,748,748,748,748,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-05,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-06,720,720,720,720,720,720,720,720,720,720,720,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-07,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-08,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-09,720,720,720,720,720,720,720,720,720,720,720,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-10,742,742,742,742,742,742,742,742,742,742,742,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-11,690,690,690,690,690,690,690,690,690,690,690,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-12,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-01,689,689,689,689,689,689,689,689,689,689,689,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-02,616,616,616,616,616,616,616,616,616,616,616,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-03,681,681,681,681,681,681,681,681,681,681,681,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-04,231,231,231,231,231,231,231,231,231,231,231,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-01,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-02,203,203,203,203,203,203,203,203,203,203,203,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-03,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-04,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-05,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-06,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-07,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-08,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-09,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-10,217,217,217,217,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-11,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0
1,25-29,2020-12,189,189,189,189,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-01,185,185,185,185,185,185,185,185,185,185,185,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-02,140,140,140,140,140,140,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-03,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0
1,25-29,2021-04,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-01,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-02,319,319,319,319,319,319,319,319,319,319,319,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-03,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-04,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-05,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-06,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-07,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-08,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-09,306,306,306,306,306,306,306,306,306,306,306,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-10,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-11,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0
0,12-17,2020-12,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-01,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-02,280,280,280,280,280,280,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-03,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0
0,12-17,2021-04,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-07,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-08,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-09,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-10,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-11,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,1162,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-12,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-01,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-02,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-03,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-04,363,363,363,363,363,363,363,363,363,363,363,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-01,508,508,508,508,508,508,508,508,508,508,508,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-02,464,464,464,464,464,464,464,464,464,464,464,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-03,496,496,496,496,496,496,496,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-04,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-05,496,496,496,496,496,496,496,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-06,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-07,496,496,496,496,496,496,496,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-08,496,496,496,496,496,496,496,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-09,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-10,496,496,496,496,496,496,496,496,496,496,496,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-11,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-12,481,481,481,481,481,481,481,481,481,481,481,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-01,465,465,465,465,465,465,465,465,465,465,465,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-02,420,420,420,420,420,420,420,420,420,420,420,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-03,441,441,441,441,441,441,441,441,441,441,441,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-04,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,0,0,0,0,0,0
1,80+,2020-01,589,589,589,589,589,589,589,589,589,589,589,0,0,0,0,0,0,0,0,0,0
1,80+,2020-02,551,551,551,551,551,551,551,551,551,551,551,0,0,0,0,0,0,0,0,0,0
1,80+,2020-03,589,589,589,589,589,589,589,589,589,589,589,0,0,0,0,0,0,0,0,0,0
1,80+,2020-04,570,570,570,570,570,570,570,570,570,570,570,0,0,0,0,0,0,0,0,0,0
1,80+,2020-05,589,589,589,589,589,589,589,589,589,589,589,0,0,0,0,0,0,0,0,0,0
1,80+,2020-06,570,570,570,570,570,570,570,570,570,570,570,0,0,0,0,0,0,0,0,0,0
1,80+,2020-07,567,567,567,567,567,567,567,567,567,567,567,0,0,0,0,0,0,0,0,0,0
1,80+,2020-08,541,541,541,541,541,541,541,541,541,541,541,0,0,0,0,0,0,0,0,0,0
1,80+,2020-09,510,510,510,510,510,510,510,510,510,510,510,0,0,0,0,0,0,0,0,0,0
1,80+,2020-10,527,527,527,527,527,527,527,527,527,527,527,0,0,0,0,0,0,0,0,0,0
1,80+,2020-11,504,504,504,504,504,504,504,504,504,504,504,0,0,0,0,0,0,0,0,0,0
