Dose,type_vax,week_fup,sex,ageband_at_study_entry,ACUASEARTHRITIS_broad_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_narrow_b,MIS_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,11174.95,0,0,12924.35,0,0,11174.95,0,0,11174.95,3029.36,76.7,16878.52,0,0,11174.95,0,0,11174.95,0,0,11174.95
0,0,0,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,9964.97,0,0,11692.82,0,0,9964.97,0,0,9964.97,2701.35,68.39,15050.98,0,0,9964.97,0,0,9964.97,0,0,9964.97
0,0,0,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,9702.33,0,0,11692.82,0,0,9702.33,0,0,9702.33,2630.16,66.59,14654.3,0,0,9702.33,0,0,9702.33,0,0,9702.33
0,0,0,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,9453.19,0,0,11332.86,0,0,9453.19,0,0,9453.19,2562.62,64.88,14278,0,0,9453.19,0,0,9453.19,0,0,9453.19
0,0,0,0,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,8991.41,0,0,11332.86,0,0,8991.41,0,0,8991.41,2437.44,61.71,13580.53,0,0,8991.41,0,0,8991.41,0,0,8991.41
0,0,0,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,10480.63,1269.25,37859.64,10480.63,1269.25,37859.64,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,21393.51,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91,0,0,19165.91
0,0,0,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,9484.55,1148.62,34261.45,9484.55,1148.62,34261.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,20218.54,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45,0,0,17358.45
0,0,0,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,9054.29,1096.52,32707.2,9054.29,1096.52,32707.2,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,19165.91,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81,0,0,16576.81
0,0,0,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,8661.37,1048.93,31287.85,8661.37,1048.93,31287.85,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,19165.91,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53,0,0,15862.53
0,0,0,0,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,8301.14,1005.31,29986.56,8301.14,1005.31,29986.56,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15862.53,0,0,15862.53,0,0,15207.26,0,0,18217.46,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15207.26,0,0,15862.53,0,0,15862.53
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,96862.92,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57,0,0,34084.57
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,76685.44,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85,0,0,30034.85
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,63465.06,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129,0,0,24129
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,63465.06,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76,0,0,22644.76
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,63465.06,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54,0,0,21332.54
0,0,0,0,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,47193.11,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43,0,0,15176.43
0,0,0,0,70-79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3785.76,95.85,21092.9,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,41830.59,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45,0,0,13575.45
0,0,0,0,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,184066.01,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61,0,0,96932.61
0,0,0,0,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,184066.01,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11,0,0,76729.11
0,0,0,0,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,122710.68,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29,0,0,55584.29
0,0,0,0,80+,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26909.59,0,0,26909.59,0,0,29031.74,0,0,29031.74,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,26909.59,7753.13,196.29,43197.68,16777.68,2031.85,60606.73,0,0,26909.59,0,0,26909.59,0,0,26909.59,0,0,76860.42,0,0,26909.59,0,0,26909.59,7294.79,184.69,40643.95,7753.13,196.29,43197.68,0,0,26909.59,7753.13,196.29,43197.68
0,0,0,0,80+,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,25076.55,0,0,25076.55,0,0,26909.59,0,0,26909.59,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,25076.55,7194.21,182.14,40083.57,15476.69,1874.3,55907.14,0,0,25076.55,0,0,25076.55,0,0,25076.55,0,0,76860.42,0,0,25076.55,0,0,25076.55,6797.88,172.11,37875.35,7194.21,182.14,40083.57,0,0,25076.55,7194.21,182.14,40083.57
0,0,0,0,80+,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,20821.56,0,0,20821.56,6314.83,159.88,35184,6314.83,159.88,35184,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,20821.56,5914.98,149.75,32956.16,13398.75,1622.65,48400.9,0,0,20821.56,0,0,20821.56,0,0,20821.56,0,0,76860.42,0,0,20821.56,0,0,20821.56,5644.41,142.9,31448.66,5914.98,149.75,32956.16,0,0,20821.56,5914.98,149.75,32956.16
0,0,0,0,80+,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,19706.94,0,0,19706.94,5939.02,150.36,33090.13,5939.02,150.36,33090.13,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,19706.94,5584.01,141.37,31112.1,12555.86,1520.57,45356.09,0,0,19706.94,0,0,19706.94,0,0,19706.94,0,0,76860.42,0,0,19706.94,0,0,19706.94,5342.26,135.25,29765.14,5584.01,141.37,31112.1,0,0,19706.94,5584.01,141.37,31112.1
0,0,0,0,80+,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,18705.58,0,0,18705.58,5605.43,141.92,31231.47,5605.43,141.92,31231.47,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,18705.58,5288.11,133.88,29463.48,11812.74,1430.58,42671.69,0,0,18705.58,0,0,18705.58,0,0,18705.58,0,0,76860.42,0,0,18705.58,0,0,18705.58,5070.8,128.38,28252.71,5288.11,133.88,29463.48,0,0,18705.58,5288.11,133.88,29463.48
0,0,0,0,all_birth_cohorts,1,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,1,0,1,2,2,1,485.31,12.29,2703.98,0,0,1783.69,487.97,12.35,2718.79,487.97,12.35,2718.79,0,0,1783.69,0,0,1783.69,967.83,117.21,3496.14,967.83,117.21,3496.14,483.72,12.25,2695.14,488,12.35,2718.94,488,12.35,2718.94,0,0,1792.37,0,0,1792.37,485.43,12.29,2704.66,980.29,118.72,3541.13,0,0,1792.37,0,0,1792.37,0,0,1783.69,0,0,2304.84,0,0,1792.37,0,0,1792.37,967.06,117.12,3493.36,485.43,12.29,2704.66,0,0,1792.37,487.81,12.35,2717.88
0,0,0,0,0-59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,737.58,18.67,4109.54,747.56,18.93,4165.13,747.56,18.93,4165.13,0,0,2739.43,0,0,2739.43,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2719.2,0,0,2923.46,0,0,2739.43,0,0,2739.43,737.13,18.66,4107.05,0,0,2719.2,0,0,2719.2,0,0,2719.2
0,0,0,0,60+,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,2,2,0,1420.6,35.97,7915.07,0,0,5184.56,1443.62,36.55,8043.33,1443.62,36.55,8043.33,0,0,5184.56,0,0,5184.56,2817.42,341.2,10177.48,2817.42,341.2,10177.48,0,0,5184.56,0,0,5184.56,0,0,5184.56,0,0,5184.56,0,0,5184.56,1421.65,35.99,7920.92,2925.63,354.31,10568.37,0,0,5258.62,0,0,5258.62,0,0,5184.56,0,0,10892.18,0,0,5184.56,0,0,5184.56,1405.46,35.58,7830.7,1421.65,35.99,7920.92,0,0,5258.62,1442.19,36.51,8035.39
0,0,0,1,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21,0,0,203222.21
