datasource,week,vx_manufacturer,dose,birth_cohort,COVID,IR,lb,ub
ARS,2020-03-09,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-09,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-09,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-16,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-16,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-16,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-23,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-23,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-23,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-30,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1990+,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-03-30,none,no_dose,<1940,COVID,0,0,0
ARS,2020-03-30,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-06,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-06,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-06,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-13,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-13,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-13,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-20,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-20,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-20,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-27,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1990+,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-04-27,none,no_dose,<1940,COVID,0,0,0
ARS,2020-04-27,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-04,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-04,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-04,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-11,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-11,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-11,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-18,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-18,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-18,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-25,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1990+,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-05-25,none,no_dose,<1940,COVID,0,0,0
ARS,2020-05-25,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-01,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-01,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-01,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-08,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-08,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-08,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-15,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1960-1969,COVID,347.22,48.91,2465.03
ARS,2020-06-15,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-15,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-15,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-22,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-22,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-22,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-29,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1990+,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-06-29,none,no_dose,<1940,COVID,0,0,0
ARS,2020-06-29,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-06,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-06,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-06,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-13,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-13,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-13,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-20,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-20,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-20,none,no_dose,1980-1989,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1990+,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1970-1979,COVID,0,0,0
ARS,2020-07-27,none,no_dose,<1940,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1940-1949,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1950-1959,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1960-1969,COVID,0,0,0
ARS,2020-07-27,none,no_dose,1990+,COVID,0,0,0
