sex,Dose,type_vax,week_fup,riskfactor,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b,IR_COVID_L1plus,lb_COVID_L1plus,ub_COVID_L1plus,IR_COVID_L2plus,lb_COVID_L2plus,ub_COVID_L2plus,IR_COVID_L3plus,lb_COVID_L3plus,ub_COVID_L3plus,IR_COVID_L4plus,lb_COVID_L4plus,ub_COVID_L4plus,IR_COVID_L5plus,lb_COVID_L5plus,ub_COVID_L5plus
0,2,Pfizer,5,CV,0,0,0,0,0,0,0,87038.97,0,0,86647.15,0,0,86258.85,0,0,86258.85,0,0,86258.85
0,2,Pfizer,6,CV,0,0,0,0,0,0,0,93762.23,0,0,93307.7,0,0,92857.56,0,0,92857.56,0,0,92857.56
0,2,Pfizer,7,CV,0,0,0,0,0,0,0,97282.54,0,0,97002.39,0,0,96515.99,0,0,96515.99,0,0,96515.99
0,2,Pfizer,8,CV,0,0,0,0,0,0,0,112655.79,0,0,112655.79,0,0,112000.27,0,0,112000.27,0,0,112000.27
0,2,Pfizer,9,CV,0,0,0,0,0,0,0,144103.02,0,0,144103.02,0,0,143032.19,0,0,143032.19,0,0,143032.19
0,2,Pfizer,10,CV,0,0,0,0,0,0,0,201098.99,0,0,201098.99,0,0,199019.68,0,0,199019.68,0,0,199019.68
0,2,Pfizer,11,CV,0,0,0,0,0,0,0,276665.96,0,0,276665.96,0,0,272745.59,0,0,272745.59,0,0,272745.59
0,2,Pfizer,12,CV,0,0,0,0,0,0,0,349964.47,0,0,349964.47,0,0,343715.11,0,0,343715.11,0,0,343715.11
1,1,AstraZeneca,1,CV,0,0,0,0,0,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96,0,0,401000.96
1,1,AstraZeneca,2,CV,0,0,0,0,0,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3,0,0,405832.3
1,1,AstraZeneca,3,CV,0,0,0,0,0,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89
1,1,AstraZeneca,4,CV,0,0,0,0,0,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89,0,0,409532.89
1,1,AstraZeneca,5,CV,0,0,0,0,0,0,0,415852.85,0,0,415852.85,0,0,415852.85,0,0,415852.85,0,0,415852.85
1,1,AstraZeneca,6,CV,0,0,0,0,0,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36,0,0,427734.36
1,1,AstraZeneca,7,CV,0,0,0,0,0,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19,0,0,431847.19
1,1,AstraZeneca,8,CV,0,0,0,0,0,0,0,466215.65,0,0,466215.65,0,0,466215.65,0,0,466215.65,0,0,466215.65
1,1,AstraZeneca,9,CV,0,0,0,0,0,0,0,522233.81,0,0,522233.81,0,0,522233.81,0,0,522233.81,0,0,522233.81
1,1,AstraZeneca,10,CV,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
1,1,AstraZeneca,11,CV,0,0,0,0,0,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12,0,0,583274.12
1,1,AstraZeneca,12,CV,0,0,0,0,0,0,0,701751.68,0,0,701751.68,0,0,701751.68,0,0,701751.68,0,0,701751.68
1,2,AstraZeneca,1,CV,0,0,0,0,0,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01
1,2,AstraZeneca,2,CV,0,0,0,0,0,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57,0,0,1531094.57
0,1,Pfizer,4,CV,0,0,0,0,0,0,0,193586.67,0,0,185331.94,0,0,183564.47,0,0,183564.47,0,0,183564.47
1,1,Moderna,1,CV,0,0,0,0,0,0,0,392817.27,0,0,392817.27,0,0,392817.27,0,0,392817.27,0,0,392817.27
1,1,Moderna,2,CV,0,0,0,0,0,0,0,392817.27,0,0,392817.27,0,0,392817.27,0,0,392817.27,0,0,392817.27
1,1,Moderna,3,CV,0,0,0,0,0,0,0,399811.04,0,0,399811.04,0,0,399811.04,0,0,399811.04,0,0,399811.04
1,1,Moderna,4,CV,0,0,0,0,0,0,0,438880.53,0,0,438880.53,0,0,438880.53,0,0,438880.53,0,0,438880.53
1,1,Moderna,5,CV,0,0,0,0,0,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99,0,0,1334022.99
1,1,Moderna,6,CV,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
1,1,Moderna,7,CV,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
1,1,Moderna,8,CV,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,1,Pfizer,5,CV,0,0,0,0,0,0,0,367128.94,0,0,353638.64,0,0,336000.8,0,0,336000.8,0,0,336000.8
1,1,Pfizer,6,CV,0,0,0,0,0,0,0,499023.42,0,0,482925.89,0,0,459850.93,0,0,459850.93,0,0,459850.93
1,1,Pfizer,7,CV,0,0,0,0,0,0,0,831705.69,0,0,797256.34,0,0,736264.05,0,0,736264.05,0,0,736264.05
1,1,Pfizer,8,CV,0,0,0,0,0,0,0,935668.9,0,0,892293.52,0,0,816583.77,0,0,816583.77,0,0,816583.77
1,1,Pfizer,9,CV,0,0,0,0,0,0,0,1104396.08,0,0,1044467.61,0,0,948847.34,0,0,948847.34,0,0,948847.34
1,1,Pfizer,10,CV,0,0,0,0,0,0,0,1259217.96,0,0,1181897.56,0,0,1151592.5,0,0,1151592.5,0,0,1151592.5
1,1,Pfizer,11,CV,0,0,0,0,0,0,0,1604003.83,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92,0,0,1480618.92
1,2,Moderna,1,CV,0,0,0,0,0,0,0,520217.46,0,0,520217.46,0,0,520217.46,0,0,520217.46,0,0,520217.46
1,2,Moderna,2,CV,0,0,0,0,0,0,0,528377.73,0,0,528377.73,0,0,528377.73,0,0,528377.73,0,0,528377.73
1,2,Moderna,3,CV,0,0,0,0,0,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94,0,0,534667.94
1,2,Moderna,4,CV,0,0,0,0,0,0,0,559071.88,0,0,559071.88,0,0,559071.88,0,0,559071.88,0,0,559071.88
1,2,Moderna,5,CV,0,0,0,0,0,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22,0,0,588368.22
1,2,Moderna,6,CV,0,0,0,0,0,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53,0,0,641601.53
1,2,Moderna,7,CV,0,0,0,0,0,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54,0,0,709138.54
1,2,Moderna,8,CV,0,0,0,0,0,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17,0,0,886423.17
0,1,Pfizer,5,CV,0,0,0,0,0,0,0,314070.68,0,0,294827.84,0,0,290380,0,0,290380,0,0,290380
0,1,Pfizer,6,CV,0,0,0,0,0,0,0,404613.58,0,0,376358.44,0,0,369140.61,0,0,369140.61,0,0,369140.61
0,1,Pfizer,7,CV,0,0,0,0,0,0,0,559071.88,0,0,528377.73,0,0,514260.77,0,0,514260.77,0,0,514260.77
0,1,Pfizer,8,CV,0,0,0,0,0,0,0,612437.83,0,0,575796.25,0,0,559071.88,0,0,559071.88,0,0,559071.88
0,1,Pfizer,9,CV,0,0,0,0,0,0,0,732262.62,0,0,680486.48,0,0,657250.35,0,0,657250.35,0,0,657250.35
0,1,Moderna,1,CV,0,0,0,0,0,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18,0,0,874911.18
0,1,Moderna,2,CV,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
0,1,Moderna,3,CV,0,0,0,0,0,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62,0,0,916573.62
0,1,Moderna,4,CV,0,0,0,0,0,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83,0,0,998046.83
0,1,Moderna,5,CV,0,0,0,0,0,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14,0,0,3062189.14
0,1,Moderna,6,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,Moderna,7,CV,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
0,1,AstraZeneca,13,CV,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,2,AstraZeneca,2,CV,0,0,0,0,0,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63,0,0,1308119.63
0,2,Pfizer,13,CV,0,0,0,0,0,0,0,458286.81,0,0,458286.81,0,0,447628.98,0,0,447628.98,0,0,447628.98
0,2,Pfizer,14,CV,0,0,0,0,0,0,0,904270.62,0,0,904270.62,0,0,898242.15,0,0,898242.15,0,0,898242.15
0,2,Pfizer,15,CV,0,0,0,0,0,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5
0,2,AstraZeneca,3,CV,0,0,0,0,0,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76,0,0,3286251.76
1,1,UKN,1,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,2,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,3,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,4,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,5,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,6,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,7,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,8,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,1,UKN,9,CV,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
1,1,UKN,10,CV,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,2,AstraZeneca,3,CV,0,0,0,0,0,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37,0,0,7091385.37
0,1,UKN,1,CV,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
0,1,UKN,2,CV,0,0,0,0,0,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67,0,0,3208007.67
0,1,UKN,3,CV,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,1,UKN,4,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,UKN,5,CV,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,1,UKN,6,CV,0,0,0,0,0,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666,0,0,7925666
1,1,Pfizer,12,CV,0,0,0,0,0,0,0,2245605.37,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49,0,0,2072866.49
0,1,UKN,7,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,UKN,8,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,UKN,9,CV,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,1,UKN,10,CV,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
0,1,Pfizer,10,CV,0,0,0,0,0,0,0,874911.18,0,0,802001.92,0,0,769921.84,0,0,769921.84,0,0,769921.84
0,1,Pfizer,11,CV,0,0,0,0,0,0,0,1086583.24,0,0,1020729.71,0,0,969326.06,0,0,969326.06,0,0,969326.06
0,1,Pfizer,12,CV,0,0,0,0,0,0,0,1360972.95,0,0,1271097.38,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83
0,1,Pfizer,13,CV,0,0,0,0,0,0,0,1705523.06,0,0,1566701.42,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,1,Pfizer,14,CV,0,0,0,0,0,0,0,2208792.16,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5,0,0,1981416.5
0,1,Pfizer,15,CV,0,0,0,0,0,0,0,2406005.75,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,1,Pfizer,16,CV,0,0,0,0,0,0,0,3545692.69,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49,0,0,2994140.49
0,1,Pfizer,17,CV,0,0,0,0,0,0,0,5182166.23,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85
0,1,Pfizer,18,CV,0,0,0,0,0,0,0,7925666,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42,0,0,5614013.42
0,2,Pfizer,16,CV,0,0,0,0,0,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07,0,0,4646080.07
0,2,Pfizer,17,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,2,Pfizer,18,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,2,Pfizer,19,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,2,Pfizer,20,CV,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
0,2,Pfizer,21,CV,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,2,Pfizer,22,CV,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,2,Moderna,9,CV,0,0,0,0,0,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61
0,2,AstraZeneca,4,CV,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
1,1,AstraZeneca,13,CV,0,0,0,0,0,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833,0,0,3962833
0,2,Pfizer,23,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
0,1,Moderna,8,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Moderna,9,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
0,1,Moderna,10,CV,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
1,2,Moderna,10,CV,0,0,0,0,0,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74,0,0,1727388.74
0,2,Moderna,1,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,2,Moderna,2,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,2,Moderna,3,CV,0,0,0,0,0,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88,0,0,1203002.88
0,2,Moderna,4,CV,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
0,2,Moderna,5,CV,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,2,Moderna,6,CV,0,0,0,0,0,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88,0,0,1643125.88
0,2,Moderna,7,CV,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
0,2,Moderna,8,CV,0,0,0,0,0,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78,0,0,2138671.78
0,2,Moderna,9,CV,0,0,0,0,0,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67,0,0,2641888.67
0,2,Moderna,10,CV,0,0,0,0,0,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69,0,0,3545692.69
0,2,Moderna,11,CV,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,2,Moderna,12,CV,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
0,2,Moderna,13,CV,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
1,2,Moderna,11,CV,0,0,0,0,0,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84,0,0,3133402.84
1,2,Moderna,12,CV,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,2,Moderna,13,CV,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
1,2,Moderna,14,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,2,Moderna,15,CV,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
1,1,AstraZeneca,14,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,AstraZeneca,15,CV,0,0,0,0,0,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06,0,0,134736322.06
1,1,Pfizer,13,CV,0,0,0,0,0,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2,0,0,3849609.2
1,1,Pfizer,14,CV,0,0,0,0,0,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88
1,1,Pfizer,15,CV,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
1,1,Pfizer,16,CV,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,1,Pfizer,17,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,18,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,19,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,20,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
1,1,Pfizer,21,CV,0,0,0,0,0,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01,0,0,19248046.01
