Dose,type_vax,week_fup,sex,Birthcohort_persons,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM_narrow_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,KD_narrow_b,KD_broad_b,MISCC_narrow_b,MISCC_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_narrow,lb_DM_narrow,ub_DM_narrow,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,0,0,0,1940-1949,0,1,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,0,0,2,2,2,4,0,0,0,0,0,3420.57,939.4,23.78,5234.03,0,0,3420.57,939.82,23.79,5236.32,929.98,23.55,5181.52,938.73,23.77,5230.26,1868.67,226.3,6750.27,1886.33,228.44,6814.07,1945.15,235.57,7026.54,1945.15,235.57,7026.54,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3431.9,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3420.57,0,0,3485.34,0,0,3485.34,1866.9,226.09,6743.89,1866.9,226.09,6743.89,939.82,23.79,5236.32,25682.04,14374.04,42358.62,0,0,3420.57,0,0,3420.57,1854.53,224.59,6699.21,1904.33,230.62,6879.09,1866.9,226.09,6743.89,3834.75,1044.84,9818.47
0,0,0,0,1940-1949,0,1,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,0,0,2,2,2,4,0,0,0,0,0,3389.08,930.64,23.56,5185.22,0,0,3389.08,931.05,23.57,5187.47,921.39,23.33,5133.68,929.98,23.55,5181.52,1851.34,224.21,6687.66,1868.67,226.3,6750.27,1926.37,233.29,6958.72,1926.37,233.29,6958.72,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3400.2,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3389.08,0,0,3452.65,0,0,3452.65,1849.6,224,6681.4,1849.6,224,6681.4,931.05,23.57,5187.47,25682.04,14374.04,42358.62,0,0,3389.08,0,0,3389.08,1837.46,222.52,6637.53,1886.33,228.44,6814.07,1849.6,224,6681.4,3798.26,1034.9,9725.05
0,0,0,0,1940-1949,0,1,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,16,0,0,2,2,2,4,0,0,0,0,0,3239.94,889.18,22.51,4954.21,0,0,3239.94,889.55,22.52,4956.27,880.74,22.3,4907.15,888.58,22.5,4950.84,1769.28,214.27,6391.24,1785.1,216.18,6448.41,2781.51,573.62,8128.77,2781.51,573.62,8128.77,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3250.1,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3239.94,0,0,3298,0,0,3298,1767.7,214.08,6385.52,1767.7,214.08,6385.52,889.55,22.52,4956.27,26553.98,15177.89,43122,0,0,3239.94,0,0,3239.94,1756.6,212.73,6345.45,1801.21,218.14,6506.6,1767.7,214.08,6385.52,3625.76,987.9,9283.39
0,0,0,0,1940-1949,0,1,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,16,0,0,2,2,2,4,0,0,0,0,0,3211.68,881.33,22.31,4910.46,0,0,3211.68,881.69,22.32,4912.48,873.03,22.1,4864.22,880.74,22.3,4907.15,1753.73,212.39,6335.09,1769.28,214.27,6391.24,2755.91,568.33,8053.94,2755.91,568.33,8053.94,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3221.66,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3211.68,0,0,3268.71,0,0,3268.71,1752.18,212.2,6329.46,1752.18,212.2,6329.46,881.69,22.32,4912.48,26119.6,14929.61,42416.6,0,0,3211.68,0,0,3211.68,1741.28,210.88,6290.09,1785.1,216.18,6448.41,1752.18,212.2,6329.46,3593.12,979.01,9199.82
0,0,0,0,1940-1949,0,1,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,16,0,0,2,2,2,4,0,0,0,0,0,3183.9,873.62,22.12,4867.48,0,0,3183.9,873.97,22.13,4869.46,865.46,21.91,4822.03,873.03,22.1,4864.22,1738.46,210.54,6279.91,1753.73,212.39,6335.09,2730.77,563.15,7980.48,2730.77,563.15,7980.48,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3193.71,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3183.9,0,0,3239.94,0,0,3239.94,1736.93,210.35,6274.38,1736.93,210.35,6274.38,873.97,22.13,4869.46,26119.6,14929.61,42416.6,0,0,3183.9,0,0,3183.9,1726.22,209.05,6235.68,1769.28,214.27,6391.24,1736.93,210.35,6274.38,3561.07,970.27,9117.75
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,913.17,23.12,5087.86,913.17,23.12,5087.86,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,7058.56,2837.91,14543.32,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68,0,0,3360.68
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,880.93,22.3,4908.21,880.93,22.3,4908.21,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,6987.95,2809.52,14397.84,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28,0,0,3242.28
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,858.2,21.73,4781.59,858.2,21.73,4781.59,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,6850.88,2754.41,14115.44,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82,0,0,3158.82
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,850.88,21.54,4740.82,850.88,21.54,4740.82,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,6784.35,2727.66,13978.35,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95,0,0,3131.95
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,809.47,20.49,4510.09,809.47,20.49,4510.09,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,6592.28,2650.44,13582.62,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84,0,0,2979.84
0,0,0,0,1950-1959,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,790.24,20.01,4402.95,790.24,20.01,4402.95,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,6470.16,2601.34,13331.01,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19,0,0,2909.19
